Year,Release Date,original_index,unique_index
2016,29 July 2016 (USA),6525,4733
2012,2012 (USA),6526,3334
2016,,6527,536
2012,26 September 2012 (France),6528,4734
2018,23 March 2018 (USA),6529,4735
2011,11 October 2011 (USA),6530,4736
2012,28 January 2012 (USA),6531,4737
2013,10 September 2013 (USA),6532,4738
2013,12 October 2013 (USA),6533,4739
2014,9 June 2014 (USA),6534,2800
2014,6 November 2014 (USA),6535,4740
2017,,6536,4741
1952,28 May 1952 (USA),6537,4742
1997,,6538,4644
2012,1 March 2013 (USA),6539,4743
2004,7 February 2004 (USA),6540,4744
2014,19 April 2014 (USA),6541,1402
2013,21 March 2014 (USA),6542,4054
2008,September 2008 (Italy),6543,4745
2015,November 2015 (USA),6544,4746
2012,2 September 2012 (Italy),6545,4747
2011,28 June 2011 (Belgium),6546,4748
2013 2014 2015,"Jan 10, 2014 Limited",6547,4749
2011,20 September 2012 (Russia),6548,4750
2014,2014 (USA),6549,2159
2011,14 October 2011 (USA),6550,4390
2015,,6551,1514
2012,19 July 2012 (Russia),6552,4751
1996,18 October 1996 (USA),6553,2033
1999,12 March 1999 (USA),6554,750
1997,19 September 1997 (USA),6555,1898
1995,11 August 1995 (USA),6556,1203
2014,20 January 2014 (USA),6557,4752
2005,30 September 2005 (USA),6558,2024
2014,February 2014 (USA),6559,4753
2015,2015 (USA),6560,260
2013,,6561,2853
2007,28 May 2008 (USA),6562,4754
2014,1 September 2014 (USA),6563,4755
2012,4 June 2013 (USA),6564,4756
2014,6 March 2015 (USA),6565,4757
1942,25 December 1942 (USA),6566,4758
2014,13 February 2015 (USA),6567,2916
2014,18 July 2014 (USA),6568,1128
2014,24 October 2014 (USA),6569,2145
2014,2 January 2015 (USA),6570,4759
2014,25 April 2014 (USA),6571,4239
2013,2 May 2014 (UK),6572,4760
1993,12 November 1993 (USA),6573,875
2013,12 December 2013 (USA),6574,4761
2014,22 August 2014 (USA),6575,1725
1958,26 February 1958 (Japan),6576,4762
2013,27 March 2015 (Poland),6577,4763
2012,7 January 2012 (USA),6578,4764
2013,19 July 2013 (USA),6579,404
2009,24 June 2009 (USA),6580,1113
2012,2012 (Canada),6581,4765
2008,10 April 2008 (USA),6582,4766
2009,20 July 2009 (USA),6583,4767
2006,31 January 2007 (France),6584,4768
2010,January 2010 (USA),6585,4412
2011,23 June 2011 (USA),6586,4769
2007,28 March 2008 (USA),6587,2878
2011,1 May 2011 (USA),6588,984
2008,14 May 2009 (Germany),6589,4770
2006,21 October 2006 (USA),6590,4771
2010,3 June 2010 (USA),6591,4772
2013,4 October 2013 (USA),6592,2576
1977,13 March 1978 (Sweden),6593,4773
2013,21 January 2013 (USA),6594,4146
2012,19 July 2012 (USA),6595,4774
2013,12 February 2013 (USA),6596,4440
2014,July 2014 (USA),6597,4775
2014,6 May 2014 (USA),6598,4776
2009,11 July 2009 (USA),6599,4777
2014,2 June 2015 (USA),6600,4778
2014,15 June 2014 (USA),6601,3527
2008,6 November 2008 (Germany),6602,4779
2013,5 February 2014 (Philippines),6603,4780
2004,28 September 2006 (Germany),6604,4781
2013,21 July 2013 (USA),6605,4782
2013,5 December 2013 (USA),6606,4783
2014,9 May 2014 (USA),6607,688
2014,31 October 2014 (USA),6608,257
2013,30 June 2013 (USA),6609,4784
2014,11 January 2014 (USA),6610,4785
2015,10 April 2015 (USA),6611,2011
2015,27 February 2015 (USA),6612,2287
2015,1 June 2015 (USA),6613,1838
2015,29 March 2015 (USA),6614,4786
2015,15 April 2015 (USA),6615,1388
2013,4 May 2013 (USA),6616,1397
2015,28 February 2015 (USA),6617,4688
2015,26 September 2015 (USA),6618,788
2015,27 February 2015 (USA),6619,2287
2015,2 May 2015 (USA),6620,3084
2015,2015 (USA),6621,260
2014,26 October 2014 (USA),6622,4787
2015,26 September 2015 (USA),6623,788
2011,7 March 2013 (USA),6624,4788
2015,1 June 2015 (USA),6625,1838
2015,,6626,1514
2015,26 April 2015 (USA),6627,2775
2015,9 September 2015 (France),6628,4789
2009,2010 (USA),6629,4790
2006,15 May 2006 (USA),6630,4791
2015,1 July 2015 (USA),6631,2289
2014,1 June 2014 (USA),6632,4792
2015,15 May 2015 (USA),6633,2298
1988,31 March 1989 (USA),6634,4793
1963 1964 1965,"Jul 17, 1964 Wide",6635,4794
2008,30 March 2008 (USA),6636,4795
2012,2 October 2012 (USA),6637,4796
2014,16 October 2014 (USA),6638,1510
2014,January 2014 (USA),6639,3147
2014,9 January 2014 (USA),6640,4797
1991,30 October 1993 (South Korea),6641,4798
2014,10 March 2014 (USA),6642,4799
1990,31 May 1990 (USA),6643,4800
1993,27 May 1994 (Japan),6644,4801
2014,2 June 2015 (USA),6645,4778
2009,11 November 2010 (Russia),6646,4802
2006,20 October 2006 (USA),6647,2278
2008,25 June 2009 (Singapore),6648,4803
2005,3 February 2006 (USA),6649,2653
2007,8 January 2008 (USA),6650,4804
2005,16 September 2005 (USA),6651,1873
2011,9 April 2011 (USA),6652,4805
2011,11 April 2014 (USA),6653,4806
2013,19 August 2014 (USA),6654,1608
2014,November 2014 (USA),6655,968
2005,28 January 2005 (USA),6656,1166
2014,1 May 2015 (USA),6657,3159
2007,17 October 2008 (Italy),6658,4807
2015,14 August 2015 (UK),6659,4808
2004,March 2005 (USA),6660,4809
2004,30 April 2004 (USA),6661,2790
2000,21 July 2000 (USA),6662,2631
1996,12 January 1996 (USA),6663,2953
2009,31 July 2009 (USA),6664,1294
2002,13 September 2002 (USA),6665,2954
1972,1 February 1973 (Argentina),6666,4810
2005,8 April 2005 (USA),6667,1182
1992,22 May 1992 (USA),6668,199
1999,12 February 1999 (USA),6669,540
2002,23 August 2002 (USA),6670,1167
2014,27 February 2014 (USA),6671,4811
2009,18 June 2010 (USA),6672,4812
2014,6 March 2015 (USA),6673,4757
2013,8 November 2013 (USA),6674,1086
2014,4 March 2014 (USA),6675,4813
2014,9 January 2015 (USA),6676,4204
2012,10 March 2012 (USA),6677,1094
2013,21 January 2013 (USA),6678,4146
2014,15 August 2014 (USA),6679,1851
2010,5 May 2010 (USA),6680,4814
2014,17 March 2014 (USA),6681,4815
2014,17 October 2014 (USA),6682,1831
2013,4 May 2013 (USA),6683,1397
2013,4 October 2013 (USA),6684,2576
2013,10 January 2014 (UK),6685,4816
2012,29 April 2014 (Netherlands),6686,4817
2011,September 2011 (USA),6687,4089
1997,3 October 1997 (USA),6688,1503
2007,22 January 2007 (USA),6689,3882
2008,29 May 2008 (Germany),6690,4818
2005,January 2005 (USA),6691,4240
2014,17 January 2014 (USA),6692,1379
2014,23 February 2015 (USA),6693,4819
2015,4 May 2015 (USA),6694,4820
2014,7 May 2015 (Germany),6695,4821
2015,2015 (USA),6696,260
2014,8 October 2014 (France),6697,4822
2014,31 October 2014 (UK),6698,4823
2000,2000 (USA),6699,4206
2014,2 February 2014 (USA),6700,4824
2015,18 May 2015 (USA),6701,4825
2014,23 June 2015 (USA),6702,4621
2003,10 March 2003 (USA),6703,4826
2009,28 August 2009 (USA),6704,124
2015,April 2015 (USA),6705,4827
2013,5 September 2013 (South Korea),6706,4828
2012,29 June 2012 (Brazil),6707,4829
2015,15 March 2015 (USA),6708,971
2014,May 2014 (South Korea),6709,4830
2014,15 March 2014 (USA),6710,963
2013 2014 2015,"Nov 19, 2014 Limited",6711,4831
2003,21 November 2003 (UK),6712,4832
1997,19 September 1997 (USA),6713,1898
1968,2 June 1969 (Sweden),6714,4833
1976,28 September 1977 (France),6715,4834
2005,23 April 2005 (USA),6716,4835
1989,1 November 1989 (USA),6717,4836
1983 1984 1985,"Oct 26, 1984 Wide",6718,4837
1974,17 November 1975 (Sweden),6719,4838
1991,16 October 1992 (Australia),6720,4839
2013,18 July 2014 (USA),6721,4840
2014,8 May 2015 (USA),6722,1596
2008,2 November 2008 (USA),6723,4841
2015,2 October 2015 (USA),6724,2514
2015,2 May 2015 (USA),6725,3084
2015,31 December 2015 (Argentina),6726,4842
2015,2015 (USA),6727,260
2010,6 August 2010 (USA),6728,394
2012,27 July 2012 (USA),6729,3919
2008,14 February 2008 (USA),6730,296
2014,8 August 2014 (USA),6731,1850
2015,8 May 2015 (USA),6732,4056
2014 2015 2016,"May 15, 2015 Limited",6733,4843
2014,4 June 2015 (Singapore),6734,4844
2006,30 November 2007 (USA),6735,4845
2008,November 2008 (USA),6736,4846
2015,1 September 2015 (USA),6737,4159
2015,2 October 2015 (UK),6738,4847
2015,17 July 2015 (USA),6739,214
2015,23 October 2015 (USA),6740,2894
2015,26 September 2015 (USA),6741,788
2015,15 September 2015 (Canada),6742,4848
2015,12 September 2015 (Canada),6743,4849
1978 1979 1980,"May 24, 1979 Wide",6744,4850
2015,30 April 2015 (USA),6745,4851
2004,9 July 2004 (USA),6746,1278
2011,29 April 2011 (USA),6747,1840
2016,2016 (USA),6748,438
2016,2016 (USA),6749,438
2015,29 January 2015 (USA),6750,4852
2013,5 March 2013 (USA),6751,4853
2013,2014 (USA),6752,3938
2011,4 October 2013 (Turkey),6753,4854
2013,23 September 2014 (USA),6754,4855
2014,12 February 2015 (Ukraine),6755,4856
2015,21 August 2015 (USA),6756,1359
2013,11 July 2014 (USA),6757,2573
2014,4 September 2014 (Israel),6758,4857
2014,3 October 2014 (USA),6759,4175
2014,18 July 2014 (USA),6760,1128
2014,3 July 2015 (USA),6761,4858
2004,22 April 2004 (USA),6762,4859
2011,23 January 2011 (USA),6763,4860
2012,2 May 2014 (USA),6764,4861
1995,12 September 1995 (USA),6765,4862
2013,31 January 2014 (USA),6766,3333
2014,12 December 2014 (USA),6767,983
2004,17 December 2004 (USA),6768,919
2014,17 January 2014 (USA),6769,1379
1996,16 October 1996 (USA),6770,4863
2013,11 October 2013 (USA),6771,1480
2005,27 April 2007 (UK),6772,4864
2014,10 October 2014 (USA),6773,785
2014,5 September 2014 (USA),6774,4588
2014,24 October 2014 (USA),6775,2145
2013,24 April 2014 (USA),6776,4865
2007,21 August 2008 (Russia),6777,4866
2011,26 August 2011 (USA),6778,2795
2013,23 January 2013 (USA),6779,4867
2001,11 April 2002 (Czech Republic),6780,4868
2013,10 September 2013 (USA),6781,4738
2014,6 November 2014 (USA),6782,4740
2014,22 January 2014 (USA),6783,4869
2014,16 January 2015 (USA),6784,2570
2014,19 December 2014 (USA),6785,749
2014,25 September 2014 (USA),6786,4870
2014,26 November 2014 (Philippines),6787,4871
2011,20 January 2011 (USA),6788,4872
2009,16 January 2009 (USA),6789,2154
2013,19 July 2013 (Ireland),6790,4873
2012,14 September 2013 (Denmark),6791,4874
2014,6 October 2014 (USA),6792,4361
2014,1 May 2015 (USA),6793,3159
2013,13 February 2014 (Singapore),6794,4875
2014,1 May 2014 (Israel),6795,4876
2010,30 July 2010 (USA),6796,961
2007,26 October 2007 (USA),6797,3685
2010,16 February 2011 (France),6798,4877
2013,15 March 2013 (USA),6799,590
2014,2015 (USA),6800,2808
2014,24 April 2015 (USA),6801,4165
2014,22 January 2015 (Israel),6802,4878
2014,28 November 2014 (USA),6803,4879
2005,3 March 2006 (USA),6804,3918
1997,25 July 1997 (USA),6805,1999
2003,18 April 2003 (USA),6806,3178
2005,25 February 2005 (USA),6807,4880
2003,22 August 2003 (USA),6808,4881
2003,12 January 2003 (USA),6809,4882
2006,3 March 2006 (USA),6810,956
2005,14 January 2005 (USA),6811,1189
2008,2008 (USA),6812,194
1993,5 February 1993 (USA),6813,3888
2006,1 September 2006 (USA),6814,2044
1961,19 February 1962 (Sweden),6815,4883
1948,22 November 1948 (Sweden),6816,4884
2013,6 June 2014 (USA),6817,2941
2006,7 April 2006 (USA),6818,1950
2002,25 June 2004 (UK),6819,4885
2012,7 December 2012 (USA),6820,4886
2015,7 August 2015 (Germany),6821,4887
2012,1 December 2012 (Japan),6822,4888
2010,9 February 2010 (USA),6823,4889
2012 2013 2014,"Jun 13, 2013 Limited",6824,4890
2012,23 November 2012 (USA),6825,4891
1991 1992 1993,"Jul 31, 1992 Wide",6826,4892
2000,22 December 2000 (USA),6827,2007
2011,11 February 2011 (USA),6828,895
2006,28 July 2006 (USA),6829,1314
2014,17 October 2014 (USA),6830,1831
2015,14 August 2015 (USA),6831,471
2015,26 January 2015 (USA),6832,4893
2014,1 August 2014 (USA),6833,1084
2014,12 September 2014 (USA),6834,884
2014,12 September 2014 (USA),6835,884
2006,20 October 2006 (Italy),6836,4894
2010,28 January 2011 (USA),6837,244
1997,5 June 1998 (USA),6838,4895
1997,,6839,4644
2014,8 August 2014 (USA),6840,1850
2014,25 December 2014 (USA),6841,1543
2010,16 July 2010 (USA),6842,1002
2011,10 February 2012 (USA),6843,4896
2002,1 November 2002 (USA),6844,2259
2015,5 February 2016 (USA),6845,4897
2015,,6846,1514
2014,,6847,1649
1954,27 February 1954 (USA),6848,4898
1999,10 March 2000 (USA),6849,3875
1998,20 November 1998 (USA),6850,1016
1986,19 December 1986 (USA),6851,3303
1964,21 August 1964 (West Germany),6852,4899
1978,24 August 1978 (UK),6853,4900
1972,2 August 1972 (USA),6854,4901
1983,14 October 1983 (USA),6855,4902
1975,19 December 1975 (USA),6856,4903
1988,22 July 1988 (USA),6857,4904
1988,15 January 1988 (USA),6858,125
1980,19 December 1980 (USA),6859,1580
1991,15 February 1991 (USA),6860,4905
1989,3 February 1989 (USA),6861,4236
1994,15 April 1994 (USA),6862,4198
1985,22 May 1985 (USA),6863,4906
1991,9 August 1991 (USA),6864,4418
1983,30 September 1983 (USA),6865,4907
1994,26 August 1994 (USA),6866,1172
1985,16 August 1985 (USA),6867,1437
1988,26 August 1988 (USA),6868,4908
1987,22 July 1987 (USA),6869,4909
1991,April 1991 (USA),6870,4647
1992,6 March 1992 (USA),6871,4910
1984,13 April 1984 (USA),6872,3671
1996,20 September 1996 (USA),6873,548
1986,14 February 1986 (USA),6874,4703
1984,10 February 1984 (USA),6875,4911
1984,21 December 1984 (USA),6876,2772
1991,27 September 1991 (USA),6877,2402
2014,29 June 2014 (USA),6878,4912
1997,14 November 1997 (USA),6879,3276
1990,13 July 1990 (USA),6880,1603
1984,27 July 1984 (USA),6881,715
1992,6 March 1992 (USA),6882,4910
2014,9 March 2014 (USA),6883,1404
2014,6 February 2015 (USA),6884,4913
2012,15 June 2012 (USA),6885,3050
2014,25 December 2014 (USA),6886,1543
2015,1 March 2015 (USA),6887,4914
2012,12 October 2012 (USA),6888,2646
2009,16 January 2009 (USA),6889,2154
2015,20 March 2015 (USA),6890,2579
1988,12 February 1988 (USA),6891,4915
2011,24 June 2011 (USA),6892,864
2015,29 May 2015 (USA),6893,2299
2000,13 October 2000 (USA),6894,4916
2001,12 October 2001 (USA),6895,4917
1998 1999 2000,"Oct 8, 1999 Wide",6896,4918
2009,2 September 2009 (Indonesia),6897,4919
1992,18 September 1992 (USA),6898,1560
1999,2 April 1999 (USA),6899,4920
2002,20 September 2002 (USA),6900,2659
1987,12 June 1987 (USA),6901,938
2008,30 May 2008 (USA),6902,4278
2011,27 January 2012 (UK),6903,4921
2008,2008 (USA),6904,194
2008,5 November 2009 (Argentina),6905,4922
2013,9 July 2013 (USA),6906,4445
1989,30 November 1989 (South Africa),6907,4923
1985,22 May 1985 (USA),6908,4906
2008,7 March 2008 (USA),6909,1532
2005,8 September 2006 (USA),6910,4924
2005,13 May 2005 (USA),6911,1597
2010,12 November 2010 (USA),6912,211
2004,3 September 2004 (USA),6913,4925
2011,2 November 2011 (UK),6914,4926
2001,12 October 2001 (USA),6915,4917
1998,23 January 1998 (USA),6916,3105
1983 1984 1985,"Jan 1, 1984 Wide",6917,4927
1988,May 1988 (USA),6918,4928
2001,29 June 2001 (USA),6919,3059
1988,16 September 1988 (USA),6920,4929
1990,5 October 1990 (USA),6921,109
1994,28 October 1994 (USA),6922,1821
1996,17 July 1996 (USA),6923,1343
2003,20 May 2004 (Germany),6924,4930
1995,31 March 1995 (USA),6925,1273
2009,6 May 2010 (Germany),6926,4931
2014,17 January 2014 (USA),6927,1379
2005,26 August 2005 (USA),6928,2684
2004,24 February 2006 (USA),6929,4932
2009,March 2009 (USA),6930,4933
2001,January 2001 (USA),6931,4934
1948,24 May 1948 (USA),6932,4935
1972,8 January 1973 (Sweden),6933,4936
2006,25 April 2006 (USA),6934,4937
1974,6 December 1975 (Italy),6935,4938
2002,16 August 2002 (USA),6936,2370
1993,28 January 1994 (USA),6937,4939
2007,17 August 2007 (USA),6938,390
1958,August 1958 (USA),6939,4940
1989,10 February 1989 (USA),6940,4941
1959,July 1959 (USA),6941,4942
1960,22 June 1960 (USA),6942,4943
1959,17 February 1959 (USA),6943,4944
1961,12 August 1961 (USA),6944,4945
1972,21 June 1972 (USA),6945,4946
1979,31 August 1979 (USA),6946,4947
1985,9 August 1985 (USA),6947,2725
1951,27 April 1951 (USA),6948,3369
2012,31 August 2012 (USA),6949,4948
2013,14 March 2013 (Singapore),6950,4949
1984,9 March 1984 (USA),6951,2405
1982,24 September 1982 (USA),6952,4950
1983,18 November 1983 (USA),6953,3565
2012,22 September 2012 (USA),6954,4951
2003,21 November 2003 (USA),6955,4952
2002,25 October 2002 (USA),6956,2948
1999,23 July 1999 (USA),6957,3923
1960,July 1960 (USA),6958,251
1999,29 October 1999 (USA),6959,4953
1978 1979 1980,"Sep 28, 1979 Wide",6960,4954
1972,30 June 1972 (USA),6961,4955
1970,26 May 1970 (USA),6962,4956
1973,15 June 1973 (USA),6963,4957
2015,18 April 2015 (USA),6964,4958
2007,12 October 2007 (USA),6965,2648
1977,31 March 1978 (Denmark),6966,4959
2013,27 December 2013 (Vietnam),6967,4960
2009,22 October 2009 (Malaysia),6968,4961
2008,18 April 2008 (USA),6969,772
1991 1992 1993,"Jul 10, 1992 Wide",6970,4962
1964,24 March 1964 (USA),6971,4963
2010,17 December 2010 (USA),6972,804
1977,13 July 1977 (USA),6973,4964
2013,31 October 2013 (USA),6974,4965
1980 1981 1982,"Sep 18, 1981 Wide",6975,4966
2009,24 September 2010 (Ireland),6976,4967
2006,4 August 2006 (USA),6977,4324
2004,29 April 2005 (USA),6978,4968
1996,8 March 1996 (USA),6979,2611
1990,18 May 1990 (USA),6980,3696
1986,9 September 1986 (Canada),6981,4969
1984,6 April 1984 (USA),6982,4970
2007,21 November 2007 (USA),6983,868
1999,20 August 1999 (USA),6984,3796
2009,18 December 2009 (USA),6985,855
2005,3 December 2005 (USA),6986,4971
1982,12 November 1982 (USA),6987,1616
1981,21 August 1981 (USA),6988,4972
1979,3 August 1979 (USA),6989,4973
1996,16 May 1997 (USA),6990,4974
2000,7 January 2000 (Ireland),6991,4975
2009,6 August 2009 (Greece),6992,4976
1999,19 May 2000 (USA),6993,4164
2010,3 November 2011 (Russia),6994,4977
1959,10 April 1959 (USA),6995,4978
2005,9 March 2006 (Thailand),6996,4979
2012,7 December 2012 (USA),6997,4886
2012,26 October 2012 (USA),6998,4158
1974,October 1974 (USA),6999,3113
1960,7 December 1960 (USA),7000,4980
2001,24 August 2001 (USA),7001,191
1984,14 December 1984 (USA),7002,130
1992,28 February 1992 (USA),7003,4981
1995,21 April 1995 (USA),7004,2816
1960,5 August 1960 (USA),7005,4982
2012 2013 2014,"Feb 8, 2013 Wide",7006,4983
2011,1 June 2012 (Italy),7007,4984
2014,7 February 2014 (USA),7008,841
2013,18 January 2013 (USA),7009,4637
2013,27 November 2013 (USA),7010,795
2009,15 January 2010 (USA),7011,4985
2012,8 March 2013 (USA),7012,4986
2013,26 July 2013 (USA),7013,1106
2014,29 May 2015 (USA),7014,4987
1995,,7015,2324
2014,2 May 2014 (USA),7016,305
2015,6 October 2015 (USA),7017,308
2001,4 October 2001 (Germany),7018,4988
2013,4 January 2014 (USA),7019,4989
2013,31 May 2013 (USA),7020,3786
2015,,7021,1514
2016,17 July 2016 (USA),7022,4990
2013,15 October 2013 (USA),7023,2985
2014,17 July 2015 (USA),7024,4991
2015,,7025,1514
2013,12 August 2013 (USA),7026,4992
2015,,7027,1514
2015,23 October 2015 (USA),7028,2894
2006,6 July 2012 (USA),7029,4993
2013,10 January 2014 (USA),7030,1639
2011,22 September 2011 (USA),7031,4994
2011,12 March 2013 (USA),7032,4995
1986,31 January 1986 (USA),7033,2869
2014,15 April 2015 (USA),7034,4996
2015,1 November 2015 (USA),7035,2804
2013,7 June 2013 (USA),7036,2234
2011,,7037,2983
2014,20 May 2014 (USA),7038,2984
2015,14 August 2015 (USA),7039,471
1988,15 June 1988 (USA),7040,2071
1986,January 1988 (USA),7041,4997
1989,1989 (Argentina),7042,4998
1987,18 September 1987 (USA),7043,1155
1977,May 1977 (USA),7044,4999
1982,28 May 1982 (USA),7045,2314
1972,November 1972 (USA),7046,1258
1981,23 October 1981 (USA),7047,5000
1982,15 October 1982 (USA),7048,5001
1979,7 August 1980 (Australia),7049,5002
1982,12 November 1982 (USA),7050,1616
2011,9 May 2012 (France),7051,5003
2015,25 July 2015 (USA),7052,5004
2011,7 February 2012 (Netherlands),7053,5005
2005,2 September 2005 (USA),7054,600
2015,17 July 2015 (USA),7055,214
2015,27 March 2015 (USA),7056,771
2014,10 March 2014 (USA),7057,4799
2013,27 November 2014 (Peru),7058,5006
2015,26 June 2015 (USA),7059,261
2015,12 June 2015 (USA),7060,2285
2009,27 March 2009 (USA),7061,826
1996,19 July 1996 (USA),7062,5007
2011,15 September 2012 (Japan),7063,5008
2010,27 September 2011 (USA),7064,5009
2012,18 September 2012 (USA),7065,5010
2011,16 March 2012 (USA),7066,4314
2012 2013 2014,"May 2, 2013 Wide",7067,5011
2013,3 December 2013 (USA),7068,5012
2012,8 October 2013 (USA),7069,5013
2014,5 December 2014 (USA),7070,4046
2014 2015 2016,"Jan 30, 2015 Limited",7071,5014
2009,2010 (USA),7072,4790
2014,20 November 2014 (Kuwait),7073,5015
2014,1 December 2014 (USA),7074,2431
2012,10 November 2012 (USA),7075,5016
2014,13 November 2015 (USA),7076,5017
2013,24 October 2013 (USA),7077,5018
2008,22 January 2008 (USA),7078,5019
2012,11 March 2012 (USA),7079,3139
2014,20 September 2014 (USA),7080,5020
2014,12 August 2014 (USA),7081,5021
2014,4 March 2014 (USA),7082,4813
