Release Date,Country,original_index,unique_index
23 October 2009 (USA),"Canada,USA,UK,Australia",6121,4915
1 May 1967 (USA),USA,6122,4916
"Jan 1, 1971 Wide","USA,UK",6123,4917
25 September 1998 (USA),"USA,France",6124,3973
19 June 1968 (USA),USA,6125,4918
20 December 1966 (USA),USA,6126,4919
2 March 1984 (USA),USA,6127,1021
4 June 1993 (USA),USA,6128,4570
21 October 1988 (USA),USA,6129,3025
15 March 1991 (USA),USA,6130,3921
8 October 1992 (Germany),USA,6131,4920
8 May 1992 (USA),USA,6132,3786
21 January 2000 (USA),USA,6133,1487
10 September 1993 (USA),USA,6134,3981
19 March 1982 (USA),"Canada,USA",6135,4921
24 June 1983 (USA),"Canada,USA",6136,4922
13 June 1986 (USA),USA,6137,4923
10 July 1987 (USA),USA,6138,4924
7 August 1985 (USA),USA,6139,4925
22 March 1985 (USA),"USA,Canada",6140,4926
24 April 1992 (USA),USA,6141,4927
16 August 1991 (USA),USA,6142,4928
16 January 2002 (USA),USA,6143,4929
5 May 1995 (USA),USA,6144,4930
19 February 1982 (USA),USA,6145,4931
"Jan 30, 1998 Limited",USA,6146,4932
19 October 1990 (USA),USA,6147,4810
18 January 1991 (USA),USA,6148,4933
"Sep 2, 1939 Limited",USA,6149,4934
January 1994 (USA),USA,6150,4524
16 July 1999 (USA),USA,6151,1695
9 June 2000 (Poland),"USA,UK",6152,4935
"Oct 9, 1998 Wide",USA,6153,4936
19 June 1993 (South Korea),USA,6154,4937
22 March 1991 (USA),USA,6155,4938
9 April 1988 (Japan),USA,6156,4939
22 January 1999 (USA),USA,6157,3839
19 September 2003 (USA),"USA,Canada,UK",6158,4940
"Jan 21, 1994 Wide",USA,6159,4941
18 September 1981 (USA),USA,6160,228
2 October 1985 (USA),USA,6161,4942
30 October 1987 (USA),USA,6162,3041
3 February 1983 (Argentina),USA,6163,4943
29 September 1984 (USA),USA,6164,4944
29 January 1987 (Australia),USA,6165,4945
15 June 1990 (Netherlands),USA,6166,4946
11 November 1988 (USA),USA,6167,1392
19 December 1984 (USA),USA,6168,4947
16 September 1994 (USA),USA,6169,4948
21 August 1981 (Finland),USA,6170,4949
23 May 1986 (USA),USA,6171,2848
22 August 1985 (Argentina),USA,6172,4950
4 September 2003 (Argentina),"USA,Argentina",6173,4951
20 February 1998 (USA),USA,6174,2649
"Aug 1, 1985 Wide","Brazil,USA",6175,4952
3 February 1989 (USA),USA,6176,4953
2 March 1979 (USA),USA,6177,4954
26 October 1979 (USA),USA,6178,4955
5 October 1984 (USA),USA,6179,3329
"Dec 4, 1981 Wide",USA,6180,4956
22 December 2004 (USA),"UK,USA",6181,4957
26 November 2008 (USA),"Australia,USA,UK",6182,4958
20 July 2007 (USA),"USA,UK",6183,4959
5 July 1963 (West Germany),USA,6184,4960
10 December 1965 (USA),USA,6185,4961
"Nov 7, 1963 Limited",USA,6186,4962
16 January 1956 (Brazil),USA,6187,4963
17 July 1956 (USA),USA,6188,4964
25 April 1941 (USA),USA,6189,4965
9 November 1990 (USA),USA,6190,4966
6 June 2006 (USA),USA,6191,3439
30 March 2001 (USA),USA,6192,2406
17 August 2006 (Hungary),USA,6193,4967
"Dec 13, 2002 Wide",USA,6194,4968
14 December 2001 (USA),USA,6195,4969
5 March 2003 (USA),USA,6196,4970
20 February 2009 (USA),USA,6197,4971
27 October 1955 (USA),USA,6198,4972
14 June 1974 (USA),USA,6199,4973
26 March 1999 (USA),USA,6200,4974
15 July 1983 (USA),USA,6201,935
16 May 1980 (USA),USA,6202,4975
6 June 1980 (USA),USA,6203,4976
20 March 1981 (USA),"UK,USA",6204,4977
9 June 1978 (USA),USA,6205,4978
January 1983 (USA),USA,6206,4979
16 October 2015 (USA),USA,6207,378
20 April 2007 (USA),USA,6208,4980
13 October 2014 (USA),USA,6209,4981
25 October 2011 (USA),"USA,Germany",6210,4982
19 February 2016 (USA),USA,6211,4983
25 March 2015 (Philippines),USA,6212,4984
5 February 2015 (Kuwait),USA,6213,4985
20 February 2015 (USA),USA,6214,1618
"Oct 30, 2009 Wide",USA,6215,4986
6 June 2013 (USA),"USA,Canada,Indonesia",6216,4987
"Oct 31, 2014 Limited","USA,New Zealand,Canada,Israel,Japan",6217,4988
6 September 2012 (Russia),USA,6218,4079
May 1961 (UK),"UK,USA",6219,4989
24 July 2012 (USA),USA,6220,4990
3 April 2008 (Singapore),USA,6221,4991
11 April 2014 (Poland),USA,6222,4992
13 December 1956 (USA),USA,6223,4993
27 January 2015 (Japan),"Canada,USA",6224,4994
29 March 2012 (Russia),USA,6225,4995
18 September 1942 (USA),USA,6226,4996
7 June 1946 (USA),USA,6227,4997
12 February 1943 (USA),USA,6228,4998
1 September 1939 (USA),USA,6229,4999
26 October 1945 (USA),USA,6230,3918
30 April 1943 (USA),USA,6231,5000
21 January 1944 (USA),USA,6232,5001
27 July 1945 (USA),USA,6233,5002
16 March 1945 (USA),USA,6234,5003
1 August 1944 (USA),USA,6235,5004
26 May 1944 (USA),USA,6236,5005
"Aug 1, 2014 Limited",USA,6237,5006
30 August 2013 (USA),"USA,Bulgaria",6238,5007
1 January 2015 (France),"USA,France",6239,5008
15 April 1965 (USA),USA,6240,5009
1 October 1999 (USA),"USA,Australia",6241,5010
27 July 2001 (USA),USA,6242,5011
25 October 2013 (UK),"USA,France",6243,5012
25 July 2014 (USA),USA,6244,3160
8 July 2013 (USA),USA,6245,5013
8 May 2014 (USA),USA,6246,5014
31 July 2009 (USA),USA,6247,1297
27 April 2012 (USA),"USA,Spain,Hungary,Serbia",6248,5015
7 August 2008 (Russia),USA,6249,5016
3 January 2014 (USA),USA,6250,4693
30 November 2012 (USA),USA,6251,1712
18 September 2015 (USA),USA,6252,42
27 September 2013 (USA),"UK,Germany,USA",6253,5017
7 September 1990 (USA),USA,6254,5018
1 October 2010 (USA),USA,6255,2142
August 1984 (USA),USA,6256,5019
September 1981 (USA),USA,6257,5020
28 August 1987 (USA),USA,6258,330
24 October 2013 (Russia),USA,6259,5021
21 October 2014 (USA),USA,6260,5022
9 June 2014 (China),USA,6261,5023
"Jan 1, 1979 Wide",USA,6262,3495
1 November 2013 (USA),USA,6263,1913
27 August 2010 (Italy),USA,6264,5024
12 December 2010 (Chile),USA,6265,5025
23 January 1999 (USA),USA,6266,5026
16 April 1986 (USA),USA,6267,5027
11 October 2007 (USA),USA,6268,5028
30 April 2004 (UK),USA,6269,5029
25 June 2013 (USA),USA,6270,5030
16 January 2009 (USA),USA,6271,4682
9 September 1994 (USA),"USA,France",6272,5031
14 September 2001 (Italy),USA,6273,5032
30 September 1979 (USA),"Italy,USA",6274,5033
25 March 2010 (Kazakhstan),USA,6275,5034
17 October 2007 (USA),USA,6276,5035
13 January 2006 (UK),USA,6277,5036
22 May 2013 (France),"Denmark,Sweden,Thailand,USA,France",6278,5037
"Apr 25, 2014 Limited","UK,USA",6279,5038
5 September 2014 (USA),"UK,Ireland,USA",6280,5039
26 March 2004 (USA),"Australia,UK,USA,France",6281,5040
5 September 2003 (USA),"USA,Germany",6282,5041
11 May 2001 (USA),USA,6283,3294
6 January 2006 (USA),USA,6284,4098
20 September 2002 (USA),"UK,USA",6285,5042
9 January 2015 (USA),USA,6286,644
27 February 2015 (USA),"Canada,Germany,France,USA",6287,5043
12 June 2008 (Israel),"Israel,France,Germany,USA,Finland,Switzerland,Belgium,Australia",6288,5044
6 May 2004 (USA),USA,6289,5045
,USA,6290,47
5 May 2010 (France),"USA,France",6291,5046
21 November 1962 (USA),USA,6292,5047
30 June 1965 (USA),USA,6293,5048
September 1969 (USA),USA,6294,5049
23 October 2015 (USA),USA,6295,3117
4 December 1967 (USA),USA,6296,5050
25 August 2000 (USA),USA,6297,5051
20 May 1964 (USA),USA,6298,5052
21 January 1970 (USA),USA,6299,5053
22 July 1977 (USA),USA,6300,5054
4 January 2008 (USA),"Japan,USA,Germany",6301,5055
9 January 2009 (USA),USA,6302,2982
23 May 2008 (UK),USA,6303,5056
15 July 2008 (USA),USA,6304,5057
11 September 2009 (USA),USA,6305,3392
6 February 2009 (USA),USA,6306,1980
13 December 2012 (Kuwait),USA,6307,5058
3 February 2006 (USA),USA,6308,2877
29 January 2010 (Mexico),USA,6309,5059
8 January 2009 (Russia),USA,6310,5060
9 March 2010 (USA),USA,6311,5061
11 March 2011 (UK),"UK,USA",6312,5062
9 October 2012 (USA),USA,6313,5063
August 1985 (USA),"UK,USA",6314,5064
1 March 2009 (USA),USA,6315,368
22 November 1978 (USA),USA,6316,5065
2010 (USA),USA,6317,2580
19 January 2014 (Japan),USA,6318,5066
25 June 2010 (USA),USA,6319,2194
27 November 2015 (USA),USA,6320,5067
15 August 2014 (USA),USA,6321,4590
5 September 2014 (UK),"USA,UK",6322,5068
November 2011 (Australia),USA,6323,5069
31 October 2014 (USA),"UK,USA,France,Sweden",6324,5070
20 April 2013 (USA),USA,6325,189
18 June 2015 (Taiwan),USA,6326,5071
26 July 2012 (Russia),USA,6327,5072
,USA,6328,47
22 August 2014 (USA),"USA,UK",6329,5073
23 January 2015 (USA),USA,6330,738
28 December 2014 (USA),USA,6331,5074
8 January 2015 (Denmark),"UK,USA,Sweden,Denmark",6332,5075
27 November 2014 (Kuwait),USA,6333,5076
29 August 2014 (USA),USA,6334,5077
23 June 2015 (USA),USA,6335,1466
"Apr 3, 2015 Wide",USA,6336,5078
23 August 2013 (USA),"USA,UK",6337,5079
5 April 1937 (USA),USA,6338,5080
21 October 2014 (USA),USA,6339,5022
11 April 2014 (USA),USA,6340,836
1 May 2014 (USA),USA,6341,3405
14 March 2014 (USA),USA,6342,5081
21 February 2014 (USA),"Canada,Germany,USA",6343,5082
11 September 2009 (USA),"USA,Canada,France,Turkey",6344,5083
6 March 2015 (USA),"Belgium,Netherlands,USA,UK",6345,5084
28 November 2013 (Hungary),USA,6346,5085
26 December 2014 (Australia),"Australia,USA,Turkey",6347,5086
18 September 1963 (USA),"UK,USA",6348,5087
20 March 2015 (USA),USA,6349,2751
7 November 2014 (USA),USA,6350,834
17 October 2014 (USA),USA,6351,2582
23 January 2013 (USA),USA,6352,5088
November 2014 (USA),USA,6353,993
5 December 2014 (USA),USA,6354,4540
15 May 2015 (USA),USA,6355,2614
1 May 2014 (Singapore),USA,6356,5089
14 September 2012 (USA),USA,6357,5090
27 February 2015 (USA),USA,6358,5091
10 October 2014 (USA),USA,6359,791
3 October 2014 (USA),USA,6360,4551
1 January 2011 (USA),USA,6361,5092
,USA,6362,47
27 March 2014 (USA),USA,6363,800
7 November 2009 (Japan),"USA,Spain",6364,5093
24 April 2015 (USA),"UK,USA",6365,5094
1 November 1991 (USA),USA,6366,3044
28 February 2014 (USA),USA,6367,5095
5 February 1988 (USA),USA,6368,256
18 January 2009 (USA),"USA,Sweden",6369,5096
14 June 2002 (UK),USA,6370,5097
17 January 1992 (USA),USA,6371,1625
19 November 2010 (USA),"USA,France",6372,5098
8 December 2000 (USA),USA,6373,5099
18 January 2013 (USA),USA,6374,5100
11 February 2011 (USA),"UK,USA",6375,908
18 February 2000 (USA),USA,6376,1736
8 September 2006 (USA),USA,6377,5101
30 May 2006 (USA),USA,6378,5102
20 August 1993 (USA),USA,6379,1395
27 October 2000 (USA),USA,6380,5103
22 October 2004 (USA),USA,6381,3534
30 May 1997 (USA),USA,6382,5104
17 November 2000 (USA),USA,6383,2450
1 January 2005 (USA),USA,6384,5105
,USA,6385,47
23 January 2007 (USA),USA,6386,5106
6 November 2009 (USA),"USA,UK",6387,5107
10 November 1989 (USA),"USA,UK",6388,5108
22 February 2013 (USA),USA,6389,5109
9 May 1992 (USA),USA,6390,5110
April 1991 (USA),USA,6391,5111
22 August 1997 (Turkey),USA,6392,5112
18 September 2001 (USA),USA,6393,5113
14 May 1990 (USA),USA,6394,5114
4 November 1989 (Japan),USA,6395,5115
16 November 2004 (USA),USA,6396,5116
11 July 2008 (Latvia),"USA,Germany,France",6397,5117
24 August 1990 (USA),USA,6398,5118
20 July 1990 (USA),USA,6399,5119
15 February 1991 (USA),"USA,Canada",6400,5120
18 July 1997 (Germany),USA,6401,5121
22 April 1993 (Germany),USA,6402,5122
26 October 1984 (USA),USA,6403,5123
16 November 2007 (Spain),"USA,Canada",6404,5124
7 August 1992 (USA),USA,6405,982
18 August 1989 (USA),USA,6406,2761
18 October 2002 (USA),USA,6407,5125
4 April 1997 (USA),USA,6408,2267
24 January 2013 (Russia),"Russia,USA",6409,5126
1 April 1980 (USA),USA,6410,5127
,"UK,France,USA",6411,5128
22 July 1974 (Sweden),"UK,USA",6412,5129
14 September 1984 (USA),USA,6413,5130
30 July 1976 (USA),USA,6414,5131
26 February 1982 (USA),USA,6415,5132
October 1990 (USA),USA,6416,5133
26 November 1980 (France),USA,6417,5134
29 October 1982 (USA),USA,6418,5135
1 May 1983 (USA),USA,6419,5136
13 May 1988 (USA),USA,6420,4365
1 October 1982 (USA),USA,6421,5137
12 March 1982 (USA),USA,6422,2087
14 August 2015 (USA),USA,6423,474
3 August 1978 (USA),USA,6424,5138
July 1973 (USA),USA,6425,5139
15 June 1977 (USA),"Italy,USA",6426,5140
20 April 2014 (USA),USA,6427,3159
13 July 1991 (South Korea),USA,6428,5141
"Jan 1, 1980 Wide",USA,6429,5142
2 October 2015 (USA),USA,6430,2687
7 October 2014 (USA),USA,6431,5143
November 1977 (USA),USA,6432,5144
24 July 1981 (West Germany),USA,6433,5145
December 1977 (USA),USA,6434,5146
10 March 1972 (USA),USA,6435,119
"Jun 2, 1976 Wide",USA,6436,5147
6 June 1975 (USA),USA,6437,5148
22 September 1960 (USA),USA,6438,5149
4 October 1972 (USA),USA,6439,5150
15 April 1978 (Japan),"USA,Canada",6440,5151
20 November 1977 (USA),USA,6441,5152
20 April 1966 (USA),USA,6442,5153
22 August 1979 (France),USA,6443,5154
18 October 2013 (USA),USA,6444,250
5 November 1982 (USA),"USA,Italy,Netherlands",6445,5155
7 December 1979 (USA),"Italy,UK,Brazil,USA",6446,5156
July 1976 (USA),USA,6447,5157
28 February 2015 (USA),USA,6448,5158
26 October 1978 (Mexico),"Mexico,USA,Italy",6449,5159
10 April 2015 (USA),USA,6450,2129
19 September 1980 (USA),USA,6451,4435
1 May 1981 (USA),USA,6452,1279
14 May 1999 (UK),USA,6453,5160
27 May 1983 (USA),"USA,West Germany",6454,5161
28 May 1985 (USA),"West Germany,USA,Austria",6455,5162
September 1985 (USA),"Italy,USA",6456,5163
14 November 1986 (USA),USA,6457,3990
14 August 2015 (USA),USA,6458,474
12 June 2014 (USA),USA,6459,5164
November 1985 (USA),USA,6460,5165
1 May 1987 (USA),USA,6461,7
27 September 1985 (USA),USA,6462,4061
February 1987 (USA),"Argentina,USA",6463,5166
14 August 1980 (USA),USA,6464,5167
30 July 1993 (Brazil),USA,6465,5168
24 February 1989 (USA),"USA,Canada,South Africa",6466,5169
30 August 1985 (USA),USA,6467,5170
16 September 1983 (USA),USA,6468,5171
April 1985 (USA),USA,6469,5172
12 September 1986 (USA),USA,6470,5173
October 1981 (USA),USA,6471,5174
14 February 1986 (USA),USA,6472,5175
7 May 1982 (USA),USA,6473,5176
April 1975 (USA),USA,6474,5177
16 September 1983 (USA),USA,6475,5171
14 June 1985 (USA),USA,6476,4659
January 1983 (USA),"UK,USA",6477,5178
16 May 1980 (USA),USA,6478,4975
15 March 2015 (USA),USA,6479,997
6 October 2015 (USA),USA,6480,270
14 March 2015 (USA),USA,6481,49
"Feb 13, 1953 Wide",USA,6482,5179
31 July 2015 (USA),USA,6483,3734
1 October 2010 (USA),"USA,Canada",6484,5180
31 October 1951 (USA),USA,6485,5181
11 March 1998 (France),"USA,France",6486,5182
17 May 2014 (USA),"USA,Italy,Afghanistan",6487,5183
6 August 2010 (USA),USA,6488,396
29 April 2006 (USA),USA,6489,5184
5 October 2011 (USA),"USA,UK,Afghanistan",6490,5185
13 June 2008 (USA),"Australia,China,Germany,USA",6491,5186
5 October 2012 (USA),"USA,UK,Rwanda,Palestine,Israel,Ireland",6492,5187
23 October 2003 (USA),USA,6493,5188
15 March 1961 (USA),USA,6494,5189
19 April 1940 (USA),USA,6495,2331
29 October 1945 (Sweden),USA,6496,5190
21 February 1941 (USA),USA,6497,5191
5 December 1945 (USA),USA,6498,5192
17 February 1949 (USA),USA,6499,5193
4 May 1935 (USA),USA,6500,5194
24 July 1959 (Finland),USA,6501,5195
19 August 1939 (USA),USA,6502,5196
13 June 1960 (Sweden),USA,6503,5197
12 May 1942 (USA),USA,6504,5198
5 September 1947 (USA),USA,6505,5199
27 October 2006 (USA),"France,UK,South Africa,USA",6506,5200
11 February 2010 (USA),"USA,Canada,Palestine,Israel,Lebanon",6507,5201
12 May 2009 (USA),"USA,Japan",6508,5202
6 May 2013 (USA),"France,Haiti,USA,Belgium",6509,5203
13 October 2006 (USA),"USA,Japan",6510,5204
28 August 2009 (USA),USA,6511,124
29 June 2007 (USA),"USA,Germany",6512,5205
31 January 2003 (Mexico),"USA,Malaysia,Germany",6513,5206
26 January 2007 (USA),"USA,UK,Germany,Romania",6514,5207
27 January 2006 (USA),USA,6515,3153
27 November 2002 (USA),USA,6516,1093
20 December 1996 (USA),USA,6517,367
28 April 1995 (USA),USA,6518,505
8 January 2016 (USA),USA,6519,5208
20 November 2015 (USA),USA,6520,1034
13 November 2015 (USA),"USA,UK",6521,5209
20 May 2011 (UK),"UK,France,USA",6522,5210
October 1998 (USA),USA,6523,691
,USA,6524,47
29 July 2016 (USA),USA,6525,5211
2012 (USA),USA,6526,3609
,"USA,UK",6527,5212
26 September 2012 (France),USA,6528,5213
23 March 2018 (USA),USA,6529,5214
11 October 2011 (USA),USA,6530,5215
28 January 2012 (USA),USA,6531,5216
10 September 2013 (USA),USA,6532,5217
12 October 2013 (USA),USA,6533,5218
9 June 2014 (USA),USA,6534,3000
6 November 2014 (USA),USA,6535,5219
,"Canada,South Africa,USA",6536,5220
28 May 1952 (USA),"UK,USA",6537,5221
,"Canada,USA",6538,1588
1 March 2013 (USA),USA,6539,3414
7 February 2004 (USA),USA,6540,5222
19 April 2014 (USA),USA,6541,1459
21 March 2014 (USA),USA,6542,1495
September 2008 (Italy),"USA,Italy",6543,5223
November 2015 (USA),USA,6544,5224
2 September 2012 (Italy),"Italy,Belgium,USA",6545,5225
28 June 2011 (Belgium),"USA,Belgium",6546,5226
"Jan 10, 2014 Limited",USA,6547,5227
20 September 2012 (Russia),USA,6548,5228
2014 (USA),USA,6549,1609
14 October 2011 (USA),USA,6550,5229
,USA,6551,47
19 July 2012 (Russia),"Russia,USA",6552,5230
18 October 1996 (USA),USA,6553,2157
12 March 1999 (USA),USA,6554,753
19 September 1997 (USA),USA,6555,2001
11 August 1995 (USA),USA,6556,5231
20 January 2014 (USA),USA,6557,5232
30 September 2005 (USA),"USA,Germany,Canada",6558,5233
February 2014 (USA),USA,6559,5234
2015 (USA),USA,6560,258
,"Canada,USA",6561,1588
28 May 2008 (USA),USA,6562,5235
1 September 2014 (USA),USA,6563,2600
4 June 2013 (USA),USA,6564,5236
6 March 2015 (USA),USA,6565,2616
25 December 1942 (USA),USA,6566,5237
13 February 2015 (USA),"New Zealand,USA",6567,5238
18 July 2014 (USA),"USA,France",6568,5239
24 October 2014 (USA),USA,6569,2279
2 January 2015 (USA),"UK,USA,Canada",6570,5240
25 April 2014 (USA),"USA,UK",6571,5241
2 May 2014 (UK),USA,6572,5242
12 November 1993 (USA),USA,6573,886
12 December 2013 (USA),"Germany,USA",6574,5243
22 August 2014 (USA),USA,6575,1802
26 February 1958 (Japan),USA,6576,5244
27 March 2015 (Poland),"USA,Spain",6577,5245
7 January 2012 (USA),USA,6578,5246
19 July 2013 (USA),USA,6579,406
24 June 2009 (USA),USA,6580,1144
2012 (Canada),USA,6581,5247
10 April 2008 (USA),USA,6582,5248
20 July 2009 (USA),USA,6583,5249
31 January 2007 (France),USA,6584,5250
January 2010 (USA),USA,6585,4842
23 June 2011 (USA),USA,6586,5251
28 March 2008 (USA),USA,6587,1583
1 May 2011 (USA),USA,6588,1010
14 May 2009 (Germany),USA,6589,5252
21 October 2006 (USA),"Belgium,USA",6590,5253
3 June 2010 (USA),USA,6591,5254
4 October 2013 (USA),USA,6592,5255
13 March 1978 (Sweden),USA,6593,5256
21 January 2013 (USA),USA,6594,4519
19 July 2012 (USA),USA,6595,5257
12 February 2013 (USA),USA,6596,1381
July 2014 (USA),USA,6597,5258
6 May 2014 (USA),USA,6598,5259
11 July 2009 (USA),USA,6599,5260
2 June 2015 (USA),USA,6600,5261
15 June 2014 (USA),USA,6601,3810
6 November 2008 (Germany),"USA,Germany",6602,5262
5 February 2014 (Philippines),USA,6603,5263
28 September 2006 (Germany),USA,6604,5264
21 July 2013 (USA),USA,6605,5265
5 December 2013 (USA),USA,6606,5266
9 May 2014 (USA),USA,6607,694
31 October 2014 (USA),USA,6608,255
30 June 2013 (USA),USA,6609,5267
11 January 2014 (USA),USA,6610,5268
10 April 2015 (USA),USA,6611,2129
27 February 2015 (USA),USA,6612,5091
1 June 2015 (USA),USA,6613,1926
29 March 2015 (USA),USA,6614,5269
15 April 2015 (USA),USA,6615,1445
4 May 2013 (USA),USA,6616,5270
28 February 2015 (USA),USA,6617,5158
26 September 2015 (USA),USA,6618,795
27 February 2015 (USA),USA,6619,5091
2 May 2015 (USA),USA,6620,3339
2015 (USA),USA,6621,258
26 October 2014 (USA),USA,6622,5271
26 September 2015 (USA),USA,6623,795
7 March 2013 (USA),USA,6624,5272
1 June 2015 (USA),USA,6625,1926
,USA,6626,47
26 April 2015 (USA),"Thailand,USA,Indonesia",6627,5273
9 September 2015 (France),USA,6628,5274
2010 (USA),USA,6629,2580
15 May 2006 (USA),USA,6630,5275
1 July 2015 (USA),USA,6631,2444
1 June 2014 (USA),USA,6632,5276
15 May 2015 (USA),USA,6633,2614
31 March 1989 (USA),"UK,USA",6634,5277
"Jul 17, 1964 Wide",USA,6635,5278
30 March 2008 (USA),USA,6636,5279
2 October 2012 (USA),"Canada,USA",6637,5280
16 October 2014 (USA),USA,6638,1580
January 2014 (USA),USA,6639,3410
9 January 2014 (USA),USA,6640,5281
30 October 1993 (South Korea),USA,6641,5282
10 March 2014 (USA),USA,6642,5283
31 May 1990 (USA),USA,6643,5284
27 May 1994 (Japan),USA,6644,5285
2 June 2015 (USA),USA,6645,5261
11 November 2010 (Russia),USA,6646,5286
20 October 2006 (USA),USA,6647,4681
25 June 2009 (Singapore),USA,6648,5287
3 February 2006 (USA),"USA,Canada",6649,5288
8 January 2008 (USA),USA,6650,5289
16 September 2005 (USA),USA,6651,3064
9 April 2011 (USA),USA,6652,5290
11 April 2014 (USA),USA,6653,836
19 August 2014 (USA),USA,6654,5291
November 2014 (USA),USA,6655,993
28 January 2005 (USA),"USA,Germany",6656,5292
1 May 2015 (USA),"France,Belgium,USA",6657,5293
17 October 2008 (Italy),USA,6658,5294
14 August 2015 (UK),"UK,USA",6659,5295
March 2005 (USA),"Panama,USA",6660,5296
30 April 2004 (USA),"USA,Australia",6661,5297
21 July 2000 (USA),USA,6662,2811
12 January 1996 (USA),USA,6663,3187
31 July 2009 (USA),USA,6664,1297
13 September 2002 (USA),USA,6665,3188
1 February 1973 (Argentina),USA,6666,5298
8 April 2005 (USA),"USA,Germany",6667,5299
22 May 1992 (USA),USA,6668,197
12 February 1999 (USA),USA,6669,543
23 August 2002 (USA),"Germany,USA",6670,5300
27 February 2014 (USA),USA,6671,5301
