article_title,author_list,original_index,unique_index,count
Transapical aortic valve implantation in 175 consecutive patients: excellent outcome in very high-risk patients.,"{""Tom Gromann"",""Roland Hetzer"",""Alexander Mladenow"",""Thorsten Drews"",""Semih Buz"",""Axel Unbehaun"",""Stephan Dreysse"",""Miralem Pasic"",""Marian Kukucka""}",917,917,1.0
An evaluation of ultrasound imaging for identification of lumbar intervertebral level.,"{""M P Reilly"",""S Kuchi"",""G Furness""}",918,918,1.0
Branching enzyme deficiency: expanding the clinical spectrum.,"{""Salvatore Dimauro"",""Carolina Ionete"",""Hasan O Akman"",""Carmen Paradas"",""David E Jones"",""Michio Hirano"",""Peter N Riskind"",""Thomas W Smith"",""Heather Lau""}",919,919,1.0
[Blood insulin values after the oral glucose tolerance test (OGTT) and the body composition in 30 obese children].,"{""A Luciano"",""G Zoppi""}",920,920,1.0
Study: Edoxaban safer alternative to warfarin for Afib patients,"{""Lowery M.""}",921,921,1.0
Budesonide/formoterol in a single inhaler sustains lung function improvements in COPD [Abstract],"{""Thompson NC"",""Calverley PMA"",""Olsson H""}",922,922,1.0
"Can moxibustion, an ancient treatment modality, be evaluated in a double-blind randomized controlled trial? - A narrative review","{""Zhao B.-X."",""Lao L."",""Shen X.-Y."",""Chen H.-Y.""}",923,923,1.0
"Amitriptyline, minocycline and maropitant reduce the sevoflurane minimum alveolar concentration and potentiate remifentanil but do not prevent acute opioid tolerance and hyperalgesia in the rat: a randomised laboratory study.","{""Delia Aguado"",""Javier Benito"",""Ignacio A G���_mez de Segura"",""Mariana Abreu"",""Javier Garc���_a-Fern����ndez""}",924,924,1.0
SUNCT syndrome: VIII. Pupillary reaction and corneal sensitivity,"{""J.-M. Zhao"",""O. Sjaastad""}",925,925,1.0
Competencies for undergraduate community-based education for the health professions - A systematic review.,"{""Albert J.J.A.2 Scherpbier"",""Zahra1 Ladhani"",""Fred C.J.2 Stevens""}",926,926,1.0
"Efficacy, immunogenicity, and safety of a pentavalent human-bovine (WC3) reassortant rotavirus vaccine at the end of shelf life","{""Goveia M.G."",""Block S.L."",""Rivers S.B."",""Dallas M.J."",""Bauder J."",""Adeyi B.A."",""Vesikari T."",""Heaton P.M."",""Boslego J.W.""}",927,927,1.0
Preferences and practices of Americans and their physicians in antihypertensive therapy,"{""H. E. CN  - PubMed DA  - Dec 31 DP  - NLM ET  - 1986/12/31 Cotugno"",""Jr. Gallup, G.""}",928,928,1.0
"Decision analysis for small, asymptomatic intracranial arteriovenous malformations","{""D. A. Gould"",""J. McInerney"",""R. E. Harbaugh"",""J. D. Birkmeyer""}",929,929,1.0
WhatsApp Messenger is useful and reproducible in the assessment of tibial plateau fractures: inter- and intra-observer agreement study.,"{""Felipe Serṛo de Souza"",""Ney Pecegueiro do Amaral"",""Carlos Henrique Mendes"",""Hilton Augusto Koch"",""Vincenzo Giordano"",""Andr̩ Bergamin""}",930,930,1.0
Type I and II endometrial cancers: have they different risk factors?,"{""Chu Chen"",""Brian L Strom"",""Susan E McCann"",""Harvey A Risch"",""Lingeng Lu"",""Fulvio Ricceri"",""Immaculata De Vivo"",""Amanda B Spurdle"",""Susan E Hankinson"",""Pamela J Thompson"",""Catherine Schairer"",""Herbert Yu"",""Radhai Rastogi"",""Jennifer Doherty"",""Carlotta Sacerdote"",""Laurence N Kolonel"",""Mia M Gaudet"",""Kim Robien"",""Marc T Goodman"",""Piet A van den Brandt"",""Robert A Soslow"",""Jolanta Lissowska"",""Anthony B Miller"",""Kirsten B Moysich"",""Montserrat Garcia-Closas"",""Silvia Polidoro"",""Linda S Cook"",""Kristin E Anderson"",""Rayna K Matsuno"",""Xiao-ou Shu"",""Penelope M Webb"",""Kerry S Courneya"",""Christine M Friedenreich"",""Jo L Freudenheim"",""Yong-Bing Xiang"",""Brian E Henderson"",""Galina Lurie"",""Leo J Schouten"",""Timothy R Rebbeck"",""Anthony M Magliocco"",""Malcolm C Pike"",""Leslie Bernstein"",""Hannah P Yang"",""[Collective Name] Australian National Endometrial Cancer Study Group"",""Sara H Olson"",""Pamela L Horn-Ross"",""Marjorie L McCullough"",""Hoda Anton-Culver"",""Noel S Weiss"",""James R Cerhan"",""Louise A Brinton"",""Alicja Wolk"",""Jennifer Prescott"",""Xiaolin Liang"",""Thomas E Rohan"",""Yikyung Park"",""Niclas H̴kansson"",""Veronica Wendy Setiawan"",""James V Lacey"",""Hui Cai"",""Nicolas Wentzensen"",""Koen van de Vijver""}",931,931,1.0
Should psychiatrists use atypical antipsychotics to treat nonpsychotic anxiety?.,{NULL},932,932,1.0
Predictors of intention to adhere to physiotherapy among women with urinary incontinence.,{NULL},933,933,1.0
Role of non-opioid analgesic techniques in the management of pain after ambulatory surgery,"{""P. F. White""}",934,934,1.0
Raised intracranial pressure following abdominal closure in a polytrauma patient.,"{""Mark H Wilson"",""Liza Chacko"",""Susan Hendrickson""}",935,935,1.0
"Collaborative practice: development, implementation, and evaluation of a weaning protocol for patients receiving mechanical ventilation","{""C. N. Sessler"",""K. Keane"",""M. J. Grap"",""D. Strickland"",""S. Lubin"",""R. Townes"",""P. Dalby"",""J. Emerson"",""L. Tormey"",""S. Winfield""}",936,936,1.0
Changes in lower esophageal sphincter pressure (LES) after Stamm gastrostomy,"{""J. L. Grosfeld"",""S. Goto"",""G. P. Gardner"",""D. F. Canal"",""D. W. Vane""}",937,937,1.0
Consumption of fried foods and risk of metabolic syndrome: the SUN cohort study,"{""E. Flores-Gomez"",""F. J. Basterra-Gortari"",""C. Sayon-Orea"",""M. A. Martinez-Gonzalez"",""A. Gea"",""M. Bes-Rastrollo""}",938,938,1.0
"The expert patients programme online, a 1-year study of an Internet-based self-management programme for people with long-term conditions","{""P. L. Ritter"",""K. Plant"",""D. D. Laurent"",""K. R. Lorig"",""A. Dost"",""I. McNeil""}",939,939,1.0
Clinical course of patients with aspirin-exacerbated     respiratory disease: can we predict the prognosis?,"{""Choi GS"",""Kim JH"",""Park HS"",""Ye YM"",""Kim SH"",""Kim JE"",""Jin HJ""}",940,940,1.0
Perineal endometriosis: a case report and review of the literature,"{""E. Idrizovic"",""A. Odobasic"",""L. Dedic"",""A. Pasic"",""M. Dervisefendic"",""E. Iljazovic-Latifagic"",""A. Odobasic"",""L. Arnautalic""}",941,941,1.0
Management of hemorrhage complicated by novel oral anticoagulants in the emergency department: Case report from the northwestern emergency medicine residency,"{""Periyanayagam U."",""Pang P.S."",""Kiraly A."",""Lyden A."",""Chan J.""}",942,942,1.0
Improving cognition by adherence to physical or mental exercise: a moderated mediation analysis.,"{""Verena Klusmann"",""Isabella Heuser"",""Andrea Evers"",""Ralf Schwarzer""}",943,943,1.0
Evaluation of a hybrid constructed wetland for treating domestic sewage from individual housing units surrounding agricultural villages in South Korea,"{""Woo Young Park"",""Do Jin Lee"",""Jong Sir Lim"",""Jong Soo Heo"",""Jeoung Yoon Seo"",""Ronald D. DeLaune"",""Ju Sik Cho""}",944,944,1.0
Posterior lumbar interbody fusion versus posterolateral fusion with instrumentation in the treatment of low-grade isthmic spondylolisthesis: midterm clinical outcomes,"{""H. Cavusoglu"",""T. Cansever"",""A. Yilmaz"",""Y. Aydin"",""H. A. Genc"",""A. M. Musluman"",""I. Colak""}",945,945,1.0
The Family Contract Game: Technique and case study,"{""Ann J. Turner"",""David H. L. Olson"",""Carole Y. Schornagel"",""Mary Halsdorf"",""Elaine A. Blechman""}",946,946,1.0
Inhibition of dxpression of VEGF in tumor cells by RNAi. [Chinese],{NULL},947,947,1.0
Same-Day Discharge After Percutaneous Coronary Intervention: A Meta-Analysis.,{NULL},948,948,1.0
Are stretches effective in the prevention and treatment of glenohumeral internal rotation deficit?,"{""Stuart Calver"",""Julia Nichols"",""Rachel C1  - Fr̴n systematiska ̦versikter -șkningen CN  - Cinahl DB  - c8h DO  - 10.1179/1743288X12Y.0000000021 DP  - EBSCOhost Chester""}",949,949,1.0
"Astaxanthin Inhibits JAK/STAT-3 Signaling to Abrogate Cell Proliferation, Invasion and Angiogenesis in a Hamster Model of Oral Cancer.","{""Abdul Basit Baba"",""J Kowshik"",""G Deepak Reddy"",""Hemant Giri"",""Madhulika Dixit"",""Siddavaram Nagini""}",950,950,1.0
"Analysis of the cochrane review: Biomarkers as point-of-care tests to guide prescription of antibiotics in patients with acute respiratory infections in primary care. cochrane database syst rev. 2014,11:Cd10130","{""P. Azevedo"",""A. Vaz-Carneiro"",""J. Costa""}",951,951,1.0
Preval̻ncia de bruxismo e dist̼rbio do sono em deficientes visuais Prevalence of bruxism and sleep disorders in the visually impaired individuals,"{""Ana Paula de Lima Ferreira"",""Marcelo de Souza Figueiroa"",""B��rbara Bernardo Rinaldo da Silva"",""K��tia Roberta Rap̫so Sales Lacerda""}",952,952,1.0
Diagnostic performance of body mass index to identify obesity as defined by body adiposity: a systematic review and meta-analysis.,"{""M F Jumean"",""P J Erwin"",""V M Montori"",""F Lopez-Jimenez"",""A Romero-Corral"",""V K Somers"",""D O Okorodudu""}",953,953,1.0
Stress enhances retrieval of drug-related memories in abstinent heroin addicts,"{""T. R. Kosten"",""L. Y. Zhao"",""D. H. Epstein"",""L. Lu"",""J. Shi"",""X. Y. Zhang"",""Y. Liu"",""X. L. Zhang""}",954,954,1.0
Combined antiplatelet and anticoagulant therapy: Clinical benefits and risks,"{""Eikelboom J.W."",""Hirsh J.""}",955,955,1.0
Effects of control over office workspace on perceptions of the work environment and work outcomes,"{""So Young Lee"",""Jay L. Brand""}",956,956,1.0
"New concepts in predicting, evaluating, and managing neurodevelopmental outcomes in children with congenital heart disease.","{""Bradley S Marino""}",957,957,1.0
Continuous aspiration of subglottic secretions in preventing ventilator-associated pneumonia.,"{""R Fernandez"",""J Rello"",""N Bonsoms"",""A Artigas"",""J Mestre"",""F Baigorri"",""L Blanch"",""D Fontanals"",""J Valles""}",958,958,1.0
Transport of infants with congenital heart disease.,"{""Althaf Ansary""}",959,959,1.0
Harmonizing Pain Outcome Measures: Results of the Pre-OMERACT Meeting on Partnerships for Consensus on Patient-important Pain Outcome Domains Between the Cochrane Musculoskeletal Group and OMERACT,"{""A. Taylor"",""L. Maxwell"",""V. Strand"",""K. Phillips"",""P. S. Tugwell"",""U. Kaiser"",""M. de Wit"",""L. Gossec"",""J. A. Singh"",""E. H. Choy"",""L. S. Simon"",""R. Ostelo"",""P. J. Mease"",""P. G. Conaghan""}",960,960,1.0
Effects of Ginkgo biloba on haemostatic factors and inflammation in chronic peritoneal dialysis patients.,"{""Won Ki Min"",""Soon Bae Kim"",""Su Hee Kim"",""Jai Won Chang"",""Hyun Sook Chi"",""Eun Kyoung Lee""}",961,961,1.0
Contents List,{NULL},962,962,1.0
Antimalarial agents: Are we running out of options?,"{""H. O. Lobel"",""P. E. Kozarsky""}",963,963,1.0
A balancing act of the brain: activations and deactivations driven by cognitive load.,"{""Taylor MJ Arsalidou M, Pascual-Leone J, Johnson J, Morris D""}",964,964,1.0
18F-flumazenil: a �_-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,"{""David Binns"",""Robert E Ware"",""Damian E Myers"",""Marie-Claude Gregoire"",""Eddie W Lau"",""Lucy Vivash"",""Terence J O'Brien"",""Viviane Bouilleret"",""Mark J Cook"",""Rodney J Hicks"",""Peter Roselt""}",965,965,1.0
"[In vitro culture of cells from respiratory mucosa on foils of collagen, poly-L-lactide (PLLA) and poly-3-hydroxy-butyrate (PHB)].","{""B Kramp"",""J Ostwald"",""S Dommerich"",""Claudia Nischan""}",966,966,1.0
Poverty is the main environmental factor for obesity in a Mexican-border city,"{""Montserrat Bacardi-Gascon"",""Arturo Jimenez-Cruz"",""Lidia M. Castaneda-Gonzalez""}",967,967,1.0
Growth hormone treatment and diabetes: survey of the kabi pharmacia international growth study.,"{""P Czernichow"",""K Albertsson-Wikland"",""R Gunnarsson"",""T Tuvemo""}",968,968,1.0
The effects of 4-aminopyridine on neurological deficits in chronic cases of traumatic spinal cord injury in dogs: A phase I clinical trial,"{""J.P. Toombs"",""M.S. Bauer"",""W.R. Widmer"",""A.R. Blight""}",969,969,1.0
Yoga Spinal Flexion Positions and Vertebral Compression Fracture in Osteopenia or Osteoporosis of Spine: Case Series,"{""M. Sinaki""}",970,970,1.0
Augmin-dependent microtubule nucleation at microtubule walls in the spindle,"{""S. Kita"",""J. R. McIntosh"",""M. Osumi"",""T. Kamasaki"",""G. Goshima"",""E. O'Toole"",""J. Usukura""}",971,971,1.0
[Pravastatin and acetylsalycilic acid fixed-combination: a strategy to improve cardiovascular outcomes].,"{""Charles Hennekens""}",972,972,1.0
Functional conservation and divergence of J-domain-containing ZUO1/ZRF orthologs throughout evolution.,"{""Chunlin Liu"",""Wen-Hui Shen"",""Ying Ruan"",""Dong-Hong Chen"",""Yong Huang""}",973,973,1.0
"Validity of International Classification of Diseases, Ninth Revision, Clinical Modification (ICD-9-CM) screening for sepsis in surgical mortalities.","{""Catherine Mays"",""Rajesh Ramanathan"",""Dale Harvey"",""Gregory Stockslager"",""Therese M Duane"",""Patricia Leavell""}",974,974,1.0
"The association between urinary cortisol excretion and cardiovascular risk factors, bone status and quality of life in the population.","{""Kerstin Landin-Wilhelmsen"",""G̦ran Oler̦d"",""Oskar Ragnarsson"",""Penelope Trimpou""}",975,975,1.0
"The value of transurethral bladder biopsy after intravesical bacillus Calmette-Guerin instillation therapy for nonmuscle invasive bladder cancer: A retrospective, single center study and cumulative analysis of the literature.",{NULL},976,976,1.0
Complicated skin and soft tissue infection.,"{""Matthew S Dryden""}",977,977,1.0
"Nonsyndromic 46,XX Testicular Disorders of Sex Development","{""A. Amemiya"",""C. R. Dolan"",""H. H. Ardinger"",""C. T. Fong"",""S. E. Wallace"",""T. D. Bird"",""K. Stephens"",""R. J. H. Smith"",""M. P. Adam"",""E. C. Delot"",""L. J. H. Bean"",""E. J. Vilain"",""R. A. Pagon""}",978,978,1.0
Mild endoplasmic reticulum stress augments the proinflammatory effect of IL-1�_ in pancreatic rat �_-cells via the IRE1�/XBP1s pathway.,"{""Michela Miani"",""Decio L Eizirik"",""Laurence Ladri̬re"",""Maikel L Colli"",""Miriam Cnop""}",979,979,1.0
<title>SPECCHIO: a free spectral data management and processing system</title>,"{""A. Hueni"",""Paul E. Kneubuehler, M.     ED  - Shen, Sylvia S.     ED  - Lewis""}",980,980,1.0
Operations for cervical incompetence,"{""D. W. Branch""}",981,981,1.0
Effectiveness of measles vaccination and vitamin A treatment,"{""A. M. Navar"",""N. A. Halsey"",""C. R. Sudfeld""}",982,982,1.0
Acute effects of different nutritional supplements on symptoms and functional capacity in patients with chronic obstructive pulmonary disease.,"{""Z Hofman"",""L H Nelissen"",""M A Vermeeren"",""A van Lier"",""E F Wouters"",""A M Schols""}",983,983,1.0
Preliminary results from a single institutional prospective study of alemtuzumab for the treatment of steroid refractory acute graft versus host disease in pediatrics,"{""A. Filipovich"",""M. Jordan"",""S. Davies"",""R. Marsh"",""P. Khandelwal"",""M. Grimley"",""S. Chandra"",""A. Kumar"",""S. Jodele"",""P.A. Mehta"",""K. Myers"",""J. Bleesing""}",984,984,1.0
"Anaesthesia, movement and emesis","{""Hawkey C."",""Gorbutt N."",""Guiblin H."",""Kong A."",""Beattie A."",""Curran J."",""Kamath B.""}",985,985,1.0
Antimicrobial susceptibility among Gram-positive organisms collected from pediatric patients globally between 2004 and 2011: results from the Tigecycline Evaluation and Surveillance Trial,"{""M. Brandon"",""M. J. Dowzicky""}",986,986,1.0
Left ventricular hypertrophy predicts outcome of hypertension regardless of the type of ventricular arrhythmia present,"{""C. Gruppi"",""C. Medeiros"",""C. D. Frimm"",""M. Curi"",""E. Krieger"",""B. Trezza""}",987,987,1.0
Combined use of caudal bupivacaine and rectal diclofenac is not superior to the use of each analgesic regimen alone,"{""A. H. Samarkandi""}",988,988,1.0
Measurement of muscle architecture concurrently with muscle hardness using ultrasound strain elastography.,"{""Kentaro Chino"",""Hideyuki Takahashi"",""Ryota Akagi"",""Michiko Dohi""}",989,989,1.0
Energy and fat intakes of children and adolescents in the united states: data from the national health and nutrition examination surveys,"{""R. P. Troiano"",""M. D. Carroll"",""R. R. Briefel"",""K. Bialostosky""}",990,990,1.0
An official American Thoracic Society systematic review: Influence of psychosocial characteristics on workplace disability among workers with respiratory impairment.,"{""[Collective Name] American Thoracic Society Respiratory Impairment and Disability Evaluation Group"",""Philip Harber"",""Margaret C Haggerty"",""Christopher G Slatore""}",991,991,1.0
Polymorphisms of the XPC gene may contribute to the risk of head and neck cancer: a meta-analysis.,"{""Xuejun Chen"",""Yang Zhang"",""Zufei Li"",""Qi Zhong"",""Weiguo Zhou"",""Xiaohong Chen"",""Zhigang Huang"",""Jugao Fang""}",992,992,1.0
