Actors,Cast,original_index,unique_index
"Steve Carell,Paul Rudd,Stephanie Szostak","Steve Carell,Paul Rudd,Zach Galifianakis,Jemaine Clement,Stephanie Szostak,Lucy Punch,Bruce Greenwood,David Walliams,Ron Livingston,Larry Wilmore,Kristen Schaal,P.J. Byrne,Andrea Savage,Nick Kroll,Randall Park",6796,6720
"Steve Carell,Juliette Binoche,Dane Cook","Steve Carell,Juliette Binoche,Dane Cook,Alison Pill,Britt Robertson,Marlene Lawston,Dianne Wiest,John Mahoney,Norbert Leo Butz,Amy Ryan,Jessica Hecht,Frank Wood,Henry Priest Miller,Ella Miller,CJ Adams",6797,6721
"Keira Knightley,Sam Worthington,Eva Mendes","Keira Knightley,Sam Worthington,Guillaume Canet,Eva Mendes,Daniel Eric Gold,Scott Adsit,Griffin Dunne,Stephanie Romanov,Anson Mount,Stephen Mailer,John Treacy Egan,Justine Cotsonas,Karen Pittman,Jon Norman Schneider,Chriselle Almeida",6798,6722
"Steve Carell,Luke Vanek,Steve Buscemi","Steve Carell,Steve Buscemi,Olivia Wilde,Jim Carrey,James Gandolfini,Alan Arkin,Jay Mohr,Michael Herbig,Mason Cook,Luke Vanek,Zachary Gordon,Richard Wolffe,Erin Burnett,Brad Garrett,David Copperfield",6799,6723
"Krysten Ritter,Rosa Salazar,Alison Brie","Krysten Ritter,Rosa Salazar,Alison Brie,Riki Lindhome,T.J. Miller,Maurice Compte,Kate Micucci,Shannon Woodward,Lance Reddick,Jason Mantzoukas,Adam Pally,Thomas Middleditch,Brian Huskey,J.B. Smoove,Jon Glaser",6800,6724
"Seann William Scott,Olivia Thirlby,Garret Dillahunt","Seann William Scott,Olivia Thirlby,Garret Dillahunt,Kate Walsh,Kyle Gallner,Mackenzie Marsh,Evan Ross,Rob Riggle,Connie Stevens,David Arquette,Jack Quaid,Eddie Perino,George Finn,Missi Pyle,Elisha Cuthbert",6801,6725
"Anne Hathaway,Johnny Flynn,Mary Steenburgen","Anne Hathaway,Mary Steenburgen,Ben Rosenfield,Li Jun Li,Sarah Steele,Johnny Flynn,Katrina E. Perkins,Al Thompson,Gideon Glick,Crystal Lonneberg,Grace Rex,Shawn Parsons,Emily McKinley Hill,Roderick Hill,Stefano Villabona",6802,6726
"Shawn Christensen,Fatima Ptacek,Emmy Rossum","Shawn Christensen,Fatima Ptacek,Emmy Rossum,Paul Wesley,Ron Perlman,Richard Schiff,Fran Kranz,Hani Avital,Isabelle McNally,Sean Ringgold,Joseph DeVito,Michael Drayer,Stephanie Kurtzuba,Joe Perrino,James Andrew O'Connor",6803,6727
"Dave Chappelle,Yasiin Bey,Lauryn Hill","Dave Chappelle,Erykah Badu,Isaac ben Ayala,Yasiin Bey,Bilal,Cody ChesnuTT,Keyshia Cole,Common,Jerry 'Wonder' Duplessis,Fugees,Alice Goguen,James 'Kamal' Gray,Fred Hampton Jr.,Kool Herc,Lauryn Hill",6804,6728
"Kel Mitchell,Kenan Thompson,Sinbad","Kel Mitchell,Kenan Thompson,Sinbad,Abe Vigoda,Shar Jackson,Dan Schneider,Jan Schweiterman,Ron Lester,Josh Server,Ginny Schreiber,Linda Cardellini,Shaquille O'Neal,George Clinton,Richard Haje,Robert Wuhl",6805,6729
"Jamie Kennedy,Ryan O'Neal,Blair Underwood","Jamie Kennedy,Taye Diggs,Anthony Anderson,Regina Hall,Blair Underwood,Damien Dante Wayans,Ryan O'Neal,Bo Derek,Jeffrey Tambor,Kal Penn,Nick Swardson,Keili Lefkovitz,Kellie Martin,Greg Grunberg,J.P. Manoux",6806,6730
"Tommy Lee Jones,Christina Milian,Kelli Garner","Tommy Lee Jones,Cedric the Entertainer,Christina Milian,Paula Garcés,Monica Keena,Vanessa Ferlito,Kelli Garner,Anne Archer,Brian Van Holt,Shea Whigham,Terry Dale Parks,R. Lee Ermey,Paget Brewster,Shannon Woodward,Liz Vassey",6807,6731
"Ashton Kutcher,Tara Reid,Andy Richter","Mark Aisbett,Ashton Kutcher,Jon Abrahams,Tara Reid,Molly Shannon,Terence Stamp,Andy Richter,Tyler Labine,Michael Madsen,Ryan Zwick,Patrick Cranshaw,Angela Little,David Koechner,Carmen Electra,Ron Selmour",6808,6732
"Kyra Sedgwick,Kiefer Sutherland,Stockard Channing","Kyra Sedgwick,Kiefer Sutherland,Stockard Channing,Chuck Shamata,Hannah Lochner,Corey Staden,Philip Craig,Jason Carter,Laura Press,Ian Eugene Ryan,William Colgate,Joseph Rutten,Mary Walsh,Frank Holden,Matt Sharpe",6809,6733
"Milla Jovovich,Cameron Bright,Nick Chinlund","Milla Jovovich,Cameron Bright,Nick Chinlund,Sebastien Andrieu,Ida Martin,William Fichtner,David E. Collier,Kieran O'Rorke,Digger Mesch,Ryan Martin,Steven Calcote,Ricardo Mamood-Vega,Mike Smith,Clay Cullen,Jennifer Caputo",6810,6734
"Jennifer Garner,Goran Visnjic,Will Yun Lee","Jennifer Garner,Goran Visnjic,Kirsten Prout,Will Yun Lee,Cary-Hiroyuki Tagawa,Terence Stamp,Natassia Malthe,Bob Sapp,Chris Ackerman,Edson T. Ribeiro,Colin Cunningham,Hiro Kanagawa,Mark Houghton,Laura Ward,Kurt Max Runte",6811,6735
"Chad Ortis,Rebecca Neuenswander,Will Fowler","Chad Ortis,Rebecca Neuenswander,Will Fowler,Matt Schroll,Ari Bavel,Alicia Cabrera,Shane Lowry,Jonathan Laurans,Lahcen Anajjar,Kurt Hanover,Adrian Barthalomew,Sam Brown,Jorge M. Roman,Elizabeth Ahrens,Larry Peterson",6812,6736
"Jeff Bridges,Kiefer Sutherland,Nancy Travis","Jeff Bridges,Kiefer Sutherland,Nancy Travis,Sandra Bullock,Park Overall,Maggie Linderman,Lisa Eichhorn,George Hearn,Lynn Hamilton,Garrett Bennett,George Catalano,Frank Girardeau,Stephen Bridgewater,Susan Barnes,Rich Hawkins",6813,6737
"Nicolas Cage,Ellen Burstyn,Leelee Sobieski","Nicolas Cage,Ellen Burstyn,Kate Beahan,Frances Conroy,Molly Parker,Leelee Sobieski,Diane Delano,Michael Wiseman,Erika-Shaye Gair,Christa Campbell,Emily Holmes,Zemphira Gosling,Matthew Walker,Mary Black,Christine Willes",6814,6738
"Deborah Kerr,Peter Wyngarde,Megs Jenkins","Deborah Kerr,Peter Wyngarde,Megs Jenkins,Michael Redgrave,Martin Stephens,Pamela Franklin,Clytie Jessop,Isla Cameron",6815,6739
"Edward G. Robinson,Gail Russell,John Lund","Edward G. Robinson,Gail Russell,John Lund,Virginia Bruce,William Demarest,Richard Webb,Jerome Cowan,Onslow Stevens,John Alexander,Roman Bohnen,Luis Van Rooten,Henry Guttman,Mary Adams,Douglas Spencer",6816,6740
"Shep Gordon,Sylvester Stallone,Michael Douglas","Babatunde Adebimpe,Tom Arnold,Mario Batali,Dana Carvey,Julia Child,Alice Cooper,Billy Crudup,Michael Douglas,Robert Ezrin,Sally Field,Mick Fleetwood,Patrick Fugit,James Garner,Shep Gordon,William Hurt",6817,6741
"Dennis Hopper,Jay Adams,Salman Agah","Dennis Hopper,Jay Adams,Salman Agah,Micke Alba,Tony Alva,David Arquette,Rick Blackhart,Neil Blender,Myles Breiner,Eric 'Tuma' Britton,Bob Burnquist,Steve Caballero,Kareem Campbell,Don Cassel,Barrett Deck",6818,6742
"Mark 'Gator' Rogowski,Stacy Peralta,Tony Hawk","Mark 'Gator' Rogowski,Tony Hawk,Jason Jessee,John Brinton Hogan,Steve Olson,Brandi McClain,Stacy Peralta,Lance Mountain,Steve Caballero,John Hogan,Kevin Staab,Michelle Chaves,Shepard Fairey,Eric Ian,Randy Janson",6819,6743
"Danny Way,Rob Dyrdek,Travis Pastrana","Danny Way,Rob Dyrdek,Travis Pastrana,Laird John Hamilton,Tony Hawk,Paul Rodriguez Jr.,Crystal Ackley,Mike Blabc,Ken Block,Bod Boyle,Grant Brittain,Bob Burnquist,Tommy Caudill,Paul Chek,Adrian Demain",6820,6744
"Tom Asta,Edmund Bacon,Chris Cole","Tom Asta,Edmund Bacon,Chris Cole,Rob Dyrdek,Tony Hawk,Nyjah Huston,Sean Malto,Bam Margera,Guy Mariano,Rodney Mullen,Michael Nutter,Chaz Ortiz,Edward Rendell,Jesse Rendell,Paul Rodriguez Jr.",6821,6745
"Tony Alva,Steve Caballero,Fred Durst","Tony Alva,Steve Caballero,Fred Durst,Shepard Fairey,Alan Ollie Gelfand,Tommy Guerrero,Ben Harper,Tony Hawk,Christian Hosoi,Mike McGill,Lance Mountain,Rodney Mullen,Steve Olson,Stacy Peralta,George Powell",6822,6746
Brewce Martin,Brewce Martin,6823,6747
"Felix Arguelles,Steve Berra,Chris Cole","Felix Arguelles,Steve Berra,Chris Cole,Red Cole,Rob Dyrdek,Kelle Huston,Nyjah Huston,Eric Koston,Sean Malto,Luan Oliveira,Chaz Ortiz,Paul Rodriguez,Jereme Rogers,Bastien Salabanzi,Randy Sheckler",6824,6748
"Antron McCray,Kevin Richardson,Kharey Wise","Antron McCray,Kevin Richardson,Yusef Salaam,Raymond Santana,Kharey Wise,Matias Reyes,Jim Dwyer,Angela Black,Ed Koch,Craig Steven Wilder,LynNell Hancock,Calvin O. Butts III,Raymond Santana Sr.,Michael Warren,Natalie Byfield",6825,6749
"Kristy Swanson,Donald Sutherland,Paul Reubens","Kristy Swanson,Donald Sutherland,Paul Reubens,Rutger Hauer,Luke Perry,Michele Abrams,Hilary Swank,Paris Vaughan,David Arquette,Randall Batinkoff,Andrew Lowery,Sasha Jenson,Stephen Root,Natasha Gregson Wagner,Candy Clark",6826,6750
"Gerard Butler,Justine Waddell,Jonny Lee Miller","Gerard Butler,Christopher Plummer,Jonny Lee Miller,Justine Waddell,Vitamin C,Jennifer Esposito,Omar Epps,Sean Patrick Thomas,Danny Masterson,Lochlyn Munro,Tig Fong,Tony Munch,Jeri Ryan,Shane West,Nathan Fillion",6827,6751
"Justin Bieber,Boys II Men,Miley Cyrus","Justin Bieber,Boys II Men,Miley Cyrus,Sean Kingston,Ludacris,Jaden Smith,Usher Raymond,Diane Dale,Bruce Dale,Ryan Good,Allison Kaye,Carin Morris,Scrappy Stassen,Kenny Hamilton,Scooter Braun",6828,6752
"Jesse Metcalfe,Ashanti,Arielle Kebbel","Jesse Metcalfe,Brittany Snow,Ashanti,Sophia Bush,Arielle Kebbel,Penn Badgley,Jenny McCarthy,Fatso-Fasano,Kevin McNulty,Patricia Drake,Amanda Li,Jeffrey Ballard,Taylor Kitsch,Steve Bacic,Dean Wray",6829,6753
"Kristen Stewart,Peyman Moaadi,Lane Garrison","Nawal Bengholam,Peyman Moaadi,Lane Garrison,Joseph Julian Soria,Mark Naji,Anoop Simon,Kristen Stewart,Cory Michael Smith,Ser'Darius Blain,Tara Holt,LaDell Preston,Daniel Leavitt,Marco Khan,Julia Duffy,Robert Tarpinian",6830,6754
"Conrad Anker,Grace Chin,Jimmy Chin","Conrad Anker,Grace Chin,Jimmy Chin,Amee Hinkley,Jon Krakauer,Jennifer Lowe-Anker,Renan Ozturk",6831,6755
,,6832,654
"Philip Seymour Hoffman,Rachel McAdams,Daniel Brühl","Grigoriy Dobrygin,Philip Seymour Hoffman,Homayoun Ershadi,Mehdi Dehbi,Neil Malik Abdullah,Nina Hoss,Daniel Brühl,Vicky Krieps,Kostja Ullmann,Franz Hartwig,Martin Wuttke,Vedat Erincin,Rainer Bock,Derya Alabora,Tamer Yigit",6833,6756
"Tom Hardy,Noomi Rapace,James Gandolfini","Tom Hardy,Noomi Rapace,James Gandolfini,Matthias Schoenaerts,John Ortiz,Elizabeth Rodriguez,Michael Aronov,Morgan Spector,Michael Esper,Ross Bickell,James Frecheville,Tobias Segal,Patricia Squire,Ann Dowd,Chris Sullivan",6834,6757
"James McAvoy,Jessica Chastain,Viola Davis","James McAvoy,Jessica Chastain,Nina Arianda,Viola Davis,Bill Hader,Ciarán Hinds,Isabelle Huppert,William Hurt,Jess Weixler,Nikki M. James,Jeremy Shamos,Wyatt Ralff,Brendan Donaldson,Daron Stewart,June Miller",6835,6758
"Nicole Kidman,Robert Downey Jr.,Ty Burrell","Nicole Kidman,Robert Downey Jr.,Ty Burrell,Harris Yulin,Jane Alexander,Emmy Clarke,Genevieve McCarthy,Boris McGiver,Marceline Hugot,Mary Duffy,Emily Bergl,Lynn-Marie Stetson,Gwendolyn Bucci,Christina Rouner,Matt Servitto",6836,6759
"Nicole Kidman,Aaron Eckhart,Dianne Wiest","Nicole Kidman,Aaron Eckhart,Dianne Wiest,Miles Teller,Tammy Blanchard,Sandra Oh,Giancarlo Esposito,Jon Tenney,Stephen Mailer,Mike Doyle,Roberta Wallach,Patricia Kalember,Ali Marsh,Yetta Gottesman,Colin Mitchell",6837,6760
"Eric Stoltz,Annabella Sciorra,Chris Eigeman","Eric Stoltz,Annabella Sciorra,Chris Eigeman,Carlos Jacott,Marianne Jean-Baptiste,Brian Kerwin,John Lehr,Peter Bogdanovich,Vincent Polidoro,Yvette Brooks Grant,Jose Soto,Delaine Yates,Nico Baumbach,Joel Kastelberg,Dean Wareham",6838,6761
"Justine Bateman,Noah Baumbach,Peter Bogdanovich","Justine Bateman,Noah Baumbach,Peter Bogdanovich,Andrea Bowen,Dean Cameron,Rae Dawn Chong,Chris Eigeman,James P. Engel,Carlos Jacott,Lauren Katz,Catherine Kellner,John Lehr,Ryan Postal,Christopher Reed,Annabella Sciorra",6839,6762
"Helen Mirren,Om Puri,Manish Dayal","Helen Mirren,Om Puri,Manish Dayal,Charlotte Le Bon,Amit Shah,Farzana Dua Elahe,Dillon Mitra,Aria Pandya,Michel Blanc,Clément Sibony,Vincent Elbaz,Juhi Chawla,Alban Aumard,Shuna Lemoine,Antoine Blanquefort",6840,6763
"Jack O'Connell,Miyavi,Domhnall Gleeson","Jack O'Connell,Domhnall Gleeson,Garrett Hedlund,Miyavi,Finn Wittrock,Jai Courtney,Maddalena Ischiale,Vincenzo Amato,John Magaro,Luke Treadaway,Louis McIntosh,Ross Anderson,C.J. Valleroy,John D'Leo,Alex Russell",6841,6764
"John C. Reilly,Marisa Tomei,Jonah Hill","John C. Reilly,Jonah Hill,Marisa Tomei,Catherine Keener,Matt Walsh,Diane Mizota,Kathy Wittes,Katie Aselton,Jamie Donnelly,Tim Guinee,Charlie Brewer,Steve Zissis,Newell Alexander,Steve Alterman,Mitch Carter",6842,6765
"Greta Gerwig,Olly Alexander,Eleonore Hendricks","Greta Gerwig,Olly Alexander,Eleonore Hendricks,Amy Seimetz,Adam Rothenberg,Dan Seely,Sam Calagione,H.D. Parsons,Kevin Miller,Shirley Miller,James Miller,Susan Betts,John Bochnowski",6843,6766
"Adam Sandler,Emily Watson,Philip Seymour Hoffman","Adam Sandler,Jason Andrews,Don McManus,Emily Watson,Luis Guzmán,David Schrempf,Seann Conway,Rico Bueno,Hazel Mailloux,Karen Kilgariff,Julie Hermelin,Salvador Curiel,Jorge Barahona,Ernesto Quintero,Julius Steuer",6844,6767
"Emma Watson,Ethan Hawke,Aaron Ashmore","Emma Watson,Ethan Hawke,Aaron Ashmore,David Thewlis,Devon Bostick,Dale Dickey,Adam Butcher,Kristian Bruun,Lothaire Bluteau,David Dencik,Aaron Abrams,Peter MacNeill,Maura Grierson,Janet Porter,Mackenzie Kerfoot",6845,6768
"Alan Bendich,Jennifer Keane,Max Bendich","Alan Bendich,Jennifer Keane,Max Bendich",6846,6769
"Joaquim de Almeida,Aunjanue Ellis,Bill Cobbs","Joaquim de Almeida,Aunjanue Ellis,Bill Cobbs,Ruth Negga,Sharon Lawrence,Andre Royo,Marcus Lyle Brown,Laura Costine,Michelle DeVito,Divine Prince Ty Emmecca,Juan Gaspard,Cynthia LeBlanc,Elton LeBlanc,Ashton Leigh,Satin Mitchell",6847,6770
"Will Rogers Jr.,Nancy Olson,Lon Chaney Jr.","Will Rogers Jr.,Nancy Olson,Lon Chaney Jr.,Anthony Caruso,Wallace Ford,Clem Bevans,Merv Griffin,Louis Jean Heydt,Sheb Wooley,Slim Pickens,Tyler MacDuff,James Griffith",6848,6771
"Sean Penn,Samantha Morton,Woody Allen","Woody Allen,Ben Duncan,Daniel Okrent,Dan Moran,Tony Darrow,Chris Bauer,Sean Penn,Constance Shulman,Kellie Overbey,Darryl Alan Reed,Marc Damon Johnson,Ron Cephas Jones,Steve Bargonetti,Benjamin Franklin Brown,James Urbaniak",6849,6772
"Kenneth Branagh,Judy Davis,Leonardo DiCaprio","Greg Mottola,Jeff Mazzola,Dick Mingalone,Vladimir Bibic,Melanie Griffith,Francisco Quidjada,Aleksa Palladino,Dan Moran,Peter Castellotti,A. Lee Morris,Douglas McGrath,Kenneth Branagh,Maurice Sonnenberg,Winona Ryder,Craig Ulmschneider",6850,6773
"Rick Moranis,Ellen Greene,Vincent Gardenia","Levi Stubbs,Rick Moranis,Ellen Greene,Vincent Gardenia,Steve Martin,Tichina Arnold,Michelle Weeks,Tisha Campbell-Martin,James Belushi,John Candy,Christopher Guest,Bill Murray,Stan Jones,Bertice Reading,Ed Wiley",6851,6774
"Marlon Brando,David Niven,Shirley Jones","Marlon Brando,David Niven,Shirley Jones,Dody Goodman,Aram Stephan,Parley Baer,Marie Windsor,Rebecca Sand,Frances Robinson,Henry Slate,Norman Alden,Susanne Cramer,Cynthia Lynn,Ilse Taurins,Francine York",6852,6775
"Kris Kristofferson,Ali MacGraw,Ernest Borgnine","Kris Kristofferson,Ali MacGraw,Ernest Borgnine,Burt Young,Madge Sinclair,Franklyn Ajaye,Brian Davies,Seymour Cassel,Cassie Yates,Walter Kelley,Jackson D. Kane,Billy Hughes,Whitey Hughes,Bill Coontz,Tommy J. Huff",6853,6776
"Steve McQueen,Robert Preston,Ida Lupino","Steve McQueen,Robert Preston,Ida Lupino,Ben Johnson,Joe Don Baker,Barbara Leigh,Mary Murphy,Bill McKinney,Dub Taylor,Sandra Deel,Don 'Red' Barry,Charles H. Gray,Matthew Peckinpah,Sundown Spencer,Rita Garrison",6854,6777
"Rutger Hauer,John Hurt,Craig T. Nelson","Rutger Hauer,John Hurt,Craig T. Nelson,Dennis Hopper,Chris Sarandon,Meg Foster,Helen Shaver,Cassie Yates,Sandy McPeak,Christopher Starr,Burt Lancaster,Cheryl Carter,John Bryson,Anne Haney,Kristen Peckinpah",6855,6778
"James Caan,Robert Duvall,Arthur Hill","James Caan,Robert Duvall,Arthur Hill,Bo Hopkins,Mako,Burt Young,Gig Young,Tom Clancy,Tiana Alexandra,Walter Kelley,Kate Heflin,Sondra Blake,Carole Mallory,James Wing Woo,George Cheung",6856,6779
"Jackie Mason,Robert Stack,Dyan Cannon","Jackie Mason,Robert Stack,Dyan Cannon,Dina Merrill,Jonathan Silverman,Brian McNamara,Marsha Warfield,Paul Bartel,Jessica Lundy,Chynna Phillips,Randy Quaid,Chevy Chase,Dan Aykroyd,Anthony Mockus Sr.,Pepe Serna",6857,6780
"Dan Aykroyd,Walter Matthau,Charles Grodin","Dan Aykroyd,Walter Matthau,Charles Grodin,Donna Dixon,Richard Romanus,Mary Gross,David Clennon,Arye Gross,Victoria Jackson,Michael DeLorenzo,Mickey Jones,J.E. Freeman,David Wohl,Michael Ensign,Carol Mansell",6858,6781
"Goldie Hawn,Chevy Chase,Charles Grodin","Goldie Hawn,Chevy Chase,Charles Grodin,Robert Guillaume,Harold Gould,George Grizzard,Yvonne Wilder,T.K. Carter,Judd Omen,Marc Alaimo,Bill Zuckert,Jerry Houser,David Haskell,Chris Lemmon,Ed Griffith",6859,6782
"Chevy Chase,Dan Aykroyd,John Candy","Chevy Chase,Dan Aykroyd,John Candy,Demi Moore,Valri Bromfield,Taylor Negron,Bertila Damas,Raymond J. Barry,Brian Doyle-Murray,John Wesley,Peter Aykroyd,Daniel Baldwin,James Staszkiel,Deborah Lee Johnson,Karla Tamburrelli",6860,6783
"Bette Davis,Barbara Carrera,Colleen Camp","Bette Davis,Barbara Carrera,Colleen Camp,Lionel Stander,David Rasche,Shawn Donahue,Tom Bosley,Richard Moll,Evelyn Keyes,James Dixon,Seymour Cassel,Susie Garrett,Laurene Landon,Bob Goen,Robert Frank Telfer",6861,6784
"Chevy Chase,Jack Palance,Dianne Wiest","Chevy Chase,Jack Palance,Dianne Wiest,Robert Davi,David Barry Gray,Jason James Richter,Fay Masterson,Miko Hughes,Richard Romanus,Sal Landi,Ronald L. Schwary,Jack Kehler,Amy Powell,Dawn Landon,Jim Holmes",6862,6785
"Richard Pryor,John Candy,Lonette McKee","Richard Pryor,John Candy,Lonette McKee,Stephen Collins,Jerry Orbach,Pat Hingle,Tovah Feldshuh,Hume Cronyn,Joe Grifasi,Peter Jason,David White,Jerome Dempsey,David Wohl,Ji-Tu Cumbuka,Milt Kogan",6863,6786
"John Candy,Mariel Hemingway,Emma Samms","John Candy,Mariel Hemingway,Emma Samms,Raymond Burr,Dylan Baker,Charles Rocket,David Rasche,Andrea Thompson,Zach Grenier,Jerry Orbach,Renée Taylor,Milt Oberman,Mark Boone Junior,Tony Steedman,John Michael Bolger",6864,6787
"John Candy,Joe Flaherty,Eugene Levy","John Candy,Joe Flaherty,Eugene Levy,Alley Mills,Pat Hingle,Ann Bronston,Eve Brent,Elizabeth Kerr,Richard Libertini,Dixie Carter,Paul Dooley,Ronald E. House,Kurtwood Smith,Ernie Hudson,Gloria Gifford",6865,6788
"John Candy,Joe Bays,Abraham Benrubi","Joe Bays,Abraham Benrubi,Jill Boyd,John Candy,Douglas Carlson,Melinda Culea,Ryan Cutrona,Bud Davis,Billy Daydoge,Thomas F. Duffy,David Dunard,Steve Eastin,Roger Eschbacher,Rodney A. Grant,Stuart Proud Eagle Grant",6866,6789
"Tom Hanks,John Candy,Rita Wilson","Tom Hanks,John Candy,Rita Wilson,Tim Thomerson,Gedde Watanabe,George Plimpton,Ernest Harada,Allan Arbus,Xander Berkeley,Ji-Tu Cumbuka,Guillermo Río,Jacqueline Evans,Pamela Gual,Philip Guilmant,Chick Hearn",6867,6790
"Bobcat Goldthwait,Dabney Coleman,John Candy","Bobcat Goldthwait,Dabney Coleman,John Candy,Virginia Madsen,Cindy Pickett,Jim Metzler,Tim Kazurinsky,Santos Morales,Barbara Whinnery,Garry Kluger,Mary Gross,Liz Torres,Jocko Marcellino,Deanna Oliver,Harry Caesar",6868,6791
"Mark Harmon,Kirstie Alley,Robin Thomas","Mark Harmon,Kirstie Alley,Robin Thomas,Patrick Labyorteaux,Courtney Thorne-Smith,Dean Cameron,Gary Riley,Kelly Jo Minter,Ken Olandt,Shawnee Smith,Richard Steven Horvitz,Fabiana Udenio,Francis X. McCarthy,Tom Troupe,Lucy Lee Flippin",6869,6792
"Craig Peck,Wendy Bednarz,Mark Collver","Craig Peck,Wendy Bednarz,Mark Collver,Bonnie Bowers,John Carhart III,Claudia Flores,Jeff Dachis,Lisa Grant,Sissy Frye,Cyrus Voris,Ronald St. Denis,Michael Berlly,Rafi Isaac,Tommy Barz,Mark Calderone",6870,6793
"John Candy,James Belushi,Cybill Shepherd","John Candy,James Belushi,Cybill Shepherd,Sean Young,Richard Lewis,Ornella Muti,Giancarlo Giannini,George Hamilton,Roberto Sbaratto,Joss Ackland,Ann Way,Geoffrey Andrews,Caterina Boratto,Elsa Martinelli,Riccardo Parisio Perrotti",6871,6794
"Goldie Hawn,Kurt Russell,Christine Lahti","Goldie Hawn,Kurt Russell,Christine Lahti,Fred Ward,Ed Harris,Sudie Bond,Holly Hunter,Patty Maloney,Lisa Pelikan,Susan Peretz,Joey Aresco,Morris 'Tex' Biggs,Reid Cruickshanks,Danny Darst,Dennis Fimple",6872,6795
"Goldie Hawn,Bette Midler,Diane Keaton","Goldie Hawn,Bette Midler,Diane Keaton,Maggie Smith,Sarah Jessica Parker,Dan Hedaya,Stockard Channing,Victor Garber,Stephen Collins,Elizabeth Berkley,Marcia Gay Harden,Bronson Pinchot,Jennifer Dundas,Eileen Heckart,Philip Bosco",6873,6796
"Goldie Hawn,Swoosie Kurtz,Robyn Lively","Goldie Hawn,Swoosie Kurtz,Robyn Lively,Brandy Gold,James Keach,Jan Hooks,Bruce McGill,Nipsey Russell,Mykelti Williamson,Tab Thacker,Wesley Snipes,Jsu Garcia,Woody Harrelson,Willie J. Walton,Rodney Hill",6874,6797
"Dudley Moore,Nastassja Kinski,Armand Assante","Dudley Moore,Nastassja Kinski,Armand Assante,Albert Brooks,Cassie Yates,Richard Libertini,Richard B. Shull,Jan Tríska,Jane Hallaren,Bernard Behrens,Leonard Mann,Estelle Omens,Penny Peyser,Nicholas Mele,Benjamin Rayson",6875,6798
"Goldie Hawn,Chris Sarandon,Richard Romanus","Goldie Hawn,Chris Sarandon,Richard Romanus,Andre Gregory,Gail Strickland,Cliff De Young,Keith Szarabajka,Ed Begley Jr.,James Staley,Kenneth Mars,Jean Smart,Maria O'Brien,Joel Brooks,Grainger Hines,Kenneth McMillan",6876,6799
"Goldie Hawn,John Heard,Damon Redfern","Goldie Hawn,Damon Redfern,John Heard,Charles Kassatly,Robin Bartlett,Ashley Peldon,Beatrice Straight,George R. Robertson,Maia Filar,Tom Irwin,Jan Rubes,Anais Granofsky,Heidi von Palleske,Stanley Anderson,Peter Stevens",6877,6800
Michael J. Mantsourani Jr.,Michael J. Mantsourani Jr.,6878,6801
"Bill Murray,Joanne Whalley,Peter Gallagher","Bill Murray,Peter Gallagher,Joanne Whalley,Alfred Molina,Richard Wilson,John Standing,Simon Chandler,Geraldine James,Anna Chancellor,Nicholas Woodeson,Cliff Parisi,John Thomson,Janet Henfrey,Terry O'Neill,Isabel Hernández",6879,6802
"Bill Murray,Geena Davis,Randy Quaid","Bill Murray,Dale Grand,Bob Elliott,Geena Davis,Randy Quaid,Kimberleigh Aarn,Ron Ryan,Brian McConnachie,Jack Gilpin,Jordan Cael,Rhe DeVille,Marya D. Dornya,Barbara Flynn,Elizabeth A. Griffin,Connie Ivie",6880,6803
"Richard Mulligan,Hamilton Camp,John Mengatti","Richard Mulligan,Hamilton Camp,John Mengatti,Kim Richards,Archie Hahn,Misty Rowe,Ralph Seymour,Tammy Taylor,John Larroquette,Paul Reubens,Jason Hervey,David Hollander,Scott Nemes,Chad Sheets,Paul Stout",6881,6804
"Corey Feldman,Jack Nance,Sarah Douglas","Corey Feldman,Jack Nance,Sarah Douglas,Bojesse Christopher,Brad Grunberg,J. Trevor Edmond,Paige French,John Mendoza,Bentley Mitchum,Deborah Tucker,Frank Walton,Cristy Thom,Brian Christensen,Jo Farkas,Monique Noel",6882,6805
"Meccah Boynton-Brown,Doug Brown,Bob Cavnar","Meccah Boynton-Brown,Doug Brown,Bob Cavnar,Brent Coon,Roosevelt Harris,Keith Jones,Sara Lattis Stone,Latham Smith,Stephen Stone",6883,6806
