Release Date,Language,original_index,unique_index
15 May 2015 (USA),English,6633,2617
31 March 1989 (USA),English,6634,5235
"Jul 17, 1964 Wide",English,6635,5236
30 March 2008 (USA),"English,Italian,Mandarin,Spanish",6636,5237
2 October 2012 (USA),English,6637,5238
16 October 2014 (USA),English,6638,1567
January 2014 (USA),English,6639,3402
9 January 2014 (USA),English,6640,5239
30 October 1993 (South Korea),English,6641,5240
10 March 2014 (USA),English,6642,5241
31 May 1990 (USA),English,6643,5242
27 May 1994 (Japan),English,6644,5243
2 June 2015 (USA),English,6645,5220
11 November 2010 (Russia),English,6646,5244
20 October 2006 (USA),English,6647,2430
25 June 2009 (Singapore),English,6648,5245
3 February 2006 (USA),English,6649,2847
8 January 2008 (USA),English,6650,5246
16 September 2005 (USA),English,6651,3074
9 April 2011 (USA),English,6652,5247
11 April 2014 (USA),English,6653,1750
19 August 2014 (USA),"English,French",6654,5248
November 2014 (USA),English,6655,987
28 January 2005 (USA),English,6656,1197
1 May 2015 (USA),"French,English",6657,5249
17 October 2008 (Italy),English,6658,5250
14 August 2015 (UK),"English,French",6659,5251
March 2005 (USA),"English,Spanish",6660,5252
30 April 2004 (USA),English,6661,5253
21 July 2000 (USA),English,6662,2819
12 January 1996 (USA),English,6663,5254
31 July 2009 (USA),English,6664,1292
13 September 2002 (USA),English,6665,3184
1 February 1973 (Argentina),English,6666,5255
8 April 2005 (USA),English,6667,2011
22 May 1992 (USA),English,6668,197
12 February 1999 (USA),"English,French,German,Latin",6669,5256
23 August 2002 (USA),"English,Spanish",6670,5257
27 February 2014 (USA),English,6671,5258
18 June 2010 (USA),English,6672,5259
6 March 2015 (USA),English,6673,1654
8 November 2013 (USA),English,6674,1110
4 March 2014 (USA),English,6675,5260
9 January 2015 (USA),English,6676,641
10 March 2012 (USA),English,6677,1120
21 January 2013 (USA),English,6678,4512
15 August 2014 (USA),English,6679,2290
5 May 2010 (USA),English,6680,5261
17 March 2014 (USA),English,6681,5262
17 October 2014 (USA),English,6682,2582
4 May 2013 (USA),English,6683,1445
4 October 2013 (USA),English,6684,5212
10 January 2014 (UK),English,6685,5263
29 April 2014 (Netherlands),English,6686,5264
September 2011 (USA),English,6687,4451
3 October 1997 (USA),English,6688,2041
22 January 2007 (USA),"English,Arabic",6689,5265
29 May 2008 (Germany),English,6690,5266
January 2005 (USA),"English,Arabic",6691,5267
17 January 2014 (USA),English,6692,1427
23 February 2015 (USA),"English,Portuguese,German",6693,5268
4 May 2015 (USA),English,6694,5269
7 May 2015 (Germany),"English,Russian",6695,5270
2015 (USA),English,6696,258
8 October 2014 (France),English,6697,5271
31 October 2014 (UK),English,6698,5272
2000 (USA),"English,French,Chinese,Albanian",6699,5273
2 February 2014 (USA),"Greek,English,Arabic",6700,5274
18 May 2015 (USA),English,6701,5275
23 June 2015 (USA),English,6702,5044
10 March 2003 (USA),English,6703,5276
28 August 2009 (USA),English,6704,124
April 2015 (USA),English,6705,5277
5 September 2013 (South Korea),English,6706,5278
29 June 2012 (Brazil),English,6707,5279
15 March 2015 (USA),English,6708,990
May 2014 (South Korea),English,6709,5280
15 March 2014 (USA),English,6710,982
"Nov 19, 2014 Limited",English,6711,5281
21 November 2003 (UK),English,6712,5282
19 September 1997 (USA),English,6713,1993
2 June 1969 (Sweden),English,6714,5283
28 September 1977 (France),English,6715,5284
23 April 2005 (USA),English,6716,5285
1 November 1989 (USA),English,6717,5286
"Oct 26, 1984 Wide",English,6718,5287
17 November 1975 (Sweden),"English,French,Vietnamese",6719,5288
16 October 1992 (Australia),English,6720,5289
18 July 2014 (USA),English,6721,1154
8 May 2015 (USA),English,6722,1660
2 November 2008 (USA),English,6723,5290
2 October 2015 (USA),English,6724,2692
2 May 2015 (USA),English,6725,3331
31 December 2015 (Argentina),English,6726,5291
2015 (USA),"English,Spanish",6727,3104
6 August 2010 (USA),English,6728,397
27 July 2012 (USA),English,6729,4258
14 February 2008 (USA),"English,Russian",6730,5292
8 August 2014 (USA),English,6731,3167
8 May 2015 (USA),English,6732,1660
"May 15, 2015 Limited",English,6733,5293
4 June 2015 (Singapore),English,6734,5294
30 November 2007 (USA),"English,Spanish",6735,5295
November 2008 (USA),"English,German",6736,5296
1 September 2015 (USA),English,6737,4525
2 October 2015 (UK),English,6738,5297
17 July 2015 (USA),English,6739,212
23 October 2015 (USA),English,6740,3123
26 September 2015 (USA),English,6741,789
15 September 2015 (Canada),English,6742,5298
12 September 2015 (Canada),"English,Russian",6743,5299
"May 24, 1979 Wide",English,6744,5300
30 April 2015 (USA),English,6745,5301
9 July 2004 (USA),English,6746,5302
29 April 2011 (USA),English,6747,2404
2016 (USA),English,6748,442
2016 (USA),English,6749,442
29 January 2015 (USA),English,6750,5303
5 March 2013 (USA),English,6751,5304
2014 (USA),English,6752,1594
4 October 2013 (Turkey),English,6753,5305
23 September 2014 (USA),English,6754,5306
12 February 2015 (Ukraine),"English,French",6755,5307
21 August 2015 (USA),English,6756,1405
11 July 2014 (USA),English,6757,5308
4 September 2014 (Israel),English,6758,5309
3 October 2014 (USA),"English,Danish",6759,5310
18 July 2014 (USA),English,6760,1154
3 July 2015 (USA),English,6761,4277
22 April 2004 (USA),English,6762,5311
23 January 2011 (USA),English,6763,5312
2 May 2014 (USA),"English,French",6764,5313
12 September 1995 (USA),English,6765,5314
31 January 2014 (USA),English,6766,392
12 December 2014 (USA),English,6767,1002
17 December 2004 (USA),"English,Spanish",6768,5315
17 January 2014 (USA),English,6769,1427
16 October 1996 (USA),English,6770,5316
11 October 2013 (USA),English,6771,5317
27 April 2007 (UK),English,6772,5318
10 October 2014 (USA),English,6773,786
5 September 2014 (USA),English,6774,5319
24 October 2014 (USA),"English,Spanish",6775,5320
24 April 2014 (USA),English,6776,4205
21 August 2008 (Russia),"English,Spanish",6777,5321
26 August 2011 (USA),English,6778,3006
23 January 2013 (USA),English,6779,5052
11 April 2002 (Czech Republic),English,6780,5322
10 September 2013 (USA),English,6781,5178
6 November 2014 (USA),English,6782,5180
22 January 2014 (USA),English,6783,5323
16 January 2015 (USA),"English,French",6784,5324
19 December 2014 (USA),English,6785,749
25 September 2014 (USA),English,6786,5325
26 November 2014 (Philippines),"English,American Sign Language",6787,5326
20 January 2011 (USA),English,6788,5327
16 January 2009 (USA),English,6789,2283
19 July 2013 (Ireland),English,6790,5328
14 September 2013 (Denmark),English,6791,5329
6 October 2014 (USA),English,6792,4768
1 May 2015 (USA),English,6793,3414
13 February 2014 (Singapore),English,6794,5330
1 May 2014 (Israel),English,6795,5331
30 July 2010 (USA),English,6796,980
26 October 2007 (USA),English,6797,4881
16 February 2011 (France),English,6798,5332
15 March 2013 (USA),"English,Spanish",6799,5333
2015 (USA),"English,Spanish",6800,3104
24 April 2015 (USA),English,6801,376
22 January 2015 (Israel),English,6802,5334
28 November 2014 (USA),English,6803,5335
3 March 2006 (USA),English,6804,975
25 July 1997 (USA),English,6805,5336
18 April 2003 (USA),English,6806,3435
25 February 2005 (USA),English,6807,5337
22 August 2003 (USA),English,6808,5338
12 January 2003 (USA),English,6809,5339
3 March 2006 (USA),"English,Vietnamese",6810,5340
14 January 2005 (USA),"English,Japanese",6811,5341
2008 (USA),"English,French",6812,5342
5 February 1993 (USA),English,6813,4222
1 September 2006 (USA),English,6814,2162
19 February 1962 (Sweden),English,6815,5343
22 November 1948 (Sweden),English,6816,5344
6 June 2014 (USA),English,6817,1124
7 April 2006 (USA),English,6818,2055
25 June 2004 (UK),English,6819,5345
7 December 2012 (USA),English,6820,5346
7 August 2015 (Germany),English,6821,5347
1 December 2012 (Japan),English,6822,5348
9 February 2010 (USA),English,6823,5349
"Jun 13, 2013 Limited","English,Portuguese",6824,5350
23 November 2012 (USA),English,6825,5351
"Jul 31, 1992 Wide",English,6826,5352
22 December 2000 (USA),English,6827,5353
11 February 2011 (USA),English,6828,905
28 July 2006 (USA),English,6829,1359
17 October 2014 (USA),English,6830,2582
14 August 2015 (USA),English,6831,475
26 January 2015 (USA),English,6832,5354
1 August 2014 (USA),"English,Turkish",6833,5355
12 September 2014 (USA),English,6834,891
12 September 2014 (USA),English,6835,891
20 October 2006 (Italy),English,6836,5356
28 January 2011 (USA),English,6837,4200
5 June 1998 (USA),English,6838,1621
,English,6839,47
8 August 2014 (USA),"English,French,Hindi",6840,5357
25 December 2014 (USA),"English,Japanese,Italian",6841,5358
16 July 2010 (USA),English,6842,1020
10 February 2012 (USA),English,6843,941
1 November 2002 (USA),English,6844,2409
5 February 2016 (USA),English,6845,1585
,English,6846,47
,English,6847,47
27 February 1954 (USA),English,6848,5359
10 March 2000 (USA),English,6849,993
20 November 1998 (USA),English,6850,1035
19 December 1986 (USA),English,6851,3574
21 August 1964 (West Germany),English,6852,5360
24 August 1978 (UK),English,6853,5361
2 August 1972 (USA),English,6854,5362
14 October 1983 (USA),English,6855,5363
19 December 1975 (USA),"English,Mandarin",6856,5364
22 July 1988 (USA),English,6857,5365
15 January 1988 (USA),English,6858,125
19 December 1980 (USA),"English,Spanish",6859,5366
15 February 1991 (USA),English,6860,5083
3 February 1989 (USA),English,6861,4617
15 April 1994 (USA),English,6862,4574
22 May 1985 (USA),English,6863,3056
9 August 1991 (USA),English,6864,4829
30 September 1983 (USA),English,6865,5367
26 August 1994 (USA),English,6866,5368
16 August 1985 (USA),English,6867,1487
26 August 1988 (USA),English,6868,5369
22 July 1987 (USA),English,6869,5370
April 1991 (USA),English,6870,5075
6 March 1992 (USA),English,6871,5371
13 April 1984 (USA),English,6872,3951
20 September 1996 (USA),English,6873,5372
14 February 1986 (USA),English,6874,5140
10 February 1984 (USA),English,6875,5373
21 December 1984 (USA),English,6876,2980
27 September 1991 (USA),English,6877,2570
29 June 2014 (USA),English,6878,5374
14 November 1997 (USA),English,6879,5375
13 July 1990 (USA),English,6880,1668
27 July 1984 (USA),English,6881,713
6 March 1992 (USA),English,6882,5371
9 March 2014 (USA),English,6883,1452
6 February 2015 (USA),English,6884,767
15 June 2012 (USA),English,6885,3298
25 December 2014 (USA),English,6886,4530
1 March 2015 (USA),English,6887,5376
12 October 2012 (USA),"English,Dutch",6888,5377
16 January 2009 (USA),English,6889,2283
20 March 2015 (USA),"English,Spanish",6890,5378
12 February 1988 (USA),English,6891,5379
24 June 2011 (USA),English,6892,5380
29 May 2015 (USA),English,6893,2456
13 October 2000 (USA),English,6894,5381
12 October 2001 (USA),"English,Vietnamese,Spanish,Thai",6895,5382
"Oct 8, 1999 Wide",English,6896,5383
2 September 2009 (Indonesia),English,6897,5384
18 September 1992 (USA),English,6898,1619
2 April 1999 (USA),English,6899,5385
20 September 2002 (USA),English,6900,2853
12 June 1987 (USA),English,6901,5386
30 May 2008 (USA),English,6902,4676
27 January 2012 (UK),English,6903,5387
2008 (USA),"English,Spanish",6904,5388
5 November 2009 (Argentina),"English,Spanish",6905,5389
9 July 2013 (USA),English,6906,4853
30 November 1989 (South Africa),English,6907,5390
22 May 1985 (USA),"English,Vietnamese",6908,5391
7 March 2008 (USA),English,6909,1588
8 September 2006 (USA),"Thai,English,Mandarin,Vietnamese",6910,5392
13 May 2005 (USA),English,6911,1662
12 November 2010 (USA),English,6912,209
3 September 2004 (USA),English,6913,5393
2 November 2011 (UK),"English,Arabic,Acholi",6914,5394
12 October 2001 (USA),English,6915,5395
23 January 1998 (USA),English,6916,3354
"Jan 1, 1984 Wide",English,6917,5396
May 1988 (USA),"English,French",6918,5397
29 June 2001 (USA),English,6919,3307
16 September 1988 (USA),"English,French,Hebrew,Yiddish",6920,5398
5 October 1990 (USA),English,6921,3386
28 October 1994 (USA),English,6922,4550
17 July 1996 (USA),English,6923,1389
20 May 2004 (Germany),English,6924,5399
31 March 1995 (USA),"English,French",6925,5400
6 May 2010 (Germany),English,6926,5401
17 January 2014 (USA),"English,Spanish,Latin",6927,5402
26 August 2005 (USA),"English,Romanian",6928,5403
24 February 2006 (USA),English,6929,5404
March 2009 (USA),"English,Italian",6930,5405
January 2001 (USA),English,6931,5406
24 May 1948 (USA),English,6932,5407
8 January 1973 (Sweden),English,6933,5408
25 April 2006 (USA),English,6934,5409
6 December 1975 (Italy),English,6935,5410
16 August 2002 (USA),English,6936,2531
28 January 1994 (USA),English,6937,5411
17 August 2007 (USA),"English,Russian",6938,5412
August 1958 (USA),English,6939,5413
10 February 1989 (USA),English,6940,5414
July 1959 (USA),"English,French",6941,5415
22 June 1960 (USA),English,6942,5416
17 February 1959 (USA),English,6943,5417
12 August 1961 (USA),English,6944,5418
21 June 1972 (USA),English,6945,5419
31 August 1979 (USA),English,6946,5420
9 August 1985 (USA),English,6947,2926
27 April 1951 (USA),English,6948,3645
31 August 2012 (USA),English,6949,5421
14 March 2013 (Singapore),English,6950,5422
9 March 1984 (USA),English,6951,5423
24 September 1982 (USA),English,6952,5424
18 November 1983 (USA),English,6953,3843
22 September 2012 (USA),English,6954,5425
21 November 2003 (USA),English,6955,5426
25 October 2002 (USA),"English,Italian,Spanish",6956,5427
23 July 1999 (USA),English,6957,4262
July 1960 (USA),English,6958,249
29 October 1999 (USA),English,6959,5428
"Sep 28, 1979 Wide",English,6960,5429
30 June 1972 (USA),English,6961,5430
26 May 1970 (USA),English,6962,5431
15 June 1973 (USA),English,6963,5432
18 April 2015 (USA),English,6964,5433
12 October 2007 (USA),"English,Russian",6965,5434
31 March 1978 (Denmark),English,6966,5435
27 December 2013 (Vietnam),"English,Japanese",6967,5436
22 October 2009 (Malaysia),"English,Japanese,Russian,Spanish",6968,5437
18 April 2008 (USA),"English,Mandarin",6969,5438
"Jul 10, 1992 Wide",English,6970,5439
24 March 1964 (USA),English,6971,5440
17 December 2010 (USA),English,6972,807
13 July 1977 (USA),English,6973,5441
31 October 2013 (USA),English,6974,5442
"Sep 18, 1981 Wide",English,6975,5443
24 September 2010 (Ireland),English,6976,5444
4 August 2006 (USA),English,6977,4723
29 April 2005 (USA),"English,French",6978,5445
8 March 1996 (USA),English,6979,2795
18 May 1990 (USA),English,6980,3977
9 September 1986 (Canada),English,6981,5446
6 April 1984 (USA),"English,Russian",6982,5447
21 November 2007 (USA),English,6983,873
20 August 1999 (USA),English,6984,4087
18 December 2009 (USA),"English,Ukrainian,Italian,Spanish",6985,5448
3 December 2005 (USA),English,6986,5449
12 November 1982 (USA),English,6987,1682
21 August 1981 (USA),English,6988,5450
3 August 1979 (USA),"English,Icelandic",6989,5451
16 May 1997 (USA),English,6990,4264
7 January 2000 (Ireland),English,6991,5452
6 August 2009 (Greece),English,6992,5453
19 May 2000 (USA),English,6993,1799
3 November 2011 (Russia),English,6994,5454
10 April 1959 (USA),English,6995,5455
9 March 2006 (Thailand),"English,Latin,Icelandic",6996,5456
7 December 2012 (USA),English,6997,5346
26 October 2012 (USA),English,6998,4524
October 1974 (USA),English,6999,3361
7 December 1960 (USA),English,7000,5457
24 August 2001 (USA),English,7001,190
14 December 1984 (USA),English,7002,5458
28 February 1992 (USA),English,7003,4756
21 April 1995 (USA),English,7004,2083
5 August 1960 (USA),English,7005,5459
"Feb 8, 2013 Wide","English,French",7006,5460
1 June 2012 (Italy),English,7007,5461
7 February 2014 (USA),"English,German,Russian,French,Flemish",7008,5462
18 January 2013 (USA),English,7009,5463
27 November 2013 (USA),English,7010,5464
15 January 2010 (USA),English,7011,945
8 March 2013 (USA),English,7012,1282
26 July 2013 (USA),English,7013,4714
29 May 2015 (USA),English,7014,2456
,English,7015,47
2 May 2014 (USA),English,7016,303
6 October 2015 (USA),English,7017,270
4 October 2001 (Germany),English,7018,5465
4 January 2014 (USA),English,7019,374
31 May 2013 (USA),English,7020,5466
,English,7021,47
17 July 2016 (USA),"Hebrew,Spanish,English",7022,5467
15 October 2013 (USA),English,7023,3223
17 July 2015 (USA),English,7024,212
,English,7025,47
12 August 2013 (USA),English,7026,5468
,English,7027,47
23 October 2015 (USA),English,7028,3123
6 July 2012 (USA),English,7029,2022
10 January 2014 (USA),English,7030,1703
22 September 2011 (USA),English,7031,5469
12 March 2013 (USA),English,7032,5470
31 January 1986 (USA),English,7033,3094
15 April 2015 (USA),English,7034,1435
1 November 2015 (USA),English,7035,3014
