ReviewCount,Description,original_index,unique_index
"178 user,219 critic","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",5755,5690
"250 user,169 critic",Two sisters contend for the affection of King Henry VIII.,5756,5691
"161 user,273 critic",A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,5757,5692
"1,038 user,175 critic","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",5758,5693
"95 user,187 critic","A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",5759,5694
"234 user,277 critic","A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",5760,5695
"303 user,324 critic","The lives of three friends, from their early school days into young adulthood.",5761,5696
"434 user,542 critic",A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,5762,5697
"173 user,182 critic","While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation which involves his former mistress and his driver.",5763,5698
"158 user,59 critic","A young lawyer Jim Goodwin investigates a potentially fixed game show. Charlie Van Doren, a big time show winner is under Goodwin's investigation.",5764,5699
"191 user,64 critic",A black Southern woman (Whoopi Goldberg) struggles to find her identity after suffering years of abuse from her father and others over 40 years.,5765,5700
"374 user,182 critic","Set during World War II, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",5766,5701
"220 user,249 critic","While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being sheltered by her adoptive parents.",5767,5702
"80 user,41 critic","A fast-talking traveling salesman with a charming, loquacious manner convinces a sincere evangelist that he can be an effective preacher for her cause.",5768,5703
"396 user,540 critic",A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.,5769,5704
"1,428 user,221 critic","An intriguing and entertaining study in characters going through varying levels of crisis and introspection. This psychological drama leads you in several different directions, weaving and intersecting various subplots and characters, from a brilliant Tom Cruise, as a self-proclaimed pied-piper, to a child forced to go on a TV game show and the pressures he faces from a ruthless father.",5770,5705
"412 user,280 critic","The life stories of the six men who raised the flag at The Battle of Iwo Jima, a turning point in WWII.",5771,5706
"228 user,201 critic","Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters and endeavor to build a village in order to protect themselves and about 1,000 Jewish non-combatants.",5772,5707
"339 user,139 critic","In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.",5773,5708
"332 user,172 critic","An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",5774,5709
"689 user,162 critic",Two 1990s teenagers find themselves in a 1950s sitcom where their influence begins to profoundly change that complacent world.,5775,5710
"236 user,96 critic",A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,5776,5711
"106 user,35 critic",A romantic adventure about a legendary pilot's passion for dare-devil firefighting and his girl.,5777,5712
"112 user,29 critic","On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...",5778,5713
"411 user,321 critic",A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,5779,5714
"39 user,78 critic","A new kid in town assembles a fledgling rock band -- together, they achieve their dreams and compete against the best in the biggest event of the year, a battle of the bands.",5780,5715
,"Two teenage girls travel across the U.S. in 1962, during the chaos of the Cuban missile crisis, in search of Eleanor Roosevelt.",5781,5716
"42 user,23 critic","Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",5782,5717
9 user,"Out-of-work college professor Grant Oldman gets more than he bargains for when he brings an unknown woman to pose as his wife for a dinner party. After a disastrous evening, Grant finds ...",5783,5718
"659 user,249 critic","The living dead have taken over the world, and the last humans live in a walled city to protect themselves as they come to grips with the situation.",5784,5719
"244 user,247 critic","It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",5785,5720
"150 user,216 critic","Jesse begins experiencing a number of disturbing and unexplainable things after the death of his neighbor. As he investigates, it isn't long before Jesse finds he's been marked for ...",5786,5721
"312 user,248 critic","In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",5787,5722
"357 user,258 critic","After experiencing what they think are a series of 'break-ins', a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.",5788,5723
"164 user,189 critic","Anna Rydell returns home to her sister (and best friend) Alex after a stint in a mental hospital, though her recovery is jeopardized thanks to her cruel stepmother, aloof father, and the presence of a ghost in their home.",5789,5724
"188 user,164 critic","After a family is forced to relocate for their son's health, they begin experiencing supernatural behavior in their new home, and uncover a sinister history.",5790,5725
