Filming Locations,original_index,unique_index
"Shepperton Studios, Shepperton, Surrey, England, UK",5778,32
"Beacon Falls, Connecticut, USA",5779,2684
"New York City, New York, USA",5780,9
"Boulder, Colorado, USA",5781,589
"Algonquin Hotel - 59 W. 44th Street, Manhattan, New York City, New York, USA",5782,1562
"San Francisco, California, USA",5783,338
"Brampton, Ontario, Canada",5784,2685
"Henderson, Nevada, USA",5785,2686
"Los Angeles, California, USA",5786,10
USA,5787,21
"Los Angeles, California, USA",5788,10
"Bowen Island, British Columbia, Canada",5789,2687
"Teulon, Manitoba, Canada",5790,2688
Romania,5791,80
"Surrey, British Columbia, Canada",5792,2689
Australia,5793,615
"Long Beach, California, USA",5794,23
"Florence, South Carolina, USA",5795,2690
"Las Vegas, Nevada, USA",5796,141
Bulgaria,5797,375
"Berlin, Germany",5798,12
"San Antonio, Texas, USA",5799,1395
"Cannon Beach, Oregon, USA",5800,2691
"Budapest, Hungary",5801,17
"20770 Madrona Avenue, Torrance, California, USA",5802,2692
"Berlin, Germany",5803,12
"Canyon Country, California, USA",5804,1644
"Berlin, Germany",5805,12
"County Dublin, Ireland",5806,2693
"Medford, Oregon, USA",5807,2694
"Kentucky, USA",5808,798
"Oahu, Hawaii, USA",5809,2695
,5810,3
"Kirsting Court, Sierra Madre, California, USA",5811,2696
"Del Mar Thoroughbred Club - 2260 Jimmy Durante Boulevard, Del Mar, California, USA",5812,2697
"Montreal, Québec, Canada",5813,402
"Montréal, Québec, Canada",5814,46
,5815,3
,5816,3
"709 Burleson Street, Smithville, Texas, USA",5817,2698
"Jaipur, Rajasthan, India",5818,2699
,5819,3
,5820,3
"Los Angeles, California, USA",5821,10
,5822,3
Czech Republic,5823,305
"Abaco Island, Bahamas",5824,2700
"Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",5825,235
"Fort Chaffee, Arkansas, USA",5826,2701
"1800 Avenue of the Stars, Century City, Los Angeles, California, USA",5827,2702
"M25 Motorway, London, England, UK",5828,2703
"Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA",5829,186
"St. Mary's Catholic Church - 400 South Chicago Street, Los Angeles, California, USA",5830,2704
"New York City, New York, USA",5831,9
"New York City, New York, USA",5832,9
,5833,3
"Manayunk, Philadelphia, Pennsylvania, USA",5834,2705
"Coquitlam, British Columbia, Canada",5835,937
"New York City, New York, USA",5836,9
"Kerhonkson, New York, USA",5837,2706
"PFI Studios, Belgrade, Serbia",5838,2707
"New York City, New York, USA",5839,9
"Ringling College of Art and Design, Sarasota, Florida, USA",5840,2708
"Los Angeles, California, USA",5841,10
"New York City, New York, USA",5842,9
"Cleveland, Ohio, USA",5843,376
"1690 Altadena Drive, Altadena, California, USA",5844,2709
"Los Angeles, California, USA",5845,10
"Los Angeles, California, USA",5846,10
"Portland, Maine, USA",5847,2710
"New York City, New York, USA",5848,9
"Cleveland, Ohio, USA",5849,376
"Oshawa, Ontario, Canada",5850,2711
"Marshfield, Massachusetts, USA",5851,2712
"Ojai, California, USA",5852,2713
"Woodland Hills, Los Angeles, California, USA",5853,2714
"Santa Clarita, California, USA",5854,26
USA,5855,21
"Anacortes, Washington, USA",5856,2715
,5857,3
"Beaver, Pennsylvania, USA",5858,2716
"Los Angeles, California, USA",5859,10
"Chicago, Illinois, USA",5860,230
"Malibu, California, USA",5861,1438
,5862,3
"Cheshire Inn, St. Louis, Missouri, USA",5863,2717
"Los Angeles, California, USA",5864,10
"Montclair, New Jersey, USA",5865,2718
,5866,3
,5867,3
,5868,3
"Alpine, Texas, USA",5869,881
"GM Place, Vancouver, British Columbia, Canada",5870,1742
"Docklands Studios, Melbourne, Victoria, Australia",5871,2719
,5872,3
,5873,3
,5874,3
"Kenora, Ontario, Canada",5875,2720
,5876,3
"North Hollywood, Los Angeles, California, USA",5877,60
"New York, USA",5878,314
"Ridley Creek State Park - 1023 Sycamore Mills Road, Media, Pennsylvania, USA",5879,2721
,5880,3
"New York, USA",5881,314
"GG Israel Studios, Jerusalem, Israel",5882,2722
"California, USA",5883,27
South Africa,5884,262
Israel,5885,1085
"Batchawana Bay, Ontario, Canada",5886,2723
,5887,3
,5888,3
"Montréal, Québec, Canada",5889,46
"Los Angeles, California, USA",5890,10
Romania,5891,80
"Hanford, California, USA",5892,2724
"Bucharest, Romania",5893,1020
"Haddon Hall, Bakewell, Derbyshire, England, UK",5894,2725
,5895,3
"Austin, Texas, USA",5896,203
"Indianapolis, Indiana, USA",5897,1698
"F&B; Ceco Studios, North Miami, Florida, USA",5898,2726
"Langley, British Columbia, Canada",5899,2727
"Los Angeles County, California, USA",5900,1693
"Santa Clarita, California, USA",5901,26
"New York City, New York, USA",5902,9
,5903,3
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",5904,56
,5905,3
,5906,3
"Fullerton, California, USA",5907,2728
"Los Angeles, California, USA",5908,10
"Charlotte, North Carolina, USA",5909,346
,5910,3
"New York City, New York, USA",5911,9
"Seward, Alaska, USA",5912,2729
,5913,3
"3159 W. 11th Street, Cleveland, Ohio, USA",5914,2730
"Atlantic City, New Jersey, USA",5915,940
"Franklin, Tennessee, USA",5916,2580
"243 E Holt Ave Pomona, California, USA",5917,2731
"Kanab Movie Fort, Kanab, Utah, USA",5918,2732
"Big Sur, California, USA",5919,1133
"Compton Wynyates, Warwickshire, England, UK",5920,2733
"Manchester, New Hampshire, USA",5921,2734
"Chicago, Illinois, USA",5922,230
"Brighton, East Sussex, England, UK",5923,2273
"Los Angeles, California, USA",5924,10
"Lower Bay Station, Toronto, Ontario, Canada",5925,2430
"Bix Restaurant - 56 Gold Street, San Francisco, California, USA",5926,2735
"Nu Boyana Film Studios, Sofia, Bulgaria",5927,2736
"Los Angeles, California, USA",5928,10
"Hampstead, North Carolina, USA",5929,2737
"New York City, New York, USA",5930,9
"Bossier City, Louisiana, USA",5931,1857
Zaire,5932,2738
"The Breakers Resort, Palm Beach, Florida, USA",5933,2739
"Cremosne, Slovakia",5934,2740
"Los Angeles, California, USA",5935,10
"Vancouver, British Columbia, Canada",5936,47
"Acton, California, USA",5937,906
"Mount Vision, New York, USA",5938,2741
,5939,3
"Jacksonville, Florida, USA",5940,1006
"Minnesota, USA",5941,1972
"Exeter, Rhode Island, USA",5942,2742
"Baton Rouge, Louisiana, USA",5943,229
"Jefferson City, Missouri, USA",5944,2743
"Los Angeles, California, USA",5945,10
"Los Angeles, California, USA",5946,10
"Los Angeles, California, USA",5947,10
,5948,3
"Los Angeles Center Studios - 450 S. Bixel Street, Downtown, Los Angeles, California, USA",5949,1042
,5950,3
"Saga Studio, Copenhagen, Denmark",5951,2744
"Los Angeles, California, USA",5952,10
"104 Fremont Place, Los Angeles, California, USA",5953,2745
"Santa Clarita, California, USA",5954,26
,5955,3
,5956,3
"Jersey City, New Jersey, USA",5957,334
"American Embassy - 2 Avenue Gabriel, Paris 8, Paris, France",5958,2746
"201 E. Eighth St. Smithville, Texas USA",5959,2747
"Santa Clarita, California, USA",5960,26
"Greater Vancouver Regional District Demonstration Forest, North Vancouver, British Columbia, Canada",5961,2748
"New York City, New York, USA",5962,9
"Fort Langley Community Hall, Fort Langley, Langley Township, British Columbia, Canada",5963,2749
"Chicago, Illinois, USA",5964,230
"New York, USA",5965,314
"New York City, New York, USA",5966,9
"St. Vincent Catholic Church - 621 W. Adams Blvd., Los Angeles, California, USA",5967,764
"Air Canada Centre, Toronto, Ontario, Canada",5968,2750
"Adelphi Building, John Adam Street, Strand, London, England, UK",5969,2751
"Chicago, Illinois, USA",5970,230
"New Orleans, Louisiana, USA",5971,48
USA,5972,21
"California, USA",5973,27
"Salem, Massachusetts, USA",5974,2752
"Lazio, Italy",5975,2753
"West Middletown Cemetery - 4699 Jefferson Ave, Avella, Pennsylvania, USA",5976,2754
,5977,3
"Toronto, Ontario, Canada",5978,87
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",5979,56
"Buenos Aires, Federal District, Argentina",5980,2755
"Los Angeles, California, USA",5981,10
"Stage 12, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",5982,2228
"Hotel Del Monte, Monterey, California, USA",5983,2756
,5984,3
"San Gabriel Mountains, California, USA",5985,2757
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",5986,56
"British Columbia, Canada",5987,400
"British Columbia, Canada",5988,400
"Lake Arrowhead, San Bernardino National Forest, California, USA",5989,119
"Central Park, Manhattan, New York City, New York, USA",5990,228
"Barrington, Illinois, USA",5991,2758
,5992,3
"Boston, Massachusetts, USA",5993,174
"Hollywood, Los Angeles, California, USA",5994,586
"Sable Ranch - 25933 Sand Canyon Road, Santa Clarita, California, USA",5995,329
"Honey Island, Louisiana, USA",5996,2759
"Fish Cove Inn, Southampton, Long Island, New York, USA",5997,2760
,5998,3
"Millerton, New York, USA",5999,2761
"Bend, Oregon, USA",6000,2584
"Mexico City, Distrito Federal, Mexico",6001,1590
"Alameda, California, USA",6002,28
"New York City, New York, USA",6003,9
"Kings Mountain, North Carolina, USA",6004,2762
,6005,3
,6006,3
"Bellefonte, Pennsylvania, USA",6007,2763
"Miami, Florida, USA",6008,354
"Chicago, Illinois, USA",6009,230
"San Luis Obispo, California, USA",6010,2764
"Centerville, Delaware, USA",6011,2765
"Bay Adelaide Centre - 333 Bay St, Toronto, Ontario, Canada",6012,2766
"100 W 18th St, New York City, New York, USA",6013,2767
"Levittown, Pennsylvania, USA",6014,2768
"Utah, USA",6015,350
,6016,3
,6017,3
,6018,3
,6019,3
,6020,3
,6021,3
,6022,3
"South Bronx, Bronx, New York City, New York, USA",6023,2769
,6024,3
"San Diego, California, USA",6025,1204
,6026,3
,6027,3
"Bull Shoals, Arkansas, USA",6028,2770
"Hong Kong, China",6029,2296
,6030,3
,6031,3
Jamaica,6032,1468
"Texas, USA",6033,626
"2128 East 5th Street - Tucson, Arizona, USA",6034,2771
"California, USA",6035,27
"Aiken, South Carolina, USA",6036,2772
South Africa,6037,262
"Fort Lauderdale, Florida, USA",6038,281
"Detroit, Michigan, USA",6039,448
"Hollywood Hills, Los Angeles, California, USA",6040,2773
"Cancún, Benito Juárez, Quintana Roo, Mexico",6041,2294
"Paris, France",6042,277
"Da Nang, Vietnam",6043,2774
"Maine, USA",6044,2504
"Prague, Czech Republic",6045,191
"Angola, Louisiana, USA",6046,177
"Corner Brook, Newfoundland, Newfoundland and Labrador, Canada",6047,2775
"Noyers-sur-Serein, Yonne, France",6048,2776
"Paris, France",6049,277
"Baddesley Clinton, Warwickshire, England, UK",6050,2777
"Bronx, New York City, New York, USA",6051,315
"Texarkana, Texas, USA",6052,2778
,6053,3
"Mentryville, California, USA",6054,2677
"Sacramento, California, USA",6055,1594
"Benton Speedbowl, Alexander, Arkansas, USA",6056,2779
"Tennessee, USA",6057,870
"Santa Fe, New Mexico, USA",6058,1322
Norway,6059,2780
"Ladner, Delta, British Columbia, Canada",6060,2781
,6061,3
"Staffordshire, England, UK",6062,2782
"Los Angeles, California, USA",6063,10
"Trenton, New Jersey, USA",6064,2783
,6065,3
"West Dundee, Illinois, USA",6066,2784
"San Diego, California, USA",6067,1204
"Los Angeles, California, USA",6068,10
"Vancouver, British Columbia, Canada",6069,47
"Santa Clarita, California, USA",6070,26
"Los Angeles, California, USA",6071,10
"Los Angeles, California, USA",6072,10
,6073,3
"Portland, Oregon, USA",6074,24
"Cargill Park-7700 Lotus Lane, Shreveport, Lousiana, USA",6075,2785
"Chuluota, Florida, USA",6076,2786
"Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",6077,235
"Rhode Island, USA",6078,1748
"Cape Cod, Massachusetts, USA",6079,181
"Lindenhurst, Long Island, New York, USA",6080,2787
,6081,3
"Sable Ranch - 25933 Sand Canyon Road, Santa Clarita, California, USA",6082,329
"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",6083,551
,6084,3
"Snegoff Ranch, Topanga Canyon, California, USA",6085,2788
,6086,3
"Los Angeles, California, USA",6087,10
,6088,3
"Philadelphia, Pennsylvania, USA",6089,758
"Austin, Texas, USA",6090,203
"Salt Lake City, Utah, USA",6091,1503
"Los Angeles, California, USA",6092,10
,6093,3
"18 Brooks Road, Toms River, New Jersey, USA",6094,2789
,6095,3
"Los Angeles, California, USA",6096,10
,6097,3
"Alabama Hills, Lone Pine, California, USA",6098,127
"Anaheim Landing, Anaheim, California, USA",6099,2790
"Chinchón, Madrid, Spain",6100,2791
"Cinecittà Studios, Cinecittà, Rome, Lazio, Italy",6101,646
"Corriganville, Ray Corrigan Ranch, Simi Valley, California, USA",6102,185
"Almería, Andalucía, Spain",6103,358
"Sevilla Studios, Madrid, Spain",6104,2792
"Dino De Laurentiis Cinematografica Studios, Rome, Lazio, Italy",6105,1621
"Main Street, Cong, Co. Mayo, Ireland",6106,2793
"Austin, Texas, USA",6107,203
"Toronto, Ontario, Canada",6108,87
"Toronto, Ontario, Canada",6109,87
"Brush Hollow Reservoir, Colorado, USA",6110,2794
"Toronto, Ontario, Canada",6111,87
"100 Hopkins Street, San Marcos, Texas, USA",6112,2795
"Apache Junction, Arizona, USA",6113,2796
"Durango, Mexico",6114,167
"Estudios Roma, Madrid, Spain",6115,2797
"Mexican Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6116,2798
"Alabama Hills, Lone Pine, California, USA",6117,127
"Kanab, Utah, USA",6118,696
"Columbia River, Oregon, USA",6119,2799
"El Casar de Talamanca, Guadalajara, Castilla-La Mancha, Spain",6120,2800
"Toronto, Ontario, Canada",6121,87
"Lovejoy Buttes, Lancaster, California, USA",6122,2801
"Page, Arizona, USA",6123,2802
"Humber College - 3199 Lake Shore Blvd, Toronto, Ontario, Canada",6124,2803
"85 Mt. Vernon Street, Beacon Hill, Boston, Massachusetts, USA",6125,2804
"Taipei City, Taiwan",6126,2805
"California, USA",6127,27
"New York, USA",6128,314
"Los Angeles, California, USA",6129,10
"Annapolis, Maryland, USA",6130,257
"Barstow, California, USA",6131,1001
"Hollywood Boulevard, Hollywood, California, USA",6132,2806
"New York City, New York, USA",6133,9
"Philadelphia, Pennsylvania, USA",6134,758
"298 Arizona Street, Hollywood, Florida, USA",6135,2807
"Fort Lauderdale, Florida, USA",6136,281
"1530 Orange Grove Avenue, Hollywood, Los Angeles, California, USA",6137,2808
"Fort Lauderdale-Hollywood International Airport - 320 Terminal Drive, Fort Lauderdale, Florida, USA",6138,2809
"Claremont, California, USA",6139,2301
"Fort Lauderdale, Florida, USA",6140,281
"Utah, USA",6141,350
"Vancouver, British Columbia, Canada",6142,47
"Staten Island, New York City, New York, USA",6143,2617
"New York City, New York, USA",6144,9
"Fairmont Hotel - 950 Mason Street, Nob Hill, San Francisco, California, USA",6145,2810
"Astor Place, Manhattan, New York City, New York, USA",6146,2811
"Duff;s Reataurant, 392 North Euclid Avenue, St. Louis, Missouri, USA",6147,2812
"Haines, Alaska, USA",6148,2813
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",6149,56
"Los Angeles, California, USA",6150,10
"New York City, New York, USA",6151,9
"Vancouver, British Columbia, Canada",6152,47
"Cincinnati, Ohio, USA",6153,349
,6154,3
,6155,3
,6156,3
"New York City, New York, USA",6157,9
"Showline Studios, Toronto, Ontario, Canada",6158,604
"Britannia Beach, British Columbia, Canada",6159,18
"Maxwell, Texas, USA",6160,2814
"Hagerstown, Maryland, USA",6161,2815
"444 S. Flower Street, Downtown, Los Angeles, California, USA",6162,2816
"Big Oaks Lodge, Saugus, California, USA",6163,2817
"Black Hawk County, Iowa, USA",6164,2818
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6165,271
"Baltimore, Maryland, USA",6166,38
"Duluth, Minnesota, USA",6167,2819
"Alabama, USA",6168,2020
"Alabama, USA",6169,2020
"Eugene, Oregon, USA",6170,432
"1589 Homewood Dr., Altadena, California, USA",6171,2820
"Atlanta, Georgia, USA",6172,154
"Buenos Aires, Federal District, Argentina",6173,2755
"Collin County, Texas, USA",6174,2821
"Julio Prestes Train Station, São Paulo, Brazil",6175,2822
"Baltimore, Maryland, USA",6176,38
"Auburn, Alabama, USA",6177,2823
"Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",6178,1135
"Ellis County, Texas, USA",6179,2824
"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",6180,2825
"London, England, UK",6181,22
"Bowen, Queensland, Australia",6182,1399
"Lakeview Restaurant, 1132 Dundas Street. W, Toronto, Ontario",6183,2826
"Sabino Canyon, Tucson, Arizona, USA",6184,2827
"Culver City, California, USA",6185,278
"Revue Studios, Hollywood, Los Angeles, California, USA",6186,2828
"Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",6187,1135
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",6188,54
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",6189,54
"Chicago, Illinois, USA",6190,230
"Barrandov Studios, Prague, Czech Republic",6191,477
"Santa Clarita, California, USA",6192,26
"Los Angeles, California, USA",6193,10
"332 Lorraine Blvd, Los Angeles, California, USA",6194,2829
"Rae's Restaurant, 2901 Pico Boulevard, Santa Monica, California, USA",6195,492
"New York City, New York, USA",6196,9
"Calabasas High School - 22855 W. Mulholland Hwy., Calabasas, California, USA",6197,2830
"7529 Franklin Avenue, Hollywood, Los Angeles, California, USA",6198,2831
"Gorge Dam, Skagit River, Washington, USA",6199,2832
,6200,3
"New York City, New York, USA",6201,9
"Church of Saint Mary the Virgin 145 West 46th Street, Manhattan, New York City, New York, USA",6202,2833
"2213 Westside Drive, Deer Park, Texas, USA",6203,2834
"Brocket Hall, Lemsford, Welwyn Garden City, Hertfordshire, England, UK",6204,2835
"James W. Jardine Water Purification Plant, Chicago, Illinois, USA",6205,2836
,6206,3
"Los Angeles, California, USA",6207,10
"Santa Clarita, California, USA",6208,26
