Description,original_index,unique_index
"A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs.",5842,5752
"Jenny Farrell has led an openly gay life - except with her conventional family. When she finally decides to start a family and marry the woman they thought was just her roommate, the small,...",5843,5753
A television producer with a penchant for drinking and gambling is sent to Las Vegas to convince his troubled niece to enter rehab.,5844,5754
"A lurid, dark look into the lives of sex workers, where victims of child abuse deal with the consequences later in life.",5845,5755
A drama about a Cambridge poetry professor who begins to re-evaluate his life of Byronic excess.,5846,5756
"See Girl Run is what happens when a 30-something woman allows life's 'what ifs' to overwhelm her appreciation for what life actually is. Disregarding her current obligations, she digs into her romantic past in hopes of invigorating her present.",5847,5757
"Two best friends decide to have a child together while keeping their relationship platonic, so they can avoid the toll kids can take on romantic relationships.",5848,5758
"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.",5849,5759
A rich kid becomes the self-appointed psychiatrist to the student body of his new high school.,5850,5760
"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.",5851,5761
"Struggling with a marriage on the brink of falling apart, a couple escapes for a weekend in pursuit of their better selves, only to discover an unusual dilemma that awaits them.",5852,5762
"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",5853,5763
"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",5854,5764
"Dispatched from his basement room on an errand for his widowed mother, slacker Jeff might discover his destiny (finally) when he spends the day with his unhappily married brother as he tracks his possibly adulterous wife.",5855,5765
"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days.",5856,5766
A group of grad students have booked passage on the crabbing boat Harbinger to study the effects of global warming on a pod of Belugas in the Bering Sea. When the ship's crew dredges up a ...,5857,5767
"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",5858,5768
"Lake Bell ('Children's Hospital') stars in In a World..., a hilarious romantic comedy about a struggling vocal coach who strikes it big in the cutthroat world of movie-trailer voiceovers, only to find herself in direct competition with the industry's reigning king-her father. Written and directed by Bell, who won the Sundance 2013 Waldo Salt Screenwriting Award for the script, In a World... also stars Fred Melamed (A Serious Man), Rob Corddry (Hot Tub Time Machine), Demetri Martin ('Important,Things with Demetri Martin'), Michaela Watkins ('Enlightened'), Ken Marino ('Burning Love'), Nick Offerman ('Parks and Recreation'), Alexandra Holden (The Hot Chick) and Tig Notaro ('The Sarah Silverman Program'). (c) Roadside Attractions",5859,5769
"After a break up, Jenny moves in with writer Kelly, her filmmaker husband, and their child. Despite a rocky start, Jenny's influence helps Kelly realize that an evolution in her life, career and relationship is necessary for her happiness.",5860,5770
"Jane Adams is an actress living in a house precariously perched above the beach in Malibu. Her age exempts her from more and more acting opportunities. That's when her young, ...",5861,5771
Two teens battle their way through a religious apocalypse on a mission to defeat the Antichrist.,5862,5772
"With a job traveling around the country firing people, Ryan Bingham enjoys his life living out of a suitcase, but finds that lifestyle threatened by the presence of a new hire and a potential love interest.",5863,5773
"A tragedy presents Laurel with the chance to reinvent herself as her idolized twin sister, Audrey. As she eases into the life she has always wanted, she must decide between continuing the lie or revealing herself as the perfect fraud.",5864,5774
"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.",5865,5775
"A baby wolf is left on the doorstep of the three little pigs, so they raise him as their own.",5866,5776
"This is the story of Romeo. A dude who was living the life. He had the works - the mansion to live in, the chicks to party with and the cars to be driven around in. Until one day, the ...",5867,5777
"When the farmer's away, all the animals play ... and sing, and dance. Eventually, though, someone has to step in and run things, a responsibility that ends up going to Otis, a carefree cow.",5868,5778
"'Grand Champion' weaves the tale of a spunky young boy named Buddy and his prize-winning calf, Hokey, as they climb from the underdog position and up through the ranks of several Texas ...",5869,5779
"MVP 2 opens with the lovable Jack being ousted from his hockey team, the Seattle Simians, and having to hit the road after being falsely accused of league misconduct. Jack ends up in the ...",5870,5780
