Name,Description,original_index,unique_index
Hollywood Ending,"A film director's last film is a hit in Europe but bombs in America, and he is considered to be past it. However, his girlfriend convinces studio bosses to let him make a film about old-time Hollywood. What the studio doesn't know is that the director is blind. He manages to do the shoot, with the help of his Chinese assistant and, of course, his psychiatrist.",5747,5746
Magic in the Moonlight,A romantic comedy about an Englishman brought in to help unmask a possible swindle. Personal and professional complications ensue.,5748,5747
The Curse of the Jade Scorpion,An insurance investigator and an efficency expert who hate each other are both hypnotized by a crooked hypnotist with a jade scorpion into stealing jewels.,5749,5748
Anything Else,"Jerry Falk learns that lesson the hard way when he falls head over heels in love with a beautiful but flighty girl, Amanda.",5750,5749
The Killing of a Chinese Bookie,"A proud strip club owner is forced to come to terms with himself as a man, when his gambling addiction gets him in hot water with the mob, who offer him only one alternative.",5751,5750
Winter's Bone,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,5752,5751
The Duchess,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",5753,5752
Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the titular opposites.",5754,5753
One Day,"After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",5755,5754
The Other Boleyn Girl,Two sisters contend for the affection of King Henry VIII.,5756,5755
Jane Eyre,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,5757,5756
Pride & Prejudice,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",5758,5757
The Young Victoria,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",5759,5758
An Education,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",5760,5759
Never Let Me Go,"The lives of three friends, from their early school days into young adulthood.",5761,5760
The Descendants,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,5762,5761
The Good German,"While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation which involves his former mistress and his driver.",5763,5762
Quiz Show,"A young lawyer Jim Goodwin investigates a potentially fixed game show. Charlie Van Doren, a big time show winner is under Goodwin's investigation.",5764,5763
The Color Purple,A black Southern woman (Whoopi Goldberg) struggles to find her identity after suffering years of abuse from her father and others over 40 years.,5765,5764
The Boy in the Striped Pajamas,"Set during World War II, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",5766,5765
The Book Thief,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being sheltered by her adoptive parents.",5767,5766
Elmer Gantry,"A fast-talking traveling salesman with a charming, loquacious manner convinces a sincere evangelist that he can be an effective preacher for her cause.",5768,5767
The Master,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.,5769,5768
Magnolia,"An intriguing and entertaining study in characters going through varying levels of crisis and introspection. This psychological drama leads you in several different directions, weaving and intersecting various subplots and characters, from a brilliant Tom Cruise, as a self-proclaimed pied-piper, to a child forced to go on a TV game show and the pressures he faces from a ruthless father.",5770,5769
Flags of Our Fathers,"The life stories of the six men who raised the flag at The Battle of Iwo Jima, a turning point in WWII.",5771,5770
Defiance,"Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters and endeavor to build a village in order to protect themselves and about 1,000 Jewish non-combatants.",5772,5771
Hidalgo,"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.",5773,5772
Wonder Boys,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",5774,5773
Pleasantville,Two 1990s teenagers find themselves in a 1950s sitcom where their influence begins to profoundly change that complacent world.,5775,5774
American Graffiti,A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,5776,5775
Always,A romantic adventure about a legendary pilot's passion for dare-devil firefighting and his girl.,5777,5776
Beat the Devil,"On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...",5778,5777
Revolutionary Road,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,5779,5778
Bandslam,"A new kid in town assembles a fledgling rock band -- together, they achieve their dreams and compete against the best in the biggest event of the year, a battle of the bands.",5780,5779
Dear Eleanor,"Two teenage girls travel across the U.S. in 1962, during the chaos of the Cuban missile crisis, in search of Eleanor Roosevelt.",5781,5780
Mrs. Parker and the Vicious Circle,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",5782,5781
A Bird in the Bush,"Out-of-work college professor Grant Oldman gets more than he bargains for when he brings an unknown woman to pose as his wife for a dinner party. After a disastrous evening, Grant finds ...",5783,5782
Land of the Dead,"The living dead have taken over the world, and the last humans live in a walled city to protect themselves as they come to grips with the situation.",5784,5783
Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",5785,5784
