Language,Duration,original_index,unique_index
English,165 min,6713,88
English,78 min,6714,96
English,103 min,6715,124
English,83 min,6716,131
English,80 min,6717,59
English,1 hr. 30 min.,6718,599
"English,French,Vietnamese",112 min,6719,1333
English,80 min,6720,59
English,75 min,6721,116
English,104 min,6722,19
English,91 min,6723,21
English,103 min,6724,124
English,99 min,6725,76
English,101 min,6726,51
"English,Spanish",87 min,6727,890
English,107 min,6728,98
English,99 min,6729,76
"English,Russian",98 min,6730,1334
English,112 min,6731,65
English,101 min,6732,51
English,,6733,8
English,100 min,6734,9
"English,Spanish",91 min,6735,357
"English,German",,6736,1335
English,80 min,6737,59
English,98 min,6738,85
English,94 min,6739,39
English,132 min,6740,214
English,89 min,6741,69
English,87 min,6742,87
"English,Russian",90 min,6743,1088
English,2 hr. 6 min.,6744,1336
English,96 min,6745,1
English,89 min,6746,69
English,104 min,6747,19
English,,6748,8
English,,6749,8
English,98 min,6750,85
English,82 min,6751,86
English,90 min,6752,40
English,97 min,6753,44
English,115 min,6754,68
"English,French",95 min,6755,1020
English,91 min,6756,21
English,104 min,6757,19
English,90 min,6758,40
"English,Danish",98 min,6759,1337
English,103 min,6760,124
English,90 min,6761,40
English,90 min,6762,40
English,94 min,6763,39
"English,French",88 min,6764,339
English,92 min,6765,6
English,111 min,6766,55
English,102 min,6767,33
"English,Spanish",131 min,6768,225
English,91 min,6769,21
English,120 min,6770,5
English,93 min,6771,41
English,85 min,6772,42
English,141 min,6773,697
English,86 min,6774,36
"English,Spanish",102 min,6775,747
English,97 min,6776,44
"English,Spanish",96 min,6777,668
English,90 min,6778,40
English,88 min,6779,37
English,97 min,6780,44
English,107 min,6781,98
English,93 min,6782,41
English,105 min,6783,10
"English,French",134 min,6784,1338
English,115 min,6785,68
English,91 min,6786,21
"English,American Sign Language",102 min,6787,1339
English,86 min,6788,36
English,120 min,6789,5
English,98 min,6790,85
English,112 min,6791,65
English,104 min,6792,19
English,93 min,6793,41
English,89 min,6794,69
English,95 min,6795,7
English,114 min,6796,50
English,98 min,6797,85
English,93 min,6798,41
"English,Spanish",100 min,6799,246
"English,Spanish",93 min,6800,176
English,95 min,6801,7
English,86 min,6802,36
English,93 min,6803,41
English,103 min,6804,124
English,103 min,6805,124
English,86 min,6806,36
English,100 min,6807,9
English,86 min,6808,36
English,105 min,6809,10
"English,Vietnamese",88 min,6810,1340
"English,Japanese",97 min,6811,539
"English,French",100 min,6812,633
English,109 min,6813,0
English,102 min,6814,33
English,100 min,6815,9
English,81 min,6816,107
English,85 min,6817,42
English,98 min,6818,85
English,82 min,6819,86
English,96 min,6820,1
English,76 min,6821,113
English,90 min,6822,40
English,99 min,6823,76
"English,Portuguese",,6824,1341
English,119 min,6825,137
English,1 hr. 38 min.,6826,742
English,99 min,6827,76
English,105 min,6828,10
English,89 min,6829,69
English,117 min,6830,223
English,87 min,6831,87
English,85 min,6832,42
"English,Turkish",122 min,6833,1342
English,106 min,6834,49
English,123 min,6835,141
English,122 min,6836,63
English,91 min,6837,21
English,103 min,6838,124
English,110 min,6839,27
"English,French,Hindi",122 min,6840,1343
"English,Japanese,Italian",137 min,6841,1344
English,91 min,6842,21
English,92 min,6843,6
English,95 min,6844,7
English,106 min,6845,49
English,,6846,8
English,98 min,6847,85
English,87 min,6848,87
English,95 min,6849,7
English,113 min,6850,28
English,94 min,6851,39
English,99 min,6852,76
English,110 min,6853,27
English,100 min,6854,9
English,103 min,6855,124
"English,Mandarin",122 min,6856,1345
English,98 min,6857,85
English,97 min,6858,44
"English,Spanish",100 min,6859,246
English,94 min,6860,39
English,90 min,6861,40
English,93 min,6862,41
English,102 min,6863,33
English,96 min,6864,1
English,85 min,6865,42
English,107 min,6866,98
English,107 min,6867,98
English,83 min,6868,131
English,97 min,6869,44
English,91 min,6870,21
English,94 min,6871,39
English,100 min,6872,9
English,103 min,6873,124
English,106 min,6874,49
English,96 min,6875,1
English,96 min,6876,1
English,104 min,6877,19
English,,6878,8
English,94 min,6879,39
English,89 min,6880,69
English,87 min,6881,87
English,84 min,6882,47
English,92 min,6883,6
English,102 min,6884,33
English,116 min,6885,90
English,111 min,6886,55
English,83 min,6887,131
"English,Dutch",105 min,6888,1346
English,91 min,6889,21
"English,Spanish",115 min,6890,550
English,96 min,6891,1
English,92 min,6892,6
English,96 min,6893,1
English,84 min,6894,47
"English,Vietnamese,Spanish,Thai",86 min,6895,1347
English,1 hr. 22 min.,6896,1348
English,84 min,6897,47
English,90 min,6898,40
English,90 min,6899,40
English,98 min,6900,85
English,118 min,6901,62
English,88 min,6902,37
English,90 min,6903,40
"English,Spanish",93 min,6904,176
"English,Spanish",107 min,6905,119
English,76 min,6906,113
English,89 min,6907,69
"English,Vietnamese",96 min,6908,1349
English,109 min,6909,0
"Thai,English,Mandarin,Vietnamese",81 min,6910,1350
English,103 min,6911,124
English,97 min,6912,44
English,114 min,6913,50
"English,Arabic,Acholi",129 min,6914,1351
English,123 min,6915,141
English,114 min,6916,50
English,1 hr. 46 min.,6917,743
"English,French",126 min,6918,703
English,115 min,6919,68
"English,French,Hebrew,Yiddish",97 min,6920,1352
English,136 min,6921,170
English,118 min,6922,62
English,86 min,6923,36
English,112 min,6924,65
"English,French",139 min,6925,1353
English,90 min,6926,40
"English,Spanish,Latin",89 min,6927,949
"English,Romanian",97 min,6928,1354
English,74 min,6929,73
"English,Italian",93 min,6930,773
English,77 min,6931,266
English,71 min,6932,195
English,61 min,6933,1047
English,86 min,6934,36
English,88 min,6935,37
English,93 min,6936,41
English,87 min,6937,87
"English,Russian",99 min,6938,585
English,69 min,6939,205
English,105 min,6940,10
"English,French",80 min,6941,230
English,79 min,6942,38
English,75 min,6943,116
English,80 min,6944,59
English,91 min,6945,21
English,112 min,6946,65
English,94 min,6947,39
English,70 min,6948,279
English,92 min,6949,6
English,100 min,6950,9
English,92 min,6951,6
English,104 min,6952,19
English,105 min,6953,10
English,88 min,6954,37
English,98 min,6955,85
"English,Italian,Spanish",91 min,6956,537
English,113 min,6957,28
English,85 min,6958,42
English,93 min,6959,41
English,1 hr. 37 min.,6960,1355
English,88 min,6961,37
English,95 min,6962,7
English,93 min,6963,41
English,93 min,6964,41
"English,Russian",117 min,6965,1356
English,85 min,6966,42
"English,Japanese",95 min,6967,807
"English,Japanese,Russian,Spanish",86 min,6968,1357
"English,Mandarin",104 min,6969,771
English,1 hr. 38 min.,6970,742
English,140 min,6971,105
English,121 min,6972,17
English,99 min,6973,76
English,50 min,6974,1250
English,1 hr. 43 min.,6975,224
English,99 min,6976,76
English,91 min,6977,21
"English,French",97 min,6978,288
English,117 min,6979,223
English,97 min,6980,44
English,93 min,6981,41
"English,Russian",115 min,6982,1358
English,114 min,6983,50
English,102 min,6984,33
"English,Ukrainian,Italian,Spanish",103 min,6985,1359
English,100 min,6986,9
English,120 min,6987,5
English,97 min,6988,44
"English,Icelandic",110 min,6989,1360
English,100 min,6990,9
English,93 min,6991,41
English,104 min,6992,19
English,90 min,6993,40
English,93 min,6994,41
English,95 min,6995,7
"English,Latin,Icelandic",103 min,6996,1361
English,105 min,6997,10
English,116 min,6998,90
English,49 min,6999,523
English,77 min,7000,266
English,98 min,7001,85
English,115 min,7002,68
English,99 min,7003,76
English,102 min,7004,33
English,72 min,7005,70
"English,French",,7006,422
English,150 min,7007,359
"English,German,Russian,French,Flemish",118 min,7008,1362
English,107 min,7009,98
English,100 min,7010,9
English,75 min,7011,116
English,76 min,7012,113
English,85 min,7013,42
English,94 min,7014,39
English,90 min,7015,40
English,102 min,7016,33
English,92 min,7017,6
English,78 min,7018,96
English,90 min,7019,40
English,97 min,7020,44
English,,7021,8
"Hebrew,Spanish,English",90 min,7022,1363
English,63 min,7023,72
English,95 min,7024,7
English,104 min,7025,19
English,111 min,7026,55
English,,7027,8
English,70 min,7028,279
English,103 min,7029,124
English,85 min,7030,42
English,81 min,7031,107
English,75 min,7032,116
English,96 min,7033,1
English,,7034,8
English,90 min,7035,40
English,90 min,7036,40
English,90 min,7037,40
English,93 min,7038,41
English,90 min,7039,40
English,83 min,7040,131
English,85 min,7041,42
English,90 min,7042,40
English,80 min,7043,59
English,78 min,7044,96
English,95 min,7045,7
English,85 min,7046,42
English,97 min,7047,44
English,79 min,7048,38
English,87 min,7049,87
English,92 min,7050,6
"English,French",114 min,7051,729
English,88 min,7052,37
English,87 min,7053,87
"English,Mandarin",101 min,7054,1364
English,94 min,7055,39
English,85 min,7056,42
English,,7057,8
English,82 min,7058,86
English,92 min,7059,6
English,90 min,7060,40
English,108 min,7061,61
English,110 min,7062,27
English,120 min,7063,5
English,102 min,7064,33
English,144 min,7065,60
English,97 min,7066,44
English,,7067,8
English,92 min,7068,6
English,91 min,7069,21
English,110 min,7070,27
English,1 hr. 32 min.,7071,802
English,,7072,8
English,104 min,7073,19
English,,7074,8
English,78 min,7075,96
English,92 min,7076,6
English,80 min,7077,59
English,84 min,7078,47
English,76 min,7079,113
English,80 min,7080,59
English,93 min,7081,41
English,102 min,7082,33
English,90 min,7083,40
English,94 min,7084,39
English,93 min,7085,41
English,,7086,8
English,,7087,8
English,81 min,7088,107
English,85 min,7089,42
English,82 min,7090,86
English,92 min,7091,6
English,98 min,7092,85
English,89 min,7093,69
English,107 min,7094,98
English,83 min,7095,131
English,95 min,7096,7
English,88 min,7097,37
English,,7098,8
English,75 min,7099,116
English,,7100,8
English,,7101,8
English,,7102,8
English,,7103,8
English,65 min,7104,371
English,78 min,7105,96
English,,7106,8
English,115 min,7107,68
"English,Japanese",87 min,7108,1365
English,90 min,7109,40
English,85 min,7110,42
English,94 min,7111,39
"English,Albanian",91 min,7112,1366
English,83 min,7113,131
English,91 min,7114,21
"English,Spanish",99 min,7115,728
English,94 min,7116,39
"English,Latin",89 min,7117,1367
English,86 min,7118,36
English,84 min,7119,47
English,85 min,7120,42
English,103 min,7121,124
English,,7122,8
English,113 min,7123,28
English,91 min,7124,21
English,70 min,7125,279
English,80 min,7126,59
English,91 min,7127,21
English,65 min,7128,371
English,86 min,7129,36
English,75 min,7130,116
"English,Spanish",125 min,7131,178
English,67 min,7132,204
English,82 min,7133,86
English,79 min,7134,38
English,68 min,7135,58
English,83 min,7136,131
English,71 min,7137,195
"English,French",79 min,7138,77
"English,French",84 min,7139,95
English,73 min,7140,57
English,93 min,7141,41
English,69 min,7142,205
English,66 min,7143,209
English,89 min,7144,69
English,78 min,7145,96
English,108 min,7146,61
English,93 min,7147,41
English,96 min,7148,1
English,90 min,7149,40
English,99 min,7150,76
English,81 min,7151,107
English,138 min,7152,267
English,109 min,7153,0
English,93 min,7154,41
English,64 min,7155,56
English,103 min,7156,124
"English,Russian",87 min,7157,1368
English,89 min,7158,69
English,81 min,7159,107
English,79 min,7160,38
English,82 min,7161,86
English,87 min,7162,87
English,95 min,7163,7
"English,Yiddish",76 min,7164,1369
English,77 min,7165,266
English,81 min,7166,107
"English,Italian",102 min,7167,1127
"English,Italian,Yiddish",90 min,7168,1370
"English,Latin,Italian",71 min,7169,1371
English,67 min,7170,204
English,85 min,7171,42
English,67 min,7172,204
English,89 min,7173,69
English,80 min,7174,59
English,85 min,7175,42
English,1 hr. 53 min.,7176,1372
English,,7177,8
English,70 min,7178,279
"English,German,French",93 min,7179,1373
English,86 min,7180,36
English,93 min,7181,41
English,87 min,7182,87
English,78 min,7183,96
English,96 min,7184,1
"English,French",80 min,7185,230
English,70 min,7186,279
English,71 min,7187,195
"English,French",68 min,7188,1374
English,63 min,7189,72
English,95 min,7190,7
English,81 min,7191,107
English,68 min,7192,58
English,116 min,7193,90
English,92 min,7194,6
English,124 min,7195,102
English,90 min,7196,40
English,79 min,7197,38
"English,French,Spanish",114 min,7198,1375
"English,Spanish",78 min,7199,287
English,133 min,7200,439
English,109 min,7201,0
English,107 min,7202,98
English,115 min,7203,68
English,120 min,7204,5
"English,French",141 min,7205,663
"English,Spanish",116 min,7206,64
English,102 min,7207,33
"English,German,French",127 min,7208,1376
"English,Polish",120 min,7209,1377
English,86 min,7210,36
English,97 min,7211,44
English,89 min,7212,69
English,87 min,7213,87
English,85 min,7214,42
English,103 min,7215,124
English,92 min,7216,6
English,90 min,7217,40
English,94 min,7218,39
English,91 min,7219,21
"English,Spanish",103 min,7220,75
English,101 min,7221,51
English,92 min,7222,6
English,,7223,8
English,146 min,7224,29
English,87 min,7225,87
English,102 min,7226,33
English,94 min,7227,39
"English,Spanish",104 min,7228,52
English,98 min,7229,85
English,94 min,7230,39
English,99 min,7231,76
English,100 min,7232,9
English,97 min,7233,44
English,114 min,7234,50
English,101 min,7235,51
English,92 min,7236,6
English,106 min,7237,49
English,94 min,7238,39
English,105 min,7239,10
English,94 min,7240,39
English,102 min,7241,33
English,115 min,7242,68
"English,French,Italian",122 min,7243,1378
English,97 min,7244,44
English,109 min,7245,0
English,105 min,7246,10
English,86 min,7247,36
English,93 min,7248,41
English,91 min,7249,21
English,89 min,7250,69
English,131 min,7251,241
English,98 min,7252,85
English,95 min,7253,7
English,88 min,7254,37
English,99 min,7255,76
English,82 min,7256,86
English,79 min,7257,38
English,,7258,8
English,93 min,7259,41
English,88 min,7260,37
English,96 min,7261,1
English,106 min,7262,49
English,90 min,7263,40
English,155 min,7264,159
English,118 min,7265,62
English,95 min,7266,7
English,109 min,7267,0
English,87 min,7268,87
English,94 min,7269,39
English,93 min,7270,41
English,108 min,7271,61
English,89 min,7272,69
English,101 min,7273,51
English,95 min,7274,7
English,1 hr. 38 min.,7275,742
English,94 min,7276,39
English,102 min,7277,33
English,88 min,7278,37
English,91 min,7279,21
English,97 min,7280,44
English,109 min,7281,0
English,100 min,7282,9
English,106 min,7283,49
English,93 min,7284,41
English,82 min,7285,86
English,91 min,7286,21
English,88 min,7287,37
English,95 min,7288,7
English,,7289,8
English,101 min,7290,51
English,,7291,8
English,76 min,7292,113
"English,French,American Sign Language",88 min,7293,1379
English,90 min,7294,40
English,88 min,7295,37
English,81 min,7296,107
English,98 min,7297,85
English,92 min,7298,6
English,85 min,7299,42
English,95 min,7300,7
English,89 min,7301,69
English,81 min,7302,107
English,98 min,7303,85
English,81 min,7304,107
English,,7305,8
"English,Estonian",98 min,7306,1380
English,102 min,7307,33
English,,7308,8
English,99 min,7309,76
English,105 min,7310,10
"English,French",118 min,7311,1381
English,85 min,7312,42
English,105 min,7313,10
English,107 min,7314,98
"English,Japanese,German",1 hr. 24 min.,7315,1382
English,63 min,7316,72
English,53 min,7317,1383
"English,Icelandic",102 min,7318,295
English,137 min,7319,117
English,,7320,8
English,80 min,7321,59
English,93 min,7322,41
English,100 min,7323,9
English,93 min,7324,41
English,116 min,7325,90
English,85 min,7326,42
English,,7327,8
English,,7328,8
English,94 min,7329,39
English,93 min,7330,41
English,,7331,8
English,98 min,7332,85
English,91 min,7333,21
"Japanese,English",120 min,7334,1384
English,93 min,7335,41
English,97 min,7336,44
English,103 min,7337,124
English,96 min,7338,1
English,104 min,7339,19
English,108 min,7340,61
English,100 min,7341,9
English,85 min,7342,42
