Genre,Filming Locations,original_index,unique_index
"Drama,Family","Santa Clarita, California, USA",5495,4520
"Family,Fantasy,Musical","MGM British Studios, Borehamwood, Hertfordshire, England, UK",5496,4521
"Family,Comedy,Fantasy","Glendale, California, USA",5497,4522
"Comedy,Drama,Family","Placentia, California, USA",5498,4523
"Action,Comedy,Romance","Culver City, California, USA",5499,4524
"Comedy,Romance,Family","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5500,4525
"Action,Comedy,Drama","Sacramento River, California, USA",5501,4526
"Comedy,Family,Romance","Greater Page Temple - West Adams Boulevard & La Salle Avenue, West Adams, Los Angeles, California, USA",5502,4527
"Comedy,Family,Sport","Culver City, California, USA",5503,4528
"Drama,Romance,Sport","Baton Rouge, Louisiana, USA",5504,4529
"Drama,History,War",UK,5505,4530
"Documentary,History",,5506,1566
"Animation,Adventure,Comedy","London, England, UK",5507,4531
"Comedy,Drama",,5508,1475
"Animation,Family,Music",,5509,4532
"Action,Crime,Film-Noir",USA,5510,4533
"Action,Crime,Drama","East Village, Manhattan, New York City, New York, USA",5511,4534
Drama,"Everett Theatre - 47 West Main Street, Middletown, Delaware, USA",5512,4535
Drama,,5513,47
"Drama,Sci-Fi","Guggenheim Hall, University of Washington, Seattle, Washington, USA",5514,4536
Drama,"San Francisco, California, USA",5515,517
"Comedy,Horror,Thriller","California, USA",5516,4537
"Mystery,Thriller","Hillsboro, Oregon, USA",5517,4538
"Biography,Drama,Romance",,5518,4539
"Animation,Action,Adventure",,5519,142
"Mystery,Thriller","Anaheim, California, USA",5520,4540
"Drama,Romance,Thriller",,5521,4541
Comedy,"Los Angeles, California, USA",5522,337
"Drama,Horror,Sci-Fi",,5523,1276
"Short,Drama","New Rochelle, New York, USA",5524,4542
"Drama,Family,Romance","Congress Street, Tucson, Arizona, USA",5525,4543
"Comedy,Family,Fantasy","Agoura Hills, California, USA",5526,4544
"Drama,Family","Topanga, California, USA",5527,4545
"Family,Drama",,5528,4546
"Animation,Short",,5529,4547
Drama,,5530,47
"Drama,Romance",,5531,88
Thriller,"Los Angeles, California, USA",5532,1094
Thriller,"Texas, USA",5533,4548
"Drama,Romance",,5534,88
"Comedy,Crime,Romance","Granville Island, Vancouver, British Columbia, Canada",5535,4549
Comedy,"California Institute of Technology - 1200 E. California Boulevard, Pasadena, California, USA",5536,4550
"Documentary,Drama",,5537,1476
Documentary,,5538,26
"Documentary,Biography,History",,5539,45
Documentary,Ghana,5540,4380
"Documentary,History,Thriller",,5541,4551
Documentary,,5542,26
"Documentary,Crime","Los Angeles, California, USA",5543,4552
"Documentary,History",,5544,1566
Documentary,,5545,26
"Comedy,Drama","Tampa, Florida, USA",5546,4553
"Comedy,Drama,Music","Oklahoma, USA",5547,4554
Drama,"Nashville, Tennessee, USA",5548,4555
Drama,"Albuquerque, New Mexico, USA",5549,4556
"Comedy,Drama,War","Winnipeg, Manitoba, Canada",5550,4557
"Comedy,Drama",,5551,1475
"Comedy,Drama,Romance",,5552,170
"Documentary,Action,Drama",,5553,4558
,,5554,256
"Horror,Sci-Fi,Thriller",,5555,480
"Horror,Mystery,Thriller","Chicago, Illinois, USA",5556,4559
"Adventure,Comedy","Cain Park Apartments, 1823 Lee Road, Cleveland Heights, Ohio, USA",5557,4560
Comedy,"Fresno, California, USA",5558,4561
"Comedy,Drama,Romance",,5559,170
"Comedy,Drama,Romance",,5560,170
Drama,"Austin, Texas, USA",5561,1637
"Comedy,Drama","Austin, Texas, USA",5562,4562
Comedy,"Arsenal Bar, Los Angeles, California, USA",5563,4563
"Comedy,Drama","Minneapolis, Minnesota, USA",5564,4564
Comedy,"Atlanta, Georgia, USA",5565,1216
"Adventure,Fantasy,Musical","Shepperton Studios, Shepperton, Surrey, England, UK",5566,4565
Drama,"Venice Beach, Venice, Los Angeles, California, USA",5567,4566
"Comedy,Drama","Belen, New Mexico, USA",5568,4567
"Drama,Romance","28 Dunloe Road, Toronto, Ontario, Canada",5569,4568
"Comedy,Drama","New York, USA",5570,3126
"Comedy,Drama,Romance",,5571,170
"Action,Crime,Sci-Fi","Vancouver Public Library, 360 West Georgia Street, Vancouver, British Columbia, Canada",5572,4569
"Action,Adventure,Comedy","Château de Pierrefonds, Pierrefonds, Oise, France",5573,4570
"Adventure,Comedy","Universal Studios Theme Park, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5574,4571
"Adventure,Romance,Action","White Sands National Monument, Alamogordo, New Mexico, USA",5575,4572
Adventure,,5576,2652
"Biography,Drama,Music","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5577,4573
"Adventure,History","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5578,4574
Adventure,,5579,2652
"Adventure,Romance",,5580,4575
"Drama,History,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5581,4576
"Drama,Romance",,5582,88
"Biography,Drama,Thriller","London, England, UK",5583,4577
"Drama,Mystery,Thriller","Cape Girardeau, Missouri, USA",5584,4578
"Comedy,Drama","New York City, New York, USA",5585,10
"Crime,Drama,Mystery","Green-Wood Cemetery, Brooklyn, New York City, New York, USA",5586,4579
"Action,Crime,Drama","Queens Hospital Center, Jamaica, New York, USA",5587,4580
"Action,Crime,Drama",Canada,5588,4581
"Action,Mystery,Sci-Fi","Bloedel Floral Conservatory, Vancouver, British Columbia, Canada",5589,4582
"Drama,Sci-Fi,Thriller","Admiralty Arch, The Mall, St. James's, London, England, UK",5590,4583
"Action,Fantasy,Horror","433 S Spring St, Los Angeles, California, USA",5591,4584
"Horror,Thriller","Auckland, New Zealand",5592,4585
"Action,Fantasy,Horror",,5593,4586
"Comedy,Drama,Fantasy","Waterloo & City Line, London Underground, London, England, UK",5594,4587
"Sci-Fi,Thriller",,5595,2666
"Drama,Music","Santa Clarita, California, USA",5596,4588
"Action,Crime,Sci-Fi","Johannesburg, South Africa",5597,4589
"Action,Adventure,Sci-Fi","Chicago, Illinois, USA",5598,4590
"Drama,Music,Romance","Vancouver, British Columbia, Canada",5599,4591
"Animation,Family",,5600,931
"Animation,Family",,5601,931
"Family,Adventure","Nassau, New Providence Island, Bahamas",5602,4592
"Adventure,Comedy,Drama","Goat Rock Beach, California, USA",5603,4593
"Adventure,Family","Newport, Oregon, USA",5604,4594
"Adventure,Biography,Drama","Louisbourg Harbour, Louisbourg, Nova Scotia, Canada",5605,4595
"Animation,Family,Comedy",,5606,746
"Adventure,Drama,Family",Namibia,5607,4596
"Family,Drama",,5608,4546
"Comedy,Family,Adventure","Alnwick Castle, Alnwick, Northumberland, England, UK",5609,4597
"Adventure,Family,Fantasy","Calabasas, California, USA",5610,4598
"Comedy,Crime,Family","Dade City, Florida, USA",5611,4599
Comedy,"Phoenix, Arizona, USA",5612,4600
"Comedy,Family,Fantasy","Los Angeles, California, USA",5613,758
Comedy,"Staten Island, New York City, New York, USA",5614,4601
"Adventure,Family,Fantasy","Barstow, California, USA",5615,4602
"Adventure,Family,Romance","Beaufort, South Carolina, USA",5616,4603
"Comedy,Family","New York City, New York, USA",5617,4604
"Comedy,Crime,Family","20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",5618,4605
"Animation,Adventure,Comedy",,5619,99
"Drama,Thriller","Madaket, Nantucket, Massachusetts, USA",5620,4606
"Crime,Drama,Mystery",,5621,4607
"Romance,Drama",Puerto Rico,5622,4608
"Drama,Fantasy,Romance","Grand Hotel, 1 Grand Ave, Mackinac Island, Michigan, USA",5623,4609
"Adventure,Family,Fantasy","Highclere Castle, Highclere, Hampshire, England, UK",5624,4610
"Comedy,Romance","New York City, New York, USA",5625,2577
Drama,"New York City, New York, USA",5626,63
"Comedy,Musical","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5627,1799
"Family,Adventure,Animation","San Francisco, California, USA",5628,4611
"Comedy,Family,Musical","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5629,4612
"Comedy,Drama,Family","20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",5630,4613
"Comedy,Musical,Family","Monterey, California, USA",5631,4614
"Family,Comedy,Drama","Santa Catalina Island, Channel Islands, California, USA",5632,4615
"Family,Musical","20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",5633,4616
"Comedy,Musical",,5634,1894
"Comedy,Drama,Family","Lake Sherwood, California, USA",5635,4617
"Family,Comedy","Long Beach, California, USA",5636,4618
"Family,Comedy","Pasadena, California, USA",5637,4619
"Adventure,Family","Aspen, Colorado, USA",5638,4620
"Adventure,Family","Alaska, USA",5639,4621
"Family,Comedy,Adventure","Côte d'Azur, France",5640,4622
"Adventure,Family","British Columbia, Canada",5641,4623
"Adventure,Fantasy,Family",,5642,4624
Drama,"Texas, USA",5643,4625
"Adventure,Comedy,Drama","Athens, Greece",5644,4626
"Adventure,Family,Romance","Denton, Texas, USA",5645,4627
"Biography,Drama,History","Marietta, Georgia, USA",5646,4628
"Family,Adventure",,5647,4629
"Action,Adventure,Family","Ridgecrest, California, USA",5648,4630
"Drama,Family",,5649,779
"Drama,Family,Western","Yosemite National Park, California, USA",5650,4631
"Biography,Comedy,Drama","Bangkok, Thailand",5651,4632
"Biography,Drama","Williamsbridge Oval, Bronx, New York, USA",5652,4633
"Family,Fantasy,Sci-Fi",,5653,4634
"Adventure,Musical,Family",Julia Belle Swain River Boat as 'River Queen',5654,4635
"Adventure,Drama,Family","Alabama, USA",5655,4636
"Adventure,Comedy,Drama","Sacramento River Valley, California, USA",5656,4637
"Family,Drama",,5657,4546
"Family,Adventure","Hinton, West Virginia, USA",5658,4638
"Comedy,Drama,Music","600 Tuckahoe Rd, Yonkers, New York, USA",5659,4639
Drama,"Yale University, New Haven, Connecticut, USA",5660,4640
Drama,"Louisville, Kentucky, USA",5661,4641
Drama,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5662,69
Comedy,"CCC-Studios, Berlin, Germany",5663,4642
"Adventure,Family","Kaua'i, Hawaii, USA",5664,4643
"Biography,Drama","Toronto, Ontario, Canada",5665,4644
"Adventure,Comedy,Family","Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",5666,4645
"Comedy,Family","Bass Lake, California, USA",5667,4646
"Comedy,Drama,Mystery","Riverdale, Morris County, New York, USA",5668,4647
"Comedy,Drama","Buffalo, New York, USA",5669,1598
"Comedy,Drama","City Island, Bronx, New York City, New York, USA",5670,4648
"Adventure,Comedy,Drama","Cinecittà Studios, Cinecittà, Rome, Lazio, Italy",5671,4649
"Comedy,Drama","Forest Club, 9950 Memorial Drive, Houston, Texas, USA",5672,4650
"Drama,Family,History","Columbia Pictures Ranch - 411 N. Hollywood Way, Burbank, California, USA",5673,4651
"Family,Comedy,Drama","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",5674,4652
"Animation,Comedy,Family","Weeki Wachee, Florida, USA",5675,4653
"Animation,Comedy,Drama",,5676,777
"Action,Comedy,Family","Gilmore Stadium, Los Angeles, California, USA",5677,4654
"Action,Comedy,Family","Vasquez Rocks, Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA",5678,4655
"Horror,Thriller","Baton Rouge, Louisiana, USA",5679,4656
"Biography,Comedy,Drama","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",5680,4657
"Biography,Family,Musical","Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",5681,4658
"Drama,Kids & Family","Southern Pacific Railroad Station, St Helena, California, USA",5682,4659
"Horror,Thriller","Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",5683,4660
"Comedy,War,Fantasy","Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5684,4661
"Adventure,Drama,Family","Alabama Hills, Lone Pine, California, USA",5685,4662
"Adventure,Family,Fantasy","Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5686,4663
"Action,Adventure,Family","Backlot, Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5687,4664
"Horror,Thriller","Los Angeles, California, USA",5688,3187
"Drama,Family,Fantasy","Cottingley, West Yorkshire, England, UK",5689,4665
"Adventure,Comedy,Family","Coconut Creek, Florida, USA",5690,4666
"Animation,Family,Fantasy","Los Angeles, California, USA",5691,4667
"Drama,Family","Tahlequah, Oklahoma, USA",5692,4668
"Horror,Mystery","Langham Apartments - 715 South Normandie Avenue, Los Angeles, California, USA",5693,4669
"Adventure,Comedy,Drama","Nevada, USA",5694,4670
"Comedy,Drama","The Apthorp building - 2211 Broadway, New York City, New York, USA",5695,4671
"Action,Comedy,Crime","6312 Hollywood Boulevard - Los Angeles, California, USA",5696,4672
Comedy,"18220 Sunset Boulevard, Redington Shores, Florida, USA",5697,4673
"Documentary,Adventure,Drama","California, USA",5698,4674
"Comedy,Crime,Mystery","Hollywood Freeway, Hollywood, Los Angeles, California, USA",5699,4675
"Horror,Science Fiction & Fantasy,Special Interest",,5700,4676
"Comedy,Sci-Fi","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",5701,4677
"Comedy,Drama,Fantasy","New York City, New York, USA",5702,60
"Sci-Fi,Thriller","Atlanta, Georgia, USA",5703,4678
Comedy,"Berlin, Germany",5704,4679
"Comedy,Romance","New York City, New York, USA",5705,2577
"Comedy,Music,Romance","Beverly Hills, California, USA",5706,4680
"Adventure,Drama,Sci-Fi","Okotoks, Alberta, Canada",5707,4681
Drama,"Los Angeles, California, USA",5708,109
,,5709,256
"Crime,Drama,Romance","Manhattan Beach, California, USA",5710,4682
"Drama,Romance","Baton Rouge, Louisiana, USA",5711,4683
Drama,"Bath, Maine, USA",5712,4684
Drama,"San Francisco, California, USA",5713,517
"Action,Comedy","Santa Ventura Studios - 5301 North Ventura Avenue, Ventura, California, USA",5714,4685
"Drama,Thriller","New Jersey, USA",5715,4686
"Comedy,Romance","Newport, Oregon, USA",5716,4687
"Drama,Horror,Romance","Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA",5717,4688
"Action,Crime,Drama","Brownsville, Texas, USA",5718,4689
"Action,Adventure,Thriller","Yuma Territorial Prison State Park - 206 N. Fourth Avenue, Yuma, Arizona, USA",5719,4690
"Comedy,Family,Musical","Oberlin, Ohio, USA",5720,4691
"Comedy,Mystery","201 West 72nd Street, Manhattan, New York City, New York, USA",5721,4692
Comedy,"Tuxedo, New York, USA",5722,4693
"Comedy,Drama","New York City, New York, USA",5723,10
"Comedy,Fantasy,Romance","5th Avenue, Manhattan, New York City, New York, USA",5724,4694
"Comedy,Drama","5th Avenue, Manhattan, New York City, New York, USA",5725,888
"Comedy,Drama,Romance","4651 Fieldston Road, Riverdale, Bronx, New York City, New York, USA",5726,4695
"Adventure,Comedy,Drama","Görlitz, Saxony, Germany",5727,4696
"Comedy,Crime,Drama","Hinckley Cold Storage, 4008 Commerce Sreet,. Dallas, Texas, USA",5728,4697
"Adventure,Comedy,Drama",India,5729,4698
"Drama,Romance",Germany,5730,4699
"Comedy,Drama,Romance","Meadow Brook Hall, Rochester, Michigan, USA",5731,4700
"Drama,War","Bavaria Studios, Bavariafilmplatz 7, Geiselgasteig, Grünwald, Bavaria, Germany",5732,4701
"Biography,Drama,Musical","20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",5733,4702
"Action,Adventure,Drama","Tobago, Trinidad and Tobago",5734,4703
"Action,Crime,Thriller",Indonesia,5735,4704
"Adventure,Drama,History","MGM British Studios, Borehamwood, Hertfordshire, England, UK",5736,4705
Comedy,,5737,628
"Biography,Drama,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",5738,4706
"Adventure,Drama","Associated British Elstree Studios, Shenley Road, Borehamwood, Hertfordshire, England, UK",5739,4707
Drama,,5740,47
"Comedy,Crime,Drama","3 Pierrepont Place, Brooklyn Heights, Brooklyn, New York City, New York, USA",5741,4708
"Crime,Drama,Romance","7 Barlby Road, Kensington, London, England, UK",5742,4709
"Comedy,Drama,Romance","Albion Riverside, Battersea, London, England, UK",5743,4710
"Documentary,Biography","Mt. Desert Island, Maine, USA",5744,4711
"Comedy,Crime","Doyers Street, Manhattan, New York City, New York, USA",5745,4712
"Comedy,Drama,Romance","Central Park, Manhattan, New York City, New York, USA",5746,3013
Comedy,"Central Park, Manhattan, New York City, New York, USA",5747,690
"Comedy,Romance","Côte d'Azur, France",5748,4713
"Comedy,Crime,Mystery","Los Angeles, California, USA",5749,4714
"Comedy,Romance","50 Commerce St, Greenwich Village, Manhattan, New York City, New York, USA",5750,4715
"Crime,Drama",,5751,4716
Drama,"Branson, Missouri, USA",5752,4717
"Biography,Drama,History","Bath, Somerset, England, UK",5753,4718
"Drama,Romance","Berry Pomeroy Church, Berry Pomeroy, Devon, England, UK",5754,4719
"Drama,Romance","Dinan, Côtes-d'Armor, France",5755,4720
"Biography,Drama,History","Bath, Somerset, England, UK",5756,4718
"Drama,Romance","Broughton Castle, Banbury, Oxfordshire, England, UK",5757,4721
"Drama,Romance","Basildon Park, Lower Basildon, Berkshire, England, UK",5758,4722
"Biography,Drama,History","Arundel Castle, Arundel, West Sussex, England, UK",5759,4723
Drama,"Bloomsbury Service Station - 6 Store Street, Bloomsbury, London, England, UK",5760,4724
"Drama,Romance,Sci-Fi","Chiswick Town Hall, Heathfield Terrace, Chiswick, London, England, UK",5761,4725
"Comedy,Drama","Lihue Airport - 3901 Mokulele Loop, Lihue, Kaua'i, Hawaii, USA",5762,4726
"Drama,Mystery,Thriller","California, USA",5763,1971
"Drama,History","Bronx, New York City, New York, USA",5764,4727
Drama,"Mentryville, California, USA",5765,4728
"Drama,War",Hungary,5766,4729
"Drama,War","Berlin, Germany",5767,4730
Drama,"Columbia Pictures Ranch - 411 N. Hollywood Way, Burbank, California, USA",5768,4731
Drama,"Oakland, California, USA",5769,4732
Drama,"Angelus Oaks, California, USA",5770,4733
"Drama,History,War","Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",5771,4734
"Action,Drama,History",Lithuania,5772,4735
"Action,Adventure,Western","Los Angeles, California, USA",5773,4736
"Comedy,Drama","Pittsburgh International Airport, Pittsburgh, Pennsylvania, USA",5774,4737
"Comedy,Drama,Fantasy","Petaluma, California, USA",5775,4738
