Creator,original_index,unique_index
"Adam Hartley,Matt Stuertz",6618,5563
"Eric Badros,Eric Badros",6619,5564
Brian Naydol,6620,5565
"Bruce W. Durbin,Suneel Tripuraneni",6621,5566
Zachary Beckler,6622,5567
"James Tucker,Kelsey Zukowski",6623,5568
Josh Jacobs,6624,5569
Victoria Sutton,6625,5570
"Mark Rapaport,Daniel Robbins",6626,5571
"Josh Kim,Rattawut Lapcharoensap",6627,5572
Chloé Zhao,6628,5573
"Cliff McClelland,Cliff McClelland",6629,5574
Brian Lupo,6630,5575
"Tom Komisar,Tom Komisar",6631,5576
"Joshua Bane,Hassan Zee",6632,5577
"Rodrigo Mattos,Jeff Sun",6633,5578
"Daniel Defoe,Walon Green",6634,5579
"John C. Higgins,Ib Melchior",6635,5580
"Alessandro Calza,Yen Tan",6636,5581
"The Vicious Brothers,Stuart Ortiz",6637,5582
Michael Cohn,6638,5583
"Paul Dale,Brett Roberts",6639,5584
"Ivan Djurovic,Dave Parker",6640,5585
"Simon Levy,Michel W. Potts",6641,5586
Steve Mims,6642,5587
"Tom Citrano,Andrew Stevens",6643,5588
"Andrew Stevens,Andrew Stevens",6644,5589
"Chris Mancini,Chris Mancini",6645,5590
"Deon Taylor,Michael J. Pagan",6646,5591
"Robert Dean Klein,Craig Singer",6647,5592
"Jace Anderson,Adam Gierasch",6648,3191
Jeffrey Reddick,6649,5593
"Brian Sieve,Eric Kripke",6650,5594
"Flint Dille,John Zuur Platten",6651,5595
"Michael Biehn,Reed Lackey",6652,5596
"Joe Colleran,Joseph Mungra",6653,5597
"William Brent Bell,Matthew Peterman",6654,5598
"Bradley Marcus,Kevin Marcus",6655,5599
Ari Schlossberg,6656,5600
Quentin Dupieux,6657,5601
"Daniel Farrands,Philip Nutman",6658,5602
"Gavin Scott,Terry Jones",6659,5603
"Mike Cahill,Brit Marling",6660,2504
Steve Adams,6661,5604
Amy Heckerling,6662,4243
"Adam Leff,Mitchell Peck",6663,5605
Judd Apatow,6664,2308
"Martin Hynes,Peter Tolan",6665,5606
"Bruce Jay Friedman,Neil Simon",6666,163
"Lowell Ganz,Babaloo Mandel",6667,628
"George Zaloom,Shawn Schepps",6668,5607
"Bill Kelly,Bill Kelly",6669,5608
"Jay Scherick,David Ronn",6670,5609
,6671,28
,6672,28
Joel Potrykus,6673,5610
,6674,28
"Kate Johnston,Kris Swanberg",6675,5611
Paul Harrill,6676,5612
,6677,28
,6678,28
,6679,28
,6680,28
,6681,28
,6682,28
"Francisco Bello,Samantha Buck",6683,5613
,6684,28
"Greg O'Toole,Martha Shane",6685,5614
,6686,28
,6687,28
,6688,28
Charles Ferguson,6689,5615
,6690,28
Eugene Jarecki,6691,5616
"Mark Bailey,Keven McAlester",6692,5617
,6693,28
Brett Morgen,6694,5618
"Karin Steinberger,Marcus Vetter",6695,5619
,6696,28
Frederick Wiseman,6697,5620
Jesse Moss,6698,5621
,6699,28
Iva Radivojevic,6700,5622
Josh Alexander,6701,5623
"Kirk Marcolina,Thomas G. Miller",6702,5624
,6703,28
Marc Fienberg,6704,5625
"Pearry Reginald Teo,Chad Michael Ward",6705,5626
Zalman King,6706,5627
Carter,6707,5628
Alex Winter,6708,5629
"Joshua Baerwald,William T. Smith",6709,5630
"Teena Booth,Robert Nathan",6710,5631
"Amir Bar-Lev,Dave McKenna",6711,5632
,6712,28
"William Gazecki,Dan Gifford",6713,5633
,6714,28
,6715,28
Marshall Curry,6716,5634
,6717,28
"Judith Coburn,Rob Epstein,Carter Wilson",6718,5635
,6719,28
Stephen Hawking,6720,5636
,6721,28
,6722,28
Dana Nachman,6723,5637
Ron Nyswaner,6724,1484
Nikole Beckwith,6725,5638
Nathan Parker,6726,5639
"Nikole Beckwith,Gaby Dellal",6727,5640
"Amy Andelson,Emily Meyer",6728,5641
"Amanda Brody,Duane Adler",6729,5642
"Toni Ann Johnson,Karen Barna",6730,5643
"Duane Adler,John Swetnam",6731,5644
"Jarrad Paul,Andrew Mogel",6732,5645
Andrew Niccol,6733,1138
Gren Wells,6734,3097
"Alejandro Monteverde,Patrick Million",6735,5646
,6736,28
"David Cornue,Michael Cuccolo",6737,5647
Marc Silver,6738,5648
Pat Gilfillan,6739,5649
S. Craig Zahler,6740,5650
"A.D. Calvo,A.D. Calvo",6741,5651
Joe Begos,6742,5652
Ilya Naishuller,6743,5653
George A. Romero,6744,1
John D'Arco,6745,5654
Elisa Bell,6746,5655
Katie Wech,6747,5656
Madelyn Deutch,6748,5657
"Pat Barker,Stephen Molton",6749,5658
"Benoit Denizet Lewis,Justin Kelly",6750,5659
Erin Carroll,6751,5660
William Savage,6752,5661
Sam Jaeger,6753,5662
Conrad Goode,6754,5663
Victor Levin,6755,5664
"Juan Feldman,Joel Silverman",6756,5665
John Carney,6757,5666
Stephen Zotnowski,6758,5667
Mark Raso,6759,5668
Russell Friedenberg,6760,5669
Ami Canaan Mann,6761,5670
Michael Picchiottino,6762,5671
Elgin James,6763,5672
"George Gallagher,Nick Gaglia",6764,5673
"Stephen King,Dode B. Levenson",6765,5674
"Jason Reitman,Joyce Maynard",6766,5675
Chris Rock,6767,5676
James L. Brooks,6768,5677
Peter A. Dowling,6769,5678
Reggie Rock Bythewood,6770,5679
Nicole Holofcener,6771,2988
"Mark Duplass,Jay Duplass",6772,5680
"Nick Schenk,Bill Dubuque",6773,5681
"Peter Glanz,Peter Glanz",6774,5682
Theodore Melfi,6775,5683
"Jon S. Baird,Irvine Welsh",6776,5684
"Ken Marino,David Wain",6777,5685
"Jesse Peretz,Evgenia Peretz",6778,5686
"Ben Karlin,Stu Zicherman",6779,5687
"Michael Showalter,David Wain",6780,4711
Melissa James Gibson,6781,5688
"Susanna Fogel,Joni Lefkowitz",6782,5689
Sara Colangelo,6783,5690
"E. Max Frye,Dan Futterman",6784,5691
"Nick Hornby,Cheryl Strayed",6785,5692
"Gregg Araki,Laura Kasischke",6786,5693
"Shana Feste,Jordan Roberts",6787,5694
Dee Rees,6788,5695
Tina Mabry,6789,5696
"Drake Doremus,Ben York Jones",6790,5697
"Stuart Blumberg,Matt Winston",6791,5698
Frank Whaley,6792,3907
Helen Hunt,6793,5699
"Christian Long,Justin Long",6794,5700
Steven Brill,6795,1360
"David Guion,Michael Handelman",6796,779
"Pierce Gardner,Peter Hedges",6797,5701
Massy Tadjedin,6798,5702
"Jonathan M. Goldstein,John Francis Daley",6799,474
"Mike Gagerman,Andrew Waller",6800,5703
David Flebotte,6801,5704
Kate Barker-Froyland,6802,5705
Shawn Christensen,6803,5706
Dave Chappelle,6804,5707
"Dan Schneider,Kevin Kopelow",6805,5708
"Fax Bahr,Adam Small",6806,5709
"John J. McLaughlin,Scott Lobdell",6807,5710
David Dorfman,6808,2138
"Matia Karrell,Curt Cressler",6809,5711
Kurt Wimmer,6810,559
"Mark Steven Johnson,Frank Miller",6811,5712
Ian Shorr,6812,5713
"Tim Krabbé,Todd Graff",6813,5714
"Neil LaBute,Anthony Shaffer",6814,5715
"Henry James,John Mortimer",6815,5716
"Barré Lyndon,Jonathan Latimer",6816,5717
,6817,28
Peter Alton,6818,5718
Helen Stickler,6819,5719
Bret Anthony Johnston,6820,5720
,6821,28
,6822,28
"Laurie House,Colin Powers",6823,5721
,6824,28
"Ken Burns,Sarah Burns",6825,5722
Joss Whedon,6826,3211
"Joel Soisson,Patrick Lussier",6827,5723
,6828,28
Jeff Lowell,6829,5724
Peter Sattler,6830,5725
,6831,28
"Michael Beach Nichols,Christopher K. Walker",6832,5726
"Andrew Bovell,John le Carré",6833,5727
"Dennis Lehane,Dennis Lehane",6834,5728
Ned Benson,6835,5729
"Erin Cressida Wilson,Patricia Bosworth",6836,5730
"David Lindsay-Abaire,David Lindsay-Abaire",6837,5731
Noah Baumbach,6838,1564
"Noah Baumbach,Carlos Jacott",6839,5732
"Steven Knight,Richard C. Morais",6840,5733
"Joel Coen,Ethan Coen",6841,108
"Mark Duplass,Jay Duplass",6842,5680
"Olly Alexander,Alison Bagnall",6843,5734
Paul Thomas Anderson,6844,1410
Alejandro Amenábar,6845,4184
Frank Sinclair,6846,5735
"Richie Adams,Nicolas Bazan",6847,5736
"Michael Fessier,Frank Davis",6848,5737
Woody Allen,6849,859
Woody Allen,6850,859
"Howard Ashman,Howard Ashman",6851,5738
"Stanley Shapiro,Paul Henning",6852,2625
"Bill L. Norton,Bill Fries",6853,5739
Jeb Rosebrook,6854,5740
"Robert Ludlum,Ian Masters",6855,5741
"Marc Norman,Stirling Silliphant",6856,5742
"Brian Doyle-Murray,Harold Ramis",6857,2146
"Ken Kolb,Steven Kampmann",6858,5743
Neil Simon,6859,442
"Peter Aykroyd,Dan Aykroyd",6860,5744
Larry Cohen,6861,1135
Bernie Somers,6862,5745
"George Barr McCutcheon,Herschel Weingrod",6863,5746
"Lawrence J. Cohen,Fred Freeman",6864,5747
"Dana Olsen,David Steinberg",6865,5748
"Matthew Carlson,Jerry Abrahamson",6866,5749
"Keith Critchlow,Ken Levine",6867,5750
"Stephen Neigher,Hugo Gilbert",6868,5751
"Stuart Birnbaum,David Dashev",6869,5752
Rolfe Kanefsky,6870,5753
"Rodolfo Sonego,Rodolfo Sonego",6871,5754
Nancy Dowd,6872,5755
"Olivia Goldsmith,Robert Harling",6873,5756
Ezra Sacks,6874,5757
"Preston Sturges,Valerie Curtin",6875,5758
"Buck Henry,Charles Shyer",6876,5759
"Mary Agnes Donoghue,Mary Agnes Donoghue",6877,5760
Michael J. Mantsourani Jr.,6878,5761
"Robert Farrar,Robert Farrar",6879,5762
"Jay Cronley,Howard Franklin",6880,5763
"Martin Kitrosser,Carol Watson",6881,4467
Bob Logan,6882,5764
,6883,28
"Charles Leavitt,Steven Knight",6884,5765
David Caspe,6885,5766
"William Monahan,James Toback",6886,5767
"Laura Harkcom,Christopher Leone",6887,5768
"Allan Loeb,Kevin James",6888,5769
"Kevin James,Nick Bakay",6889,4570
"Jean-Patrick Manchette,Don MacPherson",6890,5770
Robert Reneau,6891,5771
"Gene Stupnitsky,Lee Eisenberg",6892,5772
Philip Shelby,6893,5773
"Tim Meadows,Dennis McNicholas",6894,5774
"David Garrett,Jason Ward",6895,5775
"Steven Wayne Koren,Steve Koren",6896,5776
"Àlex Pastor,David Pastor",6897,5777
"John Dwyer,John Dwyer",6898,5778
"Neil Simon,Marc Lawrence",6899,5779
Bob Dolman,6900,5780
"John Updike,Michael Cristofer",6901,5781
Jason Freeland,6902,5782
"Drake Doremus,Ben York Jones",6903,5697
"David Alan Grier,Lori Petty",6904,5783
Guillermo Arriaga,6905,1981
Alex Michaelides,6906,5784
Emil Kolbe,6907,5785
"David Morrell,Kevin Jarre",6908,5786
"Roland Emmerich,Harald Kloser",6909,1094
"Napalee,Piyaros Thongdee",6910,5787
Luc Besson,6911,5788
"Joshua Cordes,Liam O'Donnell",6912,5789
"Gilles Mimouni,Brandon Boyce",6913,5790
Jason Keller,6914,5791
Harley Peyton,6915,5792
"John Grisham,Clyde Hayes",6916,5793
"Alan Rudolph,David Blocker,Carolyn Pfeiffer",6917,5794
"Alan Rudolph,John Bradshaw",6918,5795
"Jennifer Jason Leigh,Alan Cumming",6919,5796
"Susan Sandler,Susan Sandler",6920,5797
"Anaïs Nin,Philip Kaufman",6921,5798
"T. Coraghessan Boyle,Alan Parker",6922,5799
Nicole Holofcener,6923,2988
"Neve Campbell,Barbara Turner",6924,5800
Ruth Prawer Jhabvala,6925,5801
George A. Romero,6926,1
Lindsay Devlin,6927,5802
"Michael Steinberg,Tegan West",6928,5803
"Chris Metzler,Jeff Springer",6929,5804
,6930,28
Scott J. Gill,6931,5805
Mary C. Palmer,6932,5806
Gerard Damiano,6933,5807
"Marcia Smith,Marcia Smith",6934,5808
Joseph W. Sarno,6935,5809
"Robert Evans,Brett Morgen",6936,5810
"Jack Finney,Raymond Cistheri",6937,5811
"David Kajganich,Jack Finney",6938,5812
Jerome Bixby,6939,2716
"Mick Garris,Jim Wheat",6940,5813
"Edward Bernds,George Langelaan",6941,5814
"Edgar Allan Poe,Richard Matheson",6942,5815
Robb White,6943,4022
"Richard Matheson,Edgar Allan Poe",6944,4034
"Jack Woods,Anthony Harris",6945,5816
"Karl Alexander,Steve Hayes",6946,5817
Jonathan R. Betuel,6947,2405
"Aubrey Wisberg,Jack Pollexfen",6948,5818
"Juliet Snowden,Stiles White",6949,5518
David Coggeshall,6950,5819
"Stephen King,George Goldsmith",6951,5820
"Tommy Lee Wallace,Hans Holzer",6952,5821
William Wales,6953,5822
Eric Walter,6954,5823
Sebastian Gutierrez,6955,5824
"Mark Hanlon,Mark Hanlon",6956,5825
"David Self,Shirley Jackson",6957,5826
Robb White,6958,4022
"Robb White,Dick Beebe",6959,5827
"Steve Feke,Fred Walton",6960,5828
"Paul Dehn,Pierre Boulle",6961,4574
"Paul Dehn,Mort Abrahams",6962,5829
"Pierre Boulle,Paul Dehn",6963,5830
William Monahan,6964,3271
James Gray,6965,5831
"Charles Gaines,George Butler",6966,5832
"David N. White,Michael Hurst",6967,5833
"Boaz Davidson,Boaz Davidson",6968,5834
John Fusco,6969,1141
"Andrew Davis,Leslie Bohem,Christopher Leitch,Dean Devlin,Mike Gray",6970,5835
Steven Spielberg,6971,3452
James L. Brooks,6972,5677
"H.G. Wells,Al Ramrus",6973,5836
"Christopher H. Baum,H.G. Wells",6974,5837
Lawrence Kasdan,6975,369
Bobcat Goldthwait,6976,5521
"Armistead Maupin,Terry Anderson",6977,5838
David Duchovny,6978,5839
"Jean Poiret,Francis Veber",6979,5840
Ken Friedman,6980,5841
"Saul Bellow,Ronald Ribman",6981,5842
"Paul Mazursky,Leon Capetanos",6982,5843
"Nick Castle,James V. Hart",6983,5844
"Adam Scheinman,Robert Kuhn",6984,5845
Marc Lawrence,6985,1532
Collin Friesen,6986,5846
Stephen King,6987,5847
John Landis,6988,5848
"Bill L. Norton,George Lucas",6989,5849
"Roddy Doyle,Roddy Doyle",6990,5850
Gerard Stembridge,6991,5851
"Thomas Moffett,Henry Reardon",6992,5852
"Roger Rueff,Roger Rueff",6993,5853
"Jonathan D. Krane,Trent Cooper",6994,5854
"Gabrielle Upton,Frederick Kohner",6995,5855
"Anonymous,Andrew Rai Berzins",6996,5856
Robbie Fox,6997,5857
"Kario Salem,Jim Meenaghan",6998,5858
"Lawrence D. Cohen,Mardik Martin",6999,5859
"Stirling Silliphant,Wolf Rilla",7000,5860
"Larry Sulkis,John Carpenter",7001,5861
"Bruce A. Evans,Raynold Gideon",7002,1450
"H.F. Saint,Robert Collector",7003,5862
"Jim Carroll,Bryan Goluboff",7004,5863
Charles B. Griffith,7005,3484
Scott Z. Burns,7006,348
Kenneth Lonergan,7007,5864
"George Clooney,Grant Heslov",7008,332
Andrew Knauer,7009,5865
"Sylvester Stallone,Chuck Logan",7010,5866
Bob Byington,7011,2957
Bob Byington,7012,2957
Ryan Coogler,7013,5867
"Ronald Bronstein,Arielle Holmes",7014,5868
Tommy Faircloth,7015,4906
"Lee Ankrum,Billy 'Bloody Bill' Pon",7016,5869
Buz Alexander,7017,5870
Tommy Faircloth,7018,4906
David Loughery,7019,5871
"Sarah Bird,Billy Kent",7020,512
Josh Ridgway,7021,5872
Zachary Laoutides,7022,5873
"Jonathan Cahn,Nathan Todd Sims",7023,5874
"Josh Edwards,Josh Edwards",7024,5875
Meredith Majors,7025,5876
"Jason Faller,Kynan Griffin",7026,5877
Douglas C. Williams,7027,5878
"Raul Garcia,Raul Garcia",7028,5879
"Gabriel Friedman,Daniel Bova",7029,5880
"Travis Campbell,Casey Clapp",7030,5881
James Bickert,7031,5882
"Drew Bolduc,Drew Bolduc",7032,5883
"Paul De Meo,Danny Bilson",7033,5884
"James Cullen Bressack,JD Fairman",7034,5885
"Rock Shaink Jr.,Alena Smith",7035,5886
Frank Merle,7036,5887
"Bahman Nassiri,Bahman Nassiri",7037,5888
Vishnu Seesahai,7038,5889
"Adam Prince,Stephen Scarlata",7039,5890
Kenneth J. Hall,7040,5891
"Ann Burgund,Thomas Doran",7041,5892
Kenneth J. Hall,7042,5891
"Richard Connell,Ken Dixon",7043,5893
Roger Watkins,7044,5894
John Beaird,7045,5895
"Theodore Gershuny,Jeffrey Konvitz",7046,5896
Romano Scavolini,7047,5897
"Don Gronquist,Reagan Ramsey",7048,5898
"Ken Wheat,Jim Wheat",7049,5899
"Jack Sholder,Robert Shaye",7050,5900
"Zach Chassler,Richard Stanley",7051,5901
Jennifer Maisel,7052,5902
"Gabriela Tagliavini,James Canon",7053,5903
"Ray Bradbury,Thomas Dean Donnelly",7054,5904
"Derrick Borte,Derrick Borte",7055,5905
"Scott Beck,Bryan Woods",7056,5906
,7057,28
"Jeremy Berg,Jeremy Berg",7058,5907
"Robert McCallum,Jordan Christopher Morris",7059,5908
Justin Shady,7060,5909
Daniel Kunka,7061,5910
"Fran Walsh,Peter Jackson",7062,5911
Shunji Iwai,7063,5912
Bears Fonté,7064,5913
Sean Paul Murphy,7065,5914
Heather Hale,7066,5915
,7067,28
"Christopher Bunn,Scott Mathias",7068,5916
"Brian Harper,Robert D. Weinbach",7069,5917
Emilio Mauro,7070,5918
William Goldman,7071,1601
Jeff Daniel Phillips,7072,5919
Greg Francis,7073,5920
"Christopher Maltauro,Vito Trabucco",7074,5921
"Evan Cholfin,Evan Cholfin",7075,5922
"Ramone Menon,Ramone Menon",7076,5923
Steve Altman,7077,5924
"Jay Duplass,Mark Duplass",7078,4937
"Jay Duplass,Mark Duplass",7079,4937
"Jason Banker,Amy Everson",7080,5925
,7081,28
"Charles Agron,Victor Salva",7082,5926
Austin Stark,7083,5927
"Guy Moshe,J.R. Reher",7084,5928
Nils Timm,7085,5929
Mohammad Mohammad,7086,5930
"Barry Wernick,James R. Hallam",7087,5931
Craig Efros,7088,5932
"Cameron Bender,Cameron Bender",7089,5933
"Tara Anaïse,Tara Anaïse",7090,5934
Mark L. Smith,7091,5227
Michael A. Nickles,7092,5935
Jose Prendes,7093,5936
Wes Craven,7094,3289
"Brent Monahan,Courtney Solomon",7095,5937
"Brian Cleveland,Jason Cleveland",7096,5938
Travis Baker,7097,5939
,7098,28
,7099,28
Todd Lincoln,7100,5940
Todd Lincoln,7101,5940
Todd Lincoln,7102,5940
Todd Lincoln,7103,5940
Robert Newman,7104,5941
Raymond Mamrak,7105,5942
Alexander Kane,7106,5943
Damien Leone,7107,4456
"Don Mancini,Don Mancini",7108,5210
"Don Mancini,Don Mancini",7109,5210
Glenn Gers,7110,5944
"Bobby Roe,Zack Andrews",7111,5945
Nickola Shreli,7112,5946
"Ben Cresciman,Ben Cresciman",7113,5947
"Roger Kumble,I. Marlene King",7114,5948
"George Bruce,Harry Essex",7115,5949
"James Whiton,William Goldstein",7116,5950
"Charles Beaumont,R. Wright Campbell",7117,5951
"Richard Matheson,Edgar Allan Poe",7118,4034
Richard Matheson,7119,5952
Jason Kartalian,7120,5953
"Paul McCollough,George A. Romero",7121,5954
"Thomas William Lawson,Frances Marion",7122,5955
"Ashley Dukes,Julian Johnson",7123,5956
"Roland West,C. Gardner Sullivan",7124,5957
"Elliott J. Clawson,Dale Collins",7125,5958
"Benjamin Glazer,Joseph Jackson",7126,5959
"Edward Chodorov,Sheridan Gibney",7127,5960
"Elliott J. Clawson,John W. Krafft",7128,5961
"Courtney Ryley Cooper,Bradley King",7129,5962
"Abem Finkel,Sidney Sutherland",7130,5963
"John Huston,Æneas MacKenzie",7131,5964
"Bertram Millhauser,Laird Doyle",7132,5965
"Laird Doyle,Lillie Hayward",7133,5966
"Edith Fitzgerald,Robert Riskin",7134,5967
"Arthur Stringer,Robert Lord",7135,5968
"John Lee Mahin,Wilson Collison",7136,5969
"Maude Fulton,Maude Fulton",7137,5970
"Katharine Brush,Anita Loos",7138,5971
"Ursula Parrott,Nick Grinde",7139,5972
"Wilson Mizner,Robert Lord",7140,5973
"Adela Rogers St. Johns,John Meehan",7141,5974
"Brown Holmes,William McGrath",7142,5975
"Mae West,Harvey F. Thew",7143,5976
"Rian James,James Seymour",7144,2539
"Paul Green,Harry Harrison Kroll",7145,5977
"Lenore J. Coffee,Polan Banks",7146,5978
Edmund Goulding,7147,5979
"Robert Rossen,Abem Finkel",7148,5980
"Bruce Manning,Curtis Bernhardt",7149,5981
"Milton Krims,Myron Brinig",7150,5982
"Robert E. Sherwood,Benn W. Levy",7151,5983
"Talbot Jennings,Tess Slesinger",7152,5984
"Rudolph Besier,Ernest Vajda",7153,5985
"Jo Swerling,Robert Riskin",7154,5986
"Vincent Sherman,Robertson White",7155,5987
"John Huston,Heinz Herald",7156,5988
"Frances Marion,Joseph Farnham",7157,5989
"Louis Weitzenkorn,Byron Morgan",7158,5990
"John Lee Mahin,William A. Wellman",7159,5991
"Kubec Glasmon,John Bright",7160,3886
"Seton I. Miller,Martin Mooney",7161,5992
"John Wexley,John Huston",7162,5993
"Everett Freeman,Edwin Gilbert",7163,5994
"Ben Markson,Lillie Hayward",7164,5995
"Daniel Ahern,Allen Rivkin",7165,5996
"Kubec Glasmon,John Bright",7166,3886
"Seton I. Miller,Francis Wallace",7167,5997
"Edward Chodorov,Islin Auster",7168,5998
"Milton Krims,Tom Reed",7169,5999
"George Bricker,Vincent Sherman",7170,6000
"Claude Binyon,Louis Verneuil",7171,6001
"Elliott Lester,Harvey F. Thew",7172,6002
John Landis,7173,5848
John Landis,7174,5848
"Michael Barrie,Jim Mulholland",7175,6003
Michael Wolk,7176,6004
"Jordan Allen-Dutton,Rob Blatt",7177,6005
"Gertrude Atherton,Polan Banks",7178,6006
"Jules Furthman,S.K. Lauren",7179,6007
"David Belasco,John Luther Long",7180,6008
"Dorothy Parker,Alan Campbell",7181,6009
"Mae West,Mae West",7182,6010
"Cleo Lucas,Edwin Justus Mayer",7183,6011
"John Lee Mahin,Jules Furthman",7184,6012
"Henry Falk,Benjamin Glazer",7185,6013
"Mildred Cram,Samuel Hoffenstein",7186,6014
"Grace Perkins,Lenore J. Coffee",7187,6015
"Seton I. Miller,Bogart Rogers",7188,6016
Crane Wilbur,7189,6017
"Jonathan Latimer,Gordon McDonell",7190,6018
"William Hurlbut,Michael Blankfort",7191,6019
"Jane Murfin,Lucia Bronder",7192,6020
Philip Dunne,7193,6021
"Ernest Haycox,Ernest Pascal",7194,6022
"Robert Thoeren,Polly James",7195,6023
"S.N. Behrman,Salka Viertel",7196,6024
"George Marion Jr.,Richard Mack",7197,6025
Casey Robinson,7198,6026
"Stirling Silliphant,David Goodis",7199,6027
"Henry Farrell,Lukas Heller",7200,508
"Arthur Sheekman,William Driskill",7201,6028
"Fannie Hurst,Eleanore Griffin",7202,6029
"Frederic Wakeman,Luther Davis",7203,6030
"Nelson Gidding,Don Mankiewicz",7204,6031
"Rachel Field,Casey Robinson",7205,6032
Jules Furthman,7206,1841
"Grover Jones,John Fox Jr.",7207,6033
"Marshall Neilan,Joseph Moncure March",7208,6034
"Richard LaGravenese,Sara Gruen",7209,6035
Jayce Bartok,7210,6036
Charles Pratt Jr.,7211,6037
Danilo Bach,7212,6038
Richard Rothstein,7213,6039
Brent V. Friedman,7214,6040
"Buronson,Tetsuo Hara",7215,6041
"Nicolas Falacci,Nicolas Falacci",7216,6042
Matt Dorff,7217,6043
Tony Randel,7218,6044
"Leora Barish,Henry Bean",7219,1976
"Stirling Silliphant,Joseph Wambaugh",7220,6045
"Fred Barron,Fred Barron",7221,6046
"Ann Beattie,Joan Micklin Silver",7222,6047
Arthur Chisholm,7223,6048
"Ronald M. Cohen,Edward Huebsch",7224,6049
"Bill Condon,Michael Laughlin",7225,5442
"Donald Arthur,Bea Hellmann",7226,6050
"Lina Wertmüller,Carl Gottlieb",7227,6051
"John Milius,Fred Rexer",7228,6052
"Joe Menosky,Jeff Rothberg",7229,6053
"Lonne Elder III,Richard Pryor",7230,6054
Michael Crichton,7231,6055
Gail Morgan Hickman,7232,6056
"Clifford Green,Ellen Green",7233,6057
"Mark Frost,Nicholas Conde",7234,6058
"William Goldman,William Goldman",7235,1692
"Christopher Frank,William P. Wingate",7236,6059
Barry Beckerman,7237,6060
Charlie Peters,7238,5197
Robby Benson,7239,6061
John Sayles,7240,2482
"Stephen Metcalfe,Stephen Metcalfe",7241,6062
William W. Norton,7242,224
"William Diehl,Gerald Di Pego",7243,6063
Steve Gordon,7244,6064
"Elmore Leonard,Elmore Leonard",7245,3493
"Ben Hecht,Charles MacArthur",7246,1769
"Edward Rugoff,Ralph Rugoff",7247,6065
Eric Barker,7248,6066
"Jeffrey Goldenberg,Bob Held",7249,6067
Vernon Zimmerman,7250,6068
"Lawrence B. Marcus,Richard Rush",7251,6069
Mark L. Lester,7252,6070
"James Gabriel Berman,Larry Cohen",7253,6071
,7254,28
"Thomas Rickman,Bill Kerby",7255,6072
"Paul Deason,Mark L. Lester",7256,6073
Milton Miron,7257,6074
,7258,28
"Lee Wells,Lee Wells",7259,6075
"Alan Caillou,Alan Caillou",7260,6076
"Frank Sacks,Robert Boris",7261,6077
"Antonio Santillán,Norman Katkov",7262,6078
Andrew Bergman,7263,2283
"James Hilton,Terence Rattigan",7264,6079
"David Rabe,David Rabe",7265,6080
"Daniel Algrant,John Warren",7266,6081
"John Irving,Tony Richardson",7267,6082
Rene Daalder,7268,6083
"Roderick Taylor,Roderick Taylor",7269,6084
