Creator,Actors,original_index,unique_index
"Alejandro Monteverde,Patrick Million","Eduardo Verástegui,Tammy Blanchard,Manny Perez",6735,6665
,"Aaron Burns,Marilyn Burns,Chad Burns",6736,6666
"David Cornue,Michael Cuccolo","Tom Pelphrey,Natalie Hall,Method Man",6737,6667
Marc Silver,"Leland Brunson,Angela B. Corey,Ron Davis",6738,6668
Pat Gilfillan,"Viola Davis,Jennifer Lopez,Andre Royo",6739,6669
S. Craig Zahler,"Kurt Russell,Patrick Wilson,Sean Young",6740,6670
"A.D. Calvo,A.D. Calvo","Robert Longstreet,Alexia Rasmussen,Eric Ladin",6741,6671
Joe Begos,"Graham Skipper,Lauren Ashley Carter,John Speredakos",6742,6672
Ilya Naishuller,"Sharlto Copley,Haley Bennett,Danila Kozlovsky",6743,6673
George A. Romero,"David Emge,Ken Foree,Scott H. Reiniger",6744,6674
John D'Arco,"Jaime King,Samuel L. Jackson,Madeleine Stack",6745,6675
Elisa Bell,"Alexa PenaVega,Mika Boorem,Scout Taylor-Compton",6746,6676
Katie Wech,"Aimee Teegarden,Thomas McDonell,DeVaughn Nixon",6747,6677
Madelyn Deutch,"Lea Thompson,Zoey Deutch,Avan Jogia",6748,6678
"Pat Barker,Stephen Molton","Julia Stiles,Avan Jogia,Josh Charles",6749,6679
"Benoit Denizet Lewis,Justin Kelly","Emma Roberts,James Franco,Zachary Quinto",6750,6680
Erin Carroll,"Alex Hannant,Matt Jones,Colton Castaneda",6751,6681
William Savage,"Josh Pence,Spencer Grammer,Nate Corddry",6752,6682
Sam Jaeger,"Sam Jaeger,Amber Jaeger,Victor Garber",6753,6683
Conrad Goode,"Bailee Madison,Jonathan Banks,John C. McGinley",6754,6684
Victor Levin,"Anton Yelchin,Bérénice Marlohe,Olivia Thirlby",6755,6685
"Juan Feldman,Joel Silverman","Marcia Gay Harden,Óscar Jaenada,Jenna Ortega",6756,6686
John Carney,"Keira Knightley,Mark Ruffalo,Adam Levine",6757,6687
Stephen Zotnowski,"Evan Rachel Wood,Scott Speedman,J.K. Simmons",6758,6688
Mark Raso,"Gethin Anthony,Frederikke Dahl Hansen,Sebastian Armesto",6759,6689
Russell Friedenberg,"Christian Campbell,Vinnie Duyck,Russell Friedenberg",6760,6690
Ami Canaan Mann,"Katherine Heigl,Emily Alyn Lind,Ben Barnes",6761,6691
Michael Picchiottino,"Chris Eigeman,Louise Fletcher,Robert Pine",6762,6692
Elgin James,"Juno Temple,Kay Panabaker,Leslie Mann",6763,6693
"George Gallagher,Nick Gaglia","George Gallagher,Kether Donohue,Michael G. Mathis",6764,6694
"Stephen King,Dode B. Levenson","Daniel Cerny,Ron Melendez,Jim Metzler",6765,6695
"Jason Reitman,Joyce Maynard","Kate Winslet,Josh Brolin,Gattlin Griffith",6766,6696
Chris Rock,"Chris Rock,Rosario Dawson,Gabrielle Union",6767,6697
James L. Brooks,"Adam Sandler,Téa Leoni,Paz Vega",6768,6698
Peter A. Dowling,"Dominic Cooper,Samuel L. Jackson,Gloria Reuben",6769,6699
Reggie Rock Bythewood,"Ossie Davis,Charles S. Dutton,Andre Braugher",6770,6700
Nicole Holofcener,"Julia Louis-Dreyfus,James Gandolfini,Catherine Keener",6771,6701
"Mark Duplass,Jay Duplass","Mark Duplass,Katie Aselton,Rhett Wilkins",6772,6702
"Nick Schenk,Bill Dubuque","Robert Downey Jr.,Robert Duvall,Vera Farmiga",6773,6703
"Peter Glanz,Peter Glanz","Jason Bateman,Olivia Wilde,Billy Crudup",6774,6704
Theodore Melfi,"Bill Murray,Melissa McCarthy,Naomi Watts",6775,6705
"Jon S. Baird,Irvine Welsh","James McAvoy,Jamie Bell,Eddie Marsan",6776,6706
"Ken Marino,David Wain","Paul Rudd,Jessica Alba,Winona Ryder",6777,6707
"Jesse Peretz,Evgenia Peretz","Paul Rudd,Elizabeth Banks,Zooey Deschanel",6778,6708
"Ben Karlin,Stu Zicherman","Adam Scott,Richard Jenkins,Catherine O'Hara",6779,6709
"Michael Showalter,David Wain","Janeane Garofalo,David Hyde Pierce,Michael Showalter",6780,6710
Melissa James Gibson,"Paul Giamatti,Paul Rudd,Sally Hawkins",6781,6711
"Susanna Fogel,Joni Lefkowitz","Leighton Meester,Gillian Jacobs,Adam Brody",6782,6712
Sara Colangelo,"Elizabeth Banks,Boyd Holbrook,Jacob Lofland",6783,6713
"E. Max Frye,Dan Futterman","Steve Carell,Channing Tatum,Mark Ruffalo",6784,6714
"Nick Hornby,Cheryl Strayed","Reese Witherspoon,Laura Dern,Gaby Hoffmann",6785,6715
"Gregg Araki,Laura Kasischke","Shailene Woodley,Eva Green,Christopher Meloni",6786,6716
"Shana Feste,Jordan Roberts","Hilary Swank,Emmy Rossum,Josh Duhamel",6787,6717
Dee Rees,"Adepero Oduye,Kim Wayans,Aasha Davis",6788,6718
Tina Mabry,"Adam Clark,Malcolm Goodwin,Michael Hyatt",6789,6719
"Drake Doremus,Ben York Jones","Felicity Jones,Guy Pearce,Mackenzie Davis",6790,6720
"Stuart Blumberg,Matt Winston","Mark Ruffalo,Tim Robbins,Gwyneth Paltrow",6791,6721
Frank Whaley,"Julian Shatkin,Olga Merediz,Debra Messing",6792,6722
Helen Hunt,"Helen Hunt,Brenton Thwaites,Luke Wilson",6793,6723
"Christian Long,Justin Long","Justin Long,Keir O'Donnell,Evan Rachel Wood",6794,6724
Steven Brill,"Elizabeth Banks,James Marsden,Gillian Jacobs",6795,6725
"David Guion,Michael Handelman","Steve Carell,Paul Rudd,Stephanie Szostak",6796,6726
"Pierce Gardner,Peter Hedges","Steve Carell,Juliette Binoche,Dane Cook",6797,6727
Massy Tadjedin,"Keira Knightley,Sam Worthington,Eva Mendes",6798,6728
"Jonathan M. Goldstein,John Francis Daley","Steve Carell,Luke Vanek,Steve Buscemi",6799,6729
"Mike Gagerman,Andrew Waller","Krysten Ritter,Rosa Salazar,Alison Brie",6800,6730
David Flebotte,"Seann William Scott,Olivia Thirlby,Garret Dillahunt",6801,6731
Kate Barker-Froyland,"Anne Hathaway,Johnny Flynn,Mary Steenburgen",6802,6732
Shawn Christensen,"Shawn Christensen,Fatima Ptacek,Emmy Rossum",6803,6733
Dave Chappelle,"Dave Chappelle,Yasiin Bey,Lauryn Hill",6804,6734
"Dan Schneider,Kevin Kopelow","Kel Mitchell,Kenan Thompson,Sinbad",6805,6735
"Fax Bahr,Adam Small","Jamie Kennedy,Ryan O'Neal,Blair Underwood",6806,6736
"John J. McLaughlin,Scott Lobdell","Tommy Lee Jones,Christina Milian,Kelli Garner",6807,6737
David Dorfman,"Ashton Kutcher,Tara Reid,Andy Richter",6808,6738
"Matia Karrell,Curt Cressler","Kyra Sedgwick,Kiefer Sutherland,Stockard Channing",6809,6739
Kurt Wimmer,"Milla Jovovich,Cameron Bright,Nick Chinlund",6810,6740
"Mark Steven Johnson,Frank Miller","Jennifer Garner,Goran Visnjic,Will Yun Lee",6811,6741
Ian Shorr,"Chad Ortis,Rebecca Neuenswander,Will Fowler",6812,6742
"Tim Krabbé,Todd Graff","Jeff Bridges,Kiefer Sutherland,Nancy Travis",6813,6743
"Neil LaBute,Anthony Shaffer","Nicolas Cage,Ellen Burstyn,Leelee Sobieski",6814,6744
"Henry James,John Mortimer","Deborah Kerr,Peter Wyngarde,Megs Jenkins",6815,6745
"Barré Lyndon,Jonathan Latimer","Edward G. Robinson,Gail Russell,John Lund",6816,6746
,"Shep Gordon,Sylvester Stallone,Michael Douglas",6817,6747
Peter Alton,"Dennis Hopper,Jay Adams,Salman Agah",6818,6748
Helen Stickler,"Mark 'Gator' Rogowski,Stacy Peralta,Tony Hawk",6819,6749
Bret Anthony Johnston,"Danny Way,Rob Dyrdek,Travis Pastrana",6820,6750
,"Tom Asta,Edmund Bacon,Chris Cole",6821,6751
,"Tony Alva,Steve Caballero,Fred Durst",6822,6752
"Laurie House,Colin Powers",Brewce Martin,6823,6753
,"Felix Arguelles,Steve Berra,Chris Cole",6824,6754
"Ken Burns,Sarah Burns","Antron McCray,Kevin Richardson,Kharey Wise",6825,6755
Joss Whedon,"Kristy Swanson,Donald Sutherland,Paul Reubens",6826,6756
"Joel Soisson,Patrick Lussier","Gerard Butler,Justine Waddell,Jonny Lee Miller",6827,6757
,"Justin Bieber,Boys II Men,Miley Cyrus",6828,6758
Jeff Lowell,"Jesse Metcalfe,Ashanti,Arielle Kebbel",6829,6759
Peter Sattler,"Kristen Stewart,Peyman Moaadi,Lane Garrison",6830,6760
,"Conrad Anker,Grace Chin,Jimmy Chin",6831,6761
"Michael Beach Nichols,Christopher K. Walker",,6832,6762
"Andrew Bovell,John le Carré","Philip Seymour Hoffman,Rachel McAdams,Daniel Brühl",6833,6763
"Dennis Lehane,Dennis Lehane","Tom Hardy,Noomi Rapace,James Gandolfini",6834,6764
Ned Benson,"James McAvoy,Jessica Chastain,Viola Davis",6835,6765
"Erin Cressida Wilson,Patricia Bosworth","Nicole Kidman,Robert Downey Jr.,Ty Burrell",6836,6766
"David Lindsay-Abaire,David Lindsay-Abaire","Nicole Kidman,Aaron Eckhart,Dianne Wiest",6837,6767
Noah Baumbach,"Eric Stoltz,Annabella Sciorra,Chris Eigeman",6838,6768
"Noah Baumbach,Carlos Jacott","Justine Bateman,Noah Baumbach,Peter Bogdanovich",6839,6769
"Steven Knight,Richard C. Morais","Helen Mirren,Om Puri,Manish Dayal",6840,6770
"Joel Coen,Ethan Coen","Jack O'Connell,Miyavi,Domhnall Gleeson",6841,6771
"Mark Duplass,Jay Duplass","John C. Reilly,Marisa Tomei,Jonah Hill",6842,6772
"Olly Alexander,Alison Bagnall","Greta Gerwig,Olly Alexander,Eleonore Hendricks",6843,6773
Paul Thomas Anderson,"Adam Sandler,Emily Watson,Philip Seymour Hoffman",6844,6774
Alejandro Amenábar,"Emma Watson,Ethan Hawke,Aaron Ashmore",6845,6775
Frank Sinclair,"Alan Bendich,Jennifer Keane,Max Bendich",6846,6776
"Richie Adams,Nicolas Bazan","Joaquim de Almeida,Aunjanue Ellis,Bill Cobbs",6847,6777
"Michael Fessier,Frank Davis","Will Rogers Jr.,Nancy Olson,Lon Chaney Jr.",6848,6778
Woody Allen,"Sean Penn,Samantha Morton,Woody Allen",6849,6779
Woody Allen,"Kenneth Branagh,Judy Davis,Leonardo DiCaprio",6850,6780
"Howard Ashman,Howard Ashman","Rick Moranis,Ellen Greene,Vincent Gardenia",6851,6781
"Stanley Shapiro,Paul Henning","Marlon Brando,David Niven,Shirley Jones",6852,6782
"Bill L. Norton,Bill Fries","Kris Kristofferson,Ali MacGraw,Ernest Borgnine",6853,6783
Jeb Rosebrook,"Steve McQueen,Robert Preston,Ida Lupino",6854,6784
"Robert Ludlum,Ian Masters","Rutger Hauer,John Hurt,Craig T. Nelson",6855,6785
"Marc Norman,Stirling Silliphant","James Caan,Robert Duvall,Arthur Hill",6856,6786
"Brian Doyle-Murray,Harold Ramis","Jackie Mason,Robert Stack,Dyan Cannon",6857,6787
"Ken Kolb,Steven Kampmann","Dan Aykroyd,Walter Matthau,Charles Grodin",6858,6788
Neil Simon,"Goldie Hawn,Chevy Chase,Charles Grodin",6859,6789
"Peter Aykroyd,Dan Aykroyd","Chevy Chase,Dan Aykroyd,John Candy",6860,6790
Larry Cohen,"Bette Davis,Barbara Carrera,Colleen Camp",6861,6791
Bernie Somers,"Chevy Chase,Jack Palance,Dianne Wiest",6862,6792
"George Barr McCutcheon,Herschel Weingrod","Richard Pryor,John Candy,Lonette McKee",6863,6793
"Lawrence J. Cohen,Fred Freeman","John Candy,Mariel Hemingway,Emma Samms",6864,6794
"Dana Olsen,David Steinberg","John Candy,Joe Flaherty,Eugene Levy",6865,6795
"Matthew Carlson,Jerry Abrahamson","John Candy,Joe Bays,Abraham Benrubi",6866,6796
"Keith Critchlow,Ken Levine","Tom Hanks,John Candy,Rita Wilson",6867,6797
"Stephen Neigher,Hugo Gilbert","Bobcat Goldthwait,Dabney Coleman,John Candy",6868,6798
"Stuart Birnbaum,David Dashev","Mark Harmon,Kirstie Alley,Robin Thomas",6869,6799
Rolfe Kanefsky,"Craig Peck,Wendy Bednarz,Mark Collver",6870,6800
"Rodolfo Sonego,Rodolfo Sonego","John Candy,James Belushi,Cybill Shepherd",6871,6801
Nancy Dowd,"Goldie Hawn,Kurt Russell,Christine Lahti",6872,6802
"Olivia Goldsmith,Robert Harling","Goldie Hawn,Bette Midler,Diane Keaton",6873,6803
Ezra Sacks,"Goldie Hawn,Swoosie Kurtz,Robyn Lively",6874,6804
"Preston Sturges,Valerie Curtin","Dudley Moore,Nastassja Kinski,Armand Assante",6875,6805
"Buck Henry,Charles Shyer","Goldie Hawn,Chris Sarandon,Richard Romanus",6876,6806
"Mary Agnes Donoghue,Mary Agnes Donoghue","Goldie Hawn,John Heard,Damon Redfern",6877,6807
Michael J. Mantsourani Jr.,Michael J. Mantsourani Jr.,6878,6808
"Robert Farrar,Robert Farrar","Bill Murray,Joanne Whalley,Peter Gallagher",6879,6809
"Jay Cronley,Howard Franklin","Bill Murray,Geena Davis,Randy Quaid",6880,6810
"Martin Kitrosser,Carol Watson","Richard Mulligan,Hamilton Camp,John Mengatti",6881,6811
Bob Logan,"Corey Feldman,Jack Nance,Sarah Douglas",6882,6812
,"Meccah Boynton-Brown,Doug Brown,Bob Cavnar",6883,6813
"Charles Leavitt,Steven Knight","Ben Barnes,Julianne Moore,Jeff Bridges",6884,6814
David Caspe,"Adam Sandler,Andy Samberg,Leighton Meester",6885,6815
"William Monahan,James Toback","Mark Wahlberg,Jessica Lange,John Goodman",6886,6816
"Laura Harkcom,Christopher Leone","Mark Hapka,Jessica Rothe,Eric Jungmann",6887,6817
"Allan Loeb,Kevin James","Kevin James,Salma Hayek,Henry Winkler",6888,6818
"Kevin James,Nick Bakay","Kevin James,Keir O'Donnell,Jayma Mays",6889,6819
"Jean-Patrick Manchette,Don MacPherson","Sean Penn,Idris Elba,Jasmine Trinca",6890,6820
Robert Reneau,"Carl Weathers,Craig T. Nelson,Vanity",6891,6821
"Gene Stupnitsky,Lee Eisenberg","Cameron Diaz,Jason Segel,Justin Timberlake",6892,6822
Philip Shelby,"Dylan McDermott,Royce Pierreson,Ben Starr",6893,6823
"Tim Meadows,Dennis McNicholas","Tim Meadows,Karyn Parsons,Billy Dee Williams",6894,6824
"David Garrett,Jason Ward","Chris Kattan,Peter Falk,Vinessa Shaw",6895,6825
"Steven Wayne Koren,Steve Koren","Molly Shannon,Will Ferrell,Elaine Hendrix",6896,6826
"Àlex Pastor,David Pastor","Chris Pine,Piper Perabo,Lou Taylor Pucci",6897,6827
"John Dwyer,John Dwyer","Kurt Russell,Martin Short,Mary Kay Place",6898,6828
"Neil Simon,Marc Lawrence","Steve Martin,Goldie Hawn,John Cleese",6899,6829
Bob Dolman,"Susan Sarandon,Goldie Hawn,Geoffrey Rush",6900,6830
"John Updike,Michael Cristofer","Jack Nicholson,Cher,Susan Sarandon",6901,6831
Jason Freeland,"Erik Smith,Tierra Abbott,Vinessa Shaw",6902,6832
"Drake Doremus,Ben York Jones","Felicity Jones,Anton Yelchin,Jennifer Lawrence",6903,6833
"David Alan Grier,Lori Petty","Jennifer Lawrence,Javon Johnson,Sophi Bairley",6904,6834
Guillermo Arriaga,"Charlize Theron,John Corbett,José María Yazpik",6905,6835
Alex Michaelides,"Rosamund Pike,Lena Olin,Dean Winters",6906,6836
Emil Kolbe,"Neville Alpass,John Barrett,Graham Clarke",6907,6837
"David Morrell,Kevin Jarre","Sylvester Stallone,Richard Crenna,Charles Napier",6908,6838
"Roland Emmerich,Harald Kloser","Camilla Belle,Steven Strait,Marco Khan",6909,6839
"Napalee,Piyaros Thongdee","Tony Jaa,Nathan Jones,Petchtai Wongkamlao",6910,6840
Luc Besson,"Jet Li,Bob Hoskins,Morgan Freeman",6911,6841
"Joshua Cordes,Liam O'Donnell","Eric Balfour,Donald Faison,Scottie Thompson",6912,6842
"Gilles Mimouni,Brandon Boyce","Josh Hartnett,Diane Kruger,Matthew Lillard",6913,6843
Jason Keller,"Gerard Butler,Michelle Monaghan,Michael Shannon",6914,6844
Harley Peyton,"Bruce Willis,Billy Bob Thornton,Cate Blanchett",6915,6845
"John Grisham,Clyde Hayes","Kenneth Branagh,Embeth Davidtz,Robert Downey Jr.",6916,6846
"Alan Rudolph,David Blocker,Carolyn Pfeiffer","Geneviève Bujold,Keith Carradine,Lesley Ann Warren",6917,6847
"Alan Rudolph,John Bradshaw","Keith Carradine,Linda Fiorentino,Wallace Shawn",6918,6848
"Jennifer Jason Leigh,Alan Cumming","Alan Cumming,Jennifer Jason Leigh,Phoebe Cates",6919,6849
"Susan Sandler,Susan Sandler","Amy Irving,Peter Riegert,Reizl Bozyk",6920,6850
"Anaïs Nin,Philip Kaufman","Fred Ward,Uma Thurman,Maria de Medeiros",6921,6851
"T. Coraghessan Boyle,Alan Parker","Anthony Hopkins,Bridget Fonda,Matthew Broderick",6922,6852
Nicole Holofcener,"Catherine Keener,Anne Heche,Amy Braverman",6923,6853
"Neve Campbell,Barbara Turner","Neve Campbell,James Franco,Malcolm McDowell",6924,6854
Ruth Prawer Jhabvala,"Nick Nolte,Greta Scacchi,Gwyneth Paltrow",6925,6855
George A. Romero,"Alan Van Sprang,Kenneth Welsh,Kathleen Munroe",6926,6856
Lindsay Devlin,"Allison Miller,Zach Gilford,Sam Anderson",6927,6857
"Michael Steinberg,Tegan West","Piper Perabo,Morris Chestnut,Cole Hauser",6928,6858
"Chris Metzler,Jeff Springer","Sonny Bono,John Waters,Norm Niver",6929,6859
,"George Hardy,Lily Hardy,Pita Ray",6930,6860
Scott J. Gill,"Ron Jeremy,William Margold,Al Goldstein",6931,6861
Mary C. Palmer,"Gloria Marlen,Ralph Hodges,Rick Vallin",6932,6862
Gerard Damiano,"Linda Lovelace,Harry Reems,Dolly Sharp",6933,6863
"Marcia Smith,Marcia Smith","Rebecca Moore,Janet Shular,Tim Carter",6934,6864
Joseph W. Sarno,"Linda Lovelace,Harry Reems,Levi Richards",6935,6865
"Robert Evans,Brett Morgen","Robert Evans,Eddie Albert,Peter Bart",6936,6866
"Jack Finney,Raymond Cistheri","Gabrielle Anwar,Meg Tilly,Terry Kinney",6937,6867
"David Kajganich,Jack Finney","Nicole Kidman,Daniel Craig,Jeremy Northam",6938,6868
Jerome Bixby,"Marshall Thompson,Shirley Patterson,Kim Spalding",6939,6869
"Mick Garris,Jim Wheat","Eric Stoltz,Daphne Zuniga,Lee Richardson",6940,6870
"Edward Bernds,George Langelaan","Vincent Price,Brett Halsey,David Frankham",6941,6871
"Edgar Allan Poe,Richard Matheson","Vincent Price,Mark Damon,Myrna Fahey",6942,6872
Robb White,"Vincent Price,Carol Ohmart,Richard Long",6943,6873
"Richard Matheson,Edgar Allan Poe","Vincent Price,Barbara Steele,John Kerr",6944,6874
"Jack Woods,Anthony Harris","Robert Walker Jr.,Gwynne Gilford,Richard Stahl",6945,6875
"Karl Alexander,Steve Hayes","Malcolm McDowell,Mary Steenburgen,David Warner",6946,6876
Jonathan R. Betuel,"John Stockwell,Danielle von Zerneck,Fisher Stevens",6947,6877
"Aubrey Wisberg,Jack Pollexfen","Robert Clarke,Margaret Field,Raymond Bond",6948,6878
"Juliet Snowden,Stiles White","Natasha Calis,Kyra Sedgwick,Jeffrey Dean Morgan",6949,6879
David Coggeshall,"Abigail Spencer,Chad Michael Murray,Katee Sackhoff",6950,6880
"Stephen King,George Goldsmith","Peter Horton,Linda Hamilton,R.G. Armstrong",6951,6881
"Tommy Lee Wallace,Hans Holzer","James Olson,Burt Young,Rutanya Alda",6952,6882
William Wales,"Tony Roberts,Tess Harper,Robert Joy",6953,6883
Eric Walter,"Daniel Lutz,Susan Bartell,Laura DiDio",6954,6884
Sebastian Gutierrez,"Halle Berry,Penélope Cruz,Robert Downey Jr.",6955,6885
"Mark Hanlon,Mark Hanlon","Julianna Margulies,Gabriel Byrne,Ron Eldard",6956,6886
"David Self,Shirley Jackson","Liam Neeson,Catherine Zeta-Jones,Owen Wilson",6957,6887
Robb White,"Charles Herbert,Jo Morrow,Martin Milner",6958,6888
"Robb White,Dick Beebe","Geoffrey Rush,Famke Janssen,Taye Diggs",6959,6889
"Steve Feke,Fred Walton","Carol Kane,Charles Durning,Rutanya Alda",6960,6890
"Paul Dehn,Pierre Boulle","Roddy McDowall,Don Murray,Ricardo Montalban",6961,6891
"Paul Dehn,Mort Abrahams","James Franciscus,Kim Hunter,Maurice Evans",6962,6892
"Pierre Boulle,Paul Dehn","Roddy McDowall,Claude Akins,Natalie Trundy",6963,6893
William Monahan,"Garrett Hedlund,Mark Wahlberg,Oscar Isaac",6964,6894
James Gray,"Joaquin Phoenix,Mark Wahlberg,Eva Mendes",6965,6895
"Charles Gaines,George Butler","Arnold Schwarzenegger,Lou Ferrigno,Matty Ferrigno",6966,6896
"David N. White,Michael Hurst","Scott Adkins,Kane Kosugi,Mika Hijii",6967,6897
"Boaz Davidson,Boaz Davidson","Scott Adkins,Tsuyoshi Ihara,Mika Hijii",6968,6898
John Fusco,"Jackie Chan,Jet Li,Michael Angarano",6969,6899
"Andrew Davis,Leslie Bohem,Christopher Leitch,Dean Devlin,Mike Gray","Jean-Claude Van Damme,Dolph Lundgren,Ally Walker",6970,6900
Steven Spielberg,"Robert Robyn,Beth Weber,Lucky Lohr",6971,6901
James L. Brooks,"Reese Witherspoon,Paul Rudd,Owen Wilson",6972,6902
"H.G. Wells,Al Ramrus","Burt Lancaster,Michael York,Nigel Davenport",6973,6903
"Christopher H. Baum,H.G. Wells","Christopher H. Baum,Jewel Elizabeth,Doug Myers",6974,6904
Lawrence Kasdan,"John Belushi,Blair Brown,Allen Garfield",6975,6905
Bobcat Goldthwait,"Robin Williams,Daryl Sabara,Morgan Murphy",6976,6906
"Armistead Maupin,Terry Anderson","Robin Williams,Toni Collette,Rory Culkin",6977,6907
David Duchovny,"David Duchovny,Téa Leoni,Robin Williams",6978,6908
"Jean Poiret,Francis Veber","Robin Williams,Nathan Lane,Gene Hackman",6979,6909
Ken Friedman,"Robin Williams,Tim Robbins,Pamela Reed",6980,6910
"Saul Bellow,Ronald Ribman","Robin Williams,Richard B. Shull,David Bickford",6981,6911
"Paul Mazursky,Leon Capetanos","Robin Williams,Maria Conchita Alonso,Cleavant Derricks",6982,6912
"Nick Castle,James V. Hart","Freddie Highmore,Keri Russell,Jonathan Rhys Meyers",6983,6913
"Adam Scheinman,Robert Kuhn","Hugh Grant,Jeanne Tripplehorn,James Caan",6984,6914
Marc Lawrence,"Hugh Grant,Sarah Jessica Parker,Sam Elliott",6985,6915
Collin Friesen,"Robin Williams,Giovanni Ribisi,Holly Hunter",6986,6916
Stephen King,"Hal Holbrook,Leslie Nielsen,Adrienne Barbeau",6987,6917
John Landis,"David Naughton,Jenny Agutter,Joe Belcher",6988,6918
"Bill L. Norton,George Lucas","Candy Clark,Bo Hopkins,Ron Howard",6989,6919
"Roddy Doyle,Roddy Doyle","Colm Meaney,Donal O'Kelly,Ger Ryan",6990,6920
Gerard Stembridge,"Kevin Spacey,Linda Fiorentino,Peter Mullan",6991,6921
"Thomas Moffett,Henry Reardon","Kevin Spacey,Mark Webber,Keke Palmer",6992,6922
"Roger Rueff,Roger Rueff","Kevin Spacey,Danny DeVito,Peter Facinelli",6993,6923
"Jonathan D. Krane,Trent Cooper","Kevin Spacey,Camilla Belle,Heather Graham",6994,6924
"Gabrielle Upton,Frederick Kohner","Sandra Dee,James Darren,Cliff Robertson",6995,6925
"Anonymous,Andrew Rai Berzins","Hringur Ingvarsson,Spencer Wilding,Stellan Skarsgård",6996,6926
Robbie Fox,"Gerard Butler,Jessica Biel,Dennis Quaid",6997,6927
"Kario Salem,Jim Meenaghan","Jonny Weston,Gerard Butler,Elisabeth Shue",6998,6928
"Lawrence D. Cohen,Mardik Martin","Catherine Scorsese,Charles Scorsese,Martin Scorsese",6999,6929
"Stirling Silliphant,Wolf Rilla","George Sanders,Barbara Shelley,Martin Stephens",7000,6930
"Larry Sulkis,John Carpenter","Natasha Henstridge,Ice Cube,Pam Grier",7001,6931
"Bruce A. Evans,Raynold Gideon","Jeff Bridges,Karen Allen,Charles Martin Smith",7002,6932
"H.F. Saint,Robert Collector","Chevy Chase,Daryl Hannah,Sam Neill",7003,6933
"Jim Carroll,Bryan Goluboff","Leonardo DiCaprio,Lorraine Bracco,Marilyn Sokol",7004,6934
Charles B. Griffith,"Jonathan Haze,Jackie Joseph,Mel Welles",7005,6935
Scott Z. Burns,"Rooney Mara,Channing Tatum,Jude Law",7006,6936
Kenneth Lonergan,"Anna Paquin,Matt Damon,Mark Ruffalo",7007,6937
"George Clooney,Grant Heslov","George Clooney,Matt Damon,Bill Murray",7008,6938
Andrew Knauer,"Arnold Schwarzenegger,Forest Whitaker,Johnny Knoxville",7009,6939
"Sylvester Stallone,Chuck Logan","Jason Statham,James Franco,Winona Ryder",7010,6940
Bob Byington,"Justin Rice,Kevin Corrigan,Pat Healy",7011,6941
Bob Byington,"Nick Offerman,Keith Poulson,Jess Weixler",7012,6942
Ryan Coogler,"Michael B. Jordan,Melonie Diaz,Octavia Spencer",7013,6943
"Ronald Bronstein,Arielle Holmes","Arielle Holmes,Caleb Landry Jones,Buddy Duress",7014,6944
