Country,Filming Locations,original_index,unique_index
USA,,6721,3
USA,"New York City, New York, USA",6722,9
USA,,6723,3
USA,"Town of North Hempstead, Town Hall, 220 Plandome Road, Manhasset, New York, USA",6724,3609
USA,"Santa Clarita, California, USA",6725,70
USA,"Tokyo, Japan",6726,3610
USA,"New York City, New York, USA",6727,9
USA,"290 S Garey St, Los Angeles, California, USA",6728,3611
USA,"Miami, Florida, USA",6729,379
USA,"Baltimore, Maryland, USA",6730,38
USA,"Caesars Palace - 3570 Las Vegas Boulevard South, Las Vegas, Nevada, USA",6731,1775
"UK,USA",,6732,531
USA,Morocco,6733,3052
USA,"Santa Cruz, California, USA",6734,598
"USA,Mexico","New York City, New York, USA",6735,3612
USA,,6736,3
USA,"New York City, New York, USA",6737,9
USA,,6738,3
USA,"Atlanta, Georgia, USA",6739,161
USA,"California, USA",6740,27
USA,"New London, Connecticut, USA",6741,3613
USA,"Rhode Island, USA",6742,2067
"Russia,USA",,6743,3614
"Italy,USA","WPGH-TV, Pittsburgh, Pennsylvania, USA",6744,3615
USA,"Atlanta, Georgia, USA",6745,161
USA,"Long Beach Polytechnic High School - 1600 Atlantic Avenue, Long Beach, California, USA",6746,629
USA,"Holmes Middle School - 9351 Paso Robles Ave Northridge, California, USA",6747,3616
USA,,6748,3
USA,,6749,3
USA,,6750,3
USA,"Los Angeles, California, USA",6751,10
USA,"New York City, New York, USA",6752,9
USA,"Santa Clarita, California, USA",6753,70
USA,"Barstow, California, USA",6754,1164
USA,"New York City, New York, USA",6755,9
USA,Costa Rica,6756,2339
USA,"Washington Square Park, Greenwich Village, Manhattan, New York City, New York, USA",6757,2070
USA,"New Orleans International Airport - 900 Airline Drive, Kenner, Louisiana, USA",6758,2904
"Canada,USA,Denmark","Copenhagen, Denmark",6759,3617
USA,"Idaho, USA",6760,3618
USA,"Utah, USA",6761,375
USA,,6762,3
USA,"Salton Sea, California, USA",6763,3619
USA,"California, USA",6764,27
USA,"Los Angeles, California, USA",6765,10
USA,"Shelburne Falls, Massachusetts, USA",6766,3620
USA,"New York City, New York, USA",6767,9
USA,"Il Cielo - 9018 Burton Way, Beverly Hills, California, USA",6768,3621
"Germany,Canada,USA","Winnipeg, Manitoba, Canada",6769,3622
USA,USA,6770,21
USA,"Los Angeles - Westside, California, USA",6771,3623
USA,,6772,3
USA,"Boston, Massachusetts, USA",6773,184
USA,"New York City, New York, USA",6774,9
USA,"New York City, New York, USA",6775,9
"UK,Germany,Sweden,Belgium,USA","Edinburgh, Scotland, UK",6776,3624
USA,Mexico,6777,454
USA,"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",6778,424
USA,"Atlanta, Georgia, USA",6779,161
USA,"Honesdale, Pennsylvania, USA",6780,3625
USA,"Tupper Lake, New York, USA",6781,3626
USA,"Los Angeles, California, USA",6782,10
USA,,6783,3
USA,"Sewickley Heights, Pennsylvania, USA",6784,3627
USA,"Ashland, Oregon, USA",6785,3628
"France,USA","Los Angeles, California, USA",6786,1383
USA,"Los Angeles, California, USA",6787,10
USA,"Fort Greene, Brooklyn, New York City, New York, USA",6788,3629
USA,"North Carolina, USA",6789,83
USA,"Terminal 4, JFK International Airport, Jamaica, Queens, New York City, New York, USA",6790,3630
USA,"New York City, New York, USA",6791,9
USA,"New York City, New York, USA",6792,9
USA,"Los Angeles, California, USA",6793,10
USA,,6794,3
USA,"Downtown, Los Angeles, California, USA",6795,357
USA,"Westwood Village, Westwood, Los Angeles, California, USA",6796,3631
USA,"Westerly, Rhode Island, USA",6797,3632
"USA,France","Manhattan, New York City, New York, USA",6798,3633
USA,"JW Marriott Hotel - 900 W. Olympic Boulevard, Downtown, Los Angeles, California, USA",6799,3634
USA,"Baton Rouge, Louisiana, USA",6800,243
USA,"Motion Picture & Television Country House and Hospital - 23388 Mulholland Dr, Woodland Hills, California, USA",6801,3635
USA,,6802,3
"USA,UK","Williamsburg, Brooklyn, New York City, New York, USA",6803,3636
USA,"Bedford-Stuyvesant, Brooklyn, New York City, New York, USA",6804,366
USA,"West Covina, California, USA",6805,3637
USA,"Los Angeles, California, USA",6806,10
USA,"Piru, California, USA",6807,2541
USA,"Vancouver, British Columbia, Canada",6808,47
USA,"Newfoundland, Newfoundland and Labrador, Canada",6809,3638
USA,"Hong Kong, China",6810,3312
"Canada,USA","Capilano River Regional Park, North Vancouver, British Columbia, Canada",6811,3639
USA,"Kansas City, Kansas, USA",6812,3640
USA,"Mountainside Shell Station, 742 SW Mt Si Boulevard, North Bend, Washington, USA",6813,3641
"USA,Germany,Canada","Bowen Island, British Columbia, Canada",6814,3642
"USA,UK","Bluebell Railway, East Sussex, England, UK",6815,3643
USA,"3rd Street Tunnel Stairway, Downtown, Los Angeles, California, USA",6816,3644
USA,,6817,3
USA,,6818,3
USA,,6819,3
USA,,6820,3
USA,,6821,3
USA,"Joe Lopes Skate Ramp, 338 Aloha Drive, San Leandro, California, USA",6822,3645
USA,,6823,3
"USA,Brazil,France","Los Angeles, California, USA",6824,3646
USA,"New York City, New York, USA",6825,9
USA,"Merry-Go-Round, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",6826,3647
USA,"Showline Studios, Toronto, Ontario, Canada",6827,777
USA,"Madison Square Garden, 7th Avenue, Chelsea, Manhattan, New York City, New York, USA",6828,485
"USA,Canada","Azure Lounge & Grill Bar - 770 Pacific Blvd., Vancouver, British Columbia, Canada",6829,3648
USA,"Los Angeles, California, USA",6830,10
"India,USA",India,6831,3649
USA,"Leith, North Dakota, USA",6832,3650
"UK,USA,Germany","Berlin, Germany",6833,3651
USA,"New York City, New York, USA",6834,9
USA,"New York City, New York, USA",6835,9
USA,"East 54th Street Recreation Center, New York City, New York, USA",6836,3652
USA,"College Point, Queens, New York City, New York, USA",6837,3653
USA,"Brooklyn Museum, Brooklyn, New York City, New York, USA",6838,3654
USA,,6839,3
"India,United Arab Emirates,USA",France,6840,3655
USA,"Fox Studios, Moore Park, Sydney, New South Wales, Australia",6841,3656
USA,,6842,3
USA,"Delaware, USA",6843,3657
USA,"Le Petit Chateau - 4615 Lankershim Blvd, North Hollywood, Los Angeles, California, USA",6844,3658
"Spain,Canada,USA","Toronto, Ontario, Canada",6845,3659
USA,"Harlem, New York, USA",6846,3660
USA,"New Orleans, Louisiana, USA",6847,171
USA,"Warner Ranch, Calabasas, California, USA",6848,3661
USA,"Fresh Pond Rail Yards, Queens, New York City, New York, USA",6849,3662
USA,"Barbetta Restaurant - 321 W. 46th Street, Manhattan, New York City, New York, USA",6850,3663
USA,"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",6851,102
USA,"Cannes, Alpes-Maritimes, France",6852,2686
"USA,UK","Estancia, New Mexico, USA",6853,3664
USA,"Prescott, Arizona, USA",6854,3665
USA,,6855,3
USA,"Marin Headlands, California, USA",6856,3666
USA,"Coral Springs, Florida, USA",6857,3667
USA,"Hotel Bel-Air - 701 Stone Canyon Rd, Bel Air, Los Angeles, California, USA",6858,3668
USA,"Big Sur, California, USA",6859,1310
USA,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",6860,56
USA,,6861,3
USA,"Hawthorne Grill - 13763 S. Hawthorne Boulevard, Hawthorne, California, USA",6862,3669
USA,"L'Orangerie - 903 North La Cienega Boulevard, Los Angeles, California, USA",6863,2861
USA,"380 South San Rafael Avenue, Pasadena, California, USA",6864,219
"Canada,USA","Yamashiro Restaurant - 1999 N. Sycamore Avenue, Hollywood, Los Angeles, California, USA",6865,3670
USA,"Condado De Chavez, Durango, Mexico",6866,3671
USA,"Mae Hong Son, Thailand",6867,3672
USA,"Santa Clarita, California, USA",6868,70
USA,"3906 Bluff Place, San Pedro, California, USA",6869,3673
USA,"Piermont, New York, USA",6870,3674
"Germany,USA","Casino de Monte Carlo, Monte Carlo, Monaco",6871,3675
USA,"Fort MacArthur, San Pedro, Los Angeles, California, USA",6872,3676
USA,"Robbins & Appleton Building, 1 Bond Street, New York City, New York, USA",6873,3677
USA,"Chicago, Illinois, USA",6874,244
USA,,6875,3
USA,"Stage 17, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",6876,3678
USA,"New York City, New York, USA",6877,9
USA,,6878,3
"USA,Germany","Dingwall Road, Croydon, London, England, UK",6879,3679
USA,"New York, USA",6880,334
USA,"Veluzat Motion Picture Ranch, Saugus, California, USA",6881,3680
USA,"Bass Lake, California, USA",6882,3142
USA,,6883,3
"USA,UK,Canada,China","Horsethief Canyon, Drumheller, Alberta, Canada",6884,3681
USA,"Brockton, Massachusetts, USA",6885,3682
USA,"Los Angeles, California, USA",6886,10
USA,"Terrytown, Louisiana, USA",6887,3683
USA,"Route 1 Saugus, Massachusetts, USA",6888,3684
USA,"Hanscom Field Airport, Bedford, Massachusetts, USA",6889,3685
"USA,Spain,UK,France","Barcelona, Catalonia, Spain",6890,3686
USA,"380 South San Rafael Avenue, Pasadena, California, USA",6891,219
USA,"D.C. Stages, 1360 East 6th Street, Downtown, Los Angeles, California, USA",6892,622
"USA,UK","London, England, UK",6893,589
USA,"Toronto, Ontario, Canada",6894,1126
USA,"Long Beach, California, USA",6895,23
USA,"Toronto, Ontario, Canada",6896,1126
USA,"Zia Pueblo, New Mexico, USA",6897,3687
USA,"Chicago, Illinois, USA",6898,244
USA,"Arlington, Massachusetts, USA",6899,3688
USA,"Chatsworth, Los Angeles, California, USA",6900,1070
USA,"Abbott Hall - 188 Washington Street, Marblehead, Massachusetts, USA",6901,3689
USA,"Los Angeles, California, USA",6902,10
USA,"London, England, UK",6903,418
USA,"Chicago, Illinois, USA",6904,244
"USA,Argentina","Depoe Bay, Oregon, USA",6905,3690
USA,"Garrison, New York, USA",6906,1216
"USA,South Africa",South Africa,6907,3691
USA,"Acapulco, Guerrero, Mexico",6908,1485
"USA,South Africa",Namibia,6909,3692
"Thailand,USA,Hong Kong",Australia,6910,3693
"France,USA,UK","Blackfriar's Bar, Merchant City, Glasgow, Strathclyde, Scotland, UK",6911,3694
USA,"London, England, UK",6912,418
USA,"Chicago, Illinois, USA",6913,244
USA,"Detroit Masonic Temple, Detroit, Michigan, USA",6914,3695
USA,"Salinas, California, USA",6915,3696
USA,"Guyton, Georgia, USA",6916,3697
USA,"KPFK Radio, North Hollywood, Los Angeles, California, USA",6917,3698
USA,"Montréal, Québec, Canada",6918,46
USA,"Hollywood Hills, Los Angeles, California, USA",6919,3317
USA,"Lower East Side, Manhattan, New York City, New York, USA",6920,2169
USA,"Paris, France",6921,467
USA,"North Carolina, USA",6922,83
"UK,USA,Germany","New Jersey, USA",6923,3699
"Germany,USA","Chicago, Illinois, USA",6924,3700
"France,USA","Paris, France",6925,2108
"USA,Canada","Ancaster, Ontario, Canada",6926,3701
USA,"Zoetry Agua Punta Cana, Dominican Republic",6927,3702
"USA,Germany,Romania","Zarnesti, Romania",6928,3703
USA,"Bombay Beach, California, USA",6929,3704
USA,,6930,3
USA,,6931,3
USA,,6932,3
USA,"3980 Wood Avenue, Coconut Grove, Miami, Florida, USA",6933,3705
USA,,6934,3
USA,"New York City, New York, USA",6935,9
USA,"Beverly Hills Hotel & Bungalows - 9641 Sunset Blvd., Beverly Hills, California, USA",6936,3706
USA,"Craig Air Force Base, Selma, Alabama, USA",6937,3707
"USA,Australia","Union Station/Columbus Circle, Washington, DC, USA",6938,3708
USA,,6939,3
USA,"Simon Fraser University, Burnaby, British Columbia, Canada",6940,1392
USA,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6941,71
USA,"California, USA",6942,27
USA,"Ennis-Brown House - 2655 Glendower Avenue, Los Feliz, Los Angeles, California, USA",6943,3709
USA,"Palos Verdes, California, USA",6944,1952
USA,"Venice, Los Angeles, California, USA",6945,2631
USA,"1800 Block of Union Street, Cow Hollow, San Francisco, California, USA",6946,3710
USA,"Congress Street, Tucson, Arizona, USA",6947,3094
USA,"Griffith Observatory, 2800 E Observatory Rd, Los Angeles, California, USA",6948,2598
"USA,Canada","Vancouver, British Columbia, Canada",6949,1132
USA,"Baton Rouge, Louisiana, USA",6950,243
USA,"California, USA",6951,27
"Mexico,USA,Italy","18 Brooks Road, Toms River, New Jersey, USA",6952,3711
USA,"18 Brooks Road, Toms River, New Jersey, USA",6953,3336
USA,"Amityville, Long Island, New York, USA",6954,3712
USA,"Hinchinbrook, Québec, Canada",6955,3713
"USA,Australia","Vancouver, British Columbia, Canada",6956,3714
USA,"Belvoir Castle, Belvoir, Leicestershire, England, UK",6957,3715
USA,,6958,3
USA,"Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",6959,251
USA,"2722 Club Dr Los Angeles, California, USA",6960,3716
USA,"Avenue of the Stars, Century City, Los Angeles, California, USA",6961,3717
USA,"Red Rock Canyon State Park - Highway 14, Cantil, California, USA",6962,2653
USA,"Los Angeles County Hyperion sewage plant., California, USA",6963,3718
USA,,6964,3
USA,"Coney Island, Brooklyn, New York City, New York, USA",6965,1873
USA,"California Hall, San Francisco, California, USA",6966,3719
"Thailand,USA","Bangkok, Thailand",6967,3720
USA,Bulgaria,6968,400
"USA,China","Anji bamboo forest, Jiangsu, China",6969,3721
USA,"Hualapai Reservation, Grand Canyon, West Rim, Arizona, USA",6970,3722
USA,"Freeport, Arizona, USA",6971,3723
USA,"Los Angeles, California, USA",6972,10
USA,"St. Croix, U.S. Virgin Islands",6973,1163
USA,,6974,3
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6975,289
USA,"Seattle, Washington, USA",6976,529
USA,"Montgomery, New York, USA",6977,3724
USA,"Brooklyn, New York City, New York, USA",6978,33
USA,"MacArthur Causeway, Miami, Florida, USA",6979,3725
USA,"3721 Northern Boulevard, Long Island City, Queens, New York City, New York, USA",6980,3726
USA,"New York City, New York, USA",6981,9
USA,"Brooklyn, New York City, New York, USA",6982,33
USA,"Brooklyn Heights, Brooklyn, New York City, New York, USA",6983,2749
"UK,USA","Knickerbocker Bar & Grill -33 University Place, Greenwich Village, Manhattan, New York City, New York, USA",6984,3727
USA,"Galisteo, New Mexico, USA",6985,779
"Germany,Canada,New Zealand,USA","Alaska, USA",6986,3728
USA,"361 Willow Hedge Dr, Monroeville, Pennsylvania, USA",6987,3729
"UK,USA","Burnham Beeches, Buckinghamshire, England, UK",6988,3730
USA,"Baylands Raceway Park - 44333 Christy Lane, Fremont, California, USA",6989,3731
"UK,Ireland,USA","Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland",6990,3732
"UK,Germany,Ireland,USA","Dublin, County Dublin, Ireland",6991,3733
USA,"Los Angeles, California, USA",6992,10
USA,"New York City, New York, USA",6993,9
USA,"New Orleans, Louisiana, USA",6994,171
USA,"Leo Carrillo State Beach - 35000 W. Pacific Coast Highway, Malibu, California, USA",6995,3734
"Canada,UK,Iceland,USA,Australia",Iceland,6996,3735
USA,"Millennium Studios- 300 Douglas Street, Shreveport, Louisiana, USA",6997,2205
USA,"Half Moon Bay, California, USA",6998,3736
USA,"New York City, New York, USA",6999,9
"UK,USA","Letchmore Heath, Hertfordshire, England, UK",7000,3737
USA,"Los Angeles, California, USA",7001,10
USA,"Manchester, Tennessee, USA",7002,3738
"USA,France","Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",7003,3739
USA,"Hoboken, New Jersey, USA",7004,3740
USA,"Bunker Hill, Downtown, Los Angeles, California, USA",7005,3741
USA,"Taconic Correctional Facility, Bedford Hills, New York, USA",7006,3742
USA,"New York City, New York, USA",7007,9
"USA,Germany","Studio Babelsberg, Potsdam, Brandenburg, Germany",7008,3743
USA,"Bosque Farms, New Mexico, USA",7009,591
USA,"New Orleans, Louisiana, USA",7010,171
USA,"Austin, Texas, USA",7011,216
USA,"Austin, Texas, USA",7012,216
USA,"Oakland, California, USA",7013,3194
USA,"New York, USA",7014,334
USA,"Columbia, South Carolina, USA",7015,2038
USA,"Odessa, Texas, USA",7016,3744
USA,,7017,3
USA,,7018,3
USA,"Ottawa, Ontario, Canada",7019,3546
USA,"New York, USA",7020,334
USA,"Dallas, Texas, USA",7021,1326
USA,,7022,3
USA,,7023,3
USA,"Graham, North Carolina, USA",7024,3745
USA,"La Salle, Michigan, USA",7025,3746
USA,"Utah, USA",7026,375
USA,"Cornwallville, New York, USA",7027,3747
"Luxembourg,Belgium,Spain,USA",,7028,3748
USA,"New York, USA",7029,334
USA,USA,7030,21
USA,"Atlanta, Georgia, USA",7031,161
USA,,7032,3
"USA,Spain",Spain,7033,3749
USA,"Santa Monica Beach, Santa Monica, California, USA",7034,3750
USA,"Poughkeepsie, New York, USA",7035,3751
USA,"Los Angeles, California, USA",7036,10
USA,"Indio, California, USA",7037,3752
USA,,7038,3
"Canada,USA","Vancouver, British Columbia, Canada",7039,3031
USA,"Los Angeles, California, USA",7040,10
"USA,Netherlands","New York, USA",7041,3753
USA,"Alhambra, California, USA",7042,849
USA,,7043,3
USA,"Oneonta, New York, USA",7044,3754
"Canada,USA","Clayton, Georgia, USA",7045,3755
USA,"1026 W Shore Rd, Mill Neck, Long Island, New York, USA",7046,3756
"USA,Italy","480 W Cocoa Beach Causeway, Cocoa Beach, Florida, USA",7047,3757
USA,"Portland, Oregon, USA",7048,24
USA,"Downtown, Los Angeles, California, USA",7049,357
USA,"Ridgewood, New Jersey, USA",7050,3758
"USA,France,Canada","Berlin, Germany",7051,3759
USA,"Los Angeles, California, USA",7052,10
USA,"Santa Ventura Studios - 5301 North Ventura Avenue, Ventura, California, USA",7053,498
"UK,USA,Germany,Czech Republic","Barrandov Studios, Prague, Czech Republic",7054,3760
USA,,7055,3
USA,"Salt Lake City, Utah, USA",7056,1845
USA,,7057,3
USA,"Red Bluff, California, USA",7058,3761
USA,,7059,3
USA,"Coquitlam, British Columbia, Canada",7060,1087
USA,"New Orleans, Louisiana, USA",7061,171
"New Zealand,USA","Camperdown Studios, Camperdown Road, Miramar, Wellington, New Zealand",7062,3762
"USA,Japan","Dundas, Ontario, Canada",7063,3763
USA,"Los Angeles, California, USA",7064,10
USA,,7065,3
USA,"Charlotte, North Carolina, USA",7066,371
USA,"Langley, British Columbia, Canada",7067,3764
USA,,7068,3
USA,"Los Angeles, California, USA",7069,10
USA,"Boston, Massachusetts, USA",7070,184
USA,"New Orleans, Louisiana, USA",7071,171
USA,,7072,3
"Canada,USA","Victoria, British Columbia, Canada",7073,3765
USA,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",7074,69
USA,,7075,3
"USA,India","Los Angeles, California, USA",7076,3766
USA,,7077,3
USA,,7078,3
USA,,7079,3
USA,,7080,3
USA,"Tennessee, USA",7081,1006
USA,"Greenville, Mississippi, USA",7082,3767
USA,"New Orleans, Louisiana, USA",7083,171
"USA,Canada","Vancouver, British Columbia, Canada",7084,1132
USA,"Joshua Tree, California, USA",7085,2263
USA,,7086,3
USA,"Dallas, Texas, USA",7087,1326
USA,"Los Angeles, California, USA",7088,10
USA,"Silt, Colorado, USA",7089,3768
USA,,7090,3
USA,"Kittanning, Pennsylvania, USA",7091,3413
USA,"Grand Rapids, Michigan, USA",7092,1862
USA,"Long Beach, California, USA",7093,23
USA,"Connecticut, USA",7094,707
"UK,Canada,Romania,USA",Canada,7095,3769
USA,"Guthrie, Oklahoma, USA",7096,1858
USA,"Calabasas, California, USA",7097,577
USA,,7098,3
USA,"Hollywood, Los Angeles, California, USA",7099,659
USA,,7100,3
USA,,7101,3
USA,"Tulsa, Oklahoma, USA",7102,1618
USA,"Tulsa, Oklahoma, USA",7103,1618
USA,"Cle Elum, Washington, USA",7104,3770
