Director,original_index,unique_index
Joe Robert Cole,6530,3307
"Josh Adams,Marcus Finkel",6531,3308
Joe Miale,6532,3309
Justin Lee,6533,3310
Sean Ryan Finnegan,6534,3311
Brendan Bradley,6535,3312
Neill Blomkamp,6536,686
"Michael Powell,Emeric Pressburger",6537,3313
Joan Carr-Wiggin,6538,3314
Dan Sallitt,6539,2763
Dan Sallitt,6540,2763
Andrew T. Betzer,6541,3315
Eliza Hittman,6542,3316
Gianfranco Rosi,6543,3317
Amy Berg,6544,2260
Roberto Minervini,6545,2764
Roberto Minervini,6546,2764
Patrick Creadon,6547,3318
Douglas Aarniokoski,6548,96
John Fuhrman,6549,3319
Aimee Lagos,6550,3320
Dagen Merrill,6551,2130
Maxim Korostyshevsky,6552,3321
Michael Pressman,6553,988
Ulu Grosbard,6554,3322
Jocelyn Moorhouse,6555,3323
John N. Smith,6556,3324
Malik Vitthal,6557,3325
David Cronenberg,6558,207
Theophilus Lacey,6559,3326
Luciana Faulhaber,6560,3327
Geoff Lerer,6561,3328
Marc-Andre Samson,6562,3329
William Dickerson,6563,3330
Jeremy Gardner,6564,3331
Riley Stearns,6565,3332
Jacques Tourneur,6566,552
"Jemaine Clement,Taika Waititi",6567,3333
James DeMonaco,6568,3334
Stiles White,6569,3335
Tom Harper,6570,3336
John Pogue,6571,2923
Bobcat Goldthwait,6572,2563
Bruce Joel Rubin,6573,3337
Blair Erickson,6574,3338
David Jung,6575,3339
Richard Brooks,6576,1702
Luiso Berdejo,6577,1043
Michael D. Akers,6578,3340
Ilo Orleans,6579,3341
David Lewis,6580,3342
Jon Garcia,6581,2798
Damion Dietz,6582,3343
"Casper Andreas,Fred M. Caruso",6583,3344
Q. Allan Brocka,6584,3345
J.C. Calciano,6585,3346
J.C. Calciano,6586,3346
Casper Andreas,6587,3347
Casper Andreas,6588,3347
Tom Gustafson,6589,3348
Russell P. Marleau,6590,3349
Rob Williams,6591,3350
Alan Brown,6592,3351
Richard Brooks,6593,1702
Yen Tan,6594,3352
Todd Verow,6595,3353
Steven Vasquez,6596,3354
Wade Gasque,6597,3355
Mark Bessenger,6598,3356
"Bernard Shumanski,Harry Shumanski",6599,3357
J.C. Calciano,6600,3346
David Au,6601,3358
Todd Stephens,6602,3359
Gary Entin,6603,3360
Tennyson Bardwell,6604,3361
Patrick McGuinn,6605,3362
"Caroline Abbey,Tyler Pina",6606,3363
Corey Norman,6607,3364
Matthew Douglas Grzeszak,6608,3365
Michael Storch,6609,3366
David Worth,6610,3367
Tristan James Jensen,6611,3368
Kristjan Thor,6612,3369
Larry Rosen,6613,3370
"Sophia Cacciola,Michael J. Epstein",6614,1612
Kyle Broom,6615,3371
Angel Lebon,6616,3372
"Aaron Keeling,Austin Keeling",6617,3373
Matt Stuertz,6618,3374
Eric Badros,6619,3375
Brian Naydol,6620,3376
Suneel Tripuraneni,6621,3377
Zachary Beckler,6622,3378
James Tucker,6623,3379
Jonas Stolpe,6624,3380
Victoria Sutton,6625,3381
Daniel Robbins,6626,3382
Josh Kim,6627,3383
Chloé Zhao,6628,3384
"Cliff McClelland,Tom Zembrod",6629,3385
Brian Lupo,6630,3386
"Paul Arnone,Tom Komisar",6631,3387
"Doc Zee,Hassan Zee",6632,3388
Jeff Sun,6633,3389
Caleb Deschanel,6634,3390
Byron Haskin,6635,464
Yen Tan,6636,3352
John Poliquin,6637,3391
Michael Cohn,6638,3392
Paul Dale,6639,3393
Dave Parker,6640,3394
Rodney McDonald,6641,3395
Steve Mims,6642,3396
Jag Mundhra,6643,3397
Andrew Stevens,6644,3011
Todor Chapkanov,6645,3398
Deon Taylor,6646,3399
Craig Singer,6647,3400
Adam Gierasch,6648,1981
Jeremy Haft,6649,3401
Jeff Betancourt,6650,3402
Jim Gillespie,6651,307
Michael Biehn,6652,3403
Darin Scott,6653,3404
William Brent Bell,6654,3405
Jennifer Blanc,6655,3406
John Polson,6656,3407
Quentin Dupieux,6657,3408
Gregory Wilson,6658,3409
Terry Jones,6659,3410
"Mike Cahill,Brit Marling",6660,3411
Barry Levinson,6661,139
Amy Heckerling,6662,1556
Jason Bloom,6663,3412
Judd Apatow,6664,186
Bruce McCulloch,6665,3413
Elaine May,6666,3414
"Bobby Farrelly,Peter Farrelly",6667,112
Les Mayfield,6668,92
Hugh Wilson,6669,1402
Reginald Hudlin,6670,1940
Amanda Wilder,6671,3415
"Bill Ross IV,Turner Ross",6672,3416
Joel Potrykus,6673,3417
AJ Schnack,6674,2216
Kris Swanberg,6675,2827
Paul Harrill,6676,3418
"Bill Ross IV,Turner Ross",6677,3416
"Sean Fine,Andrea Nix",6678,3419
Jeremiah Zagar,6679,3420
Iris K. Shim,6680,3421
"Shari Cookson,Nick Doob",6681,3422
Cynthia Hill,6682,3423
Samantha Buck,6683,3424
Marta Cunningham,6684,3425
"Martha Shane,Lana Wilson",6685,3426
Peter Nicks,6686,3427
"David Weissman,Bill Weber",6687,3428
Errol Morris,6688,483
Charles Ferguson,6689,286
Errol Morris,6690,483
Eugene Jarecki,6691,3043
Rory Kennedy,6692,3429
Laura Poitras,6693,3430
Brett Morgen,6694,3431
"Marcus Vetter,Karin Steinberger",6695,3432
Greg Barker,6696,3433
Frederick Wiseman,6697,3434
Jesse Moss,6698,3435
"Michael Camerini,Shari Robertson",6699,3436
Iva Radivojevic,6700,3437
Gillian Laub,6701,3438
Thomas G. Miller,6702,3439
"Linda Goode Bryant,Laura Poitras",6703,3440
Marc Fienberg,6704,3441
Chad Michael Ward,6705,3442
Zalman King,6706,304
Carter,6707,3443
Alex Winter,6708,3444
Shane Stanley,6709,3445
Stanley M. Brooks,6710,3446
"Amir Bar-Lev,Brian DePalma",6711,3447
"Nick Broomfield,Joan Churchill",6712,3448
William Gazecki,6713,3449
D.A. Pennebaker,6714,3450
Barbara Kopple,6715,3451
Marshall Curry,6716,3452
Al Reinert,6717,3453
"Robert Epstein,Rob Epstein",6718,3454
Peter Davis,6719,3455
Errol Morris,6720,483
Joshua Rofé,6721,3456
Tiller Russell,6722,3457
"Don Hardy Jr.,Dana Nachman",6723,3458
Peter Sollett,6724,1786
Nikole Beckwith,6725,3459
Drake Doremus,6726,3460
Gaby Dellal,6727,3461
Jon M. Chu,6728,1240
Scott Speer,6729,3462
Jon M. Chu,6730,1240
Trish Sie,6731,3463
"Andrew Mogel,Jarrad Paul",6732,3464
Andrew Niccol,6733,858
Gren Wells,6734,3465
Alejandro Monteverde,6735,2826
Chad Burns,6736,392
Brendan Gabriel Murphy,6737,3466
Marc Silver,6738,3467
Charles Stone III,6739,1594
S. Craig Zahler,6740,3468
A.D. Calvo,6741,3469
Joe Begos,6742,3470
Ilya Naishuller,6743,3471
George A. Romero,6744,1
Kyle Newman,6745,3472
Joe Nussbaum,6746,251
Joe Nussbaum,6747,251
Lea Thompson,6748,3473
Bette Gordon,6749,3474
Justin Kelly,6750,3475
Luke Rivett,6751,3476
William Savage,6752,3477
Sam Jaeger,6753,3478
Rajeev Dassani,6754,3479
Victor Levin,6755,3480
Juan Feldman,6756,3481
John Carney,6757,3482
Andrew Fleming,6758,306
Mark Raso,6759,3483
"Russell Friedenberg,Randy Redroad",6760,3484
Ami Canaan Mann,6761,2449
Michael Picchiottino,6762,3485
Elgin James,6763,3486
Nick Gaglia,6764,3487
James D.R. Hickox,6765,3488
Jason Reitman,6766,1763
Chris Rock,6767,3489
James L. Brooks,6768,1147
Peter Howitt,6769,1478
Spike Lee,6770,181
Nicole Holofcener,6771,1855
"Jay Duplass,Mark Duplass",6772,2959
David Dobkin,6773,586
Peter Glanz,6774,3490
Theodore Melfi,6775,3491
Jon S. Baird,6776,3492
David Wain,6777,1854
Jesse Peretz,6778,3493
Stu Zicherman,6779,3494
David Wain,6780,1854
Phil Morrison,6781,1919
Susanna Fogel,6782,3495
Sara Colangelo,6783,3496
Bennett Miller,6784,1341
Jean-Marc Vallée,6785,1339
Gregg Araki,6786,3497
George C. Wolfe,6787,273
Dee Rees,6788,3498
Tina Mabry,6789,3499
Drake Doremus,6790,3460
Stuart Blumberg,6791,3500
Frank Whaley,6792,2395
Helen Hunt,6793,3501
Kat Coiro,6794,3502
Steven Brill,6795,1363
Jay Roach,6796,334
Peter Hedges,6797,704
Massy Tadjedin,6798,3503
Don Scardino,6799,3504
Scot Armstrong,6800,3505
Courteney Cox,6801,3506
Kate Barker-Froyland,6802,3507
Shawn Christensen,6803,3508
Michel Gondry,6804,792
Brian Robbins,6805,883
John Whitesell,6806,1561
Stephen Herek,6807,326
David Zucker,6808,925
Matia Karrell,6809,3509
Kurt Wimmer,6810,1183
Rob Bowman,6811,810
Jonathan Dillon,6812,3510
George Sluizer,6813,2199
Neil LaBute,6814,1453
Jack Clayton,6815,3511
John Farrow,6816,1724
"Beth Aala,Mike Myers",6817,3512
Cesario Montaño,6818,3513
Helen Stickler,6819,3514
Jacob Rosenberg,6820,3515
Adam Bhala Lough,6821,3516
Stacy Peralta,6822,3517
"Laurie House,Colin Powers",6823,3518
Adam Bhala Lough,6824,3516
"Ken Burns,Sarah Burns",6825,3519
Fran Rubel Kuzui,6826,3520
Patrick Lussier,6827,2549
Jon M. Chu,6828,1240
Betty Thomas,6829,709
Peter Sattler,6830,3521
"Jimmy Chin,Elizabeth Chai Vasarhelyi",6831,3522
"Michael Beach Nichols,Christopher K. Walker",6832,3523
Anton Corbijn,6833,2214
Michaël R. Roskam,6834,3524
Ned Benson,6835,3525
Steven Shainberg,6836,2542
John Cameron Mitchell,6837,3526
Noah Baumbach,6838,1124
Noah Baumbach,6839,1124
Lasse Hallström,6840,1826
Angelina Jolie,6841,1116
"Jay Duplass,Mark Duplass",6842,2959
Alison Bagnall,6843,3527
Paul Thomas Anderson,6844,1024
Alejandro Amenábar,6845,2508
Alan Bendich,6846,3528
Richie Adams,6847,3529
Michael Curtiz,6848,29
Woody Allen,6849,694
Woody Allen,6850,694
Frank Oz,6851,431
Ralph Levy,6852,3530
Sam Peckinpah,6853,188
Sam Peckinpah,6854,188
Sam Peckinpah,6855,188
Sam Peckinpah,6856,188
Allan Arkush,6857,3531
Michael Ritchie,6858,136
Jay Sandrich,6859,3532
Dan Aykroyd,6860,3533
Larry Cohen,6861,444
Michael Ritchie,6862,136
Walter Hill,6863,445
Tom Mankiewicz,6864,1596
David Steinberg,6865,3534
Peter Markle,6866,1009
Nicholas Meyer,6867,2522
Michael Dinner,6868,3181
Carl Reiner,6869,1017
Rolfe Kanefsky,6870,3535
Eugene Levy,6871,3536
Jonathan Demme,6872,791
Hugh Wilson,6873,1402
Michael Ritchie,6874,136
Howard Zieff,6875,1074
Herbert Ross,6876,145
Damian Harris,6877,3537
Michael J. Mantsourani Jr.,6878,2552
Jon Amiel,6879,1322
"Howard Franklin,Bill Murray",6880,3538
Ken Wiederhorn,6881,105
Bob Logan,6882,3539
Margaret Brown,6883,3540
Sergey Bodrov,6884,1628
Sean Anders,6885,1555
Rupert Wyatt,6886,687
Christopher Leone,6887,3541
Frank Coraci,6888,947
Steve Carr,6889,943
Pierre Morel,6890,3542
Craig R. Baxley,6891,3239
Jake Kasdan,6892,244
James McTeigue,6893,2031
Reginald Hudlin,6894,1940
Rob Pritts,6895,3543
Bruce McCulloch,6896,3413
"David Pastor,Àlex Pastor",6897,3544
Thom Eberhardt,6898,2146
Sam Weisman,6899,989
Bob Dolman,6900,1677
George Miller,6901,979
Jason Freeland,6902,3545
Drake Doremus,6903,3460
Lori Petty,6904,3546
Guillermo Arriaga,6905,3547
James Oakley,6906,3548
Frans Nel,6907,3549
George P. Cosmatos,6908,804
Roland Emmerich,6909,263
Prachya Pinkaew,6910,3550
Louis Leterrier,6911,831
"Colin Strause,Greg Strause",6912,1512
Paul McGuigan,6913,1314
Marc Forster,6914,451
Barry Levinson,6915,139
Robert Altman,6916,2407
Alan Rudolph,6917,2915
Alan Rudolph,6918,2915
"Alan Cumming,Jennifer Jason Leigh",6919,3551
Joan Micklin Silver,6920,3552
Philip Kaufman,6921,221
Alan Parker,6922,806
Nicole Holofcener,6923,1855
Robert Altman,6924,2407
James Ivory,6925,75
George A. Romero,6926,1
"Matt Bettinelli-Olpin,Tyler Gillett",6927,3553
Bruce Hunt,6928,3554
"Chris Metzler,Jeff Springer",6929,3555
Michael Stephenson,6930,516
Scott J. Gill,6931,2528
Erle C. Kenton,6932,1195
Gerard Damiano,6933,3556
Stanley Nelson,6934,3557
Joseph W. Sarno,6935,3558
"Nanette Burstein,Brett Morgen",6936,3559
Abel Ferrara,6937,2487
"Oliver Hirschbiegel,James McTeigue",6938,3560
Edward L. Cahn,6939,349
Chris Walas,6940,557
Edward Bernds,6941,2363
Roger Corman,6942,1446
William Castle,6943,200
Roger Corman,6944,1446
Larry Hagman,6945,3561
Nicholas Meyer,6946,2522
Jonathan R. Betuel,6947,1525
Edgar G. Ulmer,6948,215
Ole Bornedal,6949,3562
Tom Elkins,6950,3563
Fritz Kiersch,6951,2640
Damiano Damiani,6952,3564
Richard Fleischer,6953,964
Eric Walter,6954,3565
Mathieu Kassovitz,6955,3566
Steve Beck,6956,2921
Jan de Bont,6957,13
William Castle,6958,200
William Malone,6959,3567
Fred Walton,6960,3568
J. Lee Thompson,6961,72
Ted Post,6962,1222
J. Lee Thompson,6963,72
William Monahan,6964,1777
James Gray,6965,3233
"George Butler,Robert Fiore",6966,3569
Isaac Florentine,6967,1088
Isaac Florentine,6968,1088
Rob Minkoff,6969,668
Roland Emmerich,6970,263
Steven Spielberg,6971,413
James L. Brooks,6972,1147
Don Taylor,6973,2727
Christopher H. Baum,6974,3570
Michael Apted,6975,853
Bobcat Goldthwait,6976,2563
Patrick Stettner,6977,3571
David Duchovny,6978,3572
Mike Nichols,6979,456
Roger Donaldson,6980,697
Fielder Cook,6981,367
Paul Mazursky,6982,134
Kirsten Sheridan,6983,3573
Kelly Makin,6984,3574
Marc Lawrence,6985,1105
Mark Mylod,6986,933
George A. Romero,6987,1
John Landis,6988,960
Bill L. Norton,6989,3575
Stephen Frears,6990,238
Thaddeus O'Sullivan,6991,3576
Jonas Pate,6992,3577
John Swanbeck,6993,3578
Trent Cooper,6994,3579
Paul Wendkos,6995,2055
Sturla Gunnarsson,6996,3580
Gabriele Muccino,6997,1303
"Michael Apted,Curtis Hanson",6998,3581
Martin Scorsese,6999,236
Wolf Rilla,7000,3582
John Carpenter,7001,1327
John Carpenter,7002,1327
John Carpenter,7003,1327
Scott Kalvert,7004,3583
"Roger Corman,Charles B. Griffith",7005,3584
Steven Soderbergh,7006,89
Kenneth Lonergan,7007,3585
George Clooney,7008,279
Jee-woon Kim,7009,3586
Gary Fleder,7010,803
Bob Byington,7011,1837
Bob Byington,7012,1837
Ryan Coogler,7013,1114
"Ben Safdie,Joshua Safdie",7014,3587
Tommy Faircloth,7015,2935
Billy 'Bloody Bill' Pon,7016,3588
Buz Alexander,7017,3589
Tommy Faircloth,7018,2935
Joseph Ruben,7019,176
Billy Kent,7020,417
Josh Ridgway,7021,3590
Timothy J. Aguado,7022,3591
Nathan Todd Sims,7023,3592
"Dean Jones,Dean Jones",7024,3593
Chris Majors,7025,3594
John Lyde,7026,1502
Douglas C. Williams,7027,3595
Raul Garcia,7028,3596
Lloyd Kaufman,7029,2575
Lloyd Kaufman,7030,2575
James Bickert,7031,3597
"Drew Bolduc,Dan Nelson",7032,3598
Peter Manoogian,7033,3599
George Cameron Romero,7034,3600
Carlos Rincones,7035,3601
Frank Merle,7036,3602
Terry T. Miller,7037,3603
Vishnu Seesahai,7038,3604
Tyler Shields,7039,3605
David DeCoteau,7040,370
"Genie Joseph,Thomas Doran",7041,3606
David DeCoteau,7042,370
Ken Dixon,7043,470
Roger Watkins,7044,3607
William Fruet,7045,3029
Theodore Gershuny,7046,3608
Romano Scavolini,7047,3609
Don Gronquist,7048,3610
Denny Harris,7049,3611
Jack Sholder,7050,2702
"Douglas Buck,Buddy Giovinazzo",7051,3612
Tara Miele,7052,3613
Gabriela Tagliavini,7053,3614
Peter Hyams,7054,1164
Derrick Borte,7055,3615
"Scott Beck,Bryan Woods",7056,3616
Cary Bell,7057,3617
Jeremy Berg,7058,3618
Robert McCallum,7059,3619
"Jen Soska,Sylvia Soska",7060,3163
Renny Harlin,7061,1185
Peter Jackson,7062,838
Shunji Iwai,7063,3620
Bears Fonté,7064,3621
Bobby Smyth,7065,3622
Heather Hale,7066,3623
Nicholas Kalikow,7067,3624
Ron Newcomb,7068,3625
Julian Richards,7069,3626
James Mottern,7070,3627
Simon West,7071,844
Jeff Daniel Phillips,7072,3628
Greg Francis,7073,3629
Vito Trabucco,7074,3630
Evan Cholfin,7075,3631
Ramone Menon,7076,3632
Steve Altman,7077,3633
"Jay Duplass,Mark Duplass",7078,2959
"Jay Duplass,Mark Duplass",7079,2959
Jason Banker,7080,3634
Doug Mallette,7081,3635
Victor Salva,7082,1648
Austin Stark,7083,3636
David Hackl,7084,1844
Nils Timm,7085,3637
Mohammad Mohammad,7086,3638
Ben Browder,7087,3639
Craig Efros,7088,3640
Andy Palmer,7089,3641
Tara Anaïse,7090,3642
Joe Dante,7091,52
Michael A. Nickles,7092,3643
Jose Prendes,7093,3644
Wes Craven,7094,294
Courtney Solomon,7095,3150
Harry Basil,7096,2074
Travis Baker,7097,3645
Billy Luther,7098,3646
Jeremy Lamberton,7099,3647
Todd Lincoln,7100,3648
Todd Lincoln,7101,3648
Todd Lincoln,7102,3648
Todd Lincoln,7103,3648
Robert Newman,7104,3649
Sean McGarry,7105,3650
Alexander Kane,7106,3651
Damien Leone,7107,2644
Don Mancini,7108,3652
Jack Bender,7109,3653
Seth Grossman,7110,3654
"Bobby Roe,Jeff Larson",7111,3655
Malik Bader,7112,3656
Ben Cresciman,7113,3657
Kelly Makin,7114,3574
Phil Karlson,7115,2043
Robert Fuest,7116,3658
Roger Corman,7117,1446
Roger Corman,7118,1446
Jacques Tourneur,7119,552
Jason Kartalian,7120,3659
George A. Romero,7121,1
Emile Chautard,7122,3660
Ernst Lubitsch,7123,1259
Roland West,7124,3661
Howard Higgin,7125,3662
George Fitzmaurice,7126,2633
Mervyn LeRoy,7127,82
Howard Higgin,7128,3662
Frank Lloyd,7129,1238
Mervyn LeRoy,7130,82
William Dieterle,7131,411
Michael Curtiz,7132,29
Michael Curtiz,7133,29
Archie Mayo,7134,410
William A. Wellman,7135,83
Victor Fleming,7136,59
William A. Wellman,7137,83
Jack Conway,7138,85
Robert Z. Leonard,7139,1665
William A. Wellman,7140,83
Clarence Brown,7141,1378
"Howard Bretherton,William Keighley",7142,3663
Lowell Sherman,7143,3664
Lloyd Bacon,7144,232
Michael Curtiz,7145,29
Edmund Goulding,7146,1249
Edmund Goulding,7147,1249
"Lloyd Bacon,Michael Curtiz",7148,3665
Curtis Bernhardt,7149,2408
Anatole Litvak,7150,2905
James Whale,7151,813
"Sidney Franklin,Victor Fleming",7152,3666
Sidney Franklin,7153,3667
John Ford,7154,97
John Farrow,7155,1724
William Dieterle,7156,411
"George W. Hill,Ward Wing",7157,3668
Mervyn LeRoy,7158,82
Edward Ludwig,7159,150
Roy Del Ruth,7160,1669
William Keighley,7161,358
Anatole Litvak,7162,2905
Lloyd Bacon,7163,232
Roy Del Ruth,7164,1669
Lloyd Bacon,7165,232
Alfred E. Green,7166,60
Michael Curtiz,7167,29
"Archie Mayo,Michael Curtiz",7168,3669
William Dieterle,7169,411
Lewis Seiler,7170,2417
Wesley Ruggles,7171,2384
Mervyn LeRoy,7172,82
John Landis,7173,960
John Landis,7174,960
"Joe Dante,Carl Gottlieb",7175,3670
John Landis,7176,960
John Landis,7177,960
Paul Sloane,7178,2626
Josef von Sternberg,7179,2416
Marion Gering,7180,3671
George Fitzmaurice,7181,2633
Wesley Ruggles,7182,2384
Dorothy Arzner,7183,3672
Victor Fleming,7184,59
Frank Tuttle,7185,3673
Alexander Hall,7186,364
"Alexander Hall,George Somnes",7187,3674
Stuart Walker,7188,1196
William C. McGann,7189,3675
Irving Pichel,7190,2426
Gregory Ratoff,7191,2845
"George Cukor,George Fitzmaurice",7192,3676
Henry King,7193,1709
Jacques Tourneur,7194,552
Tay Garnett,7195,198
George Cukor,7196,889
"George Marshall,Edward F. Cline",7197,3677
"Henry King,Roy Ward Baker",7198,3678
Jacques Tourneur,7199,552
Robert Aldrich,7200,137
Daniel Mann,7201,2320
David Miller,7202,3679
Jack Conway,7203,85
Robert Wise,7204,699
Anatole Litvak,7205,2905
"Howard Hughes,Howard Hawks",7206,3680
Henry Hathaway,7207,153
"Howard Hughes,Edmund Goulding",7208,3681
Francis Lawrence,7209,835
Mary Stuart Masterson,7210,3682
Larry Stewart,7211,3683
Fred Walton,7212,3568
Dick Richards,7213,3684
Tony Randel,7214,3039
Tony Randel,7215,3039
Tony Randel,7216,3039
Tony Randel,7217,3039
Tony Randel,7218,3039
"Leora Barish,Edgar Michael Bravo",7219,3685
Richard Fleischer,7220,964
Joan Micklin Silver,7221,3552
Joan Micklin Silver,7222,3552
Arthur Chisholm,7223,3686
Robert Aldrich,7224,137
Michael Laughlin,7225,3281
Carl Schenkel,7226,2977
Michael Schultz,7227,3687
Walter Hill,7228,445
Bob Giraldi,7229,3688
"Oz Scott,Michael Schultz",7230,3689
Michael Crichton,7231,1439
J. Lee Thompson,7232,72
Carl Schultz,7233,3690
John Schlesinger,7234,1149
"Dick Richards,Jerry Jameson",7235,3691
Harley Cokeliss,7236,3692
Buzz Kulik,7237,3101
David Steinberg,7238,3534
Robby Benson,7239,3693
Bill Forsyth,7240,3694
David Hugh Jones,7241,3695
Burt Reynolds,7242,3696
Burt Reynolds,7243,3696
Steve Gordon,7244,3697
Burt Reynolds,7245,3696
Ted Kotcheff,7246,218
Mark L. Lester,7247,397
Mark L. Lester,7248,397
Mark L. Lester,7249,397
Mark L. Lester,7250,397
Richard Rush,7251,2445
Mark L. Lester,7252,397
Mark L. Lester,7253,397
Jim Wilson,7254,1361
Hal Needham,7255,3698
Mark L. Lester,7256,397
Mark L. Lester,7257,397
Mark L. Lester,7258,397
Mark L. Lester,7259,397
Marvin J. Chomsky,7260,3699
Mark L. Lester,7261,397
Gordon Douglas,7262,1210
Andrew Bergman,7263,1079
Herbert Ross,7264,145
Robert Altman,7265,2407
Daniel Algrant,7266,857
Tony Richardson,7267,402
Rene Daalder,7268,3700
Les Mayfield,7269,92
Hark Tsui,7270,3701
Sheldon Lettich,7271,3049
Deran Sarafian,7272,2093
Ringo Lam,7273,2469
Jean-Claude Van Damme,7274,2466
"David Worth (II),David Worth,Mark DiSalle,Mark Di Salle",7275,3702
Robert Harmon,7276,2147
Alan Rudolph,7277,2915
Bill L. Norton,7278,3575
Stewart Raffill,7279,2442
Stephen King,7280,3703
Emilio Estevez,7281,3241
Graeme Clifford,7282,3118
Peter Werner,7283,3704
David Winters,7284,3705
"Victor M. Ordonez,Ed Palmos",7285,3706
John E. Hudgens,7286,3707
David Mankey,7287,3708
Lonnie Schuyler,7288,3709
Dean Chapman,7289,3710
Andrew Jarecki,7290,1424
D.J. Caruso,7291,45
Albert Band,7292,522
Matthew Leutwyler,7293,3711
Dante Tomaselli,7294,3062
Dante Tomaselli,7295,3062
Dante Tomaselli,7296,3062
Philippe Mora,7297,3238
Charles B. Pierce,7298,3063
Charles B. Pierce,7299,3063
James Gunn,7300,828
Eli Craig,7301,3712
Hunter G. Williams,7302,3713
Griff Furst,7303,3714
Rob Zombie,7304,529
Rob Zombie,7305,529
Keenen Ivory Wayans,7306,929
Brian Robbins,7307,883
"John P. Whitesell,Elton LeBlanc,Emily Procter,Emily Proctor,Kat Dennings,Marisol Nichols,Mark Moses,Martin Lawrence,Michelle Parylak,Nia Long,Sarah Brown,Stacy Keibler,John Whitesell",7308,3715
Raja Gosnell,7309,707
Hal Hartley,7310,3080
Hal Hartley,7311,3080
Hal Hartley,7312,3080
Hal Hartley,7313,3080
Hal Hartley,7314,3080
Hal Hartley,7315,3080
Hal Hartley,7316,3080
Hal Hartley,7317,3080
Hal Hartley,7318,3080
Hal Hartley,7319,3080
Hal Hartley,7320,3080
Adrienne Shelly,7321,3716
Tom Holland,7322,2285
Mary Lambert,7323,1325
Lewis Teague,7324,1166
Matt Reeves,7325,227
James DeMonaco,7326,3334
Trisha Gum,7327,3717
Dana Schroeder,7328,3718
Steven C. Miller,7329,3719
Rand Vossler,7330,3720
"Vincent J. Guastini,Patrick Rea",7331,3721
Kern Saxton,7332,3722
Jack Smight,7333,468
Ryuji Yamakita,7334,3723
"Barry Pollack,Mischa Pollack",7335,3724
John Ottman,7336,3725
Michael Lehmann,7337,892
Jamie Blanks,7338,3104
Robert Rodriguez,7339,1328
Franco Amurri,7340,2772
Brendan Jackson Rogers,7341,3726
Robert Kurtzman,7342,2581
Jonathan Levine,7343,2035
Richard Franklin,7344,2773
Dick Maas,7345,3727
Roman Polanski,7346,1346
Roman Polanski,7347,1346
Roman Polanski,7348,1346
Elisabeth Fies,7349,3728
Don Mancini,7350,3652
Ronny Yu,7351,2608
Tom Holland,7352,2285
Dyan Cannon,7353,3729
Robert Resnikoff,7354,3730
Andrew Sipes,7355,3731
Doug Liman,7356,837
Alan Rudolph,7357,2915
Joe Pytka,7358,490
Michael Whaley,7359,3732
Oleg Egorov,7360,3733
Anthony Hickox,7361,527
Bernard Rose,7362,204
Tony Randel,7363,3039
Kevin Yagher,7364,3734
William Peter Blatty,7365,3735
Henry Levin,7366,1379
