Director,Creator,original_index,unique_index
Sam Firstenberg,"Paul De Mielche,Avi Kleinberger",6467,6021
Sam Firstenberg,James R. Silke,6468,5970
Emmett Alston,Emmett Alston,6469,6022
Sam Firstenberg,James Booth,6470,6023
Bruce D. Clark,"Marc Siegler,Bruce D. Clark",6471,6024
Ted Nicolaou,Ted Nicolaou,6472,6025
Allan Holzman,"Tim Curnen,Jim Wynorski",6473,6026
"Jack Deerson,Barbara Peeters","Jack Deerson,Jack Deerson",6474,6027
Michael Laughlin,"Bill Condon,Michael Laughlin",6475,6028
Larry Cohen,Larry Cohen,6476,3762
Harry Bromley Davenport,"Harry Bromley Davenport,Iain Cassie",6477,6029
Walter Hill,"Bill Bryden,Steven Smith",6478,6030
"Brad Barber,Scott Christopherson","Brad Barber,Scott Christopherson",6479,6031
J. Davis,J. Davis,6480,6032
Benjamin Dickinson,"Micah Bloomberg,Benjamin Dickinson",6481,6033
William Dieterle,Harry Kleiner,6482,6034
Alex R. Johnson,"Alex R. Johnson,Alex R. Johnson",6483,6035
Christian Alvart,Ray Wright,6484,6036
Lewis Seiler,"Robert Hardy Andrews,Samuel Fuller",6485,6037
Ang Lee,"Rick Moody,James Schamus",6486,6038
Sebastian Junger,,6487,6039
"Tim Hetherington,Sebastian Junger",,6488,6040
Deborah Scranton,,6489,6041
Danfung Dennis,,6490,6042
Roger Spottiswoode,"Jane Hawksley,James MacManus",6491,6043
"Lekha Singh,Roger Spottiswoode",,6492,6044
Roger Spottiswoode,"Yuri Zeltser,Grace Cary Bickley",6493,6045
R.G. Springsteen,Lester Cole,6494,6046
Henry Hathaway,"Philip Dunne,Rowland Brown",6495,6047
John Brahm,"Barré Lyndon,Patrick Hamilton",6496,6048
Fritz Lang,"Zane Grey,Robert Carson",6497,6049
Otto Preminger,"Harry Kleiner,Marty Holland",6498,6050
Max Ophüls,"Arthur Laurents,Libbie Block",6499,6051
William Keighley,"Seton I. Miller,Seton I. Miller",6500,6052
Charles Lederer,"Maxwell Anderson,Charles Lederer",6501,6053
William Keighley,"Norman Reilly Raine,Warren Duff",6502,6054
Robert Montgomery,"Beirne Lay Jr.,Frank D. Gilroy",6503,6055
Anatole Litvak,"Eric Knight,R.C. Sherriff",6504,6056
Douglas Sirk,"Jacques Companéez,Simon Gantillon",6505,6057
Phillip Noyce,Shawn Slovo,6506,6058
"David Ridgen,Nicolas Rossier","David Ridgen,Nicolas Rossier",6507,6059
Toby Wilkins,"Brad Keene,Takashi Shimizu",6508,6060
Raoul Peck,Raoul Peck,6509,6061
Takashi Shimizu,"Stephen Susco,Takashi Shimizu",6510,4847
Max Mayer,Max Mayer,6511,6062
Lajos Koltai,"Susan Minot,Michael Cunningham",6512,6063
Guy Jenkin,Guy Jenkin,6513,6064
Katja von Garnier,"Ehren Kruger,Christopher Landon",6514,6065
Steven Soderbergh,Coleman Hough,6515,6066
Steven Soderbergh,"Stanislaw Lem,Steven Soderbergh",6516,6067
Michael Hoffman,"Terrel Seltzer,Ellen Simon",6517,6068
Steven Soderbergh,"Don Tracy,Steven Soderbergh",6518,6069
Alejandro González Iñárritu,"Alejandro González Iñárritu,Michael Punke",6519,6070
Francis Lawrence,"Peter Craig,Danny Strong",6520,1996
"Gabriel Clarke,John McKenna",,6521,6071
Elliott Lester,"Nathan Parker,Ken Bruen",6522,6072
Derek Cianfrance,"Derek Cianfrance,Joey Curtis",6523,6073
Joshua Marston,"Joshua Marston,Julian Sheppard",6524,6074
Paul Greengrass,"Matt Damon,Paul Greengrass",6525,6075
Derek Cianfrance,,6526,6076
Pete Travis,Pete Travis,6527,6077
Craig Zobel,Craig Zobel,6528,6078
Seth Grahame-Smith,"Gardner Fox,Seth Grahame-Smith",6529,6079
Joe Robert Cole,"Joe Robert Cole,Joe Robert Cole",6530,6080
"Josh Adams,Marcus Finkel","Josh Adams,Marcus Finkel",6531,6081
Joe Miale,Joe Miale,6532,6082
Justin Lee,Justin Lee,6533,6083
Sean Ryan Finnegan,,6534,6084
Brendan Bradley,,6535,6085
Neill Blomkamp,"Neill Blomkamp,Dan O'Bannon",6536,6086
"Michael Powell,Emeric Pressburger","Mary Webb,Michael Powell",6537,6087
Joan Carr-Wiggin,Joan Carr-Wiggin,6538,6088
Dan Sallitt,Dan Sallitt,6539,5104
Dan Sallitt,Dan Sallitt,6540,5104
Andrew T. Betzer,Andrew T. Betzer,6541,6089
Eliza Hittman,Eliza Hittman,6542,6090
Gianfranco Rosi,,6543,6091
Amy Berg,,6544,6092
Roberto Minervini,Roberto Minervini,6545,6093
Roberto Minervini,"Roberto Minervini,Denise Ping Lee",6546,6094
Patrick Creadon,,6547,6095
Douglas Aarniokoski,Luke Passmore,6548,6096
John Fuhrman,"John Fuhrman,John Fuhrman",6549,6097
Aimee Lagos,Aimee Lagos,6550,6098
Dagen Merrill,"Kevin Burke,Federico Fernandez-Armesto",6551,6099
Maxim Korostyshevsky,"Alexandre Coscas,Robert Crombie",6552,6100
Michael Pressman,"Michael Brady,David E. Kelley",6553,6101
Ulu Grosbard,"Jacquelyn Mitchard,Stephen Schiff",6554,6102
Jocelyn Moorhouse,"Jane Smiley,Laura Jones",6555,6103
John N. Smith,"LouAnne Johnson,Ronald Bass",6556,6104
Malik Vitthal,"Ismet Prcic,Malik Vitthal",6557,6105
David Cronenberg,"John Wagner,Vince Locke",6558,6106
Theophilus Lacey,Theophilus Lacey,6559,6107
Luciana Faulhaber,"Jessica Boucher,Jessica Boucher",6560,6108
Geoff Lerer,"Geoff Lerer,Geoff Lerer",6561,6109
Marc-Andre Samson,Marc-Andre Samson,6562,6110
William Dickerson,"William Dickerson,Dwight Moody",6563,6111
Jeremy Gardner,Jeremy Gardner,6564,6112
Riley Stearns,Riley Stearns,6565,6113
Jacques Tourneur,DeWitt Bodeen,6566,6114
"Jemaine Clement,Taika Waititi","Jemaine Clement,Taika Waititi",6567,6115
James DeMonaco,"James DeMonaco,James DeMonaco",6568,6116
Stiles White,"Juliet Snowden,Stiles White",6569,6117
Tom Harper,"Jon Croker,Jon Croker",6570,6118
John Pogue,"Craig Rosenberg,Oren Moverman",6571,6119
Bobcat Goldthwait,Bobcat Goldthwait,6572,6120
Bruce Joel Rubin,Bruce Joel Rubin,6573,6121
Blair Erickson,"Blair Erickson,Daniel J. Healy",6574,6122
David Jung,"David Jung,David Jung",6575,6123
Richard Brooks,"Fyodor Dostoevsky,Julius J. Epstein",6576,6124
Luiso Berdejo,Luiso Berdejo,6577,6125
Michael D. Akers,"Michael D. Akers,Sandon Berg",6578,6126
Ilo Orleans,"G.A. Hauser,Wendell Lu",6579,6127
David Lewis,David Lewis,6580,6128
Jon Garcia,Jon Garcia,6581,5159
Damion Dietz,Damion Dietz,6582,6129
"Casper Andreas,Fred M. Caruso",Fred M. Caruso,6583,6130
Q. Allan Brocka,"Matthew Rettenmund,Philip Pierce",6584,6131
J.C. Calciano,J.C. Calciano,6585,6132
J.C. Calciano,J.C. Calciano,6586,6132
Casper Andreas,"Casper Andreas,Jesse Archer",6587,6133
Casper Andreas,"Casper Andreas,Andy Zeffer",6588,6134
Tom Gustafson,"Cory Krueckeberg,Tom Gustafson",6589,6135
Russell P. Marleau,Russell P. Marleau,6590,6136
Rob Williams,Rob Williams,6591,6137
Alan Brown,Alan Brown,6592,6138
Richard Brooks,"Judith Rossner,Richard Brooks",6593,6139
Yen Tan,"David Lowery,Yen Tan",6594,6140
Todd Verow,"Kevin Miranda,Todd Verow",6595,6141
Steven Vasquez,Steven Vasquez,6596,6142
Wade Gasque,"Wade Gasque,Mark Strano",6597,6143
Mark Bessenger,Mark Bessenger,6598,6144
"Bernard Shumanski,Harry Shumanski","Harry Shumanski,Bernard Shumanski",6599,6145
J.C. Calciano,J.C. Calciano,6600,6132
David Au,David Au,6601,6146
Todd Stephens,"Eric Eisenbrey,Todd Stephens",6602,6147
Gary Entin,"Edmund Entin,Brent Hartinger",6603,6148
Tennyson Bardwell,Tennyson Bardwell,6604,6149
Patrick McGuinn,Greg Chandler,6605,6150
"Caroline Abbey,Tyler Pina",Bryan Kelly,6606,6151
Corey Norman,"Corey Norman,Corey Norman",6607,6152
Matthew Douglas Grzeszak,"Matthew Douglas Grzeszak,Ross Scharphorn",6608,6153
Michael Storch,"Cam Clark,Joe Leatherman",6609,6154
David Worth,"David Oman,Jim Vines",6610,6155
Tristan James Jensen,"Tristan James Jensen,Tristan James Jensen",6611,6156
Kristjan Thor,Ashlin Halfnight,6612,6157
Larry Rosen,Larry Rosen,6613,6158
"Sophia Cacciola,Michael J. Epstein","Sophia Cacciola,Michael J. Epstein",6614,6159
Kyle Broom,"Kyle Broom,Kyle Broom",6615,6160
Angel Lebon,"Angel Lebon,Brian James Southard",6616,6161
"Aaron Keeling,Austin Keeling","Natalie Jones,Aaron Keeling",6617,6162
Matt Stuertz,"Adam Hartley,Matt Stuertz",6618,6163
Eric Badros,"Eric Badros,Eric Badros",6619,6164
Brian Naydol,Brian Naydol,6620,6165
Suneel Tripuraneni,"Bruce W. Durbin,Suneel Tripuraneni",6621,6166
Zachary Beckler,Zachary Beckler,6622,6167
James Tucker,"James Tucker,Kelsey Zukowski",6623,6168
Jonas Stolpe,Josh Jacobs,6624,6169
Victoria Sutton,Victoria Sutton,6625,6170
Daniel Robbins,"Mark Rapaport,Daniel Robbins",6626,6171
Josh Kim,"Josh Kim,Rattawut Lapcharoensap",6627,6172
Chloé Zhao,Chloé Zhao,6628,6173
"Cliff McClelland,Tom Zembrod","Cliff McClelland,Cliff McClelland",6629,6174
Brian Lupo,Brian Lupo,6630,6175
"Paul Arnone,Tom Komisar","Tom Komisar,Tom Komisar",6631,6176
"Doc Zee,Hassan Zee","Joshua Bane,Hassan Zee",6632,6177
Jeff Sun,"Rodrigo Mattos,Jeff Sun",6633,6178
Caleb Deschanel,"Daniel Defoe,Walon Green",6634,6179
Byron Haskin,"John C. Higgins,Ib Melchior",6635,6180
Yen Tan,"Alessandro Calza,Yen Tan",6636,6181
John Poliquin,"The Vicious Brothers,Stuart Ortiz",6637,6182
Michael Cohn,Michael Cohn,6638,6183
Paul Dale,"Paul Dale,Brett Roberts",6639,6184
Dave Parker,"Ivan Djurovic,Dave Parker",6640,6185
Rodney McDonald,"Simon Levy,Michel W. Potts",6641,6186
Steve Mims,Steve Mims,6642,6187
Jag Mundhra,"Tom Citrano,Andrew Stevens",6643,6188
Andrew Stevens,"Andrew Stevens,Andrew Stevens",6644,6189
Todor Chapkanov,"Chris Mancini,Chris Mancini",6645,6190
Deon Taylor,"Deon Taylor,Michael J. Pagan",6646,6191
Craig Singer,"Robert Dean Klein,Craig Singer",6647,6192
Adam Gierasch,"Jace Anderson,Adam Gierasch",6648,3485
Jeremy Haft,Jeffrey Reddick,6649,6193
Jeff Betancourt,"Brian Sieve,Eric Kripke",6650,6194
Jim Gillespie,"Flint Dille,John Zuur Platten",6651,6195
Michael Biehn,"Michael Biehn,Reed Lackey",6652,6196
Darin Scott,"Joe Colleran,Joseph Mungra",6653,6197
William Brent Bell,"William Brent Bell,Matthew Peterman",6654,6198
Jennifer Blanc,"Bradley Marcus,Kevin Marcus",6655,6199
John Polson,Ari Schlossberg,6656,6200
Quentin Dupieux,Quentin Dupieux,6657,6201
Gregory Wilson,"Daniel Farrands,Philip Nutman",6658,6202
Terry Jones,"Gavin Scott,Terry Jones",6659,6203
"Mike Cahill,Brit Marling","Mike Cahill,Brit Marling",6660,6204
Barry Levinson,Steve Adams,6661,6205
Amy Heckerling,Amy Heckerling,6662,4679
Jason Bloom,"Adam Leff,Mitchell Peck",6663,6206
Judd Apatow,Judd Apatow,6664,2502
Bruce McCulloch,"Martin Hynes,Peter Tolan",6665,6207
Elaine May,"Bruce Jay Friedman,Neil Simon",6666,6208
"Bobby Farrelly,Peter Farrelly","Lowell Ganz,Babaloo Mandel",6667,6209
Les Mayfield,"George Zaloom,Shawn Schepps",6668,6210
Hugh Wilson,"Bill Kelly,Bill Kelly",6669,6211
Reginald Hudlin,"Jay Scherick,David Ronn",6670,6212
Amanda Wilder,,6671,6213
"Bill Ross IV,Turner Ross",,6672,6214
Joel Potrykus,Joel Potrykus,6673,6215
AJ Schnack,,6674,3914
Kris Swanberg,"Kate Johnston,Kris Swanberg",6675,6216
Paul Harrill,Paul Harrill,6676,6217
"Bill Ross IV,Turner Ross",,6677,6214
"Sean Fine,Andrea Nix",,6678,6218
Jeremiah Zagar,,6679,6219
Iris K. Shim,,6680,6220
"Shari Cookson,Nick Doob",,6681,6221
Cynthia Hill,,6682,6222
Samantha Buck,"Francisco Bello,Samantha Buck",6683,6223
Marta Cunningham,,6684,6224
"Martha Shane,Lana Wilson","Greg O'Toole,Martha Shane",6685,6225
Peter Nicks,,6686,6226
"David Weissman,Bill Weber",,6687,6227
Errol Morris,,6688,630
Charles Ferguson,Charles Ferguson,6689,6228
Errol Morris,,6690,630
Eugene Jarecki,Eugene Jarecki,6691,6229
Rory Kennedy,"Mark Bailey,Keven McAlester",6692,6230
Laura Poitras,,6693,6231
Brett Morgen,Brett Morgen,6694,6232
"Marcus Vetter,Karin Steinberger","Karin Steinberger,Marcus Vetter",6695,6233
Greg Barker,,6696,6234
Frederick Wiseman,Frederick Wiseman,6697,6235
Jesse Moss,Jesse Moss,6698,6236
"Michael Camerini,Shari Robertson",,6699,6237
Iva Radivojevic,Iva Radivojevic,6700,6238
Gillian Laub,Josh Alexander,6701,6239
Thomas G. Miller,"Kirk Marcolina,Thomas G. Miller",6702,6240
"Linda Goode Bryant,Laura Poitras",,6703,6241
Marc Fienberg,Marc Fienberg,6704,6242
Chad Michael Ward,"Pearry Reginald Teo,Chad Michael Ward",6705,6243
Zalman King,Zalman King,6706,6244
Carter,Carter,6707,6245
Alex Winter,Alex Winter,6708,6246
Shane Stanley,"Joshua Baerwald,William T. Smith",6709,6247
Stanley M. Brooks,"Teena Booth,Robert Nathan",6710,6248
"Amir Bar-Lev,Brian DePalma","Amir Bar-Lev,Dave McKenna",6711,6249
"Nick Broomfield,Joan Churchill",,6712,6250
William Gazecki,"William Gazecki,Dan Gifford",6713,6251
D.A. Pennebaker,,6714,6252
Barbara Kopple,,6715,6253
Marshall Curry,Marshall Curry,6716,6254
Al Reinert,,6717,6255
"Robert Epstein,Rob Epstein","Judith Coburn,Rob Epstein,Carter Wilson",6718,6256
Peter Davis,,6719,6257
Errol Morris,Stephen Hawking,6720,6258
Joshua Rofé,,6721,6259
Tiller Russell,,6722,6260
"Don Hardy Jr.,Dana Nachman",Dana Nachman,6723,6261
Peter Sollett,Ron Nyswaner,6724,6262
Nikole Beckwith,Nikole Beckwith,6725,6263
Drake Doremus,Nathan Parker,6726,6264
Gaby Dellal,"Nikole Beckwith,Gaby Dellal",6727,6265
Jon M. Chu,"Amy Andelson,Emily Meyer",6728,6266
Scott Speer,"Amanda Brody,Duane Adler",6729,6267
Jon M. Chu,"Toni Ann Johnson,Karen Barna",6730,6268
Trish Sie,"Duane Adler,John Swetnam",6731,6269
"Andrew Mogel,Jarrad Paul","Jarrad Paul,Andrew Mogel",6732,6270
Andrew Niccol,Andrew Niccol,6733,1218
Gren Wells,Gren Wells,6734,6271
Alejandro Monteverde,"Alejandro Monteverde,Patrick Million",6735,6272
Chad Burns,,6736,6273
Brendan Gabriel Murphy,"David Cornue,Michael Cuccolo",6737,6274
Marc Silver,Marc Silver,6738,6275
Charles Stone III,Pat Gilfillan,6739,6276
S. Craig Zahler,S. Craig Zahler,6740,6277
A.D. Calvo,"A.D. Calvo,A.D. Calvo",6741,6278
Joe Begos,Joe Begos,6742,6279
Ilya Naishuller,Ilya Naishuller,6743,6280
George A. Romero,George A. Romero,6744,1
Kyle Newman,John D'Arco,6745,6281
Joe Nussbaum,Elisa Bell,6746,6282
Joe Nussbaum,Katie Wech,6747,6283
Lea Thompson,Madelyn Deutch,6748,6284
Bette Gordon,"Pat Barker,Stephen Molton",6749,6285
Justin Kelly,"Benoit Denizet Lewis,Justin Kelly",6750,6286
Luke Rivett,Erin Carroll,6751,6287
William Savage,William Savage,6752,6288
Sam Jaeger,Sam Jaeger,6753,6289
Rajeev Dassani,Conrad Goode,6754,6290
Victor Levin,Victor Levin,6755,6291
Juan Feldman,"Juan Feldman,Joel Silverman",6756,6292
John Carney,John Carney,6757,6293
Andrew Fleming,Stephen Zotnowski,6758,6294
Mark Raso,Mark Raso,6759,6295
"Russell Friedenberg,Randy Redroad",Russell Friedenberg,6760,6296
Ami Canaan Mann,Ami Canaan Mann,6761,6297
Michael Picchiottino,Michael Picchiottino,6762,6298
Elgin James,Elgin James,6763,6299
Nick Gaglia,"George Gallagher,Nick Gaglia",6764,6300
James D.R. Hickox,"Stephen King,Dode B. Levenson",6765,6301
Jason Reitman,"Jason Reitman,Joyce Maynard",6766,6302
Chris Rock,Chris Rock,6767,6303
James L. Brooks,James L. Brooks,6768,6304
Peter Howitt,Peter A. Dowling,6769,6305
Spike Lee,Reggie Rock Bythewood,6770,6306
Nicole Holofcener,Nicole Holofcener,6771,3262
"Jay Duplass,Mark Duplass","Mark Duplass,Jay Duplass",6772,6307
David Dobkin,"Nick Schenk,Bill Dubuque",6773,6308
Peter Glanz,"Peter Glanz,Peter Glanz",6774,6309
Theodore Melfi,Theodore Melfi,6775,6310
Jon S. Baird,"Jon S. Baird,Irvine Welsh",6776,6311
David Wain,"Ken Marino,David Wain",6777,6312
Jesse Peretz,"Jesse Peretz,Evgenia Peretz",6778,6313
Stu Zicherman,"Ben Karlin,Stu Zicherman",6779,6314
David Wain,"Michael Showalter,David Wain",6780,5207
Phil Morrison,Melissa James Gibson,6781,6315
Susanna Fogel,"Susanna Fogel,Joni Lefkowitz",6782,6316
Sara Colangelo,Sara Colangelo,6783,6317
Bennett Miller,"E. Max Frye,Dan Futterman",6784,6318
Jean-Marc Vallée,"Nick Hornby,Cheryl Strayed",6785,6319
Gregg Araki,"Gregg Araki,Laura Kasischke",6786,6320
George C. Wolfe,"Shana Feste,Jordan Roberts",6787,6321
Dee Rees,Dee Rees,6788,6322
Tina Mabry,Tina Mabry,6789,6323
Drake Doremus,"Drake Doremus,Ben York Jones",6790,6324
Stuart Blumberg,"Stuart Blumberg,Matt Winston",6791,6325
Frank Whaley,Frank Whaley,6792,4301
Helen Hunt,Helen Hunt,6793,6326
Kat Coiro,"Christian Long,Justin Long",6794,6327
Steven Brill,Steven Brill,6795,6328
Jay Roach,"David Guion,Michael Handelman",6796,6329
Peter Hedges,"Pierce Gardner,Peter Hedges",6797,6330
Massy Tadjedin,Massy Tadjedin,6798,6331
Don Scardino,"Jonathan M. Goldstein,John Francis Daley",6799,6332
Scot Armstrong,"Mike Gagerman,Andrew Waller",6800,6333
Courteney Cox,David Flebotte,6801,6334
Kate Barker-Froyland,Kate Barker-Froyland,6802,6335
Shawn Christensen,Shawn Christensen,6803,6336
Michel Gondry,Dave Chappelle,6804,6337
Brian Robbins,"Dan Schneider,Kevin Kopelow",6805,6338
John Whitesell,"Fax Bahr,Adam Small",6806,6339
Stephen Herek,"John J. McLaughlin,Scott Lobdell",6807,6340
David Zucker,David Dorfman,6808,6341
Matia Karrell,"Matia Karrell,Curt Cressler",6809,6342
Kurt Wimmer,Kurt Wimmer,6810,1797
Rob Bowman,"Mark Steven Johnson,Frank Miller",6811,6343
Jonathan Dillon,Ian Shorr,6812,6344
George Sluizer,"Tim Krabbé,Todd Graff",6813,6345
Neil LaBute,"Neil LaBute,Anthony Shaffer",6814,6346
Jack Clayton,"Henry James,John Mortimer",6815,6347
John Farrow,"Barré Lyndon,Jonathan Latimer",6816,6348
"Beth Aala,Mike Myers",,6817,6349
Cesario Montaño,Peter Alton,6818,6350
Helen Stickler,Helen Stickler,6819,6351
Jacob Rosenberg,Bret Anthony Johnston,6820,6352
Adam Bhala Lough,,6821,6353
Stacy Peralta,,6822,6354
"Laurie House,Colin Powers","Laurie House,Colin Powers",6823,6355
Adam Bhala Lough,,6824,6353
"Ken Burns,Sarah Burns","Ken Burns,Sarah Burns",6825,6356
Fran Rubel Kuzui,Joss Whedon,6826,6357
Patrick Lussier,"Joel Soisson,Patrick Lussier",6827,6358
Jon M. Chu,,6828,6359
Betty Thomas,Jeff Lowell,6829,6360
Peter Sattler,Peter Sattler,6830,6361
"Jimmy Chin,Elizabeth Chai Vasarhelyi",,6831,6362
"Michael Beach Nichols,Christopher K. Walker","Michael Beach Nichols,Christopher K. Walker",6832,6363
Anton Corbijn,"Andrew Bovell,John le Carré",6833,6364
Michaël R. Roskam,"Dennis Lehane,Dennis Lehane",6834,6365
Ned Benson,Ned Benson,6835,6366
Steven Shainberg,"Erin Cressida Wilson,Patricia Bosworth",6836,6367
John Cameron Mitchell,"David Lindsay-Abaire,David Lindsay-Abaire",6837,6368
Noah Baumbach,Noah Baumbach,6838,1675
Noah Baumbach,"Noah Baumbach,Carlos Jacott",6839,6369
Lasse Hallström,"Steven Knight,Richard C. Morais",6840,6370
Angelina Jolie,"Joel Coen,Ethan Coen",6841,6371
"Jay Duplass,Mark Duplass","Mark Duplass,Jay Duplass",6842,6307
Alison Bagnall,"Olly Alexander,Alison Bagnall",6843,6372
Paul Thomas Anderson,Paul Thomas Anderson,6844,1510
Alejandro Amenábar,Alejandro Amenábar,6845,4603
Alan Bendich,Frank Sinclair,6846,6373
Richie Adams,"Richie Adams,Nicolas Bazan",6847,6374
Michael Curtiz,"Michael Fessier,Frank Davis",6848,6375
Woody Allen,Woody Allen,6849,906
Woody Allen,Woody Allen,6850,906
Frank Oz,"Howard Ashman,Howard Ashman",6851,6376
Ralph Levy,"Stanley Shapiro,Paul Henning",6852,6377
Sam Peckinpah,"Bill L. Norton,Bill Fries",6853,6378
Sam Peckinpah,Jeb Rosebrook,6854,6379
Sam Peckinpah,"Robert Ludlum,Ian Masters",6855,6380
Sam Peckinpah,"Marc Norman,Stirling Silliphant",6856,6381
Allan Arkush,"Brian Doyle-Murray,Harold Ramis",6857,6382
Michael Ritchie,"Ken Kolb,Steven Kampmann",6858,6383
Jay Sandrich,Neil Simon,6859,6384
Dan Aykroyd,"Peter Aykroyd,Dan Aykroyd",6860,6385
Larry Cohen,Larry Cohen,6861,3762
Michael Ritchie,Bernie Somers,6862,6386
Walter Hill,"George Barr McCutcheon,Herschel Weingrod",6863,6387
Tom Mankiewicz,"Lawrence J. Cohen,Fred Freeman",6864,6388
David Steinberg,"Dana Olsen,David Steinberg",6865,6389
Peter Markle,"Matthew Carlson,Jerry Abrahamson",6866,6390
Nicholas Meyer,"Keith Critchlow,Ken Levine",6867,6391
Michael Dinner,"Stephen Neigher,Hugo Gilbert",6868,6392
Carl Reiner,"Stuart Birnbaum,David Dashev",6869,6393
Rolfe Kanefsky,Rolfe Kanefsky,6870,6394
Eugene Levy,"Rodolfo Sonego,Rodolfo Sonego",6871,6395
Jonathan Demme,Nancy Dowd,6872,6396
Hugh Wilson,"Olivia Goldsmith,Robert Harling",6873,6397
Michael Ritchie,Ezra Sacks,6874,6398
Howard Zieff,"Preston Sturges,Valerie Curtin",6875,6399
Herbert Ross,"Buck Henry,Charles Shyer",6876,6400
Damian Harris,"Mary Agnes Donoghue,Mary Agnes Donoghue",6877,6401
Michael J. Mantsourani Jr.,Michael J. Mantsourani Jr.,6878,6402
Jon Amiel,"Robert Farrar,Robert Farrar",6879,6403
"Howard Franklin,Bill Murray","Jay Cronley,Howard Franklin",6880,6404
Ken Wiederhorn,"Martin Kitrosser,Carol Watson",6881,6405
Bob Logan,Bob Logan,6882,6406
Margaret Brown,,6883,6407
Sergey Bodrov,"Charles Leavitt,Steven Knight",6884,6408
Sean Anders,David Caspe,6885,6409
Rupert Wyatt,"William Monahan,James Toback",6886,6410
Christopher Leone,"Laura Harkcom,Christopher Leone",6887,6411
Frank Coraci,"Allan Loeb,Kevin James",6888,6412
Steve Carr,"Kevin James,Nick Bakay",6889,6413
Pierre Morel,"Jean-Patrick Manchette,Don MacPherson",6890,6414
Craig R. Baxley,Robert Reneau,6891,6415
Jake Kasdan,"Gene Stupnitsky,Lee Eisenberg",6892,6416
James McTeigue,Philip Shelby,6893,6417
Reginald Hudlin,"Tim Meadows,Dennis McNicholas",6894,6418
Rob Pritts,"David Garrett,Jason Ward",6895,6419
Bruce McCulloch,"Steven Wayne Koren,Steve Koren",6896,6420
"David Pastor,Àlex Pastor","Àlex Pastor,David Pastor",6897,6421
Thom Eberhardt,"John Dwyer,John Dwyer",6898,6422
Sam Weisman,"Neil Simon,Marc Lawrence",6899,6423
Bob Dolman,Bob Dolman,6900,6424
George Miller,"John Updike,Michael Cristofer",6901,6425
Jason Freeland,Jason Freeland,6902,6426
Drake Doremus,"Drake Doremus,Ben York Jones",6903,6324
Lori Petty,"David Alan Grier,Lori Petty",6904,6427
Guillermo Arriaga,Guillermo Arriaga,6905,6428
James Oakley,Alex Michaelides,6906,6429
Frans Nel,Emil Kolbe,6907,6430
George P. Cosmatos,"David Morrell,Kevin Jarre",6908,6431
Roland Emmerich,"Roland Emmerich,Harald Kloser",6909,1171
Prachya Pinkaew,"Napalee,Piyaros Thongdee",6910,6432
Louis Leterrier,Luc Besson,6911,6433
"Colin Strause,Greg Strause","Joshua Cordes,Liam O'Donnell",6912,6434
Paul McGuigan,"Gilles Mimouni,Brandon Boyce",6913,6435
Marc Forster,Jason Keller,6914,6436
Barry Levinson,Harley Peyton,6915,6437
Robert Altman,"John Grisham,Clyde Hayes",6916,6438
Alan Rudolph,"Alan Rudolph,David Blocker,Carolyn Pfeiffer",6917,6439
Alan Rudolph,"Alan Rudolph,John Bradshaw",6918,6440
