Year,Filming Locations,original_index,unique_index
2015,"Mississippi, USA",6430,4834
2014,"Los Angeles, California, USA",6431,41
1977,"Camp Verde, Arizona, USA",6432,4835
1981,"Alabama, USA",6433,4836
1977,"San Fernando Valley Generating Station, San Fernando, California, USA",6434,4837
1972,"Historical Museum, Florida, USA",6435,4838
1975 1976 1977,"Cowan's Point, Bowen Island, British Columbia, Canada",6436,4839
1975,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",6437,4840
1960,"Malibu, California, USA",6438,4841
1972,"Sonoita, Arizona, USA",6439,4842
1978,"CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA",6440,4843
1977,"Bodega Bay, California, USA",6441,4844
1966,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",6442,4845
1979,"Crofton, North Cowichan, British Columbia, Canada",6443,4846
2013,,6444,45
1981,Jamaica,6445,4847
1979,"Angra dos Reis, Rio de Janeiro, Brazil",6446,4848
1976,,6447,3537
2015,,6448,49
1978,"Cozumel, Quintana Roo, Mexico",6449,4849
2015,"Death Valley, California, USA",6450,4850
1980,"Indian Dunes, Ventura County, California, USA",6451,4851
1981,"Pasadena, California, USA",6452,4852
1988,"Dayton, Ohio, USA",6453,4853
1983,"Lincoln Heights Jail - 401 N. Avenue 19, Lincoln Heights, Los Angeles, California, USA",6454,4854
1985,"Mafilm, Budapest, Hungary",6455,4855
1985,,6456,2219
1986,"Glendale, California, USA",6457,4856
2015,"New Mexico, USA",6458,1414
2014,"Lucerne Valley, Mojave Desert, California, USA",6459,4857
1985,"Houston, Texas, USA",6460,4858
1987,"Boulders Beach, Simon's Town, Cape Town, Western Cape, South Africa",6461,4859
1985,"Atlanta, Georgia, USA",6462,4666
1987,Argentina,6463,4860
1980,"Los Angeles, California, USA",6464,4861
1993,"Los Angeles, California, USA",6465,3170
1989,"Durban, KwaZulu-Natal, South Africa",6466,4862
1985,Philippines,6467,4863
1983,"Salt Lake City, Utah, USA",6468,4864
1985,Philippines,6469,4863
1986,"Los Angeles, California, USA",6470,4865
1981,"Santa Monica, California, USA",6471,4866
1986,"Rome, Italy",6472,4867
1982,"Santa Clarita, California, USA",6473,4101
1970,"Cajun Bistro - 8301 Sunset Blvd., West Hollywood, California, USA",6474,4868
1983,,6475,747
1985,"New Paltz, New York, USA",6476,4869
1982,"Ashley Gardens, Westminster, London, England, UK",6477,4870
1980,"California, USA",6478,3249
2015,"Utah, USA",6479,462
2015,,6480,49
2015,"Brooklyn, New York City, New York, USA",6481,3067
1952 1953 1954,Israel,6482,4871
2014,"Austin, Texas, USA",6483,1011
2009,"Burbank, California, USA",6484,4872
1951,"Fort Knox, Kentucky, USA",6485,4873
1997,"581 Laurel Rd, New Canaan, Connecticut, USA",6486,4874
2014,,6487,245
2010,Afghanistan,6488,4875
2006,"Baghdad, Iraq",6489,4876
2011,Afghanistan,6490,4877
2008,"Chedun Studios, Shanghai, China",6491,4878
2012,Ireland,6492,4879
2003,"Hamilton, Ontario, Canada",6493,4880
1961,"Los Angeles, California, USA",6494,4881
1940,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6495,4882
1945,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6496,4883
1941,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6497,4884
1945,"409 N Shaffer Street, Orange, California, USA",6498,4885
1949,"California Studios - 5530 Melrose Avenue, Hollywood, Los Angeles, California, USA",6499,4886
1935,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",6500,4536
1959,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",6501,4887
1939,"Sing Sing Penitentiary - 354 Hunter Street, Ossining, New York, USA",6502,4888
1960,"San Diego, California, USA",6503,4889
1942,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",6504,4890
1947,"General Service Studios - 1040 N. Las Palmas, Hollywood, Los Angeles, California, USA",6505,4891
2006,"Cape Town, Western Cape, South Africa",6506,3847
2009,,6507,126
2009,"Chicago, Illinois, USA",6508,2877
2013,Haiti,6509,4892
2006,"Chicago, Illinois, USA",6510,1589
2009,"California, USA",6511,1882
2007,"85th St. and West End Avenue, New York City, New York, USA",6512,4893
2003,"Kuching, Sarawak, Malaysia",6513,4894
2007,"Bucharest, Romania",6514,4895
2005,USA,6515,4162
2002,"7th & Hope Streets, Downtown, Los Angeles, California, USA",6516,4896
1996,"Bethesda Fountain, Central Park, Manhattan, New York City, New York, USA",6517,4897
1995,"Austin, Texas, USA",6518,1264
2015,"Calgary, Alberta, Canada",6519,4898
2015,"Atlanta, Georgia, USA",6520,455
2015,"Le Mans, Sarthe, France",6521,4899
2011,"Balfron Tower, London, England, UK",6522,4900
1998,,6523,763
2016,,6524,429
2016,Greece,6525,4901
2012,"Las Vegas, Nevada, USA",6526,3482
2016,,6527,429
2012,,6528,47
2018,,6529,904
2011,,6530,144
2012,,6531,47
2013,"Burbank, California, USA",6532,4902
2013,"Portland, Oregon, USA",6533,2114
2014,,6534,245
2014,,6535,245
2017,"Vancouver, British Columbia, Canada",6536,4903
1952,"Berkshires, Massachusetts, USA",6537,4904
1997,"Vancouver Island, British Columbia, Canada",6538,4905
2012,"Brooklyn, New York City, New York, USA",6539,4906
2004,"New York City, New York, USA",6540,4907
2014,"Maryland, USA",6541,4908
2013,"Brooklyn, New York City, New York, USA",6542,2852
2008,"Slab City, California, USA",6543,4909
2015,,6544,49
2012,"Houston, Texas, USA",6545,4910
2011,"Texas, USA",6546,4911
2013 2014 2015,"Windsor, North Carolina, USA",6547,4912
2011,"Ottawa, Ontario, Canada",6548,4913
2014,"Seattle, Washington, USA",6549,2928
2011,"Atlanta, Georgia, USA",6550,4914
2015,"Moses Lake, Washington, USA",6551,4915
2012,"Balaklava, Crimea, Ukraine",6552,4916
1996,"Brant Point Lighthouse, Nantucket, Massachusetts, USA",6553,4917
1999,"Chicago, Illinois, USA",6554,4918
1997,"Illinois, USA",6555,4919
1995,"Burlingame, California, USA",6556,4920
2014,,6557,245
2005,"Stoopy's Tavern, Toronto, Ontario, Canada",6558,4921
2014,"Loyola Marymount University - 1 LMU Drive, Westchester, Los Angeles, California, USA",6559,4922
2015,"Pennsylvania, USA",6560,4923
2013,,6561,45
2007,"Club Ed Film Set - 150th Street E, Lancaster, California, USA",6562,4924
2014,"Idyllwild, California, USA",6563,4925
2012,"Kent, Connecticut, USA",6564,4926
2014,,6565,245
1942,"Stage 14, RKO Studios - 780 Gower Street, Hollywood, Los Angeles, California, USA",6566,4927
2014,"Wellington, New Zealand",6567,4928
2014,"Los Angeles, California, USA",6568,41
2014,"Los Angeles, California, USA",6569,41
2014,"Old Royal Naval College, Greenwich, London, England, UK",6570,4929
2014,"Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK",6571,4930
2013,"Willow Creek, California, USA",6572,4931
1993,"Santa Clarita, California, USA",6573,2301
2013,"Albuquerque, New Mexico, USA",6574,4932
2014,"Los Angeles, California, USA",6575,41
1958,"London, England, UK",6576,4933
2013,"Santa Monica, California, USA",6577,4934
2012,,6578,47
2013,"New Mexico, USA",6579,2524
2009,"Guerneville, California, USA",6580,4935
2012,,6581,47
2008,"Palm Springs, California, USA",6582,4936
2009,"Manhattan, New York City, New York, USA",6583,4937
2006,"Timberline Spirits Nightclub, 2015 Boren Avenue, Washington, USA",6584,4938
2010,"Los Angeles, California, USA",6585,735
2011,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",6586,4939
2007,"Vlada NYC Lounge, 331 West 51 Street, Theater District, Manhattan, New York City, New York, USA",6587,4940
2011,"Hollywood, Los Angeles, California, USA",6588,4941
2008,"Chicago, Illinois, USA",6589,4942
2006,"Antwerp, Flanders, Belgium",6590,4943
2010,"Palm Springs, California, USA",6591,4944
2013,,6592,45
1977,"Chicago, Illinois, USA",6593,4945
2013,"Austin, Texas, USA",6594,1569
2012,"Paris, Île-de-France, France",6595,4946
2013,"Orange County, California, USA",6596,4947
2014,,6597,245
2014,"Palm Springs, California, USA",6598,4214
2009,,6599,126
2014,,6600,245
2014,"Los Angeles, California, USA",6601,41
2008,"Fort Lauderdale, Florida, USA",6602,2110
2013,"Los Angeles, California, USA",6603,175
2004,"Bethlehem, New York, USA",6604,4948
2013,"Prattsville, New York, USA",6605,4949
2013,,6606,45
2014,"Maine, USA",6607,4950
2014,"Grand Rapids, Michigan, USA",6608,4951
2013,"Fort Wayne, Indiana, USA",6609,4952
2014,"Beverly Hills, California, USA",6610,4953
2015,"Stillwater, Minnesota, USA",6611,4954
2015,,6612,49
2015,,6613,49
2015,,6614,49
2015,"Azusa, California, USA",6615,4955
2013,"Desert Hot Springs, California, USA",6616,4956
2015,"Independence, Missouri, USA",6617,4957
2015,,6618,49
2015,,6619,49
2015,"Spring Grove, Illinois, USA",6620,4958
2015,"Celina, Texas, USA",6621,4959
2014,,6622,245
2015,"Pasadena, California, USA",6623,4960
2011,,6624,144
2015,"Lubbock, Texas, USA",6625,4961
2015,,6626,49
2015,"Bangkok, Thailand",6627,4962
2015,"Pine Ridge Indian Reservation, South Dakota, USA",6628,4963
2009,"Texas, USA",6629,4964
2006,"Goats Head, California, USA",6630,4965
2015,"Winamac, Indiana, USA",6631,4966
2014,"Oakland, California, USA",6632,4967
2015,Bolivia,6633,4968
1988,"Avala Studios, Belgrade, Serbia",6634,4969
1963 1964 1965,"Death Valley National Park, California, USA",6635,4970
2008,"Dallas, Texas, USA",6636,4971
2012,"Vancouver, British Columbia, Canada",6637,4972
2014,"Houston, Texas, USA",6638,4973
2014,"New Orleans, Louisiana, USA",6639,361
2014,"Los Angeles, California, USA",6640,41
1991,"Los Angeles, California, USA",6641,1178
2014,"Austin, Texas, USA",6642,1011
1990,Kenya,6643,4974
1993,"Los Angeles, California, USA",6644,3170
2014,Bulgaria,6645,2104
2009,"California, USA",6646,1882
2006,"Los Angeles, California, USA",6647,337
2008,"Hollywood, Los Angeles, California, USA",6648,4975
2005,"Winnipeg, Manitoba, Canada",6649,4976
2007,"Los Angeles, California, USA",6650,567
2005,"Amite, Louisiana, USA",6651,4977
2011,"Santa Clarita, California, USA",6652,1630
2011,"Eugene, Oregon, USA",6653,4978
2013,"Bucharest, Romania",6654,1490
2014,"Topanga Canyon, California, USA",6655,4979
2005,"257 Central Park West, New York City, New York, USA",6656,4980
2014,,6657,245
2007,"Fort Lee, New Jersey, USA",6658,4981
2015,,6659,49
2004,Cuba,6660,4982
2004,Brazil,6661,4983
2000,"Lower Bay Station, Toronto, Ontario, Canada",6662,4984
1996,"Santa Clarita, California, USA",6663,783
2009,"Griffith Observatory, 2800 E Observatory Rd, Los Angeles, California, USA",6664,4985
2002,"Los Angeles, California, USA",6665,1063
1972,"Florida, USA",6666,4986
2005,"Showline Studios, Toronto, Ontario, Canada",6667,860
1992,"Santa Clarita, California, USA",6668,4987
1999,"1972 Canyon Drive, Hollywood, Los Angeles, California, USA",6669,4988
2002,"Dallas, Texas, USA",6670,1883
2014,,6671,245
2009,"Sidney, Ohio, USA",6672,4989
2014,,6673,245
2013,,6674,45
2014,,6675,245
2014,"Knoxville, Tennessee, USA",6676,4990
2012,"New Orleans, Louisiana, USA",6677,2358
2013,,6678,45
2014,,6679,245
2010,"Chicago, Illinois, USA",6680,4991
2014,,6681,245
2014,,6682,245
2013,"Newark, New Jersey, USA",6683,4992
2013,,6684,45
2013,"13233 Executive Park Terrace, Germantown, Maryland, USA",6685,4993
2012,"Highland Hospital, Oakland, California, USA",6686,4994
2011,"San Francisco Federal Building, 90 7th Street, San Francisco, California, USA",6687,4995
1997,"Green Animals Topiary Garden - Cory's Lane off Rt. 114, Portsmouth, Rhode Island, USA",6688,4996
2007,,6689,3
2008,,6690,43
2005,,6691,318
2014,,6692,245
2014,"Room 1014, Mira Hotel, Kowloon, Hong Kong, China",6693,4997
2015,,6694,49
2014,,6695,245
2015,,6696,49
2014,"The National Gallery, London, England, UK",6697,4998
2014,,6698,245
2000,"Lyndhurst, New Jersey, USA",6699,4999
2014,,6700,245
2015,,6701,49
2014,,6702,245
2003,"Columbus, Ohio, USA",6703,5000
2009,"Los Angeles, California, USA",6704,11
2015,,6705,49
2013,"Malibu, California, USA",6706,4161
2012,"Carroll Gardens, Brooklyn, New York City, New York, USA",6707,5001
2015,,6708,49
2014,"Westlake Village, California, USA",6709,5002
2014,"Los Angeles, California, USA",6710,41
2013 2014 2015,,6711,760
2003,,6712,497
1997,"Waco, Texas, USA",6713,5003
1968,"Monterey, California, USA",6714,5004
1976,"Brookside, Kentucky, USA",6715,5005
2005,"Montclair, New Jersey, USA",6716,5006
1989,"Cape Canaveral, Florida, USA",6717,5007
1983 1984 1985,"San Francisco, California, USA",6718,5008
1974,"Linden, New Jersey, USA",6719,5009
1991,"Cambridge, Cambridgeshire, England, UK",6720,5010
2013,,6721,45
2014,"New York City, New York, USA",6722,325
2008,,6723,43
2015,"Town of North Hempstead, Town Hall, 220 Plandome Road, Manhasset, New York, USA",6724,5011
2015,"Santa Clarita, California, USA",6725,4784
2015,"Tokyo, Japan",6726,5012
2015,"New York City, New York, USA",6727,365
2010,"290 S Garey St, Los Angeles, California, USA",6728,5013
2012,"Miami, Florida, USA",6729,5014
2008,"Baltimore, Maryland, USA",6730,5015
2014,"Caesars Palace - 3570 Las Vegas Boulevard South, Las Vegas, Nevada, USA",6731,5016
2015,,6732,49
2014 2015 2016,Morocco,6733,5017
2014,"Santa Cruz, California, USA",6734,5018
2006,"New York City, New York, USA",6735,3060
2008,,6736,43
2015,"New York City, New York, USA",6737,365
2015,,6738,49
2015,"Atlanta, Georgia, USA",6739,455
2015,"California, USA",6740,2884
2015,"New London, Connecticut, USA",6741,5019
2015,"Rhode Island, USA",6742,2724
2015,,6743,49
1978 1979 1980,"WPGH-TV, Pittsburgh, Pennsylvania, USA",6744,5020
2015,"Atlanta, Georgia, USA",6745,455
2004,"Long Beach Polytechnic High School - 1600 Atlantic Avenue, Long Beach, California, USA",6746,5021
2011,"Holmes Middle School - 9351 Paso Robles Ave Northridge, California, USA",6747,5022
2016,,6748,429
2016,,6749,429
2015,,6750,49
2013,"Los Angeles, California, USA",6751,175
2013,"New York City, New York, USA",6752,995
2011,"Santa Clarita, California, USA",6753,1630
2013,"Barstow, California, USA",6754,5023
2014,"New York City, New York, USA",6755,325
2015,Costa Rica,6756,5024
2013,"Washington Square Park, Greenwich Village, Manhattan, New York City, New York, USA",6757,5025
2014,"New Orleans International Airport - 900 Airline Drive, Kenner, Louisiana, USA",6758,5026
2014,"Copenhagen, Denmark",6759,5027
2014,"Idaho, USA",6760,5028
2014,"Utah, USA",6761,5029
2004,,6762,774
2011,"Salton Sea, California, USA",6763,5030
2012,"California, USA",6764,3800
1995,"Los Angeles, California, USA",6765,1810
2013,"Shelburne Falls, Massachusetts, USA",6766,5031
2014,"New York City, New York, USA",6767,325
2004,"Il Cielo - 9018 Burton Way, Beverly Hills, California, USA",6768,5032
2014,"Winnipeg, Manitoba, Canada",6769,4720
1996,USA,6770,5033
2013,"Los Angeles - Westside, California, USA",6771,5034
2005,,6772,318
2014,"Boston, Massachusetts, USA",6773,5035
2014,"New York City, New York, USA",6774,325
2014,"New York City, New York, USA",6775,325
2013,"Edinburgh, Scotland, UK",6776,5036
2007,Mexico,6777,5037
2011,"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",6778,5038
2013,"Atlanta, Georgia, USA",6779,1003
2001,"Honesdale, Pennsylvania, USA",6780,5039
2013,"Tupper Lake, New York, USA",6781,5040
2014,"Los Angeles, California, USA",6782,41
2014,,6783,245
2014,"Sewickley Heights, Pennsylvania, USA",6784,5041
2014,"Ashland, Oregon, USA",6785,5042
2014,"Los Angeles, California, USA",6786,41
2014,"Los Angeles, California, USA",6787,41
2011,"Fort Greene, Brooklyn, New York City, New York, USA",6788,5043
2009,"North Carolina, USA",6789,5044
2013,"Terminal 4, JFK International Airport, Jamaica, Queens, New York City, New York, USA",6790,5045
2012,"New York City, New York, USA",6791,2135
2014,"New York City, New York, USA",6792,325
2014,"Los Angeles, California, USA",6793,41
2013,,6794,45
2014,"Downtown, Los Angeles, California, USA",6795,5046
2010,"Westwood Village, Westwood, Los Angeles, California, USA",6796,5047
2007,"Westerly, Rhode Island, USA",6797,5048
2010,"Manhattan, New York City, New York, USA",6798,5049
2013,"JW Marriott Hotel - 900 W. Olympic Boulevard, Downtown, Los Angeles, California, USA",6799,5050
2014,"Baton Rouge, Louisiana, USA",6800,2531
2014,"Motion Picture & Television Country House and Hospital - 23388 Mulholland Dr, Woodland Hills, California, USA",6801,5051
2014,,6802,245
2014,"Williamsburg, Brooklyn, New York City, New York, USA",6803,5052
2005,"Bedford-Stuyvesant, Brooklyn, New York City, New York, USA",6804,5053
1997,"West Covina, California, USA",6805,5054
2003,"Los Angeles, California, USA",6806,636
2005,"Piru, California, USA",6807,5055
2003,"Vancouver, British Columbia, Canada",6808,5056
2003,"Newfoundland, Newfoundland and Labrador, Canada",6809,5057
2006,"Hong Kong, China",6810,5058
2005,"Capilano River Regional Park, North Vancouver, British Columbia, Canada",6811,5059
2008,"Kansas City, Kansas, USA",6812,5060
1993,"Mountainside Shell Station, 742 SW Mt Si Boulevard, North Bend, Washington, USA",6813,5061
2006,"Bowen Island, British Columbia, Canada",6814,5062
1961,"Bluebell Railway, East Sussex, England, UK",6815,5063
1948,"3rd Street Tunnel Stairway, Downtown, Los Angeles, California, USA",6816,5064
2013,,6817,45
2006,,6818,775
2002,,6819,626
2012,,6820,47
2015,,6821,49
2012,"Joe Lopes Skate Ramp, 338 Aloha Drive, San Leandro, California, USA",6822,5065
2010,,6823,20
2012 2013 2014,"Los Angeles, California, USA",6824,4177
2012,"New York City, New York, USA",6825,2135
1991 1992 1993,"Merry-Go-Round, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",6826,5066
2000,"Showline Studios, Toronto, Ontario, Canada",6827,982
2011,"Madison Square Garden, 7th Avenue, Chelsea, Manhattan, New York City, New York, USA",6828,5067
2006,"Azure Lounge & Grill Bar - 770 Pacific Blvd., Vancouver, British Columbia, Canada",6829,5068
2014,"Los Angeles, California, USA",6830,41
2015,India,6831,5069
2015,"Leith, North Dakota, USA",6832,5070
2014,"Berlin, Germany",6833,5071
2014,"New York City, New York, USA",6834,325
2014,"New York City, New York, USA",6835,325
2006,"East 54th Street Recreation Center, New York City, New York, USA",6836,5072
2010,"College Point, Queens, New York City, New York, USA",6837,5073
1997,"Brooklyn Museum, Brooklyn, New York City, New York, USA",6838,5074
1997,,6839,937
2014,France,6840,5075
2014,"Fox Studios, Moore Park, Sydney, New South Wales, Australia",6841,768
