Director,Actors,original_index,unique_index
"Oren Goldman,Stav Ozdoba","Sammy Kahn,Stephanie Sherrin,Joe Morton",5690,5640
Paul Greenberg,"Jessica Biel,Brian Huckeba,Robert Amico",5691,5641
Norman Tokar,"James Whitmore,Beverly Garland,Jack Ging",5692,5642
John R. Leonetti,"Ward Horton,Annabelle Wallis,Alfre Woodard",5693,5643
Todd Holland,"Fred Savage,Luke Edwards,Jenny Lewis",5694,5644
George Roy Hill,"Chevy Chase,Madolyn Smith Osborne,Kevin O'Morrison",5695,5645
Mark L. Lester,"John Candy,Meg Ryan,Eugene Levy",5696,5646
Carl Reiner,"John Candy,Richard Crenna,Rip Torn",5697,5647
Nicolas Steiner,,5698,5648
Paul Flaherty,"John Candy,Jeffrey Jones,Annie Potts",5699,5649
Wen-Han Shih,"Danny Trejo,Vinnie Jones,Jake Busey",5700,5650
Steve Pink,"John Cusack,Rob Corddry,Craig Robinson",5701,5651
Tom McCarthy,"Adam Sandler,Melonie Diaz,Steve Buscemi",5702,5652
Dean Israelite,"Amy Landecker,Sofia Black-D'Elia,Virginia Gardner",5703,5653
Ken Scott,"Vince Vaughn,Dave Franco,Tom Wilkinson",5704,5654
Nick Cassavetes,"Cameron Diaz,Leslie Mann,Kate Upton",5705,5655
"John Fortenberry,Amy Heckerling","Chris Kattan,Will Ferrell,Raquel Gardner",5706,5656
Christopher Nolan,"Matthew McConaughey,Anne Hathaway,Jessica Chastain",5707,5657
Craig Lucas,"Peter Sarsgaard,Campbell Scott,Patricia Clarkson",5708,5658
"Simon Chung,Pierre Yves Clouin","Gary Cohen,Victor Garber,Mateo Gómez",5709,5659
Robert Towne,"Mel Gibson,Michelle Pfeiffer,Kurt Russell",5710,5660
James Bolton,"Stephan Bender,Thomas Jay Ryan,Diana Scarwid",5711,5661
Mel Gibson,"Mel Gibson,Nick Stahl,Margaret Whitton",5712,5662
Joseph Graham,"Ben Bonenfant,Nick Frangione,Artem Mishin",5713,5663
Roger Spottiswoode,"Mel Gibson,Robert Downey Jr.,Nancy Travis",5714,5664
Rob Moretti,"Rebekah Aramini,Blanche Baker,Angel Brazier",5715,5665
Garry Marshall,"Goldie Hawn,Kurt Russell,Edward Herrmann",5716,5666
Mike Nichols,"Jack Nicholson,Michelle Pfeiffer,James Spader",5717,5667
Adrian Grunberg,"Mel Gibson,Kevin Hernandez,Daniel Giménez Cacho",5718,5668
Peter MacDonald,"Sylvester Stallone,Richard Crenna,Marc de Jonge",5719,5669
Joe Kowalski,"Erik Estrada,Wally Wingert,Andy Umberger",5720,5670
Woody Allen,"Woody Allen,Diane Keaton,Jerry Adler",5721,5671
Woody Allen,"Woody Allen,Judy Davis,Julia Louis-Dreyfus",5722,5672
Martin Ritt,"Woody Allen,Zero Mostel,Herschel Bernardi",5723,5673
Woody Allen,"Woody Allen,Mira Sorvino,Pamela Blair",5724,5674
Woody Allen,"Mia Farrow,Dianne Wiest,Michael Caine",5725,5675
Woody Allen,"Woody Allen,Mia Farrow,Sydney Pollack",5726,5676
Wes Anderson,"Ralph Fiennes,F. Murray Abraham,Mathieu Amalric",5727,5677
Wes Anderson,"Luke Wilson,Owen Wilson,Ned Dowd",5728,5678
Wes Anderson,"Owen Wilson,Adrien Brody,Jason Schwartzman",5729,5679
Stephen Daldry,"Kate Winslet,Ralph Fiennes,Bruno Ganz",5730,5680
Miguel Arteta,"Michael Cera,Portia Doubleday,Ray Liotta",5731,5681
Anatole Litvak,"Richard Basehart,Gary Merrill,Oskar Werner",5732,5682
Walter Lang,"Susan Hayward,Rory Calhoun,David Wayne",5733,5683
John Huston,"Robert Mitchum,Deborah Kerr",5734,5684
Gareth Evans,"Iko Uwais,Yayan Ruhian,Arifin Putra",5735,5685
Richard Thorpe,"Robert Taylor,Elizabeth Taylor,Joan Fontaine",5736,5686
Sidney Lanfield,"Constance Bennett,Franchot Tone,Tullio Carminati",5737,5687
"Mervyn LeRoy,Albert Lewin","Greer Garson,Walter Pidgeon,Henry Travers",5738,5688
John Huston,"Gregory Peck,Richard Basehart,Leo Genn",5739,5689
Laslo Benedek,"Fredric March,Mildred Dunnock,Kevin McCarthy",5740,5690
John Huston,"Jack Nicholson,Kathleen Turner,Robert Loggia",5741,5691
Woody Allen,"Colin Farrell,Ewan McGregor,Hayley Atwell",5742,5692
Woody Allen,"Anthony Hopkins,Naomi Watts,Josh Brolin",5743,5693
Nathaniel Kahn,"Edmund Bacon,Edwina Pattison Daniels,Balkrishna Doshi",5744,5694
Woody Allen,"Woody Allen,Tracey Ullman,Hugh Grant",5745,5695
Woody Allen,"Will Ferrell,Vinessa Shaw,Chiwetel Ejiofor",5746,5696
Woody Allen,"Woody Allen,Téa Leoni,Bob Dorian",5747,5697
Woody Allen,"Colin Firth,Emma Stone,Marcia Gay Harden",5748,5698
Woody Allen,"Greg Stebner,Woody Allen,John Tormey",5749,5699
Woody Allen,"Woody Allen,Jason Biggs,Christina Ricci",5750,5700
John Cassavetes,"Ben Gazzara,Timothy Carey,Seymour Cassel",5751,5701
Debra Granik,"Jennifer Lawrence,John Hawkes,Garret Dillahunt",5752,5702
Saul Dibb,"Keira Knightley,Ralph Fiennes,Dominic Cooper",5753,5703
Ang Lee,"Emma Thompson,Kate Winslet,James Fleet",5754,5704
Lone Scherfig,"Anne Hathaway,Jim Sturgess,Patricia Clarkson",5755,5705
Justin Chadwick,"Natalie Portman,Scarlett Johansson,Eric Bana",5756,5706
Cary Joji Fukunaga,"Mia Wasikowska,Michael Fassbender,Jamie Bell",5757,5707
Joe Wright,"Keira Knightley,Matthew Macfadyen,Brenda Blethyn",5758,5708
Jean-Marc Vallée,"Emily Blunt,Rupert Friend,Paul Bettany",5759,5709
Lone Scherfig,"Carey Mulligan,Peter Sarsgaard,Alfred Molina",5760,5710
Mark Romanek,"Keira Knightley,Carey Mulligan,Andrew Garfield",5761,5711
Alexander Payne,"George Clooney,Shailene Woodley,Amara Miller",5762,5712
Steven Soderbergh,"George Clooney,Cate Blanchett,Tobey Maguire",5763,5713
Robert Redford,"Ralph Fiennes,John Turturro,Rob Morrow",5764,5714
Steven Spielberg,"Danny Glover,Whoopi Goldberg,Oprah Winfrey",5765,5715
Mark Herman,"Asa Butterfield,David Thewlis,Rupert Friend",5766,5716
Brian Percival,"Sophie Nélisse,Geoffrey Rush,Emily Watson",5767,5717
Richard Brooks,"Burt Lancaster,Jean Simmons,Arthur Kennedy",5768,5718
Paul Thomas Anderson,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams",5769,5719
Paul Thomas Anderson,"Tom Cruise,Jason Robards,Julianne Moore",5770,5720
Clint Eastwood,"Ryan Phillippe,Barry Pepper,Joseph Cross",5771,5721
Edward Zwick,"Daniel Craig,Liev Schreiber,Jamie Bell",5772,5722
Joe Johnston,"Viggo Mortensen,Omar Sharif,Zuleikha Robinson",5773,5723
Curtis Hanson,"Michael Douglas,Tobey Maguire,Frances McDormand",5774,5724
Gary Ross,"Tobey Maguire,Jeff Daniels,Joan Allen",5775,5725
George Lucas,"Richard Dreyfuss,Ron Howard,Paul Le Mat",5776,5726
Steven Spielberg,"Richard Dreyfuss,Holly Hunter,Brad Johnson",5777,5727
John Huston,"Humphrey Bogart,Jennifer Jones,Gina Lollobrigida",5778,5728
Sam Mendes,"Leonardo DiCaprio,Kate Winslet,Christopher Fitzgerald",5779,5729
Todd Graff,"Aly Michalka,Vanessa Hudgens,Gaelan Connell",5780,5730
Kevin Connolly,"Isabelle Fuhrman,Liana Liberato,Jessica Alba",5781,5731
Alan Rudolph,"Jennifer Jason Leigh,Campbell Scott,Matthew Broderick",5782,5732
Michael Fredianelli,"Jana Ireton,Michael Fredianelli,Michael Nosé",5783,5733
George A. Romero,"John Leguizamo,Asia Argento,Simon Baker",5784,5734
"Henry Joost,Ariel Schulman","Stephen Dunham,Katie Featherston,Matt Shively",5785,5735
Christopher Landon,"Andrew Jacobs,Jorge Diaz,Gabrielle Walsh",5786,5736
"Henry Joost,Ariel Schulman","Chloe Csengery,Jessica Tyler Brown,Christopher Nicholas Smith",5787,5737
Tod Williams,"Katie Featherston,Micah Sloat,Molly Ephraim",5788,5738
"Charles Guard,Thomas Guard","Emily Browning,Arielle Kebbel,Elizabeth Banks",5789,5739
Peter Cornwell,"Virginia Madsen,Martin Donovan,Elias Koteas",5790,5740
Alexandre Aja,"Kiefer Sutherland,Paula Patton,Amy Smart",5791,5741
Steve Beck,"Tony Shalhoub,Shannon Elizabeth,Embeth Davidtz",5792,5742
Jaume Collet-Serra,"Chad Michael Murray,Paris Hilton,Elisha Cuthbert",5793,5743
Victor Salva,"Jonathan Breck,Ray Wise,Nicki Aycox",5794,5744
Bryan Bertino,"Scott Speedman,Liv Tyler,Gemma Ward",5795,5745
John Pogue,"Mercedes Mason,Josh Cooke,Mattie Liptak",5796,5746
Xavier Gens,"Timothy Olyphant,Dougray Scott,Olga Kurylenko",5797,5747
James McTeigue,"Rick Yune,Naomie Harris,Rain",5798,5748
Steven Spielberg,"Goldie Hawn,Ben Johnson,Michael Sacks",5799,5749
Steven Spielberg,"John Belushi,Dan Aykroyd,Treat Williams",5800,5750
Peter Kassovitz,"Robin Williams,Hannah Taylor Gordon,Éva Igó",5801,5751
Mark Romanek,"Robin Williams,Connie Nielsen,Michael Vartan",5802,5752
Omar Naim,"Robin Williams,Jim Caviezel,Mira Sorvino",5803,5753
"Joe Dante,John Landis","Dan Aykroyd,Albert Brooks,Vic Morrow",5804,5754
Kevin Spacey,"Kevin Spacey,Kate Bosworth,John Goodman",5805,5755
Paddy Breathnach,"Brendan Gleeson,Peter McDonald,Antoine Byrne",5806,5756
Brett Eichenberger,"Cameron Deane Stewart,Savannah McReynolds,Roark Critchlow",5807,5757
"Ashley Raymer-Brown,Rachael Yeager","Brian Douglas Barker,Katherine Bennett,Catherine Borland",5808,5758
Tim Savage,"Kyler Ki Sakamoto,Kalama Epstein,Dann Seki",5809,5759
Malindi Fickle,"Lacy Marie Meyer,Robyn Ross,Gregory Konow",5810,5760
John Carpenter,"Christopher Reeve,Kirstie Alley,Linda Kozlowski",5811,5761
Clint Eastwood,"Leonardo DiCaprio,Armie Hammer,Naomi Watts",5812,5762
Dean Parisot,"Bruce Willis,Helen Mirren,John Malkovich",5813,5763
Roland Emmerich,"Channing Tatum,Jamie Foxx,Maggie Gyllenhaal",5814,5764
"Sarah-Violet Bliss,Charles Rogers","Bridey Elliott,Clare McNulty,Neil Casey",5815,5765
Tommy Faircloth,"Debbie Rochon,John Kap,Christian James",5816,5766
Terrence Malick,"Brad Pitt,Sean Penn,Jessica Chastain",5817,5767
John Madden,"Judi Dench,Bill Nighy,Maggie Smith",5818,5768
"Banker White,Anna Fitch",,5819,5769
Paul B. Price,"Rita Moreno,Robert Sacchi",5820,5770
Jessie McCormack,"Michelle Monaghan,Radha Mitchell,Jon Dore",5821,5771
"Dean A. Berko,Christopher Padilla","Spike Milligan,Paul Frees",5822,5772
George Roy Hill,"Michael Sacks,Ron Leibman,Eugene Roche",5823,5773
Mike Nichols,"George C. Scott,Trish Van Devere,Paul Sorvino",5824,5774
Robert Altman,"Donald Sutherland,Elliott Gould,Tom Skerritt",5825,5775
Mike Nichols,"Matthew Broderick,Christopher Walken,Matt Mulhern",5826,5776
Leslie H. Martinson,"Adam West,Burt Ward,Lee Meriwether",5827,5777
Sidney J. Furie,"Christopher Reeve,Gene Hackman,Margot Kidder",5828,5778
Noel M. Smith,"Dick Foran,Linda Perry,Smoke",5829,5779
Taylor Hackford,"Damian Chapa,Jesse Borrego,Benjamin Bratt",5830,5780
Lewis Helfer,"Lewis Helfer,Melissa Sagemiller,Tovah Feldshuh",5831,5781
Dylan Greenberg,"Rose Cosenza,Briar Montana,Abrina Krasnov",5832,5782
Lee Toland Krieger,"Alison Pill,Chris Messina,T. Lynn Mikeska",5833,5783
J. Mills Goodloe,"Mason Gamble,Gary Sinise,Philip Baker Hall",5834,5784
Lee Toland Krieger,"Blake Lively,Michiel Huisman,Harrison Ford",5835,5785
Bryant Botero,"Julius Ceasar,Alex Sisti,James Sutherland",5836,5786
Bruce Beresford,"Jane Fonda,Catherine Keener,Elizabeth Olsen",5837,5787
Charlie Stratton,"Elizabeth Olsen,Tom Felton,Jessica Lange",5838,5788
Josh Radnor,"Josh Radnor,Malin Akerman,Zoe Kazan",5839,5789
Harmony Korine,"Vanessa Hudgens,Selena Gomez,Ashley Benson",5840,5790
Sofia Coppola,"Katie Chang,Israel Broussard,Emma Watson",5841,5791
John Krokidas,"Daniel Radcliffe,Dane DeHaan,Michael C. Hall",5842,5792
Mary Agnes Donoghue,"Katherine Heigl,Tom Wilkinson,Linda Emond",5843,5793
Peter Tolan,"Matthew Broderick,Brittany Snow,Maura Tierney",5844,5794
Thomas Mignone,"Brittany Snow,Josh Janowicz,Clayne Crawford",5845,5795
Tom Vaughan,"Pierce Brosnan,Salma Hayek,Jessica Alba",5846,5796
Nate Meyer,"Robin Tunney,Adam Scott,Jeremy Strong",5847,5797
Jennifer Westfeldt,"Jennifer Westfeldt,Adam Scott,Maya Rudolph",5848,5798
Jordan Vogt-Roberts,"Nick Robinson,Gabriel Basso,Moises Arias",5849,5799
Jon Poll,"Anton Yelchin,Robert Downey Jr.,Hope Davis",5850,5800
"Nat Faxon,Jim Rash","Steve Carell,Toni Collette,Allison Janney",5851,5801
Charlie McDowell,"Mark Duplass,Elisabeth Moss,Ted Danson",5852,5802
Maggie Carey,"Aubrey Plaza,Johnny Simmons,Bill Hader",5853,5803
Lorene Scafaria,"Steve Carell,Keira Knightley,Melanie Lynskey",5854,5804
"Jay Duplass,Mark Duplass","Jason Segel,Ed Helms,Judy Greer",5855,5805
Lynn Shelton,"Mark Duplass,Emily Blunt,Rosemarie DeWitt",5856,5806
Alec Gillis,"Lance Henriksen,Matt Winston,Camille Balsamo",5857,5807
Greg Mottola,"Jesse Eisenberg,Kristen Stewart,Ryan Reynolds",5858,5808
Lake Bell,"Lake Bell,Fred Melamed,Michaela Watkins",5859,5809
Joe Swanberg,"Anna Kendrick,Melanie Lynskey,Mark Webber",5860,5810
Joe Swanberg,"Jane Adams,Sophia Takal,Kent Osborne",5861,5811
Paul Middleditch,"Craig Robinson,Anna Kendrick,John Francis Daley",5862,5812
Jason Reitman,"George Clooney,Vera Farmiga,Anna Kendrick",5863,5813
Jenée LaMarque,"Zoe Kazan,Jake Johnson,Ron Livingston",5864,5814
Barbet Schroeder,"Jeremy Irons,Glenn Close,Ron Silver",5865,5815
"Howard E. Baker,Arish Fyzee","Jon Cryer,Brad Garrett,Steve Zahn",5866,5816
Jugal Hansraj,"Saif Ali Khan,Kareena Kapoor,Javed Jaffrey",5867,5817
Steve Oedekerk,"Kevin James,Courteney Cox,Danny Glover",5868,5818
Barry Tubb,"Joey Lauren Adams,Jacob Fisher,Emma Roberts",5869,5819
Robert Vince,"Cameron Bancroft,Bob Burnquist,Bernie",5870,5820
Spike Jonze,"Max Records,Catherine O'Hara,Forest Whitaker",5871,5821
Héctor Olivera,"Bo Svenson,Vidal Peterson,Thom Christopher",5872,5822
Patrick Kennelly,"Bethany Orr,Mary Loveless,Wes McGee",5873,5823
"Dan Berk,Robert Olsen","Helen Rogers,Alexandra Turshen,Lauren Molina",5874,5824
"Adam Brooks,Jeremy Gillespie","Adam Brooks,Matthew Kennedy,Conor Sweeney",5875,5825
Robert C. Ramirez,"John Ritter,Cree Summer,Kel Mitchell",5876,5826
José Manuel Cravioto,"Amy Okuda,Richard Tyson,Tina Ivlev",5877,5827
John McNaughton,"Samantha Morton,Michael Shannon,Natasha Calis",5878,5828
Estlin Feigley,"Mario Lopez,Christopher Gorham,Kelly Rutherford",5879,5829
Brittany Goodwin,"Kyle Kupecky,Vincent Seidle,Hollie Shay",5880,5830
Neil Stephens,"Chyna Layne,Jake Waldman,Allison Carter Thomas",5881,5831
Len Talan,"David Warner,Hugh Pollard,Nicola Stapleton",5882,5832
Hugh Gross,"Jordan Van Vranken,Orien Richman,Jermel Nakia",5883,5833
Carl Schenkel,"Casper Van Dien,Jane March,Steven Waddington",5884,5834
Eugene Marner,"John Savage,Rebecca De Mornay,Yossi Graber",5885,5835
Peter Carter,"Hal Holbrook,Lawrence Dane,Robin Gammell",5886,5836
Edward L. Cahn,"Joyce Taylor,Mark Damon,Eduard Franz",5887,5837
William Asher,"Jimmy McNichol,Susan Tyrrell,Bo Svenson",5888,5838
Timothy J. Nelson,"Ricky Mabe,Elisha Cuthbert,Sophie Lorain",5889,5839
Robert Tinnell,"Johnny Morina,Maggie Castle,Christopher Olscamp",5890,5840
Ted Nicolaou,"Gregory Smith,Madeleine Potter,Godfrey James",5891,5841
"Albert Band,Charles Band","Brett Cullen,Colleen Morris,Samantha Mills",5892,5842
Ted Nicolaou,"Jamie Renée Smith,Kevin Wixted,Saxon Trainor",5893,5843
Ted Nicolaou,"Courtland Mead,Janet Henfrey,Stuart Campbell",5894,5844
Joey Travolta,"Pat Morita,Marcia Strassman,Brock Pierce",5895,5845
John Schultz,"Jonathan Lipnicki,Cody Linley,Jesse Pennington",5896,5846
Dan T. Hall,"Moli Hall,Jonas Gustavson,Emma Kinghorn",5897,5847
Barry Mahon,"Chan Mahon,Allen Joseph,George Wadsworth",5898,5848
"Kaare Andrews,Angela Bettis","Ingrid Bolsø Berdal,Iván González,Kyra Zagorsky",5899,5849
Michael Polish,"Kate Bosworth,Wes Bentley,Olivia Rose Keegan",5900,5850
Robert Lee King,"Lauren Ambrose,Nicholas Brendon,Thomas Gibson",5901,5851
Slava Tsukerman,"Anne Carlisle,Paula E. Sheppard,Susan Doukas",5902,5852
Richard Elfman,"Mimi Lesseos,Oliver Page,Christopher Cass",5903,5853
Lloyd Bacon,"Al Jolson,Kay Francis,Dolores del Rio",5904,5854
"Richard Elfman,Mahatma Kane Sumatra","Adoré,Colleen Anderson,Bozenka",5905,5855
Richard Elfman,"Rachel Brice,Issam Houshan,Jillina",5906,5856
Stephen Sayadian,"Madeleine Reynal,Fox Harris,Laura Albert",5907,5857
Sam Irvin,"Samaire Armstrong,Matthew Lawrence,Julie Brown",5908,5858
Michael O. Sajbel,"Drew Fuller,James Garner,Abigail Breslin",5909,5859
Rondell Sheridan,"Madison Iseman,Emily Miles HSIA,Tristan Lamb",5910,5860
"Kim Swink,Chris Spencer","Joey Lauren Adams,David Lansbury,Natalie Canerday",5911,5861
Helmut Schleppi,"Ted McGinley,Brad Stine,Nancy Stafford",5912,5862
Jim Fall,"Shiri Appleby,Hannah Marks,Debby Ryan",5913,5863
Bob Clark,"Charles Grodin,Kieran Culkin,Mary Steenburgen",5914,5864
Norman Jewison,"Whoopi Goldberg,Gérard Depardieu,Haley Joel Osment",5915,5865
Peter Hastings,"Haley Joel Osment,Diedrich Bader,Candy Ford",5916,5866
Derick Martini,"Kevin Zegers,Zane Holtz,Lucas Till",5917,5867
Bernard McEveety,"James Garner,Vera Miles,Pat Hingle",5918,5868
John Hough,"Eddie Albert,Ray Milland,Donald Pleasence",5919,5869
Norman Tokar,"Jodie Foster,David Niven,Helen Hayes",5920,5870
David Mamet,"Gene Hackman,Rebecca Pidgeon,Danny DeVito",5921,5871
James Foley,"Chris O'Donnell,Gene Hackman,Faye Dunaway",5922,5872
Simon Moore,"Liam Neeson,Laura San Giacomo,Kenneth Cranham",5923,5873
James Moran,"Jake McDorman,Alexandra Breckenridge,Doug Jones",5924,5874
Michael Apted,"Hugh Grant,Gene Hackman,Sarah Jessica Parker",5925,5875
Michael Apted,"Gene Hackman,Mary Elizabeth Mastrantonio,Colin Friels",5926,5876
Bruce Beresford,"John Cusack,Morgan Freeman,Jamie Anderson",5927,5877
Natalie Bible',"Brieanna Steele,Brittany Werner",5928,5878
Harold Becker,"John Travolta,Nick Loren,James Lashly",5929,5879
Joe Roth,"Julianne Moore,Samuel L. Jackson,Edie Falco",5930,5880
Renny Harlin,"Samuel L. Jackson,Ed Harris,Eva Mendes",5931,5881
Michael Apted,"Sigourney Weaver,Bryan Brown,Julie Harris",5932,5882
David Mirkin,"Sigourney Weaver,Jennifer Love Hewitt,Gene Hackman",5933,5883
Mimi Leder,"George Clooney,Nicole Kidman,Marcel Iures",5934,5884
Joe Eckardt,"Frankie Muniz,Dallas Page,Amber Borycki",5935,5885
Stephen Reynolds,"Jonathan Good,Roger R. Cross,Daniel Cudmore",5936,5886
Sam Raimi,"Bruce Campbell,Embeth Davidtz,Marcus Gilbert",5937,5887
Justin Lerner,"Joseph Cross,Adelaide Clemens,Deborah Ann Woll",5938,5888
Jason Bognacki,"David Landry,Maria Olsen,Lillian Pennypacker",5939,5889
Justin Suttles,"Evan Brinkman,Victor Jones,Heather L. Porter",5940,5890
Sarah Adina Smith,"Lindsay Burdge,Jennifer Lafleur,Aleksa Palladino",5941,5891
Ann Tramonte,"Meredith Prunty,Ashley Tramonte,Paisley Scott",5942,5892
Philip Adrian Booth,"Ray Wise,Ben Browder,Elle LaMont",5943,5893
Andrew P. Jones,"Jeffrey Johnson,Linara Washington,Charley Koontz",5944,5894
Mickey Liddell,"Haley Bennett,Chace Crawford,Jake Weber",5945,5895
Andrew Stevens,"Dee Wallace,Bruce Davison,Andrew Stevens",5946,5896
Larry Swerdlove,"Timothy Busfield,Bess Armstrong,Cliff De Young",5947,5897
Jim Wynorski,"Howard Hesseman,Jennifer Love Hewitt,Anita Morris",5948,5898
Paul Bartel,"David Carradine,Sylvester Stallone,Simone Griffeth",5949,5899
"Justin Benson,Gregg Bishop","Patrick Lawrie,Emilia Ares Zoryan,Celia K. Milius",5950,5900
Sidney W. Pink,"Bent Mejding,Asbjørn Andersen,Povl Wøldike",5951,5901
Barry Levinson,"Robin Williams,Michael Gambon,Joan Cusack",5952,5902
Jon Turteltaub,"Bruce Willis,Spencer Breslin,Emily Mortimer",5953,5903
Erik Fleming,"Scarlett Johansson,Eva Mendes,Judge Reinhold",5954,5904
Damien Leone,"Katie Maguire,Catherine Corcoran,Jenna Kanell",5955,5905
David Lynch,"Scott Coffey,Rebekah Del Rio,Laura Harring",5956,5906
Douglas Cheek,"John Heard,Daniel Stern,Christopher Curry",5957,5907
Lawrence Kasdan,"Meg Ryan,Kevin Kline,Timothy Hutton",5958,5908
Forest Whitaker,"Sandra Bullock,Harry Connick Jr.,Gena Rowlands",5959,5909
Mike Nichols,"Garry Shandling,Annette Bening,John Goodman",5960,5910
J.B. Rogers,"Chris Klein,Heather Graham,Orlando Jones",5961,5911
Fisher Stevens,"Ron Eldard,Kyra Sedgwick,Marisa Tomei",5962,5912
Mark Herman,"Colin Firth,Minnie Driver,Mary Steenburgen",5963,5913
Doug Ellin,"David Schwimmer,Jason Lee,Mili Avital",5964,5914
Edward Burns,"Edward Burns,Heather Graham,Penny Balfour",5965,5915
Tom DiCillo,"Denis Leary,Elizabeth Hurley,Luis Guzmán",5966,5916
Harold Ramis,"Brendan Fraser,Elizabeth Hurley,Frances O'Connor",5967,5917
Marco Schnabel,"Mike Myers,Jessica Alba,Romany Malco",5968,5918
Kaige Chen,"Heather Graham,Joseph Fiennes,Natascha McElhone",5969,5919
Brian Herzlinger,"Heather Graham,Jerry O'Connell,John Corbett",5970,5920
"Frank Miller,Robert Rodriguez","Mickey Rourke,Jessica Alba,Josh Brolin",5971,5921
Perry Blackshear,"MacLeod Andrews,Evan Dumouchel,Margaret Ying Drake",5972,5922
Adam Marcus,"John D. LeMay,Kari Keegan,Kane Hodder",5973,5923
Rob Zombie,"Sheri Moon Zombie,Meg Foster,Bruce Davison",5974,5924
"Ubaldo Ragona,Sidney Salkow","Vincent Price,Franca Bettoia,Emma Danieli",5975,5925
Tom Savini,"Tony Todd,Patricia Tallman,Tom Towles",5976,5926
Michael Benson,"Laibach,Peter Mlakar,Slavoj Zizek",5977,5927
George A. Romero,"Michelle Morgan,Joshua Close,Shawn Roberts",5978,5928
William A. Wellman,"Barbara Stanwyck,Ben Lyon,Joan Blondell",5979,5929
Astra Taylor,Slavoj Zizek,5980,5930
Archie Mayo,"Paul Muni,Bette Davis,Margaret Lindsay",5981,5931
William Dieterle,"Paul Muni,Josephine Hutchinson,Anita Louise",5982,5932
Roy Del Ruth,"Edward G. Robinson,Mary Astor,Helen Vinson",5983,5933
"Kirby Dick,Amy Ziering","Jacques Derrida,Marguerite Derrida,René Major",5984,5934
Stanley Kubrick,"Frank Silvera,Kenneth Harp,Paul Mazursky",5985,5935
William Dieterle,"Paul Muni,Ann Dvorak,Barton MacLane",5986,5936
Matthijs van Heijningen Jr.,"Mary Elizabeth Winstead,Joel Edgerton,Ulrich Thomsen",5987,5937
John Landis,"Harry Dean Stanton,John Landis,Don Rickles",5988,5938
William A. Seiter,"Cary Grant,Nancy Carroll,Randolph Scott",5989,5939
Stuart Heisler,"Susan Hayward,Lee Bowman,Marsha Hunt",5990,5940
Samuel Bayer,"Jackie Earle Haley,Rooney Mara,Kyle Gallner",5991,5941
William Fruet,"Martin Hewitt,Ralph Seymour,Elaine Wilkes",5992,5942
Ken Hughes,"Leonard Mann,Rachel Ward,Drew Snyder",5993,5943
Adam Green,"Danielle Harris,Kane Hodder,Tony Todd",5994,5944
Adam Green,"Kane Hodder,Joel David Moore,Deon Richmond",5995,5945
BJ McDonnell,"Danielle Harris,Kane Hodder,Zach Galligan",5996,5946
Joe Giannone,"Gaylen Ross,Tony Fish,Harriet Bass",5997,5947
Mario Van Peebles,"Mario Van Peebles,Lesley Ann Warren,Donovan Leitch Jr.",5998,5948
M. Blash,"Chloë Sevigny,Jena Malone,Maya Goldsmith",5999,5949
M. Blash,"Jena Malone,Chloë Sevigny,Luke Grimes",6000,5950
Ricardo Benet,"Lucy Liu,Tamlyn Tomita,John Cothran",6001,5951
Chris Columbus,"Taye Diggs,Wilson Jermaine Heredia,Rosario Dawson",6002,5952
