Release Date,original_index,unique_index
24 April 2015 (USA),6365,368
1 November 1991 (USA),6366,2725
28 February 2014 (USA),6367,3484
5 February 1988 (USA),6368,256
18 January 2009 (USA),6369,4355
14 June 2002 (UK),6370,4356
17 January 1992 (USA),6371,1516
19 November 2010 (USA),6372,1126
8 December 2000 (USA),6373,4357
18 January 2013 (USA),6374,4358
11 February 2011 (USA),6375,880
18 February 2000 (USA),6376,1618
8 September 2006 (USA),6377,4359
30 May 2006 (USA),6378,4360
20 August 1993 (USA),6379,1314
27 October 2000 (USA),6380,4361
22 October 2004 (USA),6381,3111
30 May 1997 (USA),6382,4362
17 November 2000 (USA),6383,1270
1 January 2005 (USA),6384,4363
,6385,47
23 January 2007 (USA),6386,4364
6 November 2009 (USA),6387,1272
10 November 1989 (USA),6388,1602
22 February 2013 (USA),6389,1962
9 May 1992 (USA),6390,4365
April 1991 (USA),6391,4366
22 August 1997 (Turkey),6392,4367
18 September 2001 (USA),6393,4368
14 May 1990 (USA),6394,4369
4 November 1989 (Japan),6395,4370
16 November 2004 (USA),6396,4371
11 July 2008 (Latvia),6397,4372
24 August 1990 (USA),6398,2075
20 July 1990 (USA),6399,4373
15 February 1991 (USA),6400,4374
18 July 1997 (Germany),6401,4375
22 April 1993 (Germany),6402,4376
26 October 1984 (USA),6403,919
16 November 2007 (Spain),6404,4377
7 August 1992 (USA),6405,941
18 August 1989 (USA),6406,2498
18 October 2002 (USA),6407,1778
4 April 1997 (USA),6408,2070
24 January 2013 (Russia),6409,4378
1 April 1980 (USA),6410,4379
,6411,47
22 July 1974 (Sweden),6412,4380
14 September 1984 (USA),6413,4381
30 July 1976 (USA),6414,4382
26 February 1982 (USA),6415,4383
October 1990 (USA),6416,4384
26 November 1980 (France),6417,4385
29 October 1982 (USA),6418,4386
1 May 1983 (USA),6419,4387
13 May 1988 (USA),6420,3803
1 October 1982 (USA),6421,4388
12 March 1982 (USA),6422,1915
14 August 2015 (USA),6423,463
3 August 1978 (USA),6424,4389
July 1973 (USA),6425,4390
15 June 1977 (USA),6426,1040
20 April 2014 (USA),6427,2800
13 July 1991 (South Korea),6428,4391
"Jan 1, 1980 Wide",6429,4392
2 October 2015 (USA),6430,2427
7 October 2014 (USA),6431,4393
November 1977 (USA),6432,4394
24 July 1981 (West Germany),6433,4395
December 1977 (USA),6434,4396
10 March 1972 (USA),6435,119
"Jun 2, 1976 Wide",6436,4397
6 June 1975 (USA),6437,4398
22 September 1960 (USA),6438,4399
4 October 1972 (USA),6439,4400
15 April 1978 (Japan),6440,4401
20 November 1977 (USA),6441,4402
20 April 1966 (USA),6442,4403
22 August 1979 (France),6443,4404
18 October 2013 (USA),6444,250
5 November 1982 (USA),6445,4405
7 December 1979 (USA),6446,3036
July 1976 (USA),6447,4406
28 February 2015 (USA),6448,4407
26 October 1978 (Mexico),6449,4408
10 April 2015 (USA),6450,1953
19 September 1980 (USA),6451,3848
1 May 1981 (USA),6452,1215
14 May 1999 (UK),6453,4409
27 May 1983 (USA),6454,4410
28 May 1985 (USA),6455,4411
September 1985 (USA),6456,3219
14 November 1986 (USA),6457,3525
14 August 2015 (USA),6458,463
12 June 2014 (USA),6459,4412
November 1985 (USA),6460,4413
1 May 1987 (USA),6461,7
27 September 1985 (USA),6462,3589
February 1987 (USA),6463,4414
14 August 1980 (USA),6464,4415
30 July 1993 (Brazil),6465,4416
24 February 1989 (USA),6466,279
30 August 1985 (USA),6467,2989
16 September 1983 (USA),6468,4417
April 1985 (USA),6469,4418
12 September 1986 (USA),6470,4419
October 1981 (USA),6471,4420
14 February 1986 (USA),6472,4421
7 May 1982 (USA),6473,4422
April 1975 (USA),6474,4423
16 September 1983 (USA),6475,4417
14 June 1985 (USA),6476,2571
January 1983 (USA),6477,4262
16 May 1980 (USA),6478,4259
15 March 2015 (USA),6479,955
6 October 2015 (USA),6480,270
14 March 2015 (USA),6481,49
"Feb 13, 1953 Wide",6482,4424
31 July 2015 (USA),6483,1307
1 October 2010 (USA),6484,1961
31 October 1951 (USA),6485,4425
11 March 1998 (France),6486,4426
17 May 2014 (USA),6487,4107
6 August 2010 (USA),6488,388
29 April 2006 (USA),6489,4427
5 October 2011 (USA),6490,4428
13 June 2008 (USA),6491,1074
5 October 2012 (USA),6492,815
23 October 2003 (USA),6493,4429
15 March 1961 (USA),6494,4430
19 April 1940 (USA),6495,2127
29 October 1945 (Sweden),6496,4431
21 February 1941 (USA),6497,4432
5 December 1945 (USA),6498,4433
17 February 1949 (USA),6499,4434
4 May 1935 (USA),6500,4435
24 July 1959 (Finland),6501,4436
19 August 1939 (USA),6502,4437
13 June 1960 (Sweden),6503,4438
12 May 1942 (USA),6504,4439
5 September 1947 (USA),6505,4440
27 October 2006 (USA),6506,122
11 February 2010 (USA),6507,4441
12 May 2009 (USA),6508,4442
6 May 2013 (USA),6509,4443
13 October 2006 (USA),6510,1479
28 August 2009 (USA),6511,124
29 June 2007 (USA),6512,847
31 January 2003 (Mexico),6513,4444
26 January 2007 (USA),6514,725
27 January 2006 (USA),6515,2795
27 November 2002 (USA),6516,1047
20 December 1996 (USA),6517,360
28 April 1995 (USA),6518,493
8 January 2016 (USA),6519,3543
20 November 2015 (USA),6520,991
13 November 2015 (USA),6521,1506
20 May 2011 (UK),6522,3196
October 1998 (USA),6523,674
,6524,47
29 July 2016 (USA),6525,4445
2012 (USA),6526,3178
,6527,47
26 September 2012 (France),6528,4446
23 March 2018 (USA),6529,4447
11 October 2011 (USA),6530,4448
28 January 2012 (USA),6531,4449
10 September 2013 (USA),6532,4450
12 October 2013 (USA),6533,4451
9 June 2014 (USA),6534,2693
6 November 2014 (USA),6535,4452
,6536,47
28 May 1952 (USA),6537,4453
,6538,47
1 March 2013 (USA),6539,3009
7 February 2004 (USA),6540,4454
19 April 2014 (USA),6541,1372
21 March 2014 (USA),6542,1404
September 2008 (Italy),6543,4455
November 2015 (USA),6544,4456
2 September 2012 (Italy),6545,4457
28 June 2011 (Belgium),6546,4458
"Jan 10, 2014 Limited",6547,4459
20 September 2012 (Russia),6548,4460
2014 (USA),6549,1505
14 October 2011 (USA),6550,4137
,6551,47
19 July 2012 (Russia),6552,4461
18 October 1996 (USA),6553,1974
12 March 1999 (USA),6554,736
19 September 1997 (USA),6555,1846
11 August 1995 (USA),6556,1180
20 January 2014 (USA),6557,4462
30 September 2005 (USA),6558,1965
February 2014 (USA),6559,4463
2015 (USA),6560,258
,6561,47
28 May 2008 (USA),6562,4464
1 September 2014 (USA),6563,2344
4 June 2013 (USA),6564,4465
6 March 2015 (USA),6565,1556
25 December 1942 (USA),6566,4466
13 February 2015 (USA),6567,2680
18 July 2014 (USA),6568,1109
24 October 2014 (USA),6569,2081
2 January 2015 (USA),6570,1369
25 April 2014 (USA),6571,4004
2 May 2014 (UK),6572,4467
12 November 1993 (USA),6573,860
12 December 2013 (USA),6574,4468
22 August 2014 (USA),6575,1681
26 February 1958 (Japan),6576,4469
27 March 2015 (Poland),6577,4470
7 January 2012 (USA),6578,4471
19 July 2013 (USA),6579,398
24 June 2009 (USA),6580,1095
2012 (Canada),6581,4472
10 April 2008 (USA),6582,4473
20 July 2009 (USA),6583,4474
31 January 2007 (France),6584,4475
January 2010 (USA),6585,4156
23 June 2011 (USA),6586,4476
28 March 2008 (USA),6587,1481
1 May 2011 (USA),6588,968
14 May 2009 (Germany),6589,4477
21 October 2006 (USA),6590,4478
3 June 2010 (USA),6591,4479
4 October 2013 (USA),6592,2487
13 March 1978 (Sweden),6593,4480
21 January 2013 (USA),6594,3921
19 July 2012 (USA),6595,4481
12 February 2013 (USA),6596,1301
July 2014 (USA),6597,4482
6 May 2014 (USA),6598,4483
11 July 2009 (USA),6599,4484
2 June 2015 (USA),6600,4485
15 June 2014 (USA),6601,3360
6 November 2008 (Germany),6602,4486
5 February 2014 (Philippines),6603,4487
28 September 2006 (Germany),6604,4488
21 July 2013 (USA),6605,4489
5 December 2013 (USA),6606,4490
9 May 2014 (USA),6607,677
31 October 2014 (USA),6608,255
30 June 2013 (USA),6609,4491
11 January 2014 (USA),6610,4492
10 April 2015 (USA),6611,1953
27 February 2015 (USA),6612,2211
1 June 2015 (USA),6613,1792
29 March 2015 (USA),6614,4493
15 April 2015 (USA),6615,1359
4 May 2013 (USA),6616,1367
28 February 2015 (USA),6617,4407
26 September 2015 (USA),6618,774
27 February 2015 (USA),6619,2211
2 May 2015 (USA),6620,2947
2015 (USA),6621,258
26 October 2014 (USA),6622,4494
26 September 2015 (USA),6623,774
7 March 2013 (USA),6624,4495
1 June 2015 (USA),6625,1792
,6626,47
26 April 2015 (USA),6627,2674
9 September 2015 (France),6628,4496
2010 (USA),6629,1155
15 May 2006 (USA),6630,4497
1 July 2015 (USA),6631,2213
1 June 2014 (USA),6632,4498
15 May 2015 (USA),6633,2222
31 March 1989 (USA),6634,4499
"Jul 17, 1964 Wide",6635,4500
30 March 2008 (USA),6636,4501
2 October 2012 (USA),6637,4502
16 October 2014 (USA),6638,1478
January 2014 (USA),6639,3005
9 January 2014 (USA),6640,4503
30 October 1993 (South Korea),6641,4504
10 March 2014 (USA),6642,4505
31 May 1990 (USA),6643,4506
27 May 1994 (Japan),6644,4507
2 June 2015 (USA),6645,4485
11 November 2010 (Russia),6646,4508
20 October 2006 (USA),6647,2203
25 June 2009 (Singapore),6648,4509
3 February 2006 (USA),6649,2557
8 January 2008 (USA),6650,4510
16 September 2005 (USA),6651,1825
9 April 2011 (USA),6652,4511
11 April 2014 (USA),6653,812
19 August 2014 (USA),6654,1574
November 2014 (USA),6655,952
28 January 2005 (USA),6656,1146
1 May 2015 (USA),6657,3016
17 October 2008 (Italy),6658,4512
14 August 2015 (UK),6659,4513
March 2005 (USA),6660,2268
30 April 2004 (USA),6661,2686
21 July 2000 (USA),6662,2541
12 January 1996 (USA),6663,2824
31 July 2009 (USA),6664,1230
13 September 2002 (USA),6665,2825
1 February 1973 (Argentina),6666,4514
8 April 2005 (USA),6667,1160
22 May 1992 (USA),6668,197
12 February 1999 (USA),6669,531
23 August 2002 (USA),6670,1147
27 February 2014 (USA),6671,4515
18 June 2010 (USA),6672,983
6 March 2015 (USA),6673,1556
8 November 2013 (USA),6674,1069
4 March 2014 (USA),6675,4516
9 January 2015 (USA),6676,629
10 March 2012 (USA),6677,1077
21 January 2013 (USA),6678,3921
15 August 2014 (USA),6679,1805
5 May 2010 (USA),6680,4517
17 March 2014 (USA),6681,4518
17 October 2014 (USA),6682,1785
4 May 2013 (USA),6683,1367
4 October 2013 (USA),6684,2487
10 January 2014 (UK),6685,4519
29 April 2014 (Netherlands),6686,4520
September 2011 (USA),6687,3868
3 October 1997 (USA),6688,1471
22 January 2007 (USA),6689,3685
29 May 2008 (Germany),6690,4521
January 2005 (USA),6691,4005
17 January 2014 (USA),6692,1351
23 February 2015 (USA),6693,4522
4 May 2015 (USA),6694,4523
7 May 2015 (Germany),6695,4524
2015 (USA),6696,258
8 October 2014 (France),6697,4525
31 October 2014 (UK),6698,4526
2000 (USA),6699,3973
2 February 2014 (USA),6700,4527
18 May 2015 (USA),6701,4528
23 June 2015 (USA),6702,1378
10 March 2003 (USA),6703,4529
28 August 2009 (USA),6704,124
April 2015 (USA),6705,4530
5 September 2013 (South Korea),6706,4531
29 June 2012 (Brazil),6707,4532
15 March 2015 (USA),6708,955
May 2014 (South Korea),6709,4533
15 March 2014 (USA),6710,947
"Nov 19, 2014 Limited",6711,4534
21 November 2003 (UK),6712,4535
19 September 1997 (USA),6713,1846
2 June 1969 (Sweden),6714,4536
28 September 1977 (France),6715,4537
23 April 2005 (USA),6716,4538
1 November 1989 (USA),6717,4539
"Oct 26, 1984 Wide",6718,4540
17 November 1975 (Sweden),6719,4541
16 October 1992 (Australia),6720,4542
18 July 2014 (USA),6721,1109
8 May 2015 (USA),6722,1562
2 November 2008 (USA),6723,4543
2 October 2015 (USA),6724,2427
2 May 2015 (USA),6725,2947
31 December 2015 (Argentina),6726,4544
2015 (USA),6727,258
6 August 2010 (USA),6728,388
27 July 2012 (USA),6729,3718
14 February 2008 (USA),6730,292
8 August 2014 (USA),6731,1804
8 May 2015 (USA),6732,1562
"May 15, 2015 Limited",6733,4545
4 June 2015 (Singapore),6734,4546
30 November 2007 (USA),6735,4547
November 2008 (USA),6736,4548
1 September 2015 (USA),6737,3932
2 October 2015 (UK),6738,4549
17 July 2015 (USA),6739,212
23 October 2015 (USA),6740,2779
26 September 2015 (USA),6741,774
15 September 2015 (Canada),6742,4550
12 September 2015 (Canada),6743,4551
"May 24, 1979 Wide",6744,4552
30 April 2015 (USA),6745,4553
9 July 2004 (USA),6746,1254
29 April 2011 (USA),6747,1794
2016 (USA),6748,432
2016 (USA),6749,432
29 January 2015 (USA),6750,4554
5 March 2013 (USA),6751,4555
2014 (USA),6752,1505
4 October 2013 (Turkey),6753,4556
23 September 2014 (USA),6754,4557
12 February 2015 (Ukraine),6755,4558
21 August 2015 (USA),6756,1331
11 July 2014 (USA),6757,1079
4 September 2014 (Israel),6758,4559
3 October 2014 (USA),6759,2921
18 July 2014 (USA),6760,1109
3 July 2015 (USA),6761,3732
22 April 2004 (USA),6762,4560
23 January 2011 (USA),6763,4561
2 May 2014 (USA),6764,300
12 September 1995 (USA),6765,4562
31 January 2014 (USA),6766,383
12 December 2014 (USA),6767,967
17 December 2004 (USA),6768,904
17 January 2014 (USA),6769,1351
16 October 1996 (USA),6770,4563
11 October 2013 (USA),6771,1448
27 April 2007 (UK),6772,4564
10 October 2014 (USA),6773,771
5 September 2014 (USA),6774,4317
24 October 2014 (USA),6775,2081
24 April 2014 (USA),6776,3680
21 August 2008 (Russia),6777,4565
26 August 2011 (USA),6778,2689
23 January 2013 (USA),6779,4350
11 April 2002 (Czech Republic),6780,4566
10 September 2013 (USA),6781,4450
6 November 2014 (USA),6782,4452
22 January 2014 (USA),6783,4567
16 January 2015 (USA),6784,1353
19 December 2014 (USA),6785,735
25 September 2014 (USA),6786,4568
26 November 2014 (Philippines),6787,4569
20 January 2011 (USA),6788,4570
16 January 2009 (USA),6789,2090
19 July 2013 (Ireland),6790,4571
14 September 2013 (Denmark),6791,4572
6 October 2014 (USA),6792,4108
1 May 2015 (USA),6793,3016
13 February 2014 (Singapore),6794,4573
1 May 2014 (Israel),6795,4574
30 July 2010 (USA),6796,945
26 October 2007 (USA),6797,3509
16 February 2011 (France),6798,4575
15 March 2013 (USA),6799,580
2015 (USA),6800,258
24 April 2015 (USA),6801,368
22 January 2015 (Israel),6802,4576
28 November 2014 (USA),6803,4577
3 March 2006 (USA),6804,940
25 July 1997 (USA),6805,1942
18 April 2003 (USA),6806,3034
25 February 2005 (USA),6807,4578
22 August 2003 (USA),6808,4579
12 January 2003 (USA),6809,4580
3 March 2006 (USA),6810,940
14 January 2005 (USA),6811,1166
2008 (USA),6812,193
5 February 1993 (USA),6813,3691
1 September 2006 (USA),6814,1985
19 February 1962 (Sweden),6815,4581
22 November 1948 (Sweden),6816,4582
6 June 2014 (USA),6817,1080
7 April 2006 (USA),6818,1896
25 June 2004 (UK),6819,4583
7 December 2012 (USA),6820,4584
7 August 2015 (Germany),6821,4585
1 December 2012 (Japan),6822,4586
9 February 2010 (USA),6823,4587
"Jun 13, 2013 Limited",6824,4588
23 November 2012 (USA),6825,4589
"Jul 31, 1992 Wide",6826,4590
22 December 2000 (USA),6827,1949
11 February 2011 (USA),6828,880
28 July 2006 (USA),6829,1289
17 October 2014 (USA),6830,1785
14 August 2015 (USA),6831,463
26 January 2015 (USA),6832,4591
1 August 2014 (USA),6833,1067
12 September 2014 (USA),6834,869
12 September 2014 (USA),6835,869
20 October 2006 (Italy),6836,4592
28 January 2011 (USA),6837,242
5 June 1998 (USA),6838,1135
,6839,47
8 August 2014 (USA),6840,1804
25 December 2014 (USA),6841,1510
16 July 2010 (USA),6842,985
10 February 2012 (USA),6843,557
1 November 2002 (USA),6844,2185
5 February 2016 (USA),6845,1496
,6846,47
,6847,47
27 February 1954 (USA),6848,2435
10 March 2000 (USA),6849,958
20 November 1998 (USA),6850,999
19 December 1986 (USA),6851,3150
21 August 1964 (West Germany),6852,4593
24 August 1978 (UK),6853,4594
2 August 1972 (USA),6854,4595
14 October 1983 (USA),6855,4596
19 December 1975 (USA),6856,4597
22 July 1988 (USA),6857,4598
15 January 1988 (USA),6858,125
19 December 1980 (USA),6859,1546
15 February 1991 (USA),6860,4374
3 February 1989 (USA),6861,4002
15 April 1994 (USA),6862,3967
22 May 1985 (USA),6863,2727
9 August 1991 (USA),6864,4162
30 September 1983 (USA),6865,4599
26 August 1994 (USA),6866,1151
16 August 1985 (USA),6867,1406
26 August 1988 (USA),6868,4600
22 July 1987 (USA),6869,4601
April 1991 (USA),6870,4366
6 March 1992 (USA),6871,4602
13 April 1984 (USA),6872,3495
20 September 1996 (USA),6873,539
14 February 1986 (USA),6874,4421
10 February 1984 (USA),6875,4603
21 December 1984 (USA),6876,2671
27 September 1991 (USA),6877,2319
29 June 2014 (USA),6878,4604
14 November 1997 (USA),6879,3125
13 July 1990 (USA),6880,1569
27 July 1984 (USA),6881,701
6 March 1992 (USA),6882,4602
9 March 2014 (USA),6883,1374
6 February 2015 (USA),6884,753
15 June 2012 (USA),6885,2916
25 December 2014 (USA),6886,1510
1 March 2015 (USA),6887,4605
12 October 2012 (USA),6888,132
16 January 2009 (USA),6889,2090
20 March 2015 (USA),6890,2490
12 February 1988 (USA),6891,4606
24 June 2011 (USA),6892,849
29 May 2015 (USA),6893,2223
13 October 2000 (USA),6894,4607
12 October 2001 (USA),6895,4608
"Oct 8, 1999 Wide",6896,4609
2 September 2009 (Indonesia),6897,4610
18 September 1992 (USA),6898,1527
2 April 1999 (USA),6899,4611
20 September 2002 (USA),6900,2563
12 June 1987 (USA),6901,923
30 May 2008 (USA),6902,2741
27 January 2012 (UK),6903,4612
2008 (USA),6904,193
5 November 2009 (Argentina),6905,4613
9 July 2013 (USA),6906,4180
30 November 1989 (South Africa),6907,4614
22 May 1985 (USA),6908,2727
7 March 2008 (USA),6909,1499
8 September 2006 (USA),6910,4359
13 May 2005 (USA),6911,1563
12 November 2010 (USA),6912,209
3 September 2004 (USA),6913,4615
2 November 2011 (UK),6914,4616
12 October 2001 (USA),6915,4608
23 January 1998 (USA),6916,2967
"Jan 1, 1984 Wide",6917,4617
May 1988 (USA),6918,4618
29 June 2001 (USA),6919,2925
16 September 1988 (USA),6920,4619
5 October 1990 (USA),6921,109
28 October 1994 (USA),6922,1776
17 July 1996 (USA),6923,1315
20 May 2004 (Germany),6924,4620
31 March 1995 (USA),6925,1249
6 May 2010 (Germany),6926,4621
17 January 2014 (USA),6927,1351
26 August 2005 (USA),6928,2586
24 February 2006 (USA),6929,2456
March 2009 (USA),6930,4622
January 2001 (USA),6931,4623
24 May 1948 (USA),6932,4624
8 January 1973 (Sweden),6933,4625
25 April 2006 (USA),6934,4626
6 December 1975 (Italy),6935,4627
16 August 2002 (USA),6936,2287
28 January 1994 (USA),6937,4628
17 August 2007 (USA),6938,384
August 1958 (USA),6939,4629
10 February 1989 (USA),6940,4630
July 1959 (USA),6941,4631
22 June 1960 (USA),6942,4632
17 February 1959 (USA),6943,4633
12 August 1961 (USA),6944,4634
21 June 1972 (USA),6945,4635
31 August 1979 (USA),6946,4636
9 August 1985 (USA),6947,2624
27 April 1951 (USA),6948,3210
31 August 2012 (USA),6949,4637
14 March 2013 (Singapore),6950,4638
9 March 1984 (USA),6951,2322
24 September 1982 (USA),6952,4639
18 November 1983 (USA),6953,3395
22 September 2012 (USA),6954,4640
21 November 2003 (USA),6955,4641
25 October 2002 (USA),6956,2819
23 July 1999 (USA),6957,3722
July 1960 (USA),6958,249
29 October 1999 (USA),6959,4642
"Sep 28, 1979 Wide",6960,4643
30 June 1972 (USA),6961,4644
26 May 1970 (USA),6962,4645
15 June 1973 (USA),6963,4646
18 April 2015 (USA),6964,4647
12 October 2007 (USA),6965,2555
31 March 1978 (Denmark),6966,4648
27 December 2013 (Vietnam),6967,4649
22 October 2009 (Malaysia),6968,4650
18 April 2008 (USA),6969,758
"Jul 10, 1992 Wide",6970,4651
24 March 1964 (USA),6971,4652
17 December 2010 (USA),6972,790
13 July 1977 (USA),6973,4653
31 October 2013 (USA),6974,4654
"Sep 18, 1981 Wide",6975,4655
24 September 2010 (Ireland),6976,4656
4 August 2006 (USA),6977,4074
29 April 2005 (USA),6978,1898
8 March 1996 (USA),6979,2522
18 May 1990 (USA),6980,3517
9 September 1986 (Canada),6981,4657
6 April 1984 (USA),6982,4658
21 November 2007 (USA),6983,853
20 August 1999 (USA),6984,3609
18 December 2009 (USA),6985,840
3 December 2005 (USA),6986,4659
12 November 1982 (USA),6987,1582
21 August 1981 (USA),6988,4660
3 August 1979 (USA),6989,4661
16 May 1997 (USA),6990,3724
7 January 2000 (Ireland),6991,4662
6 August 2009 (Greece),6992,4663
19 May 2000 (USA),6993,1687
3 November 2011 (Russia),6994,4664
10 April 1959 (USA),6995,4665
9 March 2006 (Thailand),6996,4666
7 December 2012 (USA),6997,4584
26 October 2012 (USA),6998,3931
October 1974 (USA),6999,2974
7 December 1960 (USA),7000,4667
24 August 2001 (USA),7001,190
14 December 1984 (USA),7002,130
28 February 1992 (USA),7003,4102
21 April 1995 (USA),7004,1920
