Creator,Cast,original_index,unique_index
"Matthew Leutwyler,Jun Tan","Jeremy Sisto,Erik Palladino,Bianca Lawson,Osgood Perkins,Ever Carradine,Gina Philips,Zach Selwyn,Miranda Bailey,Brent David Fraser,Diedrich Bader,David Carradine,Jeffrey Dean Morgan,Mark Kelly,Luiggi Debiasse,Ric Barbera",7293,7251
Dante Tomaselli,"Vincent Pastore,Christie Sanford,Lynn Lowry,Ron Millkie,Carmen LoPorto,Richard D. Busser,Ellie Pettit,Steven Lobman,Raine Brown,Danny Lopes,Bill Boorman,Andrew George Jr.,Lily Suda,Matt Perfetuo,June Benson",7294,7252
Dante Tomaselli,"Irma St. Paule,Christie Sanford,Danny Lopes,Salvatore Paul Piro,Vincent Lamberti,Maureen Tomaselli,Gene Burke,Ruth Ray,Helen Palladino,Garret Montanez,Nora Maher,Mark Mamone,Mary Fassino,Elena Christiana,Rocco Spinelli",7295,7253
Dante Tomaselli,"Felissa Rose,Ellen Sandweiss,Edwin Neal,Irma St. Paule,Danny Lopes,Christie Sanford,Ron Millkie,Salvatore Paul Piro,Raine Brown,Robert Zappalorti,Marco Rose,Maureen Tomaselli,Jessy Hodges,Chris Farabaugh,Garth Johnson",7296,7254
"Tom Holland,Edward Levy","Ronny Cox,Bibi Besch,Paul Clemens,Don Gordon,R.G. Armstrong,Katherine Moffat,L.Q. Jones,Logan Ramsey,John Dennis Johnston,Ron Soble,Luke Askew,Meshach Taylor,Boyce Holleman,Natalie Nolan Howard,Malcolm McMillin",7297,7255
"Charles B. Pierce,Garry Rusoff","Vic Morrow,Michael Parks,Jessica Harper,Sue Ane Langdon,Dennis Fimple,Bill Thurman,Jimmy Clem,Harry Thomasson,Twyla Taylor,Mary Branch,John H. Meyer,John Milam,Roxanne Harter,Foster Litton,Owen Guthrie",7298,7256
Earl E. Smith,"Vern Stierman,Chuck Pierce Jr.,William Stumpp,Willie E. Smith,Lloyd Bowen,B.R. Barrington,J.E. 'Smokey' Crabtree,Travis Crabtree,John P. Hixon,John W. Oates,Buddy Crabtree,Jeff Crabtree,Judy Baltom,Mary B. Johnson,Louise Searcy",7299,7257
James Gunn,"Don Thompson,Nathan Fillion,Gregg Henry,Xantha Radley,Elizabeth Banks,Tania Saulnier,Dustin Milligan,Michael Rooker,Haig Sutherland,Jennifer Copping,Zak Ludwig,Kathryn Kirkpatrick,Brenda James,Lorena Gale,Bart Anderson",7300,7258
"Eli Craig,Morgan Jurgenson","Tyler Labine,Alan Tudyk,Katrina Bowden,Jesse Moss,Philip Granger,Brandon Jay McLaren,Christie Laing,Chelan Simmons,Travis Nelson,Alex Arsenault,Adam Beauchesne,Joseph Allan Sutherland,Mitchell Verigin,Angela DeCorte,Karen Reigh",7301,7259
"Hunter G. Williams,Scott Michael Campbell","Chris Hayes,Jeff Stearns,Becka Adams,Angelina Lyubomirova,Callie Cameron,Kelsi Cullimore,Andrew Olson,Brooke Johnson,GiGi LaMar,Olivia Prado,Megan Richie,Liv von Oelreich,Sewell Whitney,Hunter G. Williams",7302,7260
Xander Wolf,"Mariah Bonner,Bobby Campo,Catherine Cappiello,Dave Davis,Casey Dillard,Arial Esco,Kanisha Esco,Elise Fyke,Pam Greer,Leigh Hennessy,Cooper Huckabee,Bobby C. King,Isaiah LaBorde,Peter Lawson Jones,Johnny McPhail",7303,7261
,"Ginger Fish,John 5,Rob Zombie",7304,7262
Rob Zombie,"Sheri Moon Zombie,Malcolm McDowell,Elizabeth Daily,Meg Foster,Richard Brake,Lew Temple,Lawrence Hilton-Jacobs,Ginger Lynn,Daniel Roebuck,Tracey Walter,Judy Geeson,Jeff Daniel Phillips,Torsten Voges,Jane Carr,Devin Sidell",7305,7263
"Keenen Ivory Wayans,Shawn Wayans","Marlon Wayans,Shawn Wayans,Kerry Washington,John Witherspoon,Tracy Morgan,Lochlyn Munro,Chazz Palminteri,Molly Shannon,David Alan Grier,Dave Sheridan,Fred Stoller,Brittany Daniel,Linden Porco,Gabriel Pimentel,Alex Borstein",7306,7264
"Eddie Murphy,Charlie Murphy","Eddie Murphy,Thandie Newton,Terry Crews,Clifton Powell,Lester Speight,Cuba Gooding Jr.,Eddie Griffin,Katt Williams,Floyd Levine,Anthony Russell,Pat Crawford Brown,Jeanette Miller,Michael Colyar,Marlon Wayans,Alexis Rhee",7307,7265
Don Rhymer,"Martin Lawrence,Nia Long,Emily Procter,Zachary Levi,Mark Moses,Kat Dennings,Chloë Grace Moretz,Marisol Nichols,Josh Flitter,Dan Lauria,Jascha Washington,Jeanene Fox,Preston Shores,Trevor Shores,Sarah Brown",7308,7266
"Darryl Quarles,Darryl Quarles","Martin Lawrence,Nia Long,Paul Giamatti,Jascha Washington,Terrence Howard,Anthony Anderson,Ella Mitchell,Carl Wright,Phyllis Applegate,Starletta DuPois,Jessie Mae Holmes,Nicole Prescott,Octavia Spencer,Tichina Arnold,Cedric the Entertainer",7309,7267
Hal Hartley,"Robert John Burke,Bill Sage,Karen Sillas,Elina Löwensohn,Martin Donovan,Mark Chandler Bailey,Chris Cooke,Jeffrey Howard,Holly Marie Combs,Joe Stevens,Damian Young,Marietta Marich,John MacKay,Bethany Wright,Richard Reyes",7310,7268
Hal Hartley,"Parker Posey,D.J. Mendel,Liam Aiken,Megan Gay,Jasmin Tabatabai,Chuck Montgomery,James Urbaniak,John Keogh,Claudia Michelsen,Jeff Goldblum,Leo Fitzpatrick,J.E. Heys,Aminata Seck,David Scheller,Aoibheann O'Hara",7311,7269
Hal Hartley,"Aubrey Plaza,Liam Aiken,Parker Posey,Robert John Burke,Jefferson Mays,James Urbaniak,Martin Donovan,Bill Sage,Lloyd Kaufman,Gia Crovatin,Karen Sillas,Thomas Jay Ryan,John Ellison Conlee,Bob Byington,Michael Wren Gucciardo",7312,7270
Hal Hartley,"Isabelle Huppert,Martin Donovan,Elina Löwensohn,Damian Young,Chuck Montgomery,Dave Simonds,Pamela Stewart,Erica Gimpel,Jan Leslie Harding,Terry Alexander,Holt McCallany,Hugh Palmer,Michael Imperioli,Angel Caban,Emmanuel Xuereb",7313,7271
Hal Hartley,"Adrienne Shelly,Martin Donovan,Rebecca Nelson,John MacKay,Edie Falco,Gary Sauer,Matt Malloy,Suzanne Costollos,Jeff Howard,Karen Sillas,Tom Thon,Hannah Sullivan,Marko Hunt,Kathryn Mederos,Bill Sage",7314,7272
Hal Hartley,"Paul Austin,Robert John Burke,Martin Donovan,Erica Gimpel,Michael Imperioli,Holt McCallany,Lianna Pai,Harold Perrineau,Parker Posey,Bill Sage,Patricia Scanlon,Paul Schulze,Karen Sillas,Hannah Sullivan,José Zúñiga",7315,7273
Hal Hartley,"Martin Donovan,P.J. Harvey,Dave Simonds,Thomas Jay Ryan,Miho Nikaido,D.J. Mendel,Katreen Hardt,James Urbaniak,Anna Köhler,Martin Pfefferkorn,Layla Alexander,Michael Ornstein,Paul Albe,Don Creech,Joseph McKenna",7316,7274
Hal Hartley,"Martin Donovan,Matt Malloy,Rebecca Nelson,Julie Kessler,Mary B. Ward,Thomas J. Edwards,George Feaster,Lisa Gorlitsky,Emily Kunstler,John MacKay,James McCauley,Vincent Rutherford,Gary Sauer,Steven Schub,Hannah Sullivan",7317,7275
Hal Hartley,"Margrét Ákadóttir,Julie Anderson,Anna Kristín Arngrímsdóttir,Ilene Bergelson,Guðrún María Bjarnadóttir,Bessi Bjarnason,Helgi Björnsson,Robert John Burke,Julie Christie,Stacy Dawson,Maria Ellingsen,Anthony Giangrande,Erica Gimpel,Þröstur Leó Gunnarsson,Brynhildur Guðjónsdóttir",7318,7276
,"Thomas Jay Ryan,James Urbaniak,Parker Posey,Maria Porter,James Saito,Kevin Corrigan,Liam Aiken,Miho Nikaido,Gene Ruffini,Nicholas Hope,Diana Ruppe,Veanne Cox,Jan Leslie Harding,Chaylee Worrall,Christy Carlson Romano",7319,7277
Hal Hartley,"D.J. Mendel,Danielle Meyer,Pallavi Sastry,Chelsea Crowe,Miho Nikaido,Penelope Lagos,Lisa Hickman,James Rich,Hoji Fortuna,George Feaster,Kanstance Frakes,Matty Charles,Josh Stark,Isis Velazquez,Lisa Marie Persaud",7320,7278
Adrienne Shelly,"Adrienne Shelly,Tim Guinee,Roger Rees,Louise Lasser,Hynden Walch,Jon Sklaroff,Paul Cassell,Chuck Montgomery,Dave Simonds,Melinda Wade,Pamela Gray,Brian Quirk,C.C. Loveheart,Shirl Bernheim,Elizabeth Newett",7321,7279
"Stephen King,Michael McDowell","Robert John Burke,Lucinda Jenney,Bethany Joy Lenz,Time Winters,Howard Erskine,Joe Mantegna,Terrence Garmey,Randy Jurgensen,Jeff Ware,Antonette Schwartzberg,Terence Kava,Kari Wuhrer,Adriana Delphine,Ruth Miller,Walter Bobbie",7322,7280
Richard Outten,"Edward Furlong,Anthony Edwards,Clancy Brown,Jared Rushton,Darlanne Fluegel,Jason McGuire,Sarah Trigger,Lisa Waltz,Jim Peck,Len Hunt,Reid Binion,David Ratajczak,Lucius Houghton,Wilbur Fitzgerald,Elizabeth Ziegler",7323,7281
"Stephen King,Don Carlos Dunaway","Dee Wallace,Danny Pintauro,Daniel Hugh Kelly,Christopher Stone,Ed Lauter,Kaiulani Lee,Billy Jayne,Mills Watson,Sandy Ward,Jerry Hardin,Merritt Olsen,Arthur Rosenberg,Terry Donovan-Smith,Robert Elross,Robert Behling",7324,7282
"Matt Reeves,John Ajvide Lindqvist","Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins,Cara Buono,Elias Koteas,Sasha Barrese,Dylan Kenin,Chris Browning,Ritchie Coster,Dylan Minnette,Jimmy 'Jax' Pinchak,Nicolai Dorian,Rebekah Wiggins,Seth Adkins,Ashton Moio",7325,7283
James DeMonaco,"Ethan Hawke,Lena Headey,Max Burkholder,Adelaide Kane,Edwin Hodge,Rhys Wakefield,Tony Oller,Arija Bareikis,Tom Yi,Chris Mulkey,Tisha French,Dana Bunch,Peter Gvozdas,John Weselcouch,Alicia Vela-Bailey",7326,7284
Trisha Gum,"Cortney Palm,Thaine H. Allison Jr.,Jeff Gum,Jennifer Kuhlman,Bill Watterson",7327,7285
"Matt Dean,Jonathan Rosenberg","Dave Vescio,Nick Mancuso,Zadran Wali,Andy Gates,Natalie Miston,Neva Cole,Cortney Palm,Emilie Jo Tisdale,Cleo Ronson,Silvia Suvadová,Tamzin Brown,Felipe Borges,Olivia Briggs,Braxton Davis,Kelly Derouin",7328,7286
Jayson Rothwell,"Malcolm McDowell,Jaime King,Donal Logue,Rick Skene,Ellen Wong,Andrew Cecon,Courtney-Jane White,Erik J. Berg,Tom Anniko,Mike O'Brien,Curtis Moore,Adriana O'Neil,John B. Lowe,Ali Tataryn,Brendan Fehr",7329,7287
Tracy Morse,"Matthew Currie Holmes,AnnaMaria Demara,Eileen Dietz,Angelina Lyubomirova,Nancy McCrumb,Michelle Nunes,Grant Alan Ouzts,Cortney Palm,John Savage,Kati Sharp,Kate Siegel,Jamie Strange",7330,7288
"Lony Ruhmann,Staci Layne Wilson","Cortney Palm,James Duval,Andy Mackenzie,Mick Foley",7331,7289
"Destin Pfaff,Kern Saxton","Tony Todd,Noah Hathaway,James Duval,Andy Mackenzie,Mark Hamill,Cortney Palm,Shin'ichi Chiba,David Dastmalchian,Jeff Fahey,Michael Biehn,Danny Trejo,Destin Pfaff,Stryker,Cyrus Alexander,David Reynolds",7332,7290
"Roger Zelazny,Alan Sharp","Jan-Michael Vincent,George Peppard,Dominique Sanda,Paul Winfield,Jackie Earle Haley,Kip Niven,Robert Donner,Seamon Glass,Trent Dolan,Mark L. Taylor,Robert Hackman,Erik Cord,Terence Locke,Marcia Holley",7333,7291
"Anna Andersen,Ryuji Yamakita","Cortney Palm,Dealz,David Yeung,Casey Gagliardi,Ryuji Yamakita,Alice Aoki,Shin'ichi Chiba,Sonny Saito,Hiroshi Otaguro,Che'Nelle,Matthew Knowles,Christian J. Meoli,Ivory Broome,Akina Minami,Takato Yonemoto",7334,7292
"Barry Pollack,Barry Pollack","Sheila Hart,Nina Hartley,Leah Huebner,Alison Korman,Mai Linh,Raymond Morris,Mari Cielo Pajares,Cortney Palm,Elaine Partnow,Mischa Pollack,Eliza Roberts,Eric Roberts,Heather Renee Sims",7335,7293
"Silvio Horta,Paul Harris Boardman","Jennifer Morrison,Matthew Davis,Hart Bochner,Loretta Devine,Joey Lawrence,Anson Mount,Eva Mendes,Jessica Cauffiel,Anthony Anderson,Michael Bacall,Marco Hofschneider,Derek Aasland,Jacinda Barrett,Peter Millard,Chas Lawther",7336,7294
Daniel Waters,"Winona Ryder,Christian Slater,Shannen Doherty,Lisanne Falk,Kim Walker,Penelope Milford,Glenn Shadix,Lance Fenton,Patrick Labyorteaux,Jeremy Applegate,Jon Shear,Carrie Lynn,Phill Lewis,Renée Estevez,John Zarchen",7337,7295
"Tom Savage,Donna Powers","Denise Richards,David Boreanaz,Marley Shelton,Jessica Capshaw,Jessica Cauffiel,Katherine Heigl,Hedy Burress,Fulvio Cecere,Daniel Cosgrove,Johnny Whitworth,Woody Jeffreys,Adam Harrington,Claude Duhamel,Wyatt Page,Benita Ha",7338,7296
"David Wechter,Bruce Kimmel","Jordana Brewster,Clea DuVall,Laura Harris,Josh Hartnett,Shawn Hatosy,Salma Hayek,Famke Janssen,Piper Laurie,Christopher McDonald,Bebe Neuwirth,Robert Patrick,Usher Raymond,Jon Stewart,Daniel von Bargen,Elijah Wood",7339,7297
David Loughery,"Dennis Hopper,Kiefer Sutherland,Carol Kane,Paul Dooley,Cliff De Young,Richard Masur,Michael McKean,Kathleen York,Tom O'Brien,Eric Lorentz,Jan Van Sickle,Jack Casperson,Dwayne Carrington,David Underwood,Bobby Price",7340,7298
"Brendan Jackson Rogers,Will Phillips","Andrew Ramos,Will Phillips,Alexa Cappiello,Chris Heidt,John Mondelli,Brendan Jackson Rogers,Raymond Cardet,Nicole Smith,Nicky Urban,Ryan Rogers,Patrick Pieri,Josiah Armes,Bithja Aurelien,Ryan Barr,Zach Bennett",7341,7299
"John Bisson,Robert Kurtzman","Andrew Divoff,Erin Brown,Ryan Hooks,Sean Serino,Rachel Scheer,Anthony Clark,Christopher Allen Nelson,Reggie Bannister,Angela Gasparec,Matt Jerrams,Alan Tuskes,Jillian McLaughlin,Charles Price,Sean Rodgers,Carl Hunnell",7342,7300
Jacob Forman,"Amber Heard,Anson Mount,Whitney Able,Michael Welch,Edwin Hodge,Aaron Himelstein,Luke Grimes,Melissa Price,Adam Powell,Peyton Hayslip,Brooke Bloom,Robert Earl Keen",7343,7301
"Tom Holland,Robert Bloch","Anthony Perkins,Vera Miles,Meg Tilly,Robert Loggia,Dennis Franz,Hugh Gillin,Claudia Bryar,Robert Alan Browne,Ben Hartigan,Lee Garlington,Tim Maier,Jill Carroll,Chris Hendrie,Tom Holland,Michael Lomazow",7344,7302
Dick Maas,"James Marshall,Naomi Watts,Eric Thal,Michael Ironside,Edward Herrmann,Dan Hedaya,Ron Perlman,Kathryn Meisle,Martin McDougall,John Cariani,David Gwillim,Peter Banks,William Vanderpuye,Wilke Durand,Todd Boyce",7345,7303
"Ariel Dorfman,Rafael Yglesias","Sigourney Weaver,Ben Kingsley,Stuart Wilson,Krystia Mova,Jonathan Vega,Rodolphe Vega,Gilberto Cortés,Jorge Cruz,Carlos Moreno,Eduardo Valenzuela,Sergio Ortega Alvarado",7346,7304
"Gérard Brach,Roman Polanski","Jack MacGowran,Alfie Bass,Jessie Robins,Sharon Tate,Ferdy Mayne,Iain Quarrier,Terry Downes,Fiona Lewis,Ronald Lacey,Sydney Bromley,Andreas Malandrinos,Otto Diamant,Matthew Walters,Roman Polanski,Vladek Sheybal",7347,7305
"Pascal Bruckner,Roman Polanski","Peter Coyote,Emmanuelle Seigner,Hugh Grant,Kristin Scott Thomas,Victor Banerjee,Sophie Patel,Patrick Albenque,Smilja Mihailovitch,Leo Eckmann,Luca Vellani,Richard Dieux,Danny Wuyts,Daniel Dhubert,Nathalie Galán,Eric Gonzales",7348,7306
Elisabeth Fies,"Chauntal Lewis,David Lago,Stuart G. Bennett,Adrian Lee,Elisabeth Fies,Cindy Baer,Winter,Trevor Murphy,Heidi Hornbacher,Leslie Lello,Michael Bloomfield,Cassius Boxwell,Lia Boxwell,Richard Channing,Heather Coleman",7349,7307
"Don Mancini,Don Mancini","Chantal Quesnelle,Fiona Dourif,Jordan Gavaris,Danielle Bisutti,A Martinez,Maitland McConnell,Brennan Elliott,Summer H. Howell,Adam Hurtig,Darren Wall,Will Woytowich,Anne Leveille,Kally Berard,Kyle Nobess,Brad Dourif",7350,7308
"Don Mancini,Don Mancini","Jennifer Tilly,Brad Dourif,Katherine Heigl,Nick Stabile,Alexis Arquette,Gordon Michael Woolvett,John Ritter,Lawrence Dane,Michael Louis Johnson,James Gallanders,Janet Kidder,Vince Corazza,Kathy Najimy,Park Bench,Emily Weedon",7351,7309
"Don Mancini,Don Mancini","Catherine Hicks,Chris Sarandon,Alex Vincent,Brad Dourif,Dinah Manoff,Tommy Swerdlow,Jack Colvin,Neil Giuntoli,Juan Ramírez,Alan Wilder,Richard Baird,Ray Oliver,Aaron Osborne,Tyler Hard,Ted Liss",7352,7310
"Dyan Cannon,Jill Gordon","Dyan Cannon,John Heard,George Coe,Lola Mason,Stephen Meadows,Rebecca Schaeffer,Billie Bird,Dennis Burkley,Viveka Davis,Eric Harrison,Stoney Jackson,Paul Lieber,Michael Madsen,Leslie A. Pam,Madge Sinclair",7353,7311
Robert Resnikoff,"Lou Diamond Phillips,Tracy Griffith,Jeff Kober,Mykelti Williamson,Elizabeth Arlen,Dennis Lipscomb,Carmen Argenziano,Julianna McCarthy,Nada Despotovich,Sue Giosa,Clayton Landey,Hansford Rowe,Philip Abbott,David Gale,J. Patrick McNamara",7354,7312
"Paula Gosling,Charlie Fletcher","William Baldwin,Cindy Crawford,Steven Berkoff,Christopher McDonald,Miguel Sandoval,Johann Carlo,Salma Hayek,John Bedford Lloyd,Olek Krupa,Jenette Goldstein,Marc Macaulay,Sonny Carl Davis,Frank Medrano,Don Yesso,Paul Dillon",7355,7313
"Jez Butterworth,John-Henry Butterworth","Naomi Watts,Sonya Davison,Vanessa Chong,Anand Tiwari,Stephanie Chai,Sean Penn,Ty Burrell,Jessica Hecht,Norbert Leo Butz,Rebecca Rigg,Brooke Smith,Tom McCarthy,Ashley Gerasimovich,Quinn Broggy,Nicholas Sadler",7356,7314
"Judson Klinger,Richard Clayton Woods","Robert Urich,JoBeth Williams,Paul Dooley,Hoyt Axton,Peter Coyote,Marin Kanter,Gailard Sartain,Dan Hedaya,Harry Carey Jr.,John Considine,Margery Bond,Joseph G. Medalis,Patrick Houser,Alvin Crow,Ned Dowd",7357,7315
Nancy Dowd,"Richard Dreyfuss,David Johansen,Teri Garr,Jennifer Tilly,Allen Garfield,Edward Walsh,Richard Edson,David Schramm,John Roselius,Joseph Walsh,Ralph Seymour,Cynthia Nixon,Richard Dimitri,Robert Towers,Michelle Phillips",7358,7316
"Michael Whaley,J.M. Winters","Kimberly Bailey,Chip Dobbs,Christopher B. Duncan,Tisha Frederick,Carl Gilliard,Carlos Hooper,Michael Jace,Stacey Johnson-Whaley,Mark Christopher Lawrence,Mother Love,Antwon Pledger Payton,LaTocha Scott,Anthony Singleton,Michael Smalls,Kellita Smith",7359,7317
Oleg Egorov,"Kelly Lynch,Daniel Grimm,Phillip Vincent,Etienne Chicot,John Forristal,Peter Walker,Clayton Day,Laurie Robyn,Kim Monoco,David Hausman,Patricia Quinn,Lydia Leeds,Bill Moseley,Stan Wilson,G. Keith Alexander",7360,7318
"Clive Barker,Peter Atkins","Kevin Bernhardt,Lawrence Mortorff,Terry Farrell,Ken Carpenter,Sharon Ceccatti,Paula Marshall,Robert C. Treveiler,Christopher Frederick,Lawrence Kuppin,Sharon Percival,Philip Hyland,David Young,Brent Bolthouse,Peter Atkins,Paul Coleman",7361,7319
"Clive Barker,Bernard Rose","Virginia Madsen,Tony Todd,Xander Berkeley,Kasi Lemmons,Vanessa Williams,DeJuan Guy,Marianna Elliott,Ted Raimi,Ria Pavia,Mark Daniels,Lisa Ann Poggi,Adam Philipson,Eric Edwards,Carolyn Lowery,Barbara Alston",7362,7320
"Clive Barker,Peter Atkins","Clare Higgins,Ashley Laurence,Kenneth Cranham,Imogen Boorman,Sean Chapman,William Hope,Doug Bradley,Barbie Wilde,Simon Bamford,Nicholas Vince,Oliver Smith,Angus MacInnes,Deborah Joel,James Tillitt,Bradley Lavelle",7363,7321
Peter Atkins,"Bruce Ramsay,Valentina Vargas,Doug Bradley,Charlotte Chatton,Adam Scott,Kim Myers,Mickey Cottrell,Louis Turenne,Courtland Mead,Louis Mustillo,Jody St. Michael,Paul Perri,Pat Skipper,Christine Harnos,Wren T. Brown",7364,7322
William Peter Blatty,"George C. Scott,Ed Flanders,Brad Dourif,Jason Miller,Nicol Williamson,Scott Wilson,Nancy Fish,George DiCenzo,Don Gordon,Lee Richardson,Grand L. Bush,Mary Jackson,Viveca Lindfors,Ken Lerner,Tracy Thorne",7365,7323
"George Agnew Chamberlain,Winston Miller","Pat Boone,Shirley Jones,Dolores Michaels,Arthur O'Connell,Matt Crowley,Jeanette Nolan,Bradford Jackson,Charles M. Galloway",7366,7324
"Tom McLoughlin,Michael Hawes","Meg Tilly,Melissa Newman,Robin Evans,Leslie Speights,Donald Hotton,Elizabeth Daily,David Mason Daniels,Adam West,Leo Gorcey Jr.,Rhio H. Blair,Larry Carroll,Katee McClure,Kevin Peter Hall,Theodore Lehmann,Nancy Mott",7367,7325
Rowdy Herrington,"James Spader,Cynthia Gibb,Jim Haynie,Robert Picardo,Rod Loomis,Rex Ryon,Chris Mulkey,Wendell Wright,John Wesley,Bobby Hosea,Danitza Kingsley,Anne Betancourt,Diane Erickson,Sis Greenspon,Graham Timbes",7368,7326
"Al Gomez,Mickey Epps","Joe Don Baker,Leif Green,Jim Greenleaf,Scott McGinnis,Jon Gries,Corinne Bohrer,John Diehl,John Voldstad,Reid Cruickshanks,Morgan Lofting,Kym Malin,Kim G. Michel,Jacqueline Cole,Logan Ramsey,Justine Lenore",7369,7327
Lewis Jackson,"Brandon Maggart,Jeffrey DeMunn,Dianne Hull,Andy Fenwick,Brian Neville,Joe Jamrog,Wally Moran,Gus Salud,Ellen McElduff,Brian Hartigan,Peter Neuman,Lance Holcomb,Elizabeth Ridge,Chris Browning,Tyrone Holmes",7370,7328
"Damien Chazelle,Ed Gass-Donnelly","Ashley Bell,Julia Garner,Spencer Treat Clark,David Jensen,Tarra Riggs,Louis Herthum,Muse Watson,Erica Michelle,Sharice A. Williams,Boyana Balta,Joe Chrest,Raeden Greer,Judd Lormand,E. Roger Mitchell,Dane Rhodes",7371,7329
"William Brent Bell,Matthew Peterman","Fernanda Andrade,Simon Quarterman,Evan Helmuth,Ionut Grama,Suzan Crowley,Bonnie Morgan,Brian Johnson,Jeff Victoroff,Pamela Davis,John Prosky,Claudiu Istodor,Toma Danila,Claudiu Trandafir,Maria Junghetu,Ilinca Harnut",7372,7330
"Sam Littlefield,Sean Marble","Sam Littlefield,Samantha Sloyan,Chad Faust,Shannon Zeller,Rawn Erickson,Alexandra Anthony,Sadie Alexandru,Annie Burgstede,Chase Mallen,Kal Bennett,Wesley McCoy,Andrea Harrison,Joline Towers",7373,7331
"Mary Shelley,Steph Lady","Robert De Niro,Kenneth Branagh,Tom Hulce,Helena Bonham Carter,Aidan Quinn,Ian Holm,Richard Briers,John Cleese,Robert Hardy,Cherie Lunghi,Celia Imrie,Trevyn McDowell,Gerard Horan,Mark Hadfield,Joanna Roth",7374,7332
"Oliver Parker,William Shakespeare","Laurence Fishburne,Irène Jacob,Kenneth Branagh,Nathaniel Parker,Michael Maloney,Anna Patrick,Nicholas Farrell,Indra Ové,Michael Sheen,André Oumansky,Philip Locke,John Savident,Gabriele Ferzetti,Pierre Vaneck",7375,7333
"Stephen King,Frank Darabont","Tom Hanks,David Morse,Michael Clarke Duncan,Bonnie Hunt,James Cromwell,Michael Jeter,Graham Greene,Doug Hutchison,Sam Rockwell,Barry Pepper,Jeffrey DeMunn,Patricia Clarkson,Harry Dean Stanton,Dabbs Greer,Eve Brent",7376,7334
"Marc Norman,Tom Stoppard","Geoffrey Rush,Tom Wilkinson,Steven O'Donnell,Tim McMullan,Joseph Fiennes,Steven Beard,Antony Sher,Patrick Barlow,Martin Clunes,Sandra Reinton,Simon Callow,Judi Dench,Bridget McConnell,Georgie Glen,Nicholas Boulton",7377,7335
Adam Simon,"George A. Romero,John Carpenter,Tom Savini,David Cronenberg,Wes Craven,Tobe Hooper,John Landis,Tom Gunning,Carol J. Clover,Adam Lowenstein,Marshall Anker,Evelyn Ankers,Kirsten Bishop,Joan Blackman,Marilyn Burns",7378,7336
"William Monahan,Alan Mak","Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,Martin Sheen,Ray Winstone,Vera Farmiga,Anthony Anderson,Alec Baldwin,Kevin Corrigan,James Badge Dale,David O'Hara,Mark Rolston,Robert Wahlberg,Kristen Dalton",7379,7337
"Ryne Douglas Pearson,Juliet Snowden","Nicolas Cage,Chandler Canterbury,Rose Byrne,Lara Robinson,D.G. Maloney,Nadia Townsend,Alan Hopgood,Adrienne Pickering,Joshua Long,Danielle Carter,Alethea McGrath,David Lennie,Tamara Donnellan,Travis Waite,Ben Mendelsohn",7380,7338
David Stenn,"Baby Peggy,Richard Bann,Kelly Brown,Ned Comstock,Joan Crawford,Patricia Douglas,Buron Fitts,Clark Gable,Jean Harlow,Judy Lewis,E.J. Mannix,Louis B. Mayer,Judd D. Minter,Patti Minter,Norma Shearer",7381,7339
"Elijah Drenner,Calum Waddell","Robert Forster,Eric Schaefer,Eddie Muller,John Landis,Kim Morgan,Fred Olen Ray,Allison Anders,Joe Dante,Herschell Gordon Lewis,Jeremy Kasten,William Lustig,Lewis Teague,David Hess,Bob Minor,Jack Hill",7382,7340
Angela Ismailos,"Bernardo Bertolucci,Catherine Breillat,Liliana Cavani,Stephen Frears,Todd Haynes,Angela Ismailos,Richard Linklater,Ken Loach,David Lynch,John Sayles,Agnès Varda",7383,7341
Ryan Turek,"David Arquette,Brian Avery,Lisa Beach,Marco Beltrami,Howard Berger,Arielle Brachfeld,W. Earl Brown,Neve Campbell,Roger Corman,Wes Craven,Dane Farwell,Scott Foley,Lawrence Hecht,Roger Jackson,John Paul 'J.P.' Jones",7384,7342
